고객번호,성별,연령대,거주지역,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),분기증감확인
4264,0,3,1,3.81,30.67,48.18,17.34,0.0,0.0,30.0,10.9,10.97,9.77,13.99,15.11,14.34,15.43,9.49,1
4265,0,3,0,8.41,76.32,0.0,15.27,3.0,0.0,0.0,13.19,12.96,11.99,11.44,16.1,12.98,14.28,7.05,0
4266,0,3,1,1.1,15.34,81.06,2.49,2.0,0.0,0.0,6.52,9.53,15.71,13.77,25.1,6.5,12.66,10.22,1
4267,1,3,1,3.38,38.15,47.91,10.56,0.0,0.0,0.0,10.88,7.9,5.08,12.62,15.61,16.77,20.21,10.92,0
4268,0,3,1,9.08,69.94,0.0,20.98,0.0,0.0,9.0,12.71,9.42,17.91,6.12,10.85,14.32,13.48,15.18,1
4269,0,3,0,4.48,31.1,42.71,21.71,0.0,0.0,39.0,9.56,16.78,15.26,12.6,11.25,13.56,10.53,10.46,0
4270,0,3,0,2.59,26.57,20.01,50.82,0.0,1.0,1.0,15.16,10.8,15.77,8.27,21.33,10.71,11.56,6.4,0
4271,0,3,1,4.22,55.6,29.6,10.58,12.0,1.0,15.0,9.65,8.8,10.96,16.55,21.91,9.31,9.25,13.58,1
4272,0,3,1,0.8,68.13,27.23,3.85,0.0,0.0,0.0,7.74,8.62,9.86,13.93,16.34,8.85,16.47,18.19,1
4273,0,3,1,5.37,52.08,25.45,17.09,0.0,0.0,6.0,13.09,10.81,13.42,10.53,13.07,11.81,15.34,11.93,0
4274,0,3,1,0.58,7.38,89.36,2.68,2.0,0.0,0.0,6.85,9.32,5.68,6.35,27.86,8.25,9.3,26.38,1
4275,0,3,1,0.76,8.13,90.15,0.97,0.0,1.0,0.0,13.19,11.48,10.55,9.32,18.87,10.68,18.02,7.89,0
4276,0,3,1,3.43,49.44,36.66,10.47,7.0,0.0,0.0,11.86,10.61,13.18,10.9,9.23,13.5,13.05,17.67,1
4277,1,3,1,2.93,30.4,63.31,3.36,0.0,0.0,24.0,15.43,12.3,11.0,28.01,12.23,6.2,10.24,4.57,0
4278,0,3,1,6.07,52.0,30.22,11.71,0.0,1.0,0.0,14.42,9.79,10.96,11.53,10.69,14.68,14.26,13.67,0
4279,0,3,0,11.25,58.95,0.0,29.8,0.0,0.0,0.0,12.27,13.71,13.67,9.05,10.47,12.53,12.46,15.86,0
4280,0,3,3,18.91,59.13,0.0,21.96,0.0,0.0,0.0,10.91,12.55,15.95,11.75,14.43,11.68,12.86,9.88,0
4281,0,3,0,7.82,80.61,0.0,11.56,2.0,0.0,0.0,8.06,13.42,13.79,14.59,11.78,14.12,14.21,10.02,1
4282,0,3,0,11.08,70.66,0.0,18.26,0.0,0.0,11.0,9.32,12.73,9.68,16.17,12.96,15.22,13.27,10.64,1
4283,0,3,0,2.66,47.93,32.47,16.93,0.0,0.0,0.0,10.5,19.63,13.74,18.29,9.75,9.29,11.39,7.41,1
4284,0,3,0,13.52,55.56,0.0,30.92,0.0,1.0,0.0,8.1,11.02,17.27,11.03,16.43,11.39,11.64,13.13,1
4285,0,3,0,14.32,71.06,0.0,14.62,0.0,0.0,1.0,11.97,14.77,14.31,10.11,9.75,14.14,15.99,8.95,0
4286,0,3,0,18.43,43.55,0.0,38.01,4.0,0.0,0.0,12.18,12.22,14.05,11.0,12.19,13.18,14.35,10.83,1
4287,0,3,1,4.73,45.21,42.2,7.85,0.0,1.0,22.0,18.55,10.25,13.25,13.28,11.34,14.33,9.63,9.36,0
4288,0,3,0,25.13,50.0,0.0,24.87,0.0,0.0,0.0,6.09,6.61,6.68,7.32,29.96,8.15,29.88,5.3,0
4289,0,3,0,0.46,4.75,55.3,39.49,0.0,0.0,0.0,15.26,17.1,15.75,10.1,9.31,11.68,9.66,11.14,0
4291,0,3,0,8.18,33.86,37.15,20.81,0.0,1.0,2.0,9.55,15.51,18.27,8.83,11.75,10.02,17.66,8.41,1
4292,1,3,1,4.69,43.53,41.02,10.77,3.0,0.0,0.0,11.35,8.25,16.68,10.22,15.23,9.47,13.09,15.71,1
4293,0,3,1,3.08,44.36,45.88,6.68,8.0,1.0,1.0,11.18,11.19,9.83,6.15,27.9,10.95,9.39,13.39,1
4294,1,3,1,6.26,79.68,0.0,14.06,0.0,0.0,3.0,20.43,10.49,14.28,11.18,10.72,11.82,9.64,11.45,0
4295,0,3,1,8.82,55.81,18.65,16.72,4.0,0.0,0.0,13.61,15.46,17.97,12.08,11.19,10.74,11.86,7.1,0
4296,0,3,0,6.68,77.73,0.0,15.59,0.0,0.0,0.0,18.62,9.55,11.31,11.46,12.03,19.06,12.18,5.79,0
4297,0,3,1,4.79,37.96,50.01,7.24,3.0,0.0,24.0,9.68,14.37,9.62,10.16,9.5,33.46,6.81,6.39,1
4298,0,3,0,3.39,37.23,49.18,10.2,0.0,0.0,0.0,17.45,18.91,8.96,11.38,11.84,12.28,14.58,4.59,0
4299,0,3,0,4.37,73.74,0.0,21.89,0.0,0.0,0.0,11.14,9.48,12.88,9.62,27.22,13.78,8.0,7.88,0
4300,0,3,0,19.7,64.25,0.0,16.05,0.0,1.0,8.0,15.88,13.65,12.72,9.31,12.94,13.07,12.85,9.58,0
4301,0,3,0,1.37,32.33,66.3,0.0,3.0,0.0,0.0,9.08,10.58,9.62,14.61,17.53,17.14,12.19,9.25,0
4302,0,3,1,5.74,76.03,0.0,18.24,0.0,1.0,0.0,16.52,13.56,12.85,11.36,10.79,13.35,11.3,10.27,0
4303,0,3,0,0.96,9.49,88.49,1.07,0.0,0.0,0.0,8.93,12.25,9.55,12.43,14.69,10.96,8.86,22.33,1
4304,0,3,0,3.66,39.67,50.73,5.94,0.0,0.0,0.0,13.12,12.58,10.61,16.48,11.78,9.03,16.97,9.43,0
4305,0,3,0,2.64,30.82,0.0,66.54,0.0,0.0,0.0,16.21,16.1,15.56,10.46,9.65,11.33,11.21,9.48,0
4306,0,3,1,10.28,45.73,0.0,43.99,0.0,0.0,0.0,8.62,13.19,12.89,10.74,10.41,24.12,11.35,8.68,0
4307,0,3,1,3.59,50.35,38.36,7.71,1.0,1.0,8.0,8.37,18.82,10.84,15.07,9.34,7.2,20.46,9.89,1
4308,0,3,0,16.64,41.6,0.0,41.76,0.0,0.0,0.0,12.17,13.44,14.11,10.18,11.72,12.05,14.2,12.13,1
4309,0,3,0,2.43,13.4,77.47,6.7,10.0,0.0,0.0,9.49,16.81,10.49,15.76,17.01,12.66,11.03,6.76,0
4310,0,3,0,12.1,77.01,0.0,10.89,0.0,0.0,0.0,13.75,12.99,15.22,9.91,8.39,15.26,14.21,10.27,0
4311,0,3,0,4.06,29.35,0.0,66.59,0.0,0.0,3.0,12.72,11.76,12.14,14.9,13.29,11.1,14.27,9.82,1
4312,0,3,0,12.64,60.7,0.0,26.66,4.0,0.0,0.0,15.19,11.39,15.18,12.04,13.34,10.16,13.45,9.23,0
4313,0,3,1,2.89,69.44,0.0,27.67,0.0,0.0,0.0,20.49,8.28,18.01,7.8,15.33,10.47,11.07,8.54,0
4314,1,3,0,20.06,58.8,0.0,21.14,0.0,0.0,18.0,11.93,13.14,14.16,10.6,13.58,12.53,13.93,10.13,0
4315,1,3,1,7.9,58.83,18.83,14.44,0.0,0.0,0.0,12.82,12.55,15.51,9.53,13.5,11.03,9.94,15.13,1
4316,0,3,1,16.24,51.2,21.45,11.11,0.0,1.0,0.0,13.32,12.16,14.41,11.51,13.02,11.51,13.83,10.24,0
4317,0,3,1,7.32,81.86,0.0,10.82,1.0,1.0,42.0,13.39,15.3,12.24,9.55,12.99,10.93,16.16,9.42,0
4318,0,3,1,0.41,5.56,93.13,0.9,0.0,0.0,1.0,11.37,46.92,4.94,4.66,10.25,11.25,4.74,5.86,0
4319,0,3,1,6.57,65.72,16.44,11.26,0.0,0.0,0.0,9.93,15.66,14.84,11.13,12.55,11.73,11.87,12.28,1
4320,0,3,0,3.62,37.04,40.43,18.91,0.0,1.0,4.0,19.66,16.31,10.22,12.72,10.94,8.46,11.83,9.85,0
4321,0,3,0,4.91,69.35,0.0,25.75,2.0,0.0,0.0,6.81,8.36,12.69,10.6,14.28,15.25,19.23,12.77,1
4322,0,3,0,1.84,15.95,80.45,1.76,2.0,0.0,0.0,14.03,14.81,10.43,11.43,13.96,9.61,11.65,14.09,0
4323,1,3,3,5.37,73.87,0.0,20.77,0.0,0.0,0.0,19.82,13.33,12.05,8.43,11.71,13.03,13.29,8.34,0
4324,0,3,1,2.18,14.48,81.93,1.41,2.0,0.0,0.0,11.23,5.78,20.1,4.13,13.42,7.19,9.92,28.24,1
4325,1,3,0,1.47,12.87,84.6,1.06,0.0,1.0,0.0,10.71,11.77,23.89,6.34,15.18,13.25,11.62,7.23,0
4326,0,3,1,1.3,22.12,71.81,4.76,0.0,0.0,0.0,15.68,12.96,8.8,9.8,11.3,10.02,10.09,21.35,1
4327,0,3,1,4.24,38.47,51.8,5.49,0.0,0.0,0.0,9.17,7.04,6.1,14.46,15.76,14.09,18.78,14.59,1
4328,0,3,1,0.73,11.16,86.78,1.33,1.0,0.0,0.0,8.1,19.05,6.14,18.38,13.81,14.47,14.12,5.92,0
4329,0,3,0,7.48,48.47,34.58,9.47,0.0,0.0,0.0,11.8,7.56,16.11,7.65,12.41,11.23,14.45,18.78,1
4330,1,3,3,8.18,91.82,0.0,0.0,1.0,0.0,0.0,18.42,9.37,12.37,11.75,13.38,12.23,11.65,10.81,0
4331,0,3,1,2.51,80.23,0.0,17.25,0.0,0.0,0.0,9.04,9.9,10.92,13.4,17.92,15.96,8.29,14.58,1
4332,0,3,0,0.53,11.84,86.49,1.14,1.0,0.0,0.0,4.18,4.9,4.37,9.52,4.77,6.47,3.66,62.14,1
4333,1,3,1,4.91,45.73,41.64,7.73,0.0,0.0,42.0,10.09,14.07,14.07,14.28,13.1,15.88,10.76,7.75,0
4334,0,3,0,17.87,65.24,0.0,16.88,0.0,0.0,19.0,12.57,8.74,18.03,9.73,13.65,13.45,13.61,10.22,1
4335,0,3,0,6.12,37.5,41.57,14.82,0.0,0.0,0.0,10.53,8.67,12.27,9.86,14.37,18.04,14.94,11.33,1
4336,0,3,0,6.88,79.4,0.0,13.72,0.0,1.0,43.0,6.48,38.85,9.25,7.77,8.75,9.29,9.82,9.8,1
4337,0,3,0,6.78,67.96,0.0,25.26,0.0,0.0,0.0,13.18,12.68,12.23,9.01,13.56,12.15,15.1,12.1,0
4338,0,3,0,8.58,41.96,44.77,4.69,0.0,0.0,0.0,18.87,10.19,10.59,7.15,13.98,20.31,9.96,8.94,0
4339,1,3,1,59.7,40.3,0.0,0.0,0.0,0.0,0.0,9.89,10.83,14.66,11.48,11.93,14.11,15.76,11.35,0
4340,1,3,0,2.66,25.31,66.86,5.17,30.0,0.0,0.0,16.09,13.27,14.63,11.59,11.66,6.81,5.78,20.16,0
4341,0,3,1,1.14,15.49,81.85,1.52,0.0,0.0,0.0,10.66,10.57,13.09,26.16,6.33,8.66,10.2,14.32,1
4342,0,3,1,1.59,20.1,76.91,1.41,0.0,0.0,3.0,5.58,5.95,5.78,10.75,13.14,13.09,15.74,29.98,1
4343,0,3,1,0.71,7.37,90.73,1.19,1.0,1.0,7.0,16.1,11.16,14.33,8.1,18.52,13.48,9.88,8.44,0
4344,0,3,1,1.61,22.38,72.95,3.05,0.0,0.0,0.0,14.64,11.9,10.61,15.31,9.97,14.68,8.05,14.83,1
4345,0,3,1,1.23,10.53,85.63,2.61,0.0,1.0,0.0,16.29,13.68,14.85,6.91,11.39,7.55,24.5,4.83,0
4346,0,3,0,5.5,48.03,34.63,11.84,4.0,0.0,9.0,11.38,11.63,18.42,10.27,13.34,14.17,12.62,8.18,0
4347,0,3,0,9.63,61.97,0.0,28.41,18.0,0.0,0.0,8.05,13.17,10.34,11.17,10.78,14.23,18.14,14.11,1
4348,1,3,1,1.03,12.82,81.26,4.89,0.0,1.0,0.0,7.77,15.1,12.17,10.68,9.33,9.07,22.95,12.94,1
4349,0,3,0,11.37,54.0,0.0,34.63,0.0,0.0,5.0,8.17,8.9,25.8,12.98,11.1,11.36,13.51,8.19,1
4350,0,3,0,2.89,29.11,63.49,4.51,1.0,0.0,11.0,19.83,9.63,9.27,15.71,11.49,15.18,8.93,9.96,0
4351,0,3,1,8.42,48.2,0.0,43.37,0.0,0.0,0.0,12.47,12.09,12.9,10.72,13.08,12.01,14.39,12.35,0
4352,1,3,0,7.04,61.69,0.0,31.27,0.0,0.0,0.0,10.65,12.02,12.53,10.96,13.29,17.84,12.68,10.03,1
4353,0,3,3,8.61,91.39,0.0,0.0,0.0,1.0,0.0,13.31,12.01,12.45,10.45,11.4,11.32,14.25,14.81,1
4354,0,3,1,8.99,61.65,0.0,29.36,1.0,1.0,0.0,9.5,6.33,16.02,11.95,11.63,16.43,15.35,12.79,1
4355,0,3,3,10.79,68.96,0.0,20.24,2.0,2.0,37.0,10.72,11.32,14.73,10.97,9.79,11.15,14.25,17.07,1
4356,1,3,1,7.54,81.08,0.0,11.38,0.0,0.0,0.0,6.18,14.78,10.03,21.66,21.3,5.69,10.11,10.26,1
4357,0,3,1,2.61,41.61,48.77,7.01,4.0,0.0,3.0,12.99,20.76,10.87,7.55,14.65,13.91,6.89,12.38,1
4358,0,3,1,3.7,28.27,48.77,19.26,0.0,0.0,0.0,12.61,9.22,13.0,11.98,16.38,14.86,6.8,15.15,1
4359,1,3,0,18.75,50.43,0.0,30.82,0.0,0.0,0.0,12.91,14.99,14.75,9.86,10.93,13.11,13.05,10.4,0
4360,0,3,2,4.39,40.9,44.01,10.71,6.0,0.0,4.0,10.8,8.28,8.48,23.79,13.43,7.4,9.93,17.89,1
4361,0,3,1,3.78,43.15,50.21,2.86,0.0,0.0,0.0,20.24,18.64,13.87,9.98,6.9,9.87,11.64,8.87,0
4362,0,3,0,1.15,11.58,80.79,6.48,0.0,0.0,0.0,11.07,8.21,7.32,11.7,18.68,19.76,10.12,13.13,0
4363,0,3,0,8.78,50.63,17.68,22.91,0.0,1.0,0.0,12.41,10.64,11.09,11.83,22.04,12.48,9.57,9.94,0
4364,0,3,0,0.75,8.69,51.89,38.67,0.0,0.0,4.0,7.2,9.51,4.47,14.98,21.69,17.93,14.69,9.53,1
4365,0,3,1,14.97,65.09,0.0,19.93,4.0,0.0,1.0,6.98,13.88,12.8,9.76,13.19,13.98,15.37,14.03,1
4366,0,3,0,8.69,46.92,0.0,44.38,0.0,2.0,48.0,16.2,11.82,20.69,9.4,8.0,13.11,12.92,7.87,0
4367,0,3,1,11.49,62.31,0.0,26.2,1.0,1.0,0.0,12.89,13.71,13.44,10.85,10.73,14.6,15.01,8.78,0
4368,0,3,1,7.16,46.67,31.28,14.9,0.0,1.0,0.0,13.66,11.92,13.75,13.06,10.44,12.28,11.68,13.2,0
4369,0,3,1,2.09,34.06,62.05,1.8,0.0,0.0,0.0,9.94,27.43,10.12,10.36,7.97,18.16,8.03,7.98,0
4370,0,3,0,1.0,5.74,0.0,93.26,0.0,1.0,4.0,11.56,10.4,15.59,11.88,11.68,18.52,11.92,8.45,0
4371,0,3,1,2.21,19.94,69.74,8.12,0.0,1.0,0.0,12.29,10.62,8.57,19.08,12.2,9.65,12.68,14.91,0
4372,0,3,1,4.71,33.47,49.4,12.42,3.0,0.0,0.0,12.56,11.01,14.79,11.76,10.98,11.23,15.52,12.15,1
4373,0,3,0,17.9,65.5,0.0,16.6,0.0,0.0,20.0,10.37,11.84,12.47,16.84,10.04,14.14,14.3,9.99,0
4374,0,3,2,1.9,19.66,74.88,3.56,2.0,0.0,0.0,10.63,11.53,16.52,17.61,11.18,10.8,13.05,8.68,0
4375,0,3,0,1.03,30.68,66.14,2.15,0.0,0.0,0.0,21.09,14.3,6.83,12.27,11.24,8.73,8.76,16.78,1
4376,0,3,1,5.73,54.75,31.22,8.31,0.0,0.0,0.0,13.45,12.7,9.29,10.17,13.75,14.73,18.98,6.94,0
4377,0,3,1,5.33,29.23,52.46,12.98,0.0,0.0,64.0,8.77,12.84,14.47,13.62,12.69,10.64,15.44,11.54,1
4378,0,3,1,2.11,23.27,72.08,2.54,0.0,1.0,2.0,12.65,15.32,13.43,7.19,17.67,13.77,11.12,8.85,0
4379,1,3,1,14.55,11.84,67.3,6.31,0.0,1.0,44.0,3.87,5.2,25.64,4.46,23.25,3.69,28.41,5.47,1
4380,0,3,0,7.26,74.93,0.0,17.81,2.0,0.0,0.0,14.58,18.12,9.63,12.06,7.67,11.85,12.43,13.66,0
4381,0,3,2,1.98,22.71,69.58,5.74,4.0,0.0,0.0,16.33,8.38,11.67,12.0,26.43,7.45,9.42,8.31,0
4382,1,3,1,3.6,37.3,56.44,2.66,0.0,0.0,0.0,7.42,22.17,8.76,14.57,23.04,10.46,8.6,4.98,0
4383,0,3,0,3.44,36.73,54.75,5.08,0.0,0.0,37.0,13.66,13.21,19.65,15.1,11.61,11.92,7.56,7.28,0
4384,0,3,1,2.03,35.74,59.34,2.89,0.0,0.0,0.0,17.86,9.3,10.65,10.83,12.1,12.19,11.12,15.95,0
4385,0,3,0,9.02,69.62,0.0,21.37,0.0,0.0,0.0,12.02,13.13,13.69,8.61,12.02,11.52,18.58,10.44,0
4386,0,3,0,8.82,71.17,0.0,20.01,0.0,1.0,3.0,16.64,12.38,13.01,10.9,9.07,12.29,13.91,11.8,1
4387,0,3,1,12.79,63.05,0.0,24.16,0.0,0.0,0.0,15.42,12.73,14.11,12.0,12.67,11.92,13.01,8.13,0
4388,0,3,1,0.77,12.13,84.58,2.51,0.0,0.0,0.0,9.14,18.49,11.8,7.83,24.79,9.69,6.43,11.84,0
4389,0,3,1,3.5,71.34,17.39,7.77,0.0,0.0,51.0,23.42,10.71,12.69,9.84,8.36,14.88,7.83,12.27,0
4390,0,3,3,6.84,36.02,0.0,57.14,0.0,0.0,0.0,9.38,10.29,11.04,10.52,10.89,13.84,20.51,13.53,0
4391,0,3,0,2.75,20.43,73.43,3.39,0.0,0.0,1.0,6.87,8.86,12.03,7.51,11.59,13.49,14.3,25.35,0
4392,0,3,0,3.59,52.65,31.23,12.54,5.0,0.0,10.0,15.17,13.5,9.96,19.48,9.04,13.31,11.99,7.56,0
4393,0,3,0,14.25,72.98,0.0,12.77,0.0,0.0,0.0,10.58,11.41,16.92,9.4,11.4,17.06,11.37,11.86,0
4394,0,3,0,8.66,54.08,0.0,37.27,0.0,1.0,0.0,11.11,12.35,9.65,10.45,19.93,9.54,16.61,10.36,0
4396,0,3,0,16.83,61.79,0.0,21.38,1.0,1.0,0.0,11.38,12.42,15.9,8.17,9.6,11.36,9.87,21.3,1
4397,1,3,0,4.64,88.71,0.0,6.66,5.0,0.0,0.0,12.1,11.86,12.62,7.49,12.85,37.06,3.32,2.7,0
4398,0,3,3,6.43,27.27,48.66,17.65,0.0,0.0,1.0,14.32,15.23,10.53,9.52,10.69,8.62,15.73,15.35,0
4399,1,3,0,9.62,29.02,51.54,9.82,6.0,0.0,0.0,7.69,4.76,6.44,11.39,11.53,12.16,24.17,21.86,1
4400,0,3,0,10.43,89.57,0.0,0.0,0.0,0.0,0.0,10.8,11.38,13.18,9.45,10.63,12.34,12.22,20.01,1
4401,0,3,0,4.65,64.92,0.0,30.43,0.0,0.0,0.0,8.49,13.09,13.58,10.18,11.6,14.68,15.29,13.09,1
4402,0,3,1,15.61,63.69,0.0,20.71,1.0,0.0,16.0,13.39,10.66,9.49,11.09,16.56,11.74,16.28,10.8,0
4403,1,3,0,6.37,85.36,0.0,8.28,6.0,0.0,0.0,6.18,6.35,15.74,16.97,14.36,15.45,12.96,11.99,1
4404,0,3,1,6.94,47.17,33.63,12.26,0.0,0.0,0.0,15.74,10.37,17.42,9.71,12.06,15.83,10.64,8.21,0
4405,0,3,1,0.43,10.58,87.24,1.75,0.0,0.0,56.0,18.53,12.38,23.4,8.8,9.1,7.79,8.55,11.46,0
4406,0,3,1,6.78,32.92,49.07,11.22,0.0,1.0,0.0,21.5,14.25,8.37,11.45,10.87,6.04,10.07,17.45,1
4407,1,3,0,26.08,40.91,0.0,33.01,0.0,1.0,0.0,15.58,13.07,15.84,10.12,12.01,12.13,12.53,8.71,1
4408,0,3,1,1.26,71.77,15.64,11.33,0.0,0.0,0.0,15.05,12.47,12.26,14.68,11.44,12.77,15.94,5.4,0
4409,0,3,0,1.77,52.17,43.88,2.17,0.0,0.0,0.0,11.46,5.3,7.17,7.57,3.49,4.81,53.56,6.64,0
4410,0,3,0,9.74,52.98,13.68,23.6,1.0,0.0,0.0,15.07,18.06,12.91,16.84,9.06,8.31,12.15,7.6,0
4411,0,3,1,3.95,43.82,48.47,3.75,0.0,0.0,19.0,31.42,9.11,14.76,7.22,8.11,9.86,9.81,9.71,1
4412,0,3,1,0.33,10.16,89.05,0.46,6.0,0.0,0.0,13.47,5.42,11.13,32.25,14.49,9.62,4.97,8.64,1
4413,0,3,0,6.24,13.48,64.33,15.96,0.0,1.0,0.0,12.43,9.34,13.43,10.56,14.47,14.43,14.04,11.31,0
4414,1,3,1,0.56,10.55,87.07,1.83,0.0,0.0,0.0,6.82,18.95,10.7,10.17,6.2,10.09,12.02,25.05,1
4415,0,3,1,9.68,73.46,0.0,16.86,0.0,0.0,26.0,14.14,11.25,14.23,9.25,17.81,10.22,14.67,8.43,0
4416,0,3,0,2.15,20.76,72.36,4.74,1.0,0.0,0.0,14.6,13.22,12.93,13.33,12.7,12.01,10.91,10.3,0
4417,1,3,1,1.71,22.93,73.31,2.06,0.0,0.0,0.0,22.24,9.53,26.2,8.48,9.46,8.93,8.77,6.38,0
4418,0,3,0,16.32,47.19,0.0,36.48,0.0,0.0,8.0,12.6,12.18,12.63,8.68,13.68,12.25,12.62,15.36,0
4420,0,3,1,2.59,31.72,59.57,6.12,0.0,0.0,0.0,13.13,15.12,13.29,9.87,17.89,12.39,10.03,8.27,0
4421,1,3,2,0.54,19.04,77.43,2.99,5.0,1.0,0.0,19.93,22.61,10.26,16.76,8.72,8.23,7.4,6.09,0
4422,0,3,0,0.49,2.97,96.26,0.28,5.0,0.0,0.0,19.39,21.9,10.97,6.19,6.79,5.84,22.22,6.71,0
4423,0,3,1,4.92,90.04,0.0,5.03,0.0,0.0,0.0,11.16,12.57,14.22,12.09,13.07,9.73,20.36,6.79,0
4424,0,3,0,21.72,59.55,0.0,18.73,0.0,0.0,3.0,9.13,9.22,11.44,8.89,14.13,10.77,20.94,15.48,1
4426,0,3,0,4.68,27.78,55.98,11.56,13.0,0.0,18.0,11.4,13.18,14.66,11.97,9.51,12.56,13.23,13.49,0
4427,0,3,0,2.17,26.39,63.75,7.68,0.0,0.0,0.0,11.15,16.45,15.93,10.63,10.06,9.47,12.24,14.07,1
4428,0,3,0,2.71,34.75,48.04,14.49,0.0,0.0,0.0,9.62,8.16,7.89,7.77,15.82,8.68,19.13,22.93,1
4429,1,3,0,7.62,47.47,0.0,44.91,14.0,0.0,0.0,16.38,11.78,12.39,9.35,14.48,13.86,13.03,8.73,0
4430,0,3,0,6.35,89.95,0.0,3.7,0.0,0.0,0.0,7.85,5.82,12.25,14.46,35.09,8.58,5.28,10.67,1
4431,0,3,0,0.88,9.9,87.71,1.51,0.0,0.0,17.0,15.41,10.41,11.0,11.02,12.78,17.44,11.14,10.8,0
4432,0,3,0,7.97,49.21,0.0,42.82,0.0,0.0,0.0,5.45,5.7,4.28,13.54,20.47,15.62,15.15,19.78,1
4433,0,3,0,0.57,6.84,90.41,2.18,0.0,0.0,0.0,4.73,13.51,10.66,13.68,12.71,12.09,21.61,11.02,1
4434,0,3,1,4.22,26.61,54.57,14.61,14.0,0.0,42.0,19.69,9.89,8.14,14.9,15.26,7.7,14.74,9.68,0
4435,1,3,0,5.27,21.38,63.78,9.57,0.0,0.0,0.0,10.81,16.19,14.07,16.85,9.89,11.57,13.24,7.38,0
4436,0,3,1,8.97,54.62,20.76,15.65,0.0,0.0,3.0,13.88,12.06,11.79,12.91,15.02,12.28,12.66,9.4,0
4437,1,3,1,8.45,58.94,12.48,20.14,0.0,1.0,0.0,12.96,9.35,15.5,10.6,17.47,12.58,10.25,11.29,1
4438,0,3,1,2.3,31.23,57.53,8.94,0.0,0.0,0.0,18.26,7.86,6.76,10.59,9.92,15.41,14.88,16.32,0
4439,1,3,0,1.35,17.37,78.86,2.42,0.0,1.0,0.0,11.21,16.23,15.3,12.6,17.15,6.84,11.59,9.08,1
4440,0,3,0,8.55,74.47,0.0,16.98,4.0,0.0,0.0,11.58,11.56,13.99,12.67,11.22,12.1,12.79,14.08,1
4441,0,3,0,6.01,68.61,0.0,25.39,0.0,1.0,0.0,5.28,4.81,6.3,5.66,11.36,5.15,56.76,4.68,0
4442,0,3,0,26.34,51.0,0.0,22.66,0.0,1.0,55.0,13.07,10.74,15.87,11.52,15.7,12.52,12.74,7.83,0
4443,0,3,0,4.14,35.43,45.41,15.02,2.0,0.0,43.0,8.35,16.52,11.13,13.99,12.23,11.4,13.25,13.13,1
4444,0,3,1,1.56,14.87,69.11,14.46,9.0,0.0,43.0,22.24,10.81,10.69,18.89,11.74,9.24,10.32,6.07,0
4445,0,3,1,1.33,20.19,76.0,2.48,0.0,0.0,0.0,10.92,17.3,23.84,15.14,11.46,8.62,6.91,5.81,0
4446,1,3,1,4.48,87.04,0.0,8.48,0.0,0.0,0.0,10.32,7.58,25.16,23.45,8.35,9.45,7.63,8.07,1
4447,0,3,1,6.78,68.19,0.0,25.03,0.0,1.0,34.0,10.72,14.51,13.85,12.02,12.27,11.95,12.41,12.27,1
4448,0,3,0,22.37,49.66,0.0,27.96,0.0,0.0,0.0,10.76,11.71,14.55,11.0,12.77,13.14,15.37,10.71,1
4449,0,3,1,7.48,71.28,0.0,21.24,0.0,0.0,0.0,15.15,9.42,10.44,21.86,11.98,11.58,12.36,7.21,0
4450,0,3,1,12.79,74.44,0.0,12.77,0.0,1.0,0.0,11.75,13.77,13.74,14.47,10.08,14.16,12.88,9.16,1
4451,0,3,0,13.31,64.14,7.32,15.23,1.0,1.0,1.0,15.47,10.25,12.88,19.42,11.06,9.78,13.17,7.97,0
4452,0,3,0,14.78,58.58,0.0,26.64,0.0,1.0,0.0,16.27,10.16,15.41,10.76,11.43,11.66,15.3,9.01,0
4453,0,3,1,1.02,11.56,85.67,1.75,0.0,0.0,20.0,10.36,12.39,16.92,14.88,18.29,12.43,10.6,4.13,0
4454,0,3,1,15.54,62.65,0.0,21.81,1.0,0.0,5.0,11.67,15.24,14.4,9.85,9.87,12.08,13.46,13.43,1
4455,0,3,1,12.54,59.97,6.86,20.62,0.0,1.0,40.0,8.85,6.57,10.71,10.57,16.52,10.35,22.57,13.86,1
4456,0,3,0,8.47,62.41,16.86,12.26,0.0,1.0,0.0,7.69,7.41,12.7,9.81,12.78,20.96,9.81,18.85,1
4457,0,3,0,6.97,23.43,39.62,29.98,11.0,1.0,13.0,13.27,14.24,12.85,8.31,11.52,13.41,16.44,9.96,0
4458,0,3,0,4.14,30.43,57.58,7.85,2.0,0.0,44.0,10.22,10.59,12.58,13.84,17.87,13.8,10.72,10.38,1
4459,0,3,1,8.78,72.81,0.0,18.41,0.0,1.0,0.0,12.9,12.37,12.26,14.47,15.03,11.83,11.57,9.57,0
4460,0,3,0,5.53,86.56,0.0,7.92,0.0,0.0,16.0,9.0,11.2,8.24,18.16,23.05,15.05,7.1,8.2,0
4461,0,3,0,11.92,29.45,51.13,7.5,0.0,1.0,4.0,9.48,12.88,20.15,8.54,6.98,7.4,30.57,4.0,0
