고객번호,성별,연령대,거주지역,경쟁사이용횟수,멤버쉽보유,온라인이용횟수,1번품목구매비율(%),2번품목구매비율(%),3번품목구매비율(%),4번품목구매비율(%),편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급,1기구매비율(%),2기구매비율(%),3기구매비율(%),4기구매비율(%),5기구매비율(%),6기구매비율(%),7기구매비율(%),8기구매비율(%),1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수,A제휴사구매비율(%),B제휴사구매비율(%),C제휴사구매비율(%),D번제휴사구매비율(%),A_구매횟수,B_구매횟수,C_구매횟수,D_구매횟수,A_총구매액,B_총구매액,C_총구매액,D_총구매액,분기증감확인
2084,1,4,1,0,1,0,6.55,18.54,0,74.91,2253,56,0,41,3,9,6,1,12.7,17.38,16.04,9.36,9.48,10.9,14.63,9.5,6,5,6,6,7,7,6,7,273,281,257,335,339,287,304,274,64.74,20.42,14.84,0,12,2322,16,0,9,1,6,8,0
2085,0,4,0,0,0,0,2.99,50.88,43.45,2.69,752,413,5,38,2,1,3,5,10.07,7.1,4.09,39.68,14.94,5.57,8.99,9.57,1,2,2,1,1,1,1,1,86,123,133,130,112,230,210,184,81.95,3.77,2.76,11.52,711,239,255,3,1,6,3,1,1
2086,0,4,2,0,1,0,1.17,16.44,0,82.39,1785,22,0,1,6,8,6,7,11.15,8.78,10.23,8.83,12.2,14.47,12.63,21.71,8,9,9,9,9,8,7,5,215,203,263,205,206,200,317,199,73.05,24.39,2.57,0,10,10,1788,0,7,8,2,8,1
2087,1,4,1,0,0,0,2.14,15.91,79.93,2.02,312,117,4,107,10,4,2,3,19.42,5.76,7.2,23.17,10.56,11.5,13.58,8.81,3,9,8,3,6,7,5,4,66,64,66,59,64,47,73,101,29.93,3.88,0,66.19,470,69,0,1,4,8,10,1,0
2088,1,4,0,6,1,13,12.3,73.49,0,14.21,1790,118,0,248,1,5,6,1,12.28,17.44,8.66,10,11.6,16,10.48,13.56,4,3,6,4,4,3,4,3,255,226,226,342,279,249,302,277,75.23,10.93,13.84,0,114,2036,6,0,5,1,6,8,1
2089,0,4,1,0,0,0,2.36,30.97,63.23,3.44,474,298,7,124,6,1,2,1,11.49,36.63,10.49,11.08,6.88,11.98,4.26,7.18,1,1,2,1,2,1,2,1,101,45,83,108,102,153,145,166,87.42,12.58,0,0,781,122,0,0,1,6,10,8,0
2090,0,4,0,1,0,0,2.88,16.75,77.39,2.98,206,276,5,33,8,2,2,4,19.47,9.74,13.88,9.32,12.82,12.22,12.31,10.24,1,2,2,2,2,3,2,3,65,105,67,69,66,48,53,47,96.92,0,3.08,0,517,0,3,0,2,10,8,8,0
2091,1,4,0,0,1,0,0.23,10.61,88.33,0.83,1471,172,4,79,1,1,1,1,31.5,12.14,7.24,12.91,17.6,8.28,7.43,2.89,1,1,2,1,1,2,2,3,245,241,217,195,209,211,205,203,94.15,4.15,1.69,0,427,1100,199,0,1,2,3,8,0
2092,0,4,1,3,1,0,7.82,35.68,40.29,16.21,820,294,5,26,7,4,4,6,10.71,10.51,11.88,15.91,13.13,15.39,11.19,11.28,4,4,4,3,8,9,5,4,191,220,169,158,68,41,158,140,42.66,13.11,44.23,0,600,543,2,0,4,5,6,8,0
2093,0,4,1,0,1,26,3.89,21.16,66.24,8.71,327,249,15,26,4,2,1,2,12.77,12.56,18.24,10.48,8.94,8.1,8.72,20.19,2,2,1,2,2,3,2,2,71,68,78,96,96,72,83,53,85.59,4.83,3.17,6.41,581,14,21,1,2,9,6,2,1
2094,0,4,3,0,1,0,11.76,88.24,0,0,1393,14,0,0,5,9,6,10,9.47,9.59,18.28,9.24,13.61,9.12,17.04,13.65,9,8,6,10,8,9,7,7,156,204,184,118,187,197,186,175,95.88,2.59,1.53,0,1,1,1405,0,8,10,1,8,1
2095,0,4,0,0,0,0,2.6,24.67,69.85,2.88,615,265,5,48,2,2,2,3,7.72,14.74,21.38,11.07,5.45,12.09,4.24,23.3,3,1,2,1,4,2,4,1,88,158,72,155,90,124,122,124,89.6,5.92,4.48,0,669,4,260,0,2,10,3,8,1
2096,0,4,0,2,0,0,20.99,62.04,0,16.97,1578,40,0,2,6,9,6,10,9.72,9.39,13.27,7.7,13.7,16.26,19.28,10.67,7,9,9,9,9,7,7,10,321,199,179,266,146,209,181,119,46.72,30.48,22.8,0,5,1571,44,0,10,3,5,8,0
2097,0,4,1,0,1,0,2.67,24.5,70.99,1.84,518,244,6,74,4,2,2,4,20.77,11.89,11.19,18.73,18.9,7.24,4.01,7.27,1,3,2,1,1,3,4,2,80,70,88,116,117,106,137,128,70.31,4.72,4.05,20.92,604,219,10,9,2,6,6,1,0
2098,1,4,0,3,0,0,1.91,16.28,70.76,11.05,1059,268,1,9,6,3,4,6,16.99,10.87,18.17,14.54,8.71,10.52,9.38,10.83,3,4,2,4,7,5,4,4,161,195,233,146,115,153,198,136,75.86,16.5,7.64,0,598,254,485,0,4,6,3,8,0
2099,0,4,0,5,0,0,7.59,68.55,0,23.86,596,189,0,31,8,3,6,3,21.28,13.94,17.22,12.53,12.05,7.74,9.93,5.31,2,3,3,3,7,9,4,9,132,124,110,130,52,60,147,61,71.58,8.67,5.15,14.61,421,359,33,3,4,5,5,1,0
2100,0,4,0,4,1,0,11.13,77.85,0,11.02,1182,123,0,113,2,4,6,3,11.38,8.65,13.52,12.75,7.87,16.28,19.94,9.62,3,5,3,4,4,4,3,7,198,183,230,142,275,148,145,97,75.58,9.52,14.89,0,444,6,968,0,4,10,2,8,0
2101,0,4,1,5,1,9,8.89,33.94,41.75,15.42,1092,77,1,33,8,8,5,7,9.72,11.65,19.72,10.81,12.83,13.01,11.91,10.35,9,9,9,9,8,9,9,8,151,147,98,144,171,153,153,186,61.13,19.77,19.1,0,51,1148,4,0,7,4,7,8,1
2102,0,4,1,3,0,0,6.43,40.48,44.25,8.84,642,136,3,81,6,4,4,3,17.37,14.21,13.25,8.55,13.75,14.69,11,7.19,4,5,4,8,4,4,4,8,94,90,145,76,125,109,145,78,30.4,11.89,4.52,53.19,492,208,160,2,4,5,4,1,0
2103,1,4,0,1,0,8,17.04,75.22,0,7.73,2996,47,0,5,1,9,6,10,15.45,12.93,15.74,11.56,11.66,10.9,12.63,9.13,4,5,5,6,5,6,6,5,370,350,317,359,423,424,339,466,81.44,10.19,8.37,0,6,2980,62,0,9,1,4,8,0
2104,0,4,0,0,0,5,7.06,75.23,0,17.71,1911,39,0,11,4,7,6,8,11.79,13.38,12.38,10.62,14.2,12.39,14.65,10.58,6,6,8,7,6,6,7,6,263,237,202,222,253,298,223,263,82.98,8.87,8.15,0,41,1904,16,0,6,2,6,8,0
2105,0,4,1,2,0,0,1.51,21.81,74.78,1.9,1462,219,3,117,1,2,3,2,8.81,9.61,10.22,18.07,21.96,12.57,8.46,10.3,2,3,2,2,1,2,3,2,237,208,294,169,219,258,205,211,79.42,11.69,8.9,0,1599,191,11,0,2,7,7,8,1
2106,0,4,0,2,1,0,2.32,4.94,90.25,2.49,1000,27,1,6,3,9,3,9,14.01,15.17,16,13.75,10.36,10.96,11.72,8.02,5,7,9,5,9,7,6,9,162,102,60,153,111,158,176,112,88.91,8.6,2.49,0,4,1000,30,0,8,2,6,8,0
2107,0,4,0,9,0,0,0.53,2.83,96.21,0.43,536,149,1,36,6,4,2,6,22.32,11.95,10.41,9.06,10.94,10.93,11.41,12.98,3,5,6,5,5,5,4,4,90,78,80,100,80,94,121,79,61.09,17.62,5.15,16.14,650,50,12,10,4,7,7,1,0
2108,0,4,1,0,0,0,0.56,9.33,88.62,1.49,947,305,61,61,4,1,1,2,5.15,23.38,9.17,14.62,12.04,12.13,9.16,14.36,2,1,1,1,1,1,1,1,158,269,145,197,225,166,141,73,88.37,3.39,2.24,6,721,620,21,12,1,4,5,1,1
2109,1,4,1,1,0,6,1.07,18.84,79.11,0.97,400,152,14,344,9,3,1,1,9.61,4.56,7.26,16.77,2.45,26.91,21.09,11.36,3,4,3,1,6,1,2,3,82,131,119,190,148,81,64,95,54.13,7.69,0,38.18,708,190,0,12,2,6,10,1,1
2110,0,4,1,0,0,0,6.63,89.15,0,4.23,999,238,0,52,4,2,6,7,13.33,12.73,11.32,8.66,6.8,12.8,17.99,16.38,2,2,2,3,4,2,2,2,183,158,189,189,163,166,125,116,74,12.54,0,13.46,1107,173,0,9,3,6,10,1,0
2111,0,4,1,0,0,0,5.46,80.55,0,14,1595,81,0,50,5,5,6,5,15.53,13.3,24.69,11.6,10.65,7.66,9.07,7.49,5,6,3,7,6,8,7,7,183,179,204,175,237,257,253,238,94.37,4.62,1.01,0,48,1675,3,0,5,3,9,8,0
2112,0,4,1,0,0,0,1.14,30.64,66.87,1.35,1830,505,12,163,1,1,1,1,11.21,8.21,4.93,4.27,12.75,40.83,12.61,5.18,1,1,1,1,1,1,1,2,258,367,295,375,298,361,390,166,94.81,3.72,1.47,0,663,1389,458,0,1,1,3,8,0
2113,1,4,0,0,0,0,2.5,57.25,0,40.26,2105,20,0,15,6,8,6,4,9.09,14.04,11.24,18.01,10.18,10.92,12.33,14.2,8,7,9,5,8,9,9,6,291,274,259,272,293,241,245,265,88.67,5.99,5.34,0,44,11,2085,0,6,9,2,8,1
2114,0,4,1,0,0,0,1,20.13,77.28,1.6,358,189,5,96,9,2,2,2,14.7,12.13,25.46,18.46,6.66,4.53,13.02,5.04,2,2,1,1,5,4,3,5,64,83,115,102,57,112,50,65,91.37,4.39,4.24,0,513,110,25,0,2,7,5,8,0
2115,0,4,1,0,0,0,3.03,72.54,0,24.42,2079,92,0,11,7,5,6,7,12.98,11.88,10.81,6.59,19.7,9.1,10.66,18.28,6,6,7,9,4,7,8,4,236,268,271,234,289,339,245,300,79.62,17.44,2.95,0,80,39,2063,0,5,7,2,8,1
2116,0,4,1,1,0,0,2.2,33.15,61.19,3.46,476,83,6,79,9,4,3,3,7.5,11.02,19.86,11.15,8.61,11.94,11.38,18.53,5,6,3,4,5,5,8,6,98,59,82,121,112,90,52,30,69.14,10.33,0,20.54,476,167,0,1,4,7,10,2,0
2117,0,4,1,0,0,24,4.39,57.45,32.13,6.03,1786,222,5,79,2,3,4,4,8.78,7.7,8.37,41.35,12.2,8.86,6.79,5.95,3,5,4,1,3,4,5,4,338,211,277,248,216,237,245,320,90.94,6.3,2.75,0,122,1957,13,0,4,1,6,8,0
2118,0,4,0,0,1,0,8.42,80.7,0,10.88,1286,23,0,1,3,8,6,10,10.51,15.58,15.52,10.12,14.92,11.98,11.92,9.45,8,5,7,5,6,8,7,8,135,162,139,266,169,131,172,136,86.74,3.13,10.13,0,23,26,1261,0,7,9,1,8,0
2119,0,4,1,4,0,30,2.83,65.12,30.47,1.58,540,75,13,34,2,2,2,6,4.35,3.02,1.07,29.12,2.14,20.55,20.92,18.82,4,5,10,1,8,1,1,2,91,106,79,81,84,77,90,54,89.94,5.76,2.34,1.96,525,11,58,68,2,9,5,1,1
2120,0,4,1,0,0,0,1.66,31.58,58.18,8.58,1523,131,4,82,5,4,3,1,9.23,8.64,15.78,5.38,14.26,32.27,8.39,6.05,5,6,3,7,3,1,5,8,195,193,226,207,260,285,236,138,91.74,6.54,1.72,0,105,1624,11,0,5,1,7,8,0
2121,0,4,0,22,0,0,5.88,79.18,0,14.93,444,245,0,6,7,2,6,7,7.91,7.29,34.57,7.54,9.08,19.06,6.53,8,3,3,1,2,2,1,2,3,66,91,72,104,100,76,121,65,80.86,2.61,8.08,8.45,658,3,28,6,2,10,4,1,0
2122,0,4,1,4,0,0,0.51,9.28,89.77,0.44,281,239,2,110,10,1,2,3,12.84,13.48,13.25,10.09,11.34,18.46,9.62,10.91,2,2,2,2,2,1,2,2,68,57,78,89,77,85,102,76,92.17,5.41,2.42,0,603,27,2,0,2,9,9,8,0
2123,0,4,0,1,0,0,4.3,60.74,29.48,5.48,821,121,1,1,2,3,4,10,38.07,11.56,8.62,6.59,12.25,7.74,7.36,7.79,1,3,4,4,3,4,6,4,145,128,123,139,96,128,87,98,84.97,5.37,9.67,0,702,7,235,0,3,10,3,8,0
2124,0,4,1,3,1,0,3.91,21.79,72.52,1.78,342,272,22,18,2,1,1,7,5.64,11.38,21.06,7.74,14.83,19.96,14.19,5.21,2,2,1,3,1,1,1,3,84,47,126,53,98,50,131,65,97.15,0,2.85,0,491,0,163,0,1,10,3,8,0
2125,0,4,1,0,0,3,6.33,46.55,25.01,22.11,612,278,7,31,8,3,4,3,12.51,11.62,9.3,8.32,8.93,9.98,29.81,9.53,3,3,4,4,6,4,3,4,128,143,149,135,79,112,60,122,82.88,12.15,4.97,0,535,392,1,0,3,5,9,8,0
2126,0,4,1,0,0,0,0.66,19.44,77.33,2.58,605,382,4,28,6,1,2,2,17.81,14.87,16.48,18.59,5.18,10.49,11.52,5.06,1,1,1,1,2,1,1,1,144,129,68,150,93,124,122,189,94.33,4.48,1.19,0,845,99,75,0,1,7,5,8,0
2127,0,4,1,0,0,44,6.29,55.41,0,38.3,1163,29,0,4,5,8,6,8,10.6,13.15,9.04,14.67,11.71,15.65,12.03,13.15,7,6,8,7,8,7,10,8,181,188,182,122,150,156,105,112,82.01,7.18,10.81,0,38,7,1151,0,6,10,1,8,0
2128,1,4,0,0,0,0,2.46,19.98,72.12,5.44,465,238,78,8,4,2,1,6,8.35,10.87,20.63,19.97,9.35,9.57,10.23,11.02,1,1,1,1,2,1,1,1,99,93,56,95,78,141,103,124,92.33,3.59,4.08,0,736,18,35,0,1,9,5,8,1
2129,0,4,0,0,0,0,5.81,45.83,34.81,13.56,1664,77,2,37,5,6,5,6,12.99,13.52,11.6,11.06,11.12,13.45,12.65,13.6,6,5,6,6,7,7,8,7,201,267,279,253,236,201,179,164,86.95,10.38,2.67,0,77,1696,7,0,6,3,9,8,0
2130,0,4,1,0,0,0,24.21,65.41,0,10.38,650,78,0,11,3,6,6,9,25.37,9.55,8.84,10.37,16.85,10.76,9.87,8.4,4,9,9,7,5,5,7,6,74,63,77,78,81,141,109,116,62.92,20.63,16.45,0,571,11,157,0,4,9,3,8,0
2131,0,4,0,9,0,0,1,50.99,0,48.02,1662,23,0,4,4,5,6,3,7.42,16.94,7.48,42.9,4.87,6.51,7.13,6.76,9,10,10,2,9,8,7,5,130,54,68,272,266,258,305,336,96.31,2.18,1.51,0,25,7,1657,0,5,9,1,8,1
2132,1,4,0,0,0,0,9.59,80.61,0,9.8,2181,41,0,42,4,8,6,8,11.31,12.31,12.95,10.12,18.81,11.29,13.86,9.34,7,9,7,8,5,8,6,6,292,195,308,252,273,249,331,364,90.72,5.6,3.68,0,13,2248,3,0,7,2,8,8,0
2133,0,4,0,0,1,4,2.37,55.35,0,42.28,375,187,0,6,10,2,6,3,7.07,6.39,6.7,11.65,12.84,21.65,8.34,25.36,2,4,3,3,2,2,3,2,103,67,87,61,77,43,82,48,62.21,33.88,3.92,0,456,1,111,0,2,9,4,8,1
2134,0,4,1,2,1,16,0.44,6.01,91.96,1.59,2278,104,1,25,2,5,3,5,15.65,15.02,13.16,9.66,13.78,7.65,8.47,16.6,4,3,3,5,4,6,6,3,246,305,394,306,262,323,303,269,86.92,5.07,4.79,3.22,93,2052,260,3,5,2,3,2,1
2135,1,4,3,0,0,0,3.74,20.07,61.98,14.21,1256,151,2,34,7,6,4,4,12.51,16.36,12.15,12.37,11.46,13.27,12.12,9.76,7,7,7,7,8,5,6,7,149,132,199,160,139,249,254,161,84.63,10.87,4.51,0,6,1408,29,0,8,2,5,8,0
2136,0,4,1,1,0,2,0.58,7.74,91.01,0.68,529,176,4,53,9,3,2,5,40.25,3.45,15.91,9.09,9.63,5.31,6.11,10.25,2,9,3,4,3,5,4,2,33,66,77,74,89,126,116,181,58.02,6.01,1.53,34.45,476,281,4,1,3,6,9,1,1
2137,1,4,1,22,1,0,18.49,65.48,0,16.03,834,202,0,62,1,4,6,3,16.11,15.37,12.58,10.61,13.6,10.12,11.97,9.64,2,3,3,4,3,3,3,3,136,128,127,132,116,182,137,140,67.99,13.2,18.81,0,946,15,137,0,3,9,3,8,0
2138,1,4,0,0,1,0,5.54,26.11,62.77,5.58,75,491,25,27,9,1,1,2,10.95,11.67,7.58,21.34,9.01,13.83,15.25,10.37,1,1,1,1,2,1,1,1,83,102,66,85,46,53,90,93,89.26,5.17,5.57,0,591,25,2,0,1,8,7,8,1
2139,0,4,1,1,0,20,1.17,26.5,71.06,1.27,1285,172,10,124,1,1,1,1,7.82,10.14,11.43,15.64,9.26,10.98,2.95,31.79,2,2,2,1,2,1,4,1,140,188,145,180,189,274,238,237,77.4,6.81,2.36,13.44,998,587,5,1,1,5,8,2,1
2140,0,4,1,0,1,0,1.95,88.55,0,9.5,2600,5,0,1,4,9,6,10,10.71,11.71,13.25,10.29,10.95,13.78,14.14,15.15,8,8,8,8,9,8,7,6,308,343,331,348,256,331,356,333,93.08,4.13,2.79,0,7,1,2598,0,8,10,1,8,1
2141,0,4,0,0,1,14,6.13,78.72,0,15.16,952,103,0,16,9,5,6,8,10.05,9.53,12.87,14.37,14.96,7.69,18.66,11.87,8,8,9,6,6,9,5,6,116,140,95,145,152,134,154,135,70.53,22.14,7.33,0,33,1036,2,0,7,2,9,8,1
2142,0,4,0,3,0,9,7.39,51.26,24.69,16.67,538,67,4,19,9,6,4,6,17.1,16.21,10.96,7.65,10.88,11.8,11.77,13.62,4,9,9,10,8,9,9,6,111,42,66,60,99,78,75,97,84.08,11.62,4.29,0,51,553,24,0,6,4,6,8,0
2143,0,4,0,1,0,0,3.15,41.19,31.68,23.98,474,466,4,7,7,1,3,4,11.12,7.74,11.31,11.09,14.9,8.5,16.66,18.67,1,2,1,2,2,2,1,1,128,121,138,94,64,129,121,156,90.34,6.34,3.31,0,899,6,46,0,1,9,5,8,1
2144,0,4,1,3,0,15,0.7,4.83,92.99,1.48,998,275,6,69,4,3,1,2,7.25,10.21,12.96,8.11,9.83,29.48,9.64,12.53,7,4,3,5,3,1,3,2,89,161,147,121,173,204,253,200,78.63,11.68,4.92,4.77,706,637,4,1,3,5,8,2,1
2145,0,4,1,0,0,0,1.17,22.51,75.15,1.17,450,281,6,41,4,1,1,4,9.21,18.93,8.08,13.83,6.55,10.54,19.88,12.98,2,1,2,1,2,1,1,1,51,92,80,110,79,94,141,131,94.22,3.44,2.34,0,764,8,6,0,1,9,7,8,1
2146,0,4,0,0,0,0,15.96,84.04,0,0,1395,7,0,0,4,10,6,10,9.22,12.21,12.68,18.51,12.13,9.81,15.97,9.47,7,6,7,5,8,10,8,9,226,220,214,200,175,113,134,120,77.09,12.77,10.14,0,3,1,1398,0,9,10,1,8,0
2147,0,4,0,0,0,0,3.84,81.47,0,14.69,775,415,0,46,6,1,6,2,15.69,7.33,8.61,12.22,12.57,9.36,5.97,28.24,1,1,1,2,1,2,2,1,177,197,166,113,135,136,175,137,81.41,15.4,3.19,0,952,17,267,0,1,8,3,8,1
2148,0,4,0,0,0,22,0.89,16.88,80.03,2.19,1969,253,2,44,1,2,3,4,5.89,11.54,17.2,11.44,9.84,13.48,14.04,16.57,3,2,1,2,2,2,2,2,281,271,326,328,294,331,279,158,89.58,6.45,3.96,0,569,894,805,0,2,4,3,8,1
2149,0,4,1,0,0,5,6.05,51.43,23.35,19.17,716,115,4,81,9,5,4,2,6.18,11.08,12.65,13.43,15.47,10.03,16.97,14.21,10,8,6,6,6,7,5,5,89,86,125,105,108,137,134,132,76.74,14.72,8.54,0,583,169,164,0,5,7,4,8,1
2150,0,4,1,0,0,0,26.46,60.51,0,13.03,963,94,0,22,1,6,6,8,15.17,14.07,15.63,12.46,13.69,12.9,9.23,6.86,3,3,4,4,5,4,9,7,161,198,137,126,110,148,83,116,46.35,22.44,31.21,0,790,84,205,0,4,7,3,8,0
2151,0,4,0,0,0,66,15.47,36.21,0,48.32,1609,38,0,4,2,9,6,8,12.75,11.63,12.09,13.56,12.77,13.42,14.63,9.14,5,6,6,6,6,5,5,6,186,188,223,163,181,258,228,224,86.13,6.07,1.34,6.46,1,1636,12,2,9,1,7,2,0
2152,0,4,0,0,0,4,5.63,84.92,0,9.44,891,321,0,25,2,1,6,5,9.62,10.16,5.85,7.65,10.09,17.66,22.38,16.59,1,2,3,3,1,1,1,2,200,102,117,133,227,217,139,102,82.15,7.45,0,10.4,797,434,0,6,1,5,10,1,0
2153,1,4,1,2,0,9,16.37,54.98,11.74,16.91,694,29,1,9,5,8,6,8,14.55,8.95,20.26,10.95,11,12.63,12.44,9.21,7,9,6,8,6,8,8,7,70,71,75,94,139,84,93,107,85.82,10.34,3.84,0,6,701,26,0,8,3,5,8,0
2154,0,4,1,0,0,47,8.09,41.33,43.88,6.7,651,234,7,39,1,2,3,4,9.61,17.37,8.7,9.44,17.44,13.4,10.28,13.75,2,2,3,3,2,2,4,1,141,105,99,106,101,135,74,170,84.76,9.25,5.99,0,422,409,100,0,2,5,4,8,1
2155,1,4,1,11,0,0,10.44,74.24,0,15.33,478,81,0,9,8,5,6,8,6.72,9.31,21.26,8.78,8.21,16.33,8.36,21.02,7,8,5,10,10,4,8,4,103,73,63,27,51,99,84,68,34.28,13.65,3.41,48.66,470,44,53,1,5,7,5,1,1
2156,0,4,1,0,0,0,1.84,62.3,30.67,5.19,791,292,11,70,6,1,2,2,9.13,15.31,11.49,13.53,10.5,10.37,12.39,17.29,1,1,1,1,1,1,2,1,183,142,154,173,123,137,99,153,87.98,8.69,3.32,0,793,4,367,0,1,9,3,8,1
2157,0,4,1,0,1,0,3.83,24.5,66.8,4.87,1304,129,1,27,3,5,4,7,11.47,13.77,11.83,10.2,10.86,10.48,11.94,19.46,5,4,6,6,6,6,5,3,197,190,172,161,175,188,196,182,85.16,12.09,2.75,0,100,1356,5,0,5,2,8,8,1
2158,0,4,1,0,0,0,3.75,22.03,72.04,2.18,138,278,14,14,10,2,1,7,9.83,12.28,11.36,8.18,15.5,7.67,9.69,25.49,2,2,2,3,2,3,4,1,67,59,76,46,48,49,33,66,96.23,0,3.77,0,440,0,4,0,2,10,8,8,1
2159,0,4,1,1,0,0,1.99,47.48,47.73,2.8,550,213,5,106,10,2,3,4,4.99,15.31,27.09,9.47,5.81,13.4,15.01,8.93,4,2,1,3,10,3,3,4,156,111,124,158,43,109,85,88,86.73,8.48,4.79,0,492,259,123,0,3,6,4,8,0
2160,0,4,0,0,1,1,13.97,77.13,0,8.9,1602,116,0,16,2,5,6,9,19.64,13.86,9.94,12.58,9.49,9.56,12.13,12.8,3,4,7,4,6,6,4,5,198,207,195,235,233,235,281,150,84.36,12.35,3.29,0,75,1658,1,0,6,1,9,8,0
2161,0,4,0,3,0,0,5.76,34.07,51.53,8.64,394,205,1,51,7,3,4,3,17.76,9.06,19.02,9.56,5.78,9.07,16.23,13.52,3,3,3,4,6,4,3,3,66,114,57,78,85,85,85,81,76.48,11.63,4.72,7.16,588,41,18,4,3,8,6,2,0
2162,0,4,0,0,0,0,3.29,49.55,40.11,7.05,802,358,3,71,6,1,4,2,21.68,15.56,9.01,4.94,8.71,9.95,17.48,12.67,1,2,3,4,3,2,1,2,177,126,144,164,122,172,179,150,89.17,10.83,0,0,1008,226,0,0,2,6,10,8,0
2163,0,4,0,7,0,0,11.33,81.13,0,7.54,1882,147,0,39,4,5,6,8,10.88,19.01,12.47,11.75,11.13,12.15,12.76,9.86,6,5,8,7,6,5,6,5,242,223,193,217,259,369,256,309,88.81,7.95,3.23,0,30,2037,1,0,6,2,9,8,1
2164,0,4,0,0,1,2,11.68,59.92,16.1,12.31,2053,101,1,64,2,6,6,6,12.43,11.24,12.89,16.1,12.23,12.63,11.19,11.28,6,7,5,4,4,4,5,5,204,188,266,247,358,347,365,244,89.6,7,3.4,0,25,2147,47,0,6,1,5,8,1
2165,0,4,0,0,0,0,3.1,24.48,58.6,13.81,1094,57,1,21,8,7,4,5,11.08,9.19,29.67,10.84,11.19,9.52,11.36,7.15,9,9,4,10,9,9,9,9,135,153,162,110,122,173,154,164,93.84,4.98,1.18,0,25,1147,1,0,6,4,9,8,0
2166,0,4,0,0,0,53,12.04,72.53,0,15.43,2330,28,0,62,2,9,6,6,14.59,12.47,15.62,9.78,11.43,12.8,13.5,9.8,6,5,4,7,6,6,5,8,202,341,400,294,285,307,391,200,91.77,3.46,4.77,0,1,2318,101,0,9,1,3,8,0
2167,0,4,0,0,0,51,7.41,49.98,25.72,16.89,2211,75,2,34,3,7,5,6,14.99,12.9,14.27,12.35,11.83,12.85,12.61,8.19,6,7,6,6,6,4,5,7,187,228,261,246,297,422,409,272,86.82,9.16,4.02,0,28,2286,8,0,7,2,8,8,0
2168,0,4,0,4,0,0,0.25,2.31,97.14,0.3,1035,160,1,33,1,2,1,3,15.11,6.31,4.24,28.86,9.36,12.87,13.4,9.86,1,2,3,1,1,1,1,1,210,191,141,77,160,155,142,153,88.62,9.94,1.44,0,963,265,1,0,1,5,9,8,0
2169,0,4,0,8,0,0,2.49,28.07,66.67,2.78,554,116,5,67,9,4,3,5,12.05,9.02,17.73,14.97,13.1,5.53,13.89,13.72,4,5,4,5,6,10,7,5,122,136,91,86,75,77,74,81,69.49,18.6,7.53,4.38,627,84,26,5,4,7,6,2,0
2170,1,4,1,8,0,0,4.98,49.32,34.57,11.13,1141,258,1,47,5,3,5,4,29.26,14.47,8.12,7.44,13.9,8.89,11.43,6.49,4,7,4,3,3,3,3,4,54,55,198,284,189,253,213,201,75.03,16.5,8.46,0,562,638,247,0,4,4,3,8,0
2171,0,4,0,1,0,0,2.51,31.18,63.15,3.16,522,268,3,132,8,2,3,2,22.33,14.75,20.94,8.21,8.14,16.22,6.11,3.29,1,2,1,3,5,3,5,9,107,125,227,141,81,84,104,56,75.33,19.57,5.1,0,740,26,159,0,2,8,4,8,0
2172,0,4,0,4,0,0,0.99,20.71,76.65,1.64,570,269,15,30,7,1,1,5,6.76,5.65,18.31,16.13,19.04,8.11,13.34,12.67,4,5,1,1,1,4,1,1,57,59,139,130,152,64,150,133,91.73,6.44,1.83,0,499,379,6,0,1,5,8,8,1
2173,0,4,0,0,0,0,5.88,55.07,0,39.05,1038,78,0,16,8,6,6,5,10.38,10.18,13.27,6.7,16.94,12.71,12.15,17.67,8,6,6,9,7,8,9,8,134,232,172,182,117,128,101,66,85.08,7.81,7.11,0,57,946,129,0,6,4,4,8,0
2174,0,4,1,4,0,20,12.2,64.09,0,23.71,1647,171,0,77,5,6,6,4,14.05,12.47,14.2,10.87,9.3,15.37,12.28,11.48,5,7,6,6,7,5,6,7,256,201,238,243,265,247,267,178,69.5,21.57,8.93,0,106,1727,62,0,6,2,5,8,0
2175,0,4,1,0,1,21,2.9,31.13,63.18,2.79,692,105,1,20,9,5,4,8,6.07,17.08,19.75,10,6.62,17.09,12.22,11.17,10,7,7,7,9,6,6,4,48,66,71,110,125,90,134,174,81.42,12.65,0,5.93,85,732,0,1,5,4,10,2,1
2176,0,4,1,0,0,0,1.1,13.56,82.64,2.69,1654,44,2,40,6,7,3,6,20,14.14,9.87,7.42,9.31,9.45,20.51,9.3,5,6,9,9,9,8,5,8,173,222,193,247,200,250,254,201,85.4,9.34,5.26,0,16,1722,2,0,8,2,9,8,0
2177,1,4,1,2,1,0,1.16,21.09,75.96,1.79,1207,217,2,94,2,2,3,2,11.78,14.56,10.03,9.27,12.06,15.94,10.33,16.05,3,2,2,3,2,2,3,2,120,164,257,200,219,214,167,179,81.56,11.59,6.85,0,796,7,717,0,2,9,3,8,1
