고객번호,A제휴사(%),B제휴사(%),C제휴사(%),D제휴사(%),편의품(%),선매품(%),전문품(%),기타(%)
3809,91.72,3.46,4.82,0.0,2.71,35.86,57.6,3.83
3810,89.33,5.12,5.55,0.0,11.92,88.08,0.0,0.0
3811,87.67,8.76,3.57,0.0,2.5,24.98,63.06,9.46
3812,65.94,20.53,0.0,13.53,9.09,58.83,17.26,14.82
3813,84.3,15.7,0.0,0.0,13.93,69.4,0.0,16.67
3814,84.28,15.72,0.0,0.0,6.91,82.97,0.0,10.12
3815,77.06,0.0,22.94,0.0,12.09,66.32,0.0,21.59
3816,93.58,4.67,1.75,0.0,3.39,34.85,0.0,61.76
3817,57.98,0.0,11.11,30.91,6.98,76.04,0.0,16.98
3818,54.94,4.69,3.96,36.41,1.63,23.68,71.32,3.37
3819,82.82,10.28,6.9,0.0,0.88,13.26,84.58,1.28
3820,78.93,7.22,13.85,0.0,12.13,70.54,0.0,17.34
3821,79.41,11.94,8.65,0.0,11.9,73.27,0.0,14.83
3822,89.22,8.81,1.98,0.0,2.38,12.64,84.24,0.74
3823,79.8,12.22,1.8,6.18,0.53,4.73,94.19,0.55
3824,98.4,0.97,0.63,0.0,0.36,50.89,47.5,1.26
3825,80.76,9.36,9.88,0.0,0.74,8.25,89.4,1.6
3826,78.01,12.93,9.06,0.0,1.49,13.27,78.5,6.74
3827,93.25,6.75,0.0,0.0,2.03,32.37,59.27,6.32
3828,85.38,9.19,5.44,0.0,3.35,27.92,57.25,11.48
3829,67.33,19.89,0.0,12.79,15.57,50.11,0.0,34.33
3830,81.59,12.45,5.95,0.0,12.52,71.81,0.0,15.67
3831,57.99,16.27,3.4,22.35,1.61,13.68,82.28,2.43
3832,79.64,11.17,9.19,0.0,3.94,51.61,34.85,9.6
3833,99.36,0.25,0.39,0.0,64.02,7.45,24.94,3.6
3834,72.24,27.76,0.0,0.0,3.96,33.55,53.6,8.89
3835,91.99,4.71,3.3,0.0,1.92,31.74,57.13,9.21
3836,67.91,12.12,6.25,13.72,2.65,39.48,49.09,8.78
3837,85.29,14.71,0.0,0.0,5.66,54.77,0.0,39.56
3838,84.92,12.86,2.22,0.0,3.2,96.8,0.0,0.0
3839,82.19,13.92,3.89,0.0,7.71,22.42,28.07,41.8
3840,100.0,0.0,0.0,0.0,4.28,26.06,65.76,3.91
3841,72.6,13.88,6.7,6.82,12.94,68.42,0.0,18.64
3842,67.25,22.86,9.89,0.0,14.81,74.31,0.0,10.87
3843,55.66,14.82,29.52,0.0,10.33,73.2,0.0,16.47
3844,52.32,0.0,47.68,0.0,44.67,55.33,0.0,0.0
3845,80.23,9.49,10.27,0.0,5.68,76.7,0.0,17.61
3846,56.01,32.46,11.53,0.0,35.04,25.84,0.0,39.12
3847,81.68,9.37,5.77,3.19,2.38,7.99,86.55,3.07
3848,76.85,16.85,6.29,0.0,5.64,85.46,0.0,8.9
3849,60.07,7.83,7.34,24.76,4.1,32.1,48.22,15.58
3850,88.32,5.79,5.89,0.0,6.54,28.8,58.88,5.78
3851,92.26,3.86,2.03,1.85,0.68,16.03,80.44,2.84
3852,71.17,19.19,9.64,0.0,13.2,68.46,0.0,18.34
3853,84.34,10.12,5.54,0.0,3.5,69.94,0.0,26.56
3854,89.5,7.14,3.36,0.0,11.05,63.56,0.0,25.39
3855,35.58,64.08,0.34,0.0,3.44,26.73,68.81,1.01
3856,93.89,4.71,1.4,0.0,9.04,82.5,0.0,8.45
3857,90.74,7.65,0.0,1.61,1.16,27.92,69.32,1.6
3858,0.0,34.91,0.0,65.09,10.31,24.74,0.0,64.95
3859,87.76,8.81,3.42,0.0,2.91,9.66,86.11,1.31
3860,87.41,9.85,2.75,0.0,1.17,8.91,88.58,1.35
3861,58.68,21.59,10.64,9.1,13.47,65.73,0.0,20.8
3862,84.46,6.01,3.68,5.84,1.37,10.36,87.07,1.19
3863,94.58,0.0,5.42,0.0,0.76,10.82,70.31,18.11
3864,94.26,3.75,1.99,0.0,0.46,12.61,85.33,1.6
3865,63.99,7.25,3.33,25.43,1.24,15.56,80.37,2.82
3866,74.55,0.0,4.22,21.23,5.13,77.23,0.0,17.64
3867,90.81,5.03,4.16,0.0,6.51,66.94,0.0,26.55
3868,69.34,16.33,14.33,0.0,10.32,75.15,0.0,14.53
3869,78.88,18.12,0.0,3.0,7.2,37.46,31.42,23.92
3870,47.3,15.52,11.44,25.73,18.85,41.62,0.0,39.53
3871,80.85,13.3,5.85,0.0,12.31,66.81,0.0,20.88
3872,67.94,19.45,12.62,0.0,1.27,17.48,76.92,4.33
3873,57.84,34.35,7.81,0.0,10.29,48.48,29.94,11.29
3874,78.22,10.45,11.32,0.0,4.2,47.73,27.78,20.28
3875,75.64,18.68,5.69,0.0,9.18,59.33,0.0,31.49
3876,86.9,10.95,2.14,0.0,8.44,61.95,0.0,29.6
3877,73.84,14.22,11.94,0.0,3.72,23.74,68.46,4.08
3878,46.82,42.66,2.96,7.57,9.31,70.71,0.0,19.98
3879,96.02,2.9,1.08,0.0,2.06,95.54,0.0,2.4
3880,95.7,0.0,4.3,0.0,1.27,25.4,69.62,3.71
3881,91.32,4.73,3.95,0.0,0.33,9.2,89.53,0.94
3882,91.23,5.72,3.04,0.0,3.82,54.85,21.41,19.93
3883,93.91,6.09,0.0,0.0,1.32,16.14,80.67,1.87
3884,88.32,8.15,3.53,0.0,4.6,86.23,0.0,9.17
3885,53.67,32.93,13.4,0.0,14.7,57.9,0.0,27.4
3886,80.66,10.08,9.25,0.0,6.17,84.97,0.0,8.87
3887,90.55,7.78,1.68,0.0,1.28,9.61,88.4,0.7
3888,90.8,5.05,4.15,0.0,10.48,62.33,0.0,27.2
3889,65.88,24.64,9.49,0.0,19.29,80.71,0.0,0.0
3890,91.69,8.31,0.0,0.0,55.46,11.17,31.25,2.11
3891,60.83,17.66,16.68,4.83,6.44,47.13,0.0,46.42
3892,71.09,25.59,3.32,0.0,1.72,18.84,75.94,3.49
3893,100.0,0.0,0.0,0.0,6.06,68.83,21.03,4.08
3894,78.24,11.62,10.14,0.0,4.34,88.27,0.0,7.39
3895,80.14,7.11,12.75,0.0,1.7,26.88,68.44,2.98
3896,87.38,9.42,3.2,0.0,1.63,23.51,66.17,8.69
3897,55.69,21.26,0.0,23.05,19.8,59.36,0.0,20.84
3898,81.44,14.32,2.95,1.29,1.07,11.97,84.28,2.68
3899,87.5,8.47,4.02,0.0,5.12,56.05,15.17,23.66
3900,78.2,16.09,5.71,0.0,13.62,47.85,0.0,38.52
3901,90.01,9.99,0.0,0.0,8.61,44.96,0.0,46.44
3902,84.82,10.98,4.2,0.0,2.41,66.86,27.16,3.57
3903,51.53,45.25,3.22,0.0,2.07,14.24,63.73,19.97
3904,0.0,61.38,38.62,0.0,6.92,85.32,0.0,7.75
3905,86.34,12.54,1.12,0.0,9.53,55.6,26.52,8.34
3906,51.62,0.0,0.0,48.38,2.17,12.59,80.56,4.68
3907,0.0,67.66,32.34,0.0,13.31,65.13,0.0,21.57
3908,91.98,6.31,1.71,0.0,5.54,48.46,28.93,17.07
3909,76.86,23.14,0.0,0.0,6.17,36.77,49.25,7.82
3910,76.05,10.45,13.5,0.0,12.5,52.43,0.0,35.07
3911,77.44,8.19,14.38,0.0,2.67,37.97,54.15,5.2
3912,86.36,8.78,4.86,0.0,3.33,20.2,68.27,8.19
3913,78.2,7.22,2.69,11.89,8.52,47.68,0.0,43.79
3914,91.72,4.81,3.47,0.0,3.9,96.1,0.0,0.0
3915,88.11,9.08,2.81,0.0,5.7,73.83,0.0,20.47
3916,76.09,16.68,7.23,0.0,2.7,35.89,48.38,13.03
3917,92.82,0.0,7.18,0.0,5.6,70.28,0.0,24.12
3918,79.37,13.57,7.06,0.0,6.59,46.65,36.01,10.74
3919,62.32,28.47,9.21,0.0,7.15,52.92,26.48,13.45
3920,84.34,0.0,15.66,0.0,6.85,75.34,0.0,17.81
3921,56.13,30.38,13.49,0.0,8.03,76.9,0.0,15.07
3922,84.73,10.65,4.62,0.0,3.02,26.96,54.29,15.73
3923,67.77,22.98,9.26,0.0,21.17,68.65,0.0,10.18
3924,95.51,2.96,0.0,1.53,1.44,35.42,54.72,8.42
3925,91.16,8.84,0.0,0.0,4.11,15.95,76.2,3.74
3926,54.16,26.37,19.47,0.0,11.21,61.73,11.82,15.24
3927,82.83,0.0,17.17,0.0,12.15,87.85,0.0,0.0
3928,91.65,4.58,3.76,0.0,4.47,63.36,0.0,32.17
3929,0.0,100.0,0.0,0.0,9.52,71.69,0.0,18.79
3930,55.78,31.71,12.51,0.0,8.9,71.59,0.0,19.51
3931,34.08,9.6,5.43,50.89,3.31,25.41,64.87,6.41
3932,87.52,8.15,4.32,0.0,4.27,44.48,0.0,51.25
3933,88.07,6.98,4.94,0.0,6.13,88.04,0.0,5.82
3934,80.76,0.0,4.27,14.97,5.0,26.91,62.51,5.58
3935,68.5,14.46,17.04,0.0,5.06,87.04,0.0,7.91
3936,63.21,29.91,6.88,0.0,5.94,41.59,44.73,7.74
3937,93.07,3.95,2.99,0.0,0.25,1.7,96.96,1.08
3938,90.12,7.3,2.58,0.0,6.44,83.53,0.0,10.03
3939,88.25,6.11,2.56,3.08,1.13,14.44,72.61,11.82
3940,46.74,48.28,4.98,0.0,0.48,5.33,92.74,1.46
3941,95.51,0.0,4.49,0.0,4.77,88.82,0.0,6.41
3942,87.22,12.78,0.0,0.0,7.88,71.86,0.0,20.27
3943,0.0,100.0,0.0,0.0,23.19,47.69,0.0,29.12
3944,91.69,8.31,0.0,0.0,5.9,28.69,59.45,5.95
3945,66.7,29.0,4.3,0.0,2.41,33.27,56.89,7.43
3946,30.83,33.12,36.06,0.0,37.54,33.35,0.0,29.1
3947,87.02,7.82,5.15,0.0,2.19,11.6,81.77,4.43
3948,73.14,5.97,2.62,18.26,1.23,48.5,46.9,3.37
3949,78.54,7.16,0.0,14.3,10.15,46.61,0.0,43.23
3950,88.65,5.96,5.39,0.0,4.11,27.13,64.02,4.74
3951,89.46,10.54,0.0,0.0,2.71,44.09,47.4,5.81
3952,20.91,50.07,29.03,0.0,6.49,39.74,39.08,14.69
3953,94.08,4.97,0.95,0.0,3.35,13.65,81.64,1.36
3954,47.88,4.09,0.0,48.03,6.21,46.91,40.34,6.55
3955,78.25,11.64,0.0,10.11,3.66,90.0,0.0,6.34
3956,70.16,13.28,16.56,0.0,7.22,56.78,0.0,36.0
3957,92.29,6.57,1.14,0.0,5.19,90.59,0.0,4.23
3958,84.64,10.89,4.47,0.0,17.59,69.37,0.0,13.04
3959,58.7,30.07,11.23,0.0,7.39,69.11,9.83,13.67
3960,95.95,2.6,1.45,0.0,11.38,80.03,0.0,8.59
3961,91.91,4.48,3.61,0.0,9.73,90.27,0.0,0.0
3962,93.34,3.29,3.37,0.0,2.07,29.62,66.31,2.01
3963,85.46,12.59,1.95,0.0,2.13,22.53,72.93,2.41
3964,79.71,0.0,20.29,0.0,3.91,28.26,62.79,5.03
3965,88.29,5.81,0.0,5.9,1.69,11.33,83.33,3.64
3966,78.53,20.22,1.25,0.0,0.64,9.68,88.8,0.88
3967,83.87,9.31,6.82,0.0,5.47,27.69,39.69,27.14
3968,81.04,18.96,0.0,0.0,23.04,60.8,0.0,16.16
3969,91.99,5.2,2.82,0.0,5.44,71.57,0.0,22.99
3970,90.79,6.13,3.08,0.0,6.56,42.31,0.0,51.13
3971,85.78,14.22,0.0,0.0,7.48,50.79,0.0,41.73
3972,80.67,13.32,6.01,0.0,2.5,25.62,68.05,3.83
3973,86.87,3.14,9.98,0.0,1.34,51.18,46.06,1.42
3974,95.15,4.85,0.0,0.0,2.16,94.8,0.0,3.04
3975,51.29,23.04,11.29,14.38,5.46,42.8,29.53,22.21
3976,86.11,8.04,5.85,0.0,7.58,67.42,0.0,25.0
3977,91.34,5.44,3.22,0.0,10.5,71.01,0.0,18.5
3978,66.14,29.35,4.5,0.0,12.76,77.4,0.0,9.84
3979,95.47,4.53,0.0,0.0,12.93,87.07,0.0,0.0
3980,84.03,9.84,6.14,0.0,11.28,65.89,0.0,22.83
3981,88.11,11.89,0.0,0.0,7.63,30.65,53.15,8.57
3982,0.0,55.46,44.54,0.0,7.39,29.77,0.0,62.83
3983,80.3,13.99,5.71,0.0,7.33,67.17,0.0,25.5
3984,72.84,22.62,4.53,0.0,2.1,14.16,76.93,6.81
3985,89.55,7.98,2.47,0.0,6.89,64.01,0.0,29.1
3987,73.76,17.74,8.51,0.0,8.43,76.12,0.0,15.45
3988,66.06,17.94,15.99,0.0,10.21,46.6,24.65,18.55
3989,87.53,9.78,2.69,0.0,0.28,1.3,97.91,0.51
3990,86.91,8.01,5.08,0.0,14.44,68.96,0.0,16.59
3991,30.56,9.92,10.36,49.16,9.39,43.89,0.0,46.73
3992,76.08,14.83,9.09,0.0,9.91,71.04,0.0,19.05
3993,82.18,8.72,9.09,0.0,4.28,34.36,53.86,7.5
3994,90.52,6.52,2.96,0.0,16.36,74.04,0.0,9.59
3995,91.69,5.5,2.81,0.0,7.14,51.45,0.0,41.41
3996,89.43,8.14,2.43,0.0,5.75,18.57,72.6,3.08
3997,85.03,7.15,6.96,0.86,4.42,77.02,0.0,18.56
3998,91.64,5.53,2.83,0.0,2.23,27.05,66.26,4.46
3999,77.32,10.87,3.24,8.57,3.23,31.72,57.77,7.27
4000,94.36,2.93,2.71,0.0,0.6,25.65,67.71,6.04
4001,62.47,29.35,8.18,0.0,8.94,62.73,0.0,28.34
4002,80.44,7.27,12.29,0.0,9.19,84.53,0.0,6.29
4003,95.91,2.43,1.66,0.0,0.76,8.21,89.35,1.68
4004,62.12,26.25,11.63,0.0,5.96,37.06,0.0,56.98
4005,64.44,20.9,14.66,0.0,7.75,69.1,0.0,23.16
4006,54.34,19.37,26.29,0.0,8.73,42.8,31.45,17.03
4007,81.43,11.32,7.26,0.0,8.71,63.48,0.0,27.81
4008,80.04,19.96,0.0,0.0,8.49,74.69,0.0,16.82
4009,85.83,14.17,0.0,0.0,5.99,72.95,0.0,21.06
4010,87.81,8.14,4.05,0.0,14.28,67.31,0.0,18.41
4011,89.82,6.81,3.37,0.0,12.19,77.11,0.0,10.7
4012,93.18,5.61,0.0,1.21,3.49,67.55,21.57,7.39
4013,93.71,0.0,6.29,0.0,1.26,20.36,76.18,2.19
4014,95.04,4.96,0.0,0.0,2.48,11.7,0.0,85.81
4015,61.9,25.39,12.71,0.0,4.09,32.86,52.81,10.24
4016,97.76,2.24,0.0,0.0,15.6,41.63,27.89,14.88
4017,87.4,5.04,7.56,0.0,4.48,54.17,36.43,4.92
4018,61.5,30.55,7.95,0.0,1.43,9.42,83.46,5.69
4019,67.05,22.63,10.31,0.0,3.54,23.06,69.13,4.27
4020,79.29,14.28,6.43,0.0,7.82,67.56,0.0,24.62
4021,83.88,16.12,0.0,0.0,5.6,49.71,30.49,14.2
4022,80.57,14.89,4.54,0.0,10.83,29.53,0.0,59.64
4023,92.61,3.82,3.57,0.0,1.84,23.39,70.83,3.94
4024,82.48,10.77,6.75,0.0,6.56,79.66,0.0,13.79
4025,86.74,10.23,3.02,0.0,11.88,62.26,0.0,25.86
4026,95.8,4.2,0.0,0.0,1.13,19.41,77.31,2.15
4027,100.0,0.0,0.0,0.0,1.4,12.26,84.67,1.66
4028,82.35,7.68,9.97,0.0,11.33,75.99,0.0,12.68
4029,78.18,21.82,0.0,0.0,0.71,6.97,91.25,1.07
4030,76.51,23.49,0.0,0.0,11.31,47.6,0.0,41.09
4031,80.81,19.19,0.0,0.0,5.6,87.46,0.0,6.93
4032,69.54,19.2,5.69,5.57,2.43,30.41,46.05,21.11
4033,90.48,4.33,1.33,3.86,1.08,12.03,83.2,3.69
4034,76.12,17.73,6.15,0.0,2.86,38.94,42.1,16.11
4035,82.6,10.72,6.68,0.0,12.21,56.81,0.0,30.97
4036,71.24,11.37,4.05,13.35,14.1,66.29,0.0,19.61
4037,94.1,3.3,2.6,0.0,2.51,90.6,0.0,6.89
4038,92.61,4.97,2.42,0.0,2.38,93.2,0.0,4.42
4039,93.33,4.04,2.62,0.0,0.55,15.11,81.2,3.13
4040,76.51,11.65,11.85,0.0,7.86,82.24,0.0,9.9
4041,76.79,16.92,6.29,0.0,1.41,10.2,77.09,11.3
4042,84.24,4.78,2.86,8.12,2.76,49.79,40.28,7.17
4043,92.3,5.05,2.65,0.0,0.64,15.09,83.01,1.25
4044,90.82,5.18,4.0,0.0,29.31,34.86,0.0,35.83
4045,91.5,5.32,3.18,0.0,0.72,5.27,91.6,2.41
4046,89.16,10.84,0.0,0.0,15.82,84.18,0.0,0.0
4047,86.71,9.8,3.49,0.0,5.98,36.72,48.14,9.16
4048,61.42,24.22,14.37,0.0,7.32,43.32,15.17,34.19
4049,92.07,7.93,0.0,0.0,2.17,23.59,72.14,2.1
4050,79.98,16.68,3.34,0.0,1.14,18.95,0.0,79.92
4051,82.05,10.75,7.2,0.0,15.05,74.64,0.0,10.31
4052,74.78,17.62,7.6,0.0,1.55,15.55,80.43,2.47
4053,73.37,18.8,7.83,0.0,11.57,71.35,0.0,17.09
4054,83.61,9.6,6.78,0.0,1.84,28.95,62.33,6.88
4055,85.28,8.89,5.83,0.0,5.24,48.91,41.32,4.53
4056,19.58,50.16,30.26,0.0,5.98,35.12,50.11,8.79
4057,78.54,0.0,14.26,7.2,3.92,65.11,0.0,30.97
4058,82.07,17.93,0.0,0.0,19.52,70.38,0.0,10.1
4059,56.37,22.49,9.11,12.04,8.32,38.41,30.77,22.5
4060,91.3,5.59,3.11,0.0,16.19,55.88,0.0,27.93
4061,90.32,5.35,4.33,0.0,3.15,62.51,25.17,9.17
4062,72.73,19.31,7.97,0.0,6.06,48.83,0.0,45.11
4063,91.53,4.85,3.62,0.0,5.41,85.69,0.0,8.9
4064,94.04,3.51,2.45,0.0,2.13,91.66,0.0,6.2
4065,80.52,14.64,4.83,0.0,3.53,89.15,0.0,7.32
4066,79.08,14.61,6.31,0.0,15.2,68.42,0.0,16.38
4067,98.77,0.85,0.39,0.0,1.01,68.63,27.05,3.31
4068,80.22,15.92,3.85,0.0,2.07,16.44,79.19,2.31
4069,36.09,36.72,27.19,0.0,28.03,71.97,0.0,0.0
4070,79.1,20.9,0.0,0.0,21.86,49.39,0.0,28.74
4071,72.86,17.84,9.3,0.0,15.1,59.79,0.0,25.11
4072,62.79,4.72,0.0,32.49,2.38,15.15,80.57,1.9
4073,82.12,17.88,0.0,0.0,2.42,18.6,75.69,3.28
4074,58.17,35.42,6.41,0.0,3.27,88.33,0.0,8.41
4075,93.05,6.95,0.0,0.0,8.28,49.6,15.96,26.17
4076,56.04,19.94,0.0,24.02,13.93,63.02,0.0,23.05
4077,77.91,17.0,5.09,0.0,5.65,85.36,0.0,8.99
4078,63.54,25.04,11.42,0.0,19.88,51.76,0.0,28.36
4079,84.72,15.28,0.0,0.0,1.03,13.29,81.26,4.41
4080,81.8,11.62,6.58,0.0,16.45,58.38,0.0,25.16
4081,78.99,14.2,6.82,0.0,18.65,73.68,0.0,7.67
4082,55.67,15.62,8.77,19.94,5.89,50.55,33.13,10.43
4083,89.06,6.56,4.39,0.0,1.82,46.96,47.14,4.09
4084,72.19,16.06,11.75,0.0,4.32,31.22,57.12,7.34
4085,58.36,0.0,0.0,41.64,7.57,82.54,0.0,9.9
4086,78.2,14.33,7.47,0.0,5.46,70.65,0.0,23.9
4087,69.25,20.55,10.21,0.0,11.05,69.81,0.0,19.14
4088,86.55,8.61,4.84,0.0,8.81,71.46,0.0,19.73
4089,78.96,21.04,0.0,0.0,13.0,50.11,23.28,13.62
4090,89.35,9.12,1.53,0.0,0.78,10.88,86.04,2.3
4091,86.78,10.51,2.71,0.0,0.83,7.97,89.43,1.77
4092,84.3,15.7,0.0,0.0,2.02,11.41,81.24,5.33
4093,79.6,0.0,9.12,11.29,6.54,69.96,0.0,23.49
4094,91.33,7.29,1.38,0.0,3.76,60.45,0.0,35.79
4095,96.38,2.67,0.95,0.0,0.25,3.8,95.69,0.25
4096,56.54,20.94,22.52,0.0,15.97,32.55,0.0,51.48
4097,95.73,4.27,0.0,0.0,0.82,15.05,72.49,11.64
4098,46.35,16.01,13.01,24.63,6.89,29.0,55.54,8.56
4099,68.59,22.08,9.33,0.0,8.49,81.9,0.0,9.6
4100,83.46,12.8,3.73,0.0,8.99,63.06,0.0,27.95
4101,79.91,16.46,3.63,0.0,5.43,61.07,23.2,10.3
4102,68.5,11.94,5.7,13.85,7.19,31.26,49.68,11.87
4103,27.86,70.16,1.98,0.0,5.64,94.36,0.0,0.0
4104,95.82,0.0,4.18,0.0,1.87,25.31,70.66,2.15
4105,45.36,33.25,8.86,12.53,7.53,33.05,38.88,20.54
4106,37.19,62.81,0.0,0.0,0.57,3.8,87.61,8.02
4107,78.38,8.3,13.32,0.0,10.29,68.72,0.0,20.99
4108,77.21,13.67,9.11,0.0,9.4,79.31,0.0,11.29
4109,87.51,6.91,5.58,0.0,1.35,10.77,85.64,2.24
4110,61.18,33.09,5.73,0.0,1.47,16.29,80.49,1.74
4111,73.4,15.83,10.78,0.0,11.04,46.76,24.33,17.87
4112,78.76,11.33,0.0,9.91,2.05,20.72,73.68,3.55
4113,81.71,11.61,6.69,0.0,8.66,52.56,0.0,38.78
4114,78.23,16.4,5.37,0.0,7.78,92.22,0.0,0.0
4115,64.61,14.77,8.64,11.99,1.2,8.24,86.11,4.45
4116,65.7,32.73,1.57,0.0,9.42,65.13,0.0,25.46
4117,79.31,18.63,2.06,0.0,5.17,71.75,18.63,4.45
4118,85.3,0.0,14.7,0.0,10.03,89.97,0.0,0.0
4119,50.4,35.52,2.66,11.41,7.92,38.12,50.26,3.7
4120,88.06,6.88,0.0,5.06,4.64,79.03,0.0,16.33
4121,90.85,5.14,2.3,1.7,1.73,19.19,78.5,0.58
4122,83.17,7.88,0.0,8.96,1.51,22.58,71.43,4.48
4123,83.94,5.95,5.27,4.84,4.95,41.93,0.0,53.12
4124,54.59,15.3,30.11,0.0,9.25,64.7,0.0,26.05
4125,95.44,2.49,2.07,0.0,11.0,38.09,47.25,3.65
4126,93.88,6.12,0.0,0.0,5.77,73.19,0.0,21.04
4127,66.32,14.08,19.6,0.0,11.65,72.22,0.0,16.13
4128,75.19,17.53,7.28,0.0,7.18,57.55,12.69,22.58
4129,90.99,5.72,1.16,2.13,3.3,77.03,16.61,3.06
4130,80.85,11.95,7.2,0.0,11.48,61.46,0.0,27.06
4131,92.08,4.84,3.09,0.0,2.84,58.79,30.52,7.85
4132,91.27,8.73,0.0,0.0,28.91,71.09,0.0,0.0
4133,94.27,5.73,0.0,0.0,6.0,42.47,41.23,10.3
4134,87.83,6.62,5.55,0.0,1.22,40.01,57.08,1.7
4135,100.0,0.0,0.0,0.0,0.6,7.01,91.61,0.78
4136,72.17,14.74,13.1,0.0,1.02,10.56,87.32,1.11
4137,74.89,15.67,9.43,0.0,6.06,52.03,24.68,17.23
4138,86.59,5.21,0.0,8.2,1.06,16.78,80.67,1.48
4139,85.24,10.36,4.4,0.0,6.4,56.54,26.77,10.29
4140,49.44,44.39,6.17,0.0,2.92,32.79,59.98,4.31
4141,96.33,0.0,3.67,0.0,4.03,88.45,0.0,7.52
4142,67.36,23.8,8.84,0.0,6.57,71.87,15.25,6.31
4143,90.06,6.61,3.33,0.0,2.34,91.39,0.0,6.27
4144,77.15,17.4,5.45,0.0,8.46,77.93,0.0,13.6
4145,82.54,10.39,7.07,0.0,8.7,42.52,0.0,48.78
4146,82.21,17.79,0.0,0.0,3.61,23.59,45.36,27.44
4147,100.0,0.0,0.0,0.0,9.64,70.42,0.0,19.94
4148,74.34,16.79,8.87,0.0,6.6,78.21,0.0,15.19
4149,90.61,4.07,5.31,0.0,4.75,77.19,0.0,18.06
4150,92.87,5.09,2.05,0.0,9.5,67.98,0.0,22.52
4151,89.91,0.0,10.09,0.0,2.35,5.18,0.0,92.46
4152,96.09,2.68,1.23,0.0,7.75,47.82,24.14,20.28
4153,83.23,6.53,0.0,10.24,2.06,23.48,68.03,6.43
4154,83.85,5.64,10.51,0.0,6.16,71.45,0.0,22.39
4155,94.05,0.0,5.95,0.0,5.35,32.79,56.56,5.3
4156,85.0,9.55,5.45,0.0,2.1,17.87,77.69,2.34
4157,94.77,0.0,5.23,0.0,2.73,38.51,0.0,58.76
4158,62.21,14.85,0.0,22.94,5.68,43.17,44.07,7.08
4159,77.97,16.39,5.65,0.0,7.49,67.65,0.0,24.85
4160,69.07,26.19,4.74,0.0,2.57,28.9,0.0,68.54
4161,87.9,4.71,7.39,0.0,13.0,70.64,0.0,16.35
4162,82.53,8.64,6.54,2.3,4.64,87.2,0.0,8.16
4163,67.8,20.45,11.75,0.0,7.15,28.4,55.21,9.24
4164,76.98,14.03,9.0,0.0,8.36,91.64,0.0,0.0
4165,95.98,0.0,4.02,0.0,2.17,37.27,56.52,4.04
4166,81.67,18.33,0.0,0.0,8.8,63.49,0.0,27.71
4167,90.07,6.16,0.0,3.77,2.06,56.4,36.8,4.74
4168,96.14,1.26,2.6,0.0,0.47,2.08,94.78,2.67
4169,56.36,5.61,0.0,38.03,5.74,44.16,44.75,5.35
4170,74.75,25.25,0.0,0.0,24.42,20.32,0.0,55.26
4171,94.04,5.96,0.0,0.0,8.94,66.93,0.0,24.13
4172,84.98,5.7,5.4,3.92,2.41,39.17,0.0,58.42
4173,58.82,26.7,14.48,0.0,9.44,54.94,0.0,35.62
4174,97.99,1.33,0.68,0.0,0.88,50.7,43.7,4.73
4175,83.09,11.53,5.37,0.0,6.16,73.72,0.0,20.12
4176,57.47,25.66,16.87,0.0,20.82,43.95,0.0,35.23
4177,60.26,8.33,0.0,31.4,1.61,17.44,78.92,2.02
4178,77.65,18.41,3.94,0.0,0.78,5.97,92.26,0.99
4179,85.76,9.14,5.1,0.0,6.46,65.41,17.3,10.83
4180,0.0,56.75,43.25,0.0,13.91,22.16,0.0,63.93
4181,65.42,20.58,14.01,0.0,12.68,71.74,0.0,15.59
4182,79.1,11.6,2.82,6.48,2.88,55.04,33.26,8.83
4183,83.36,16.64,0.0,0.0,25.65,59.71,0.0,14.64
4184,50.68,42.03,7.29,0.0,2.36,13.89,81.07,2.68
4185,70.86,12.52,16.62,0.0,15.14,56.49,0.0,28.37
4186,81.24,10.72,8.05,0.0,11.19,88.81,0.0,0.0
4187,75.7,11.16,13.14,0.0,10.7,45.8,24.55,18.96
4188,9.76,89.24,1.0,0.0,3.66,45.15,34.4,16.79
4189,92.31,3.19,4.5,0.0,8.16,77.11,0.0,14.73
4190,82.81,17.19,0.0,0.0,5.63,39.6,28.46,26.31
4191,70.32,18.35,11.33,0.0,3.59,11.48,75.48,9.45
4192,85.25,10.32,4.43,0.0,7.21,22.43,60.07,10.29
4193,88.39,11.61,0.0,0.0,2.85,16.66,77.25,3.24
4194,79.8,8.18,12.02,0.0,6.53,40.02,53.45,0.0
4195,82.28,7.06,0.0,10.65,7.23,46.03,21.96,24.77
4196,76.59,9.15,14.26,0.0,15.14,32.24,0.0,52.63
4197,91.88,5.84,2.28,0.0,10.03,75.87,0.0,14.1
4198,50.35,36.55,13.1,0.0,9.15,73.85,0.0,17.0
4199,42.31,56.62,1.07,0.0,0.33,6.55,92.58,0.55
4200,82.96,10.1,1.25,5.69,2.84,45.39,48.34,3.43
4201,79.64,10.82,9.55,0.0,2.37,18.58,77.12,1.93
4202,87.5,7.25,5.24,0.0,2.88,18.18,0.0,78.94
4203,44.31,55.69,0.0,0.0,8.34,82.32,0.0,9.34
4204,96.13,0.0,3.87,0.0,6.8,61.98,23.67,7.55
4205,53.95,13.17,32.88,0.0,16.9,61.9,0.0,21.2
4206,78.84,15.14,6.02,0.0,17.75,59.0,0.0,23.25
4207,79.27,15.84,4.89,0.0,5.37,27.06,67.57,0.0
