고객번호,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,A객단가등급,B객단가등급,변동률
1683,119.0,149.0,144.0,150.0,132.0,126.0,3,3,4,3,2,4,8,3,2
1684,224.0,190.0,113.0,160.0,185.0,268.0,1,2,2,3,2,2,9,1,3
1685,123.0,188.0,166.0,129.0,102.0,190.0,2,1,1,2,2,2,6,1,3
1687,284.0,165.0,169.0,345.0,304.0,398.0,3,9,6,3,5,5,2,7,9
1688,310.0,306.0,318.0,157.0,274.0,281.0,1,1,1,2,1,1,2,10,4
1689,259.0,298.0,230.0,258.0,288.0,304.0,9,6,8,8,7,7,2,9,5
1690,278.0,289.0,245.0,236.0,278.0,333.0,7,7,9,9,7,7,7,1,2
1691,107.0,135.0,187.0,96.0,127.0,190.0,1,1,1,2,3,1,5,4,3
1692,254.0,171.0,175.0,120.0,176.0,320.0,4,6,7,3,4,2,3,4,5
1693,74.0,115.0,106.0,112.0,107.0,120.0,5,4,5,6,4,5,9,4,0
1694,158.0,215.0,194.0,314.0,348.0,282.0,7,5,5,5,5,6,7,3,3
1695,135.0,161.0,112.0,132.0,127.0,82.0,1,2,3,3,1,2,6,2,5
1696,59.0,80.0,88.0,67.0,93.0,88.0,2,2,2,3,1,2,8,2,3
1697,217.0,255.0,298.0,264.0,195.0,272.0,8,6,6,5,7,7,9,1,7
1698,83.0,124.0,97.0,75.0,89.0,174.0,10,9,9,9,8,6,6,6,3
1699,589.0,667.0,596.0,488.0,501.0,570.0,1,1,1,1,1,2,1,4,4
1700,134.0,110.0,102.0,93.0,116.0,104.0,7,9,9,9,8,9,1,3,2
1701,114.0,104.0,150.0,245.0,251.0,244.0,8,9,8,6,7,7,7,7,2
1702,108.0,86.0,150.0,111.0,81.0,116.0,1,1,1,1,1,1,1,5,0
1703,200.0,162.0,163.0,138.0,83.0,126.0,6,8,6,8,9,8,9,9,3
1704,367.0,415.0,440.0,466.0,419.0,454.0,7,7,6,5,6,6,2,3,1
1705,85.0,118.0,127.0,56.0,72.0,120.0,5,3,5,9,6,4,10,1,3
1706,241.0,226.0,229.0,179.0,177.0,237.0,5,8,7,9,9,9,3,8,2
1707,171.0,222.0,215.0,224.0,195.0,167.0,4,2,4,3,3,6,1,3,6
1708,253.0,310.0,413.0,340.0,294.0,371.0,5,4,4,3,5,4,10,2,6
1709,80.0,109.0,57.0,40.0,84.0,68.0,3,3,1,4,2,3,5,2,2
1710,123.0,140.0,106.0,109.0,105.0,146.0,6,6,7,6,7,5,3,3,0
1711,136.0,139.0,135.0,175.0,164.0,155.0,9,8,8,7,9,9,9,8,9
1712,141.0,183.0,281.0,277.0,272.0,228.0,10,10,10,10,10,10,1,1,1
1713,117.0,117.0,162.0,147.0,158.0,180.0,2,2,1,3,1,3,9,4,4
1714,154.0,144.0,137.0,130.0,142.0,149.0,6,5,5,5,6,4,5,2,3
1715,198.0,192.0,231.0,153.0,191.0,146.0,7,6,6,9,6,9,3,3,4
1716,123.0,151.0,150.0,147.0,134.0,119.0,3,2,3,5,3,3,9,9,2
1717,113.0,293.0,232.0,210.0,103.0,205.0,9,7,10,9,10,9,2,5,3
1718,104.0,109.0,131.0,129.0,147.0,190.0,5,5,4,4,4,3,3,10,0
1719,129.0,225.0,187.0,148.0,121.0,177.0,8,5,6,6,7,5,1,6,1
1720,145.0,158.0,150.0,152.0,115.0,117.0,8,9,10,7,8,10,4,4,8
1721,142.0,129.0,130.0,184.0,194.0,168.0,7,7,8,6,7,7,4,1,4
1722,116.0,135.0,199.0,180.0,170.0,267.0,4,4,2,4,3,2,10,1,3
1723,42.0,97.0,89.0,143.0,91.0,159.0,2,1,1,1,1,1,1,1,0
1724,53.0,109.0,80.0,87.0,77.0,93.0,9,7,8,3,10,10,7,5,7
1725,81.0,130.0,133.0,138.0,114.0,79.0,2,1,1,1,1,1,4,5,2
1726,122.0,115.0,94.0,54.0,101.0,104.0,8,8,10,10,10,7,2,1,7
1727,361.0,277.0,265.0,273.0,306.0,342.0,4,6,6,7,6,6,7,6,2
1728,54.0,115.0,110.0,81.0,91.0,118.0,2,1,1,1,1,1,2,2,0
1729,138.0,110.0,123.0,122.0,118.0,127.0,5,8,7,7,5,5,5,9,3
1730,118.0,157.0,174.0,210.0,210.0,157.0,7,8,6,7,6,7,3,6,7
1731,60.0,101.0,127.0,130.0,115.0,136.0,4,2,1,2,1,2,8,8,4
1732,172.0,285.0,208.0,111.0,144.0,241.0,5,4,3,8,9,5,1,2,7
1733,237.0,199.0,215.0,130.0,128.0,149.0,1,1,1,1,1,1,5,9,0
1734,322.0,299.0,324.0,334.0,370.0,394.0,7,7,8,7,7,7,3,4,3
1735,329.0,336.0,206.0,214.0,227.0,350.0,4,4,5,5,4,4,4,1,2
1736,415.0,511.0,477.0,451.0,483.0,458.0,2,2,2,3,3,3,5,3,2
1737,184.0,152.0,153.0,252.0,202.0,156.0,8,10,9,7,9,10,8,3,4
1738,93.0,91.0,115.0,164.0,182.0,170.0,1,1,1,1,1,1,2,6,2
1739,8.0,69.0,69.0,80.0,88.0,92.0,7,3,2,1,2,2,6,5,2
1740,127.0,109.0,106.0,153.0,170.0,103.0,5,9,3,4,9,4,9,8,16
1741,71.0,73.0,58.0,116.0,152.0,184.0,7,6,2,2,2,1,5,6,7
1742,356.0,359.0,421.0,442.0,322.0,304.0,8,7,6,6,8,7,8,2,1
1743,170.0,167.0,142.0,182.0,199.0,228.0,8,8,9,10,7,9,10,6,8
1744,257.0,292.0,321.0,239.0,214.0,282.0,6,6,5,6,8,7,1,7,3
1745,69.0,160.0,125.0,141.0,149.0,201.0,1,1,1,1,2,1,4,6,3
1746,333.0,313.0,273.0,243.0,267.0,258.0,4,4,5,6,5,6,3,3,2
1747,138.0,115.0,141.0,110.0,183.0,228.0,1,1,3,2,2,2,10,7,5
1748,147.0,158.0,149.0,116.0,99.0,153.0,2,1,2,2,2,1,2,5,1
1749,112.0,74.0,112.0,156.0,130.0,90.0,3,5,3,2,7,6,8,6,7
1750,185.0,155.0,147.0,148.0,214.0,213.0,7,8,3,9,8,8,7,6,11
1751,156.0,122.0,136.0,153.0,117.0,120.0,6,8,8,6,6,10,8,4,5
1752,322.0,357.0,326.0,363.0,131.0,56.0,2,2,1,2,6,10,10,1,4
1753,45.0,77.0,116.0,134.0,127.0,137.0,7,4,3,3,4,4,1,2,1
1754,78.0,89.0,63.0,93.0,72.0,101.0,1,1,1,1,1,1,10,2,0
1755,106.0,127.0,153.0,119.0,152.0,162.0,8,10,8,10,8,8,2,3,8
1756,144.0,198.0,147.0,133.0,165.0,175.0,2,2,2,1,2,4,8,9,5
1757,214.0,210.0,201.0,217.0,186.0,211.0,9,6,10,9,10,10,3,8,9
1758,412.0,416.0,361.0,443.0,337.0,365.0,5,6,7,6,8,7,1,1,1
1759,81.0,80.0,108.0,93.0,140.0,176.0,4,5,6,6,4,4,3,8,1
1760,80.0,142.0,130.0,95.0,61.0,134.0,1,1,2,2,1,2,2,9,3
1762,54.0,47.0,48.0,82.0,65.0,78.0,9,9,8,7,6,6,1,8,3
1763,148.0,214.0,110.0,120.0,185.0,215.0,3,3,3,3,3,3,1,4,3
1764,75.0,103.0,156.0,119.0,78.0,121.0,4,4,3,5,5,5,2,1,3
1765,186.0,190.0,227.0,310.0,303.0,187.0,7,7,6,5,6,8,3,1,2
1766,118.0,74.0,63.0,78.0,64.0,116.0,1,1,1,1,1,1,7,1,0
1767,166.0,195.0,238.0,229.0,159.0,260.0,9,8,8,8,9,6,5,1,4
1768,122.0,133.0,136.0,135.0,169.0,184.0,10,9,7,10,6,8,8,3,10
1769,111.0,26.0,34.0,59.0,152.0,163.0,8,10,10,10,4,5,8,5,4
1770,58.0,111.0,96.0,66.0,73.0,68.0,2,1,1,1,2,2,2,9,0
1771,179.0,307.0,294.0,239.0,161.0,195.0,2,5,2,7,8,8,6,1,12
1772,127.0,155.0,179.0,106.0,135.0,128.0,9,9,7,10,10,9,8,1,5
1773,11.0,17.0,12.0,31.0,124.0,256.0,10,10,10,10,9,8,4,1,11
1774,195.0,234.0,251.0,196.0,211.0,172.0,8,8,8,9,9,9,7,7,1
1775,286.0,328.0,318.0,250.0,360.0,262.0,6,7,2,4,5,7,2,4,10
1776,100.0,129.0,122.0,129.0,123.0,124.0,9,6,8,6,5,6,4,9,5
1777,58.0,101.0,129.0,87.0,14.0,103.0,5,1,1,2,8,1,2,1,6
1778,78.0,159.0,148.0,199.0,245.0,241.0,10,9,9,8,7,8,7,3,2
1779,103.0,97.0,97.0,169.0,174.0,179.0,6,9,10,7,5,4,5,2,3
1780,94.0,138.0,98.0,167.0,112.0,126.0,1,1,1,1,1,1,3,6,0
1781,141.0,126.0,89.0,86.0,117.0,142.0,2,1,1,2,1,1,1,3,4
1782,59.0,92.0,54.0,70.0,68.0,77.0,1,1,3,2,2,1,1,4,4
1783,66.0,122.0,137.0,70.0,90.0,70.0,4,1,1,3,2,4,7,5,4
1784,43.0,88.0,87.0,125.0,83.0,85.0,1,1,1,1,1,1,3,6,0
1785,92.0,166.0,117.0,186.0,119.0,135.0,1,1,1,1,1,1,7,4,0
1786,84.0,104.0,82.0,139.0,123.0,140.0,3,1,2,2,1,1,3,5,4
1787,298.0,309.0,300.0,290.0,316.0,340.0,7,6,7,8,7,8,4,3,3
1788,72.0,104.0,46.0,101.0,101.0,100.0,2,2,3,2,2,3,6,1,2
1789,191.0,230.0,271.0,158.0,222.0,154.0,4,4,5,7,8,1,7,10,12
1790,177.0,160.0,191.0,199.0,203.0,283.0,4,6,6,6,5,6,10,3,2
1791,114.0,57.0,75.0,105.0,83.0,92.0,1,2,1,1,1,1,1,4,0
1792,141.0,129.0,146.0,127.0,122.0,173.0,2,2,2,3,3,2,5,8,1
1793,49.0,50.0,61.0,56.0,39.0,81.0,6,9,9,10,10,3,7,5,7
1794,23.0,207.0,295.0,284.0,260.0,364.0,10,3,3,5,4,2,3,9,7
1795,112.0,96.0,90.0,63.0,98.0,76.0,2,3,3,4,4,5,3,4,1
1796,88.0,84.0,89.0,91.0,119.0,136.0,1,1,1,1,1,1,9,5,0
1797,192.0,186.0,128.0,158.0,77.0,128.0,5,6,8,5,9,7,6,5,1
1798,84.0,128.0,112.0,115.0,125.0,158.0,3,1,1,1,1,1,1,9,2
1799,253.0,262.0,292.0,345.0,355.0,247.0,8,9,8,7,8,9,5,6,3
1800,127.0,249.0,222.0,266.0,247.0,352.0,9,7,7,5,8,6,6,3,6
1801,114.0,102.0,186.0,74.0,42.0,66.0,2,1,2,3,5,4,6,3,6
1802,121.0,113.0,154.0,149.0,182.0,206.0,5,9,3,7,4,5,2,5,9
1803,110.0,75.0,99.0,162.0,61.0,98.0,1,2,1,1,2,1,5,10,0
1804,228.0,175.0,287.0,118.0,161.0,167.0,3,4,2,3,2,2,1,1,2
1805,227.0,265.0,254.0,178.0,161.0,190.0,5,6,7,5,9,9,8,5,9
1806,248.0,186.0,175.0,178.0,219.0,217.0,6,8,8,8,6,7,3,6,2
1807,200.0,260.0,279.0,221.0,206.0,278.0,5,4,4,6,5,5,3,10,2
1808,137.0,232.0,203.0,211.0,186.0,237.0,8,2,3,3,3,2,9,4,3
1809,69.0,115.0,146.0,23.0,19.0,51.0,3,2,2,10,10,9,6,7,2
1810,184.0,236.0,203.0,195.0,247.0,181.0,2,3,3,4,6,4,8,8,9
1811,212.0,235.0,271.0,239.0,234.0,219.0,9,10,10,10,10,10,2,10,0
1812,363.0,454.0,378.0,173.0,241.0,257.0,2,1,1,1,1,1,6,7,6
1813,136.0,184.0,152.0,105.0,146.0,120.0,4,3,4,3,3,3,9,4,3
1814,318.0,255.0,258.0,206.0,178.0,201.0,6,7,7,8,8,8,9,6,1
1815,150.0,113.0,103.0,104.0,106.0,96.0,1,1,2,2,1,2,2,7,4
1816,96.0,73.0,93.0,62.0,110.0,61.0,3,3,1,4,1,4,6,7,5
1817,164.0,210.0,183.0,211.0,231.0,269.0,8,8,8,7,5,6,3,1,3
1818,126.0,158.0,159.0,160.0,228.0,163.0,7,5,5,6,4,6,4,4,2
1819,126.0,169.0,190.0,189.0,225.0,236.0,9,9,8,5,8,8,1,3,9
1820,226.0,203.0,124.0,62.0,140.0,168.0,2,8,10,10,9,10,1,6,9
1821,104.0,71.0,64.0,117.0,43.0,71.0,4,3,6,2,10,4,2,7,6
1822,85.0,93.0,112.0,110.0,96.0,152.0,9,10,8,9,9,9,6,4,3
1823,102.0,125.0,121.0,138.0,101.0,103.0,1,2,3,3,3,3,3,6,2
1824,141.0,204.0,155.0,106.0,81.0,117.0,4,6,6,9,9,9,5,8,10
1825,117.0,164.0,89.0,158.0,80.0,153.0,2,2,2,2,2,2,5,9,3
1826,96.0,99.0,125.0,142.0,121.0,166.0,2,3,1,1,1,1,10,2,2
1827,58.0,27.0,7.0,17.0,133.0,126.0,10,10,10,10,9,9,4,1,8
1828,395.0,305.0,418.0,478.0,437.0,373.0,1,1,1,2,1,2,2,3,2
1829,148.0,209.0,235.0,269.0,231.0,171.0,2,2,2,1,2,1,6,8,1
1830,144.0,41.0,23.0,48.0,158.0,153.0,6,10,10,10,3,7,5,5,4
1831,141.0,98.0,83.0,94.0,96.0,105.0,6,9,10,10,10,9,8,2,4
1832,337.0,394.0,422.0,289.0,304.0,492.0,9,8,8,9,9,8,2,3,0
1833,353.0,289.0,334.0,325.0,346.0,383.0,4,5,6,5,5,4,4,7,2
1834,163.0,132.0,146.0,143.0,99.0,144.0,2,2,4,3,2,1,8,7,3
1835,140.0,248.0,191.0,172.0,142.0,191.0,6,3,4,4,7,6,9,3,3
1836,332.0,352.0,345.0,355.0,335.0,385.0,6,5,5,6,5,4,4,2,2
1837,488.0,560.0,556.0,560.0,456.0,671.0,3,3,2,3,3,3,7,5,3
1838,111.0,99.0,156.0,170.0,100.0,69.0,2,3,4,4,8,3,3,3,6
1839,325.0,239.0,256.0,159.0,331.0,129.0,5,7,6,10,5,10,9,10,7
1840,315.0,297.0,301.0,304.0,266.0,269.0,5,8,7,8,9,8,1,8,3
1841,182.0,197.0,135.0,173.0,206.0,101.0,3,2,3,3,3,4,3,2,3
1842,146.0,131.0,153.0,175.0,244.0,196.0,1,1,1,1,1,1,5,8,0
1843,49.0,90.0,96.0,79.0,78.0,78.0,1,1,1,2,1,1,9,5,0
1844,35.0,104.0,55.0,91.0,60.0,48.0,3,1,1,1,2,3,2,4,0
1845,247.0,271.0,395.0,324.0,390.0,487.0,8,7,4,7,5,5,3,1,6
1846,207.0,202.0,243.0,178.0,205.0,237.0,8,9,7,8,7,7,1,6,4
1847,75.0,89.0,72.0,81.0,87.0,88.0,4,3,3,2,4,3,9,8,5
1848,261.0,252.0,223.0,202.0,190.0,251.0,7,6,8,9,8,8,2,6,4
1849,219.0,251.0,313.0,322.0,311.0,310.0,8,9,6,8,8,7,1,3,6
1850,161.0,162.0,162.0,116.0,95.0,67.0,8,9,9,10,10,10,7,4,3
1851,263.0,257.0,156.0,252.0,246.0,219.0,5,5,8,4,4,5,3,2,3
1852,98.0,122.0,84.0,115.0,160.0,65.0,1,1,4,2,1,1,3,5,4
1853,252.0,198.0,171.0,204.0,110.0,109.0,6,9,10,9,10,10,1,9,4
1854,413.0,382.0,402.0,319.0,359.0,417.0,5,5,5,8,5,6,7,3,6
1855,62.0,119.0,124.0,88.0,117.0,182.0,4,5,4,6,5,4,3,1,2
1856,93.0,41.0,22.0,30.0,52.0,121.0,1,2,4,3,3,1,1,9,2
1857,58.0,84.0,70.0,75.0,68.0,62.0,5,4,4,4,3,1,3,5,4
1858,51.0,144.0,163.0,180.0,128.0,202.0,6,9,8,5,9,4,5,5,9
1859,168.0,136.0,149.0,90.0,129.0,137.0,6,6,7,6,5,7,1,2,3
1860,125.0,145.0,202.0,222.0,240.0,267.0,7,7,8,6,8,7,9,6,9
1861,155.0,156.0,178.0,193.0,174.0,185.0,4,3,2,3,4,3,6,5,4
1862,94.0,95.0,84.0,106.0,113.0,96.0,3,2,1,3,2,2,7,2,4
1863,101.0,94.0,65.0,82.0,83.0,124.0,6,6,7,6,5,6,5,7,1
1864,143.0,153.0,238.0,85.0,119.0,98.0,1,1,1,1,1,2,4,7,5
1865,293.0,368.0,378.0,344.0,375.0,137.0,3,4,4,4,3,5,2,8,4
1866,244.0,279.0,240.0,316.0,332.0,350.0,6,5,3,5,6,4,6,7,8
1867,105.0,106.0,81.0,82.0,99.0,109.0,6,5,7,8,5,7,5,7,3
1868,209.0,199.0,244.0,248.0,226.0,229.0,7,9,8,5,5,6,1,1,6
1869,288.0,240.0,254.0,221.0,248.0,198.0,3,3,2,4,3,4,10,7,5
1870,68.0,131.0,88.0,71.0,93.0,73.0,1,1,1,2,1,1,6,6,0
1871,139.0,119.0,297.0,116.0,261.0,258.0,4,8,6,9,5,6,2,3,7
1872,185.0,137.0,232.0,184.0,156.0,197.0,1,1,1,1,2,1,4,8,3
1873,184.0,167.0,148.0,215.0,180.0,194.0,6,7,2,4,7,7,5,1,8
1874,60.0,166.0,160.0,107.0,98.0,140.0,4,3,2,3,3,6,2,3,4
1876,154.0,133.0,134.0,110.0,79.0,107.0,8,7,8,9,10,10,7,7,5
1877,108.0,191.0,244.0,274.0,217.0,205.0,4,3,2,3,5,7,6,2,3
1878,88.0,80.0,95.0,94.0,61.0,92.0,3,5,5,4,3,3,2,3,3
1879,72.0,76.0,102.0,68.0,95.0,77.0,3,2,1,1,2,3,8,2,2
1880,87.0,154.0,73.0,69.0,75.0,74.0,1,1,1,1,1,1,5,6,0
1882,265.0,234.0,201.0,264.0,225.0,234.0,5,4,6,6,7,7,5,9,6
1883,32.0,34.0,80.0,80.0,107.0,104.0,9,10,10,10,10,10,5,1,6
1884,127.0,146.0,109.0,155.0,161.0,176.0,9,10,10,9,9,9,5,2,3
1885,96.0,113.0,62.0,97.0,115.0,145.0,3,3,3,4,3,3,1,7,3
1886,122.0,180.0,164.0,113.0,150.0,199.0,2,2,4,4,3,3,3,1,4
1887,185.0,180.0,147.0,142.0,137.0,165.0,7,7,7,7,8,8,5,10,3
1888,44.0,95.0,121.0,145.0,90.0,147.0,5,3,4,1,3,1,3,3,8
1889,125.0,98.0,74.0,86.0,121.0,79.0,1,2,3,2,2,3,3,4,1
1890,30.0,116.0,245.0,134.0,183.0,294.0,10,9,7,9,8,6,7,6,5
1891,152.0,197.0,175.0,154.0,174.0,146.0,9,8,8,7,8,9,2,5,5
1892,65.0,109.0,61.0,71.0,117.0,124.0,10,8,10,10,8,5,7,5,9
1893,382.0,403.0,430.0,423.0,320.0,372.0,7,7,7,7,9,8,2,2,0
1894,70.0,102.0,106.0,69.0,78.0,144.0,4,2,3,5,3,1,9,6,3
1895,99.0,170.0,130.0,146.0,61.0,58.0,1,1,1,1,3,2,8,7,4
1896,98.0,257.0,203.0,262.0,268.0,277.0,4,2,1,2,2,2,7,8,4
1897,227.0,213.0,247.0,251.0,334.0,288.0,8,7,8,8,6,7,7,9,3
1898,44.0,42.0,83.0,79.0,93.0,96.0,3,2,1,1,1,1,3,7,1
1899,249.0,308.0,246.0,218.0,206.0,250.0,4,3,3,6,3,2,2,2,5
1900,156.0,139.0,231.0,133.0,284.0,154.0,1,2,1,3,1,3,1,5,3
1901,62.0,57.0,51.0,55.0,59.0,61.0,2,2,2,4,1,2,7,4,3
1902,362.0,379.0,342.0,231.0,262.0,258.0,3,3,4,6,5,6,3,3,3
1903,209.0,234.0,268.0,255.0,291.0,149.0,6,5,5,4,6,4,2,7,10
1904,14.0,113.0,328.0,425.0,342.0,579.0,10,10,4,3,5,4,4,1,8
1905,417.0,337.0,329.0,362.0,281.0,269.0,5,4,5,4,6,6,9,3,7
1906,89.0,125.0,148.0,145.0,169.0,199.0,10,8,9,4,7,7,7,4,10
1907,86.0,87.0,93.0,93.0,50.0,82.0,1,1,1,1,1,1,1,5,0
1908,192.0,280.0,234.0,284.0,259.0,302.0,3,1,3,3,1,2,3,6,8
1909,207.0,209.0,198.0,141.0,172.0,246.0,1,1,2,3,2,1,8,5,2
1910,152.0,183.0,233.0,280.0,325.0,294.0,4,5,5,4,3,4,5,5,4
1911,154.0,73.0,98.0,87.0,75.0,65.0,3,2,2,3,2,2,1,4,6
1912,142.0,127.0,134.0,93.0,81.0,106.0,7,8,9,10,9,9,2,10,2
1913,94.0,104.0,145.0,115.0,87.0,169.0,1,2,1,1,6,1,6,9,7
1914,131.0,156.0,159.0,123.0,150.0,167.0,8,7,8,10,9,8,8,7,4
1915,112.0,118.0,209.0,268.0,326.0,278.0,10,10,9,7,3,9,6,7,10
1916,88.0,142.0,119.0,134.0,131.0,112.0,6,5,6,5,7,5,2,9,2
1917,150.0,111.0,135.0,133.0,135.0,108.0,3,4,4,6,5,7,1,7,4
1918,188.0,213.0,269.0,164.0,202.0,153.0,2,2,2,3,2,3,7,9,0
1919,99.0,169.0,165.0,149.0,139.0,120.0,9,9,9,10,10,10,2,9,4
1920,96.0,78.0,109.0,156.0,66.0,79.0,2,4,2,1,3,3,6,3,4
1921,130.0,160.0,101.0,182.0,247.0,233.0,4,9,10,10,5,8,9,8,13
1922,184.0,238.0,221.0,132.0,124.0,139.0,1,1,1,2,1,1,5,6,5
1923,117.0,168.0,90.0,55.0,72.0,34.0,4,3,3,8,8,10,2,7,6
1924,333.0,374.0,366.0,368.0,375.0,381.0,2,2,1,2,1,1,7,7,3
1925,90.0,102.0,97.0,94.0,119.0,66.0,2,1,1,1,4,4,1,2,4
1926,71.0,117.0,87.0,95.0,74.0,66.0,4,1,1,2,3,4,8,9,3
1928,93.0,110.0,47.0,73.0,52.0,82.0,3,3,9,4,4,3,9,5,3
1929,27.0,136.0,316.0,339.0,141.0,234.0,2,8,5,6,10,8,7,2,9
1930,107.0,140.0,71.0,86.0,104.0,118.0,3,1,2,2,3,4,10,5,4
1931,298.0,295.0,276.0,263.0,227.0,213.0,6,9,8,9,9,9,5,6,1
1932,69.0,91.0,128.0,159.0,127.0,136.0,4,2,2,2,5,2,2,4,4
1933,253.0,339.0,285.0,282.0,303.0,280.0,7,7,7,6,7,8,1,7,3
1934,46.0,64.0,50.0,95.0,51.0,69.0,2,1,2,1,3,2,6,9,2
1935,195.0,276.0,386.0,343.0,457.0,496.0,6,5,4,4,4,4,1,5,4
1936,170.0,171.0,151.0,188.0,168.0,170.0,6,6,6,5,5,8,3,8,2
1937,47.0,175.0,143.0,59.0,7.0,10.0,4,2,2,4,10,10,8,6,3
1938,14.0,75.0,128.0,116.0,60.0,98.0,3,1,1,2,3,2,2,7,2
1939,381.0,275.0,416.0,344.0,267.0,217.0,1,1,1,1,1,1,1,8,4
1940,134.0,107.0,96.0,156.0,132.0,124.0,7,6,9,7,8,10,8,8,5
1941,168.0,186.0,153.0,165.0,130.0,123.0,1,2,2,1,4,2,6,4,6
1942,264.0,256.0,286.0,248.0,308.0,245.0,6,6,6,7,5,6,4,4,3
1943,173.0,186.0,133.0,200.0,165.0,167.0,4,5,4,4,6,5,3,2,2
1944,120.0,157.0,179.0,143.0,194.0,218.0,4,3,2,4,2,3,2,6,4
1945,231.0,230.0,293.0,201.0,199.0,229.0,3,2,1,2,2,1,10,9,6
1946,335.0,278.0,368.0,302.0,329.0,293.0,4,3,3,4,3,3,5,1,8
1947,117.0,74.0,68.0,101.0,121.0,162.0,9,9,9,8,8,5,9,1,2
1948,82.0,109.0,101.0,82.0,93.0,83.0,5,4,4,4,5,5,5,4,2
1949,52.0,59.0,67.0,42.0,39.0,78.0,9,8,6,9,10,5,2,6,5
1950,303.0,229.0,228.0,289.0,259.0,310.0,6,8,8,5,8,7,3,1,4
1951,186.0,34.0,115.0,216.0,330.0,519.0,7,10,9,6,4,4,8,1,2
1952,30.0,46.0,56.0,41.0,63.0,107.0,4,4,3,5,3,3,3,1,3
1953,57.0,66.0,85.0,46.0,66.0,51.0,2,1,1,3,2,3,9,9,1
1954,29.0,92.0,59.0,35.0,64.0,94.0,2,1,1,3,1,1,1,5,0
1955,32.0,49.0,42.0,199.0,250.0,280.0,10,10,10,7,4,5,8,5,7
1956,80.0,70.0,66.0,141.0,75.0,75.0,1,1,1,1,1,2,5,7,1
1957,204.0,272.0,259.0,196.0,68.0,137.0,1,2,1,2,3,2,7,9,7
1958,383.0,288.0,86.0,63.0,170.0,525.0,1,3,6,9,6,4,8,3,6
1959,201.0,179.0,201.0,267.0,267.0,267.0,7,8,7,5,6,7,4,4,5
1960,127.0,155.0,194.0,164.0,183.0,168.0,9,8,9,9,9,9,4,1,6
1961,418.0,490.0,360.0,371.0,385.0,318.0,2,5,4,6,1,8,7,1,23
1962,361.0,378.0,396.0,380.0,315.0,401.0,7,6,6,7,8,6,1,3,3
1963,132.0,106.0,81.0,105.0,144.0,109.0,3,2,4,2,3,4,5,4,6
1964,171.0,133.0,134.0,208.0,233.0,197.0,3,6,6,5,4,5,5,5,3
1965,125.0,46.0,82.0,80.0,28.0,75.0,1,4,1,2,4,4,5,2,5
1966,186.0,162.0,110.0,202.0,205.0,192.0,4,8,9,8,7,8,2,6,4
1967,85.0,65.0,80.0,70.0,60.0,59.0,9,10,10,9,9,8,3,7,2
1968,118.0,94.0,128.0,74.0,132.0,204.0,5,3,2,3,2,1,2,1,2
1969,83.0,110.0,124.0,134.0,138.0,140.0,8,7,5,3,4,3,3,5,4
1970,189.0,184.0,247.0,181.0,43.0,163.0,10,7,9,9,10,10,1,8,8
1971,51.0,67.0,71.0,65.0,63.0,78.0,2,2,1,2,2,2,5,2,1
1972,282.0,360.0,408.0,344.0,410.0,532.0,6,6,5,6,7,5,8,3,3
1973,179.0,158.0,167.0,166.0,98.0,96.0,3,4,3,5,3,4,7,9,3
1974,73.0,60.0,122.0,83.0,119.0,104.0,2,2,2,2,2,1,7,7,2
1975,59.0,86.0,69.0,85.0,114.0,115.0,10,10,10,10,8,7,6,3,5
1976,72.0,70.0,103.0,158.0,142.0,117.0,1,1,2,1,1,1,3,4,2
1977,108.0,148.0,124.0,92.0,173.0,192.0,9,8,10,9,7,8,7,6,4
1978,213.0,267.0,242.0,246.0,226.0,289.0,6,6,7,7,6,6,1,6,2
1979,68.0,51.0,51.0,88.0,81.0,112.0,5,6,5,3,3,3,5,4,3
1980,54.0,93.0,66.0,91.0,85.0,97.0,6,4,4,3,5,6,9,6,1
1981,71.0,94.0,77.0,120.0,81.0,85.0,3,2,3,2,3,1,8,9,1
1982,265.0,226.0,231.0,292.0,350.0,294.0,4,5,5,3,4,3,2,1,6
1983,305.0,288.0,245.0,238.0,161.0,264.0,5,7,7,7,10,6,2,7,6
1984,94.0,96.0,69.0,77.0,73.0,57.0,1,1,2,2,1,3,3,3,0
1985,42.0,70.0,93.0,76.0,74.0,87.0,4,3,3,3,4,2,4,1,2
1986,121.0,116.0,84.0,110.0,99.0,42.0,8,9,8,9,9,10,6,9,2
1987,230.0,266.0,171.0,207.0,183.0,228.0,4,3,2,1,3,2,3,4,6
1988,171.0,163.0,191.0,178.0,110.0,130.0,1,2,1,2,2,1,9,1,2
1989,197.0,146.0,167.0,167.0,206.0,183.0,2,2,2,1,1,3,2,2,3
1990,92.0,60.0,46.0,106.0,87.0,92.0,1,2,4,2,1,1,10,5,2
1991,119.0,97.0,85.0,90.0,101.0,157.0,8,7,8,10,10,9,4,8,4
1992,134.0,91.0,50.0,155.0,95.0,166.0,1,1,1,1,1,1,1,3,0
1993,120.0,128.0,115.0,146.0,92.0,104.0,1,3,2,1,2,2,1,7,3
1994,473.0,331.0,369.0,373.0,439.0,456.0,5,7,5,7,5,5,5,9,5
1995,74.0,120.0,119.0,91.0,163.0,230.0,3,4,8,6,4,2,1,7,7
