,°í°´¹øÈ£,Æí_ÃÑ±¸¸ÅÈ½¼ö1,Æí_ÃÑ±¸¸ÅÈ½¼ö2,Æí_ÃÑ±¸¸ÅÈ½¼ö3,Æí_ÃÑ±¸¸ÅÈ½¼ö4,Æí_ÃÑ±¸¸ÅÈ½¼ö5,Æí_ÃÑ±¸¸ÅÈ½¼ö6,Æí_ÃÑ±¸¸ÅÈ½¼ö7,ÆíÀÇÇ°_Áõ°¨À²,ÆíÀÇÇ°_º¯µ¿À²,Æí_(Áõ°¨*0.8)+(º¯µ¿*0.2)
4695,4742,4,4,4,4,4,4,4,0,0,0
4696,4743,1,1,1,1,1,1,1,0,0,0
4697,4744,2,2,2,2,2,2,2,0,0,0
4698,4745,1,1,1,1,1,1,1,0,0,0
4699,4746,2,2,2,2,3,3,3,1,1,1
4700,4747,2,3,2,3,2,3,2,0,6,1.2
4701,4748,1,1,2,1,1,2,1,0,4,0.8
4702,4749,4,4,4,4,4,4,3,-1,1,-0.6
4703,4750,4,4,4,4,4,4,4,0,0,0
4704,4751,1,2,2,1,2,3,2,1,5,1.8
4705,4752,4,3,3,3,4,4,4,0,2,0.4
4706,4753,1,3,2,2,2,3,2,1,5,1.8
4707,4754,1,2,2,2,1,1,1,0,2,0.4
4708,4755,2,2,3,3,3,3,3,1,1,1
4709,4756,3,2,2,2,3,2,2,-1,3,-0.2
4710,4757,1,1,1,1,1,1,1,0,0,0
4711,4758,3,3,3,3,4,4,4,1,1,1
4712,4759,2,1,2,2,1,2,1,-1,5,0.2
4713,4760,4,4,4,3,4,4,4,0,2,0.4
4714,4761,1,1,1,1,1,1,1,0,0,0
4715,4762,2,2,1,2,1,1,1,-1,3,-0.2
4716,4763,2,2,3,2,3,3,3,1,3,1.4
4717,4764,2,2,2,2,1,2,2,0,2,0.4
4718,4765,1,1,1,1,1,1,1,0,0,0
4719,4766,4,4,4,4,4,4,4,0,0,0
4720,4767,2,1,1,1,1,1,2,0,2,0.4
4721,4768,4,4,4,4,4,4,4,0,0,0
4722,4769,1,2,2,2,3,2,2,1,3,1.4
4723,4770,2,2,3,3,2,3,3,1,3,1.4
4724,4771,3,3,3,3,3,3,3,0,0,0
4725,4772,2,2,2,2,3,4,3,1,3,1.4
4726,4773,1,1,1,1,1,1,1,0,0,0
4727,4774,4,2,4,4,4,3,4,0,6,1.2
4728,4775,4,4,4,4,4,4,4,0,0,0
4729,4776,1,2,1,1,2,2,2,1,3,1.4
4730,4777,2,1,2,3,3,4,4,2,4,2.4
4731,4778,3,4,3,3,4,3,3,0,4,0.8
4732,4779,2,2,3,2,2,3,2,0,4,0.8
4733,4780,4,2,4,3,4,4,3,-1,7,0.6
4734,4781,3,2,3,3,3,3,4,1,3,1.4
4735,4782,4,4,3,3,3,3,2,-2,2,-1.2
4736,4783,1,1,1,2,2,2,2,1,1,1
4737,4784,1,1,1,1,1,2,2,1,1,1
4738,4785,4,4,3,4,4,3,4,0,4,0.8
4739,4786,2,2,2,2,3,3,3,1,1,1
4740,4787,3,3,3,3,4,4,2,-1,3,-0.2
4741,4788,1,1,1,2,2,2,2,1,1,1
4742,4789,1,1,1,1,1,0,1,0,2,0.4
4743,4790,4,4,4,4,4,4,3,-1,1,-0.6
4744,4791,2,2,2,2,2,1,1,-1,1,-0.6
4745,4792,2,1,1,1,2,2,1,-1,3,-0.2
4746,4793,2,3,4,2,2,3,3,1,5,1.8
4747,4794,3,3,4,3,3,3,4,1,3,1.4
4748,4795,4,3,4,3,4,3,3,-1,5,0.2
4749,4796,2,3,2,2,3,4,3,1,5,1.8
4750,4797,2,2,2,1,1,2,2,0,2,0.4
4751,4798,2,2,2,3,2,1,2,0,4,0.8
4752,4799,4,4,4,4,4,3,3,-1,1,-0.6
4753,4800,1,1,1,1,1,1,1,0,0,0
4754,4801,2,2,2,3,2,2,2,0,2,0.4
4755,4802,3,2,2,2,3,3,3,0,2,0.4
4756,4803,4,4,4,4,4,4,4,0,0,0
4757,4804,4,3,4,3,4,3,3,-1,5,0.2
4758,4805,4,4,4,4,4,4,4,0,0,0
4759,4806,2,2,2,3,2,2,2,0,2,0.4
4760,4807,3,3,3,2,1,2,3,0,4,0.8
4761,4808,1,1,1,1,1,1,1,0,0,0
4762,4809,2,3,3,3,3,3,3,1,1,1
4763,4810,1,1,2,4,3,3,4,3,5,3.4
4764,4811,2,2,2,1,1,1,1,-1,1,-0.6
4765,4812,2,2,2,1,2,1,2,0,4,0.8
4766,4813,1,2,2,3,2,1,1,0,4,0.8
4767,4814,2,2,1,1,1,1,1,-1,1,-0.6
4768,4815,2,2,2,2,2,2,2,0,0,0
4769,4816,3,4,4,4,4,4,4,1,1,1
4770,4817,4,3,3,3,4,2,3,-1,5,0.2
4771,4818,2,2,2,2,2,2,3,1,1,1
4772,4819,1,1,1,1,0,1,1,0,2,0.4
4773,4820,1,1,1,1,1,1,1,0,0,0
4774,4821,1,1,1,1,1,1,1,0,0,0
4775,4823,1,3,2,3,3,2,2,1,5,1.8
4776,4824,2,1,2,2,1,2,1,-1,5,0.2
4777,4826,2,2,2,1,2,1,2,0,4,0.8
4778,4827,2,1,2,3,3,2,3,1,5,1.8
4779,4828,2,4,4,3,3,4,4,2,4,2.4
4780,4829,4,4,4,4,4,4,4,0,0,0
4781,4830,1,1,1,1,1,1,1,0,0,0
4782,4831,3,4,4,3,3,3,3,0,2,0.4
4783,4832,4,4,4,4,4,4,4,0,0,0
4784,4833,1,2,1,1,1,2,2,1,3,1.4
4785,4835,2,2,2,2,2,2,1,-1,1,-0.6
4786,4836,4,4,4,4,4,4,4,0,0,0
4787,4837,3,2,3,2,3,2,3,0,6,1.2
4788,4838,4,3,3,4,4,4,3,-1,3,-0.2
4789,4839,4,4,4,4,4,4,4,0,0,0
4790,4840,3,3,4,4,4,4,4,1,1,1
4791,4841,1,1,1,1,1,2,1,0,2,0.4
4792,4842,4,4,4,4,4,4,4,0,0,0
4793,4843,2,1,2,1,1,1,2,0,4,0.8
4794,4844,4,4,4,3,3,3,4,0,2,0.4
4795,4845,3,4,3,3,3,3,3,0,2,0.4
4796,4846,3,3,4,2,3,4,4,1,5,1.8
4797,4847,1,1,1,1,1,1,1,0,0,0
4798,4848,1,1,1,1,1,1,1,0,0,0
4799,4849,1,1,1,1,2,1,1,0,2,0.4
4800,4850,2,3,3,2,2,4,3,1,5,1.8
4801,4851,1,1,1,2,1,1,1,0,2,0.4
4802,4852,1,2,2,2,3,4,3,2,4,2.4
4803,4853,2,2,2,1,2,1,2,0,4,0.8
4804,4854,4,4,4,4,4,4,4,0,0,0
4805,4855,1,1,1,1,1,1,1,0,0,0
4806,4856,2,2,2,2,2,2,2,0,0,0
4807,4857,2,4,2,3,1,2,3,1,9,2.6
4808,4858,2,1,1,1,2,2,1,-1,3,-0.2
4809,4859,2,2,2,2,3,2,3,1,3,1.4
4810,4860,1,1,2,2,2,2,1,0,2,0.4
4811,4861,1,1,2,2,2,2,3,2,2,2
4812,4862,4,4,4,3,3,3,3,-1,1,-0.6
4813,4863,2,2,2,3,3,2,2,0,2,0.4
4814,4864,1,1,1,1,1,1,1,0,0,0
4815,4865,3,2,2,3,2,3,3,0,4,0.8
4816,4866,1,1,1,1,1,1,1,0,0,0
4817,4867,2,2,2,2,1,1,1,-1,1,-0.6
4818,4868,4,4,4,4,4,4,3,-1,1,-0.6
4819,4869,4,4,4,4,4,4,4,0,0,0
4820,4870,2,2,2,2,2,2,2,0,0,0
4821,4871,4,4,4,4,4,4,4,0,0,0
4822,4872,3,4,4,4,4,3,3,0,2,0.4
4823,4873,1,1,1,1,1,1,1,0,0,0
4824,4874,2,2,2,2,2,3,3,1,1,1
4825,4875,1,1,1,1,1,1,1,0,0,0
4826,4876,4,4,4,4,3,4,4,0,2,0.4
4827,4877,1,1,1,2,1,1,1,0,2,0.4
4828,4878,4,2,2,4,3,3,4,0,6,1.2
4829,4879,4,3,4,3,4,4,4,0,4,0.8
4830,4880,1,1,1,1,1,1,1,0,0,0
4831,4881,4,4,4,4,4,4,4,0,0,0
4832,4882,4,3,3,4,4,4,4,0,2,0.4
4833,4883,2,2,1,1,2,1,1,-1,3,-0.2
4834,4884,1,1,1,1,1,1,1,0,0,0
4835,4885,1,1,2,1,2,1,3,2,6,2.8
4836,4886,2,2,2,2,1,2,2,0,2,0.4
4837,4887,1,1,1,1,1,1,1,0,0,0
4838,4888,2,2,2,2,2,3,3,1,1,1
4839,4889,4,4,3,3,3,3,3,-1,1,-0.6
4840,4890,4,4,4,4,4,4,4,0,0,0
4841,4891,2,2,2,2,2,2,2,0,0,0
4842,4892,2,2,2,2,2,4,3,1,3,1.4
4843,4893,4,4,4,4,4,4,4,0,0,0
4844,4894,1,1,1,1,1,1,1,0,0,0
4845,4895,2,2,2,2,1,2,2,0,2,0.4
4846,4896,4,4,4,4,4,4,4,0,0,0
4847,4897,4,4,4,4,3,4,3,-1,3,-0.2
4848,4898,1,1,1,1,1,1,1,0,0,0
4849,4899,1,2,3,3,3,3,3,2,2,2
4850,4900,1,1,1,1,1,1,1,0,0,0
4851,4901,4,4,4,4,3,4,4,0,2,0.4
4852,4902,4,4,4,4,4,4,4,0,0,0
4853,4903,3,3,3,3,3,3,3,0,0,0
4854,4904,1,3,4,4,3,4,3,2,6,2.8
4855,4905,1,1,1,1,1,1,2,1,1,1
4856,4906,3,4,4,4,4,4,4,1,1,1
4857,4907,1,1,1,1,1,2,1,0,2,0.4
4858,4908,2,2,4,3,4,4,4,2,4,2.4
4859,4909,1,1,1,2,2,3,3,2,2,2
4860,4910,1,1,2,2,2,2,2,1,1,1
4861,4911,3,2,2,2,2,3,3,0,2,0.4
4862,4912,1,1,1,1,1,1,1,0,0,0
4863,4913,3,2,2,2,2,2,2,-1,1,-0.6
4864,4914,4,4,4,4,4,4,4,0,0,0
4865,4915,2,1,1,1,1,1,1,-1,1,-0.6
4866,4916,3,3,3,4,3,3,3,0,2,0.4
4867,4917,4,4,4,3,2,3,3,-1,3,-0.2
4868,4918,4,3,3,3,4,4,4,0,2,0.4
4869,4919,4,4,3,4,4,4,4,0,2,0.4
4870,4920,4,3,2,2,3,4,4,0,4,0.8
4871,4921,4,4,4,4,4,4,3,-1,1,-0.6
4872,4922,2,2,2,1,1,1,2,0,2,0.4
4873,4923,1,2,2,3,3,2,4,3,5,3.4
4874,4924,4,4,4,4,4,4,2,-2,2,-1.2
4875,4925,1,1,1,1,1,2,3,2,2,2
4876,4927,2,2,1,2,2,2,1,-1,3,-0.2
4877,4928,3,3,1,2,3,4,3,0,6,1.2
4878,4929,2,3,3,2,2,3,3,1,3,1.4
4879,4930,1,2,2,2,1,2,4,3,5,3.4
4880,4931,3,3,4,3,3,2,2,-1,3,-0.2
4881,4932,2,3,3,3,4,3,4,2,4,2.4
4882,4933,1,1,1,1,2,2,2,1,1,1
4883,4934,3,4,3,3,4,4,4,1,3,1.4
4884,4935,2,3,1,1,3,3,2,0,6,1.2
4885,4936,3,3,2,2,3,2,2,-1,3,-0.2
4886,4937,3,4,4,4,4,4,4,1,1,1
4887,4938,3,3,3,3,3,4,4,1,1,1
4888,4939,2,1,2,2,1,2,1,-1,5,0.2
4889,4940,1,2,1,1,2,1,1,0,4,0.8
4890,4941,3,2,3,2,2,1,1,-2,4,-0.8
4891,4942,2,2,4,3,4,3,3,1,5,1.8
4892,4943,4,3,3,4,3,4,3,-1,5,0.2
4893,4944,3,3,3,2,2,1,3,0,4,0.8
4894,4945,3,3,3,3,2,2,2,-1,1,-0.6
4895,4946,2,2,1,4,3,2,2,0,6,1.2
4896,4947,4,3,2,3,3,3,4,0,4,0.8
4897,4948,1,1,2,1,2,2,1,0,4,0.8
4898,4949,1,1,1,2,2,2,2,1,1,1
4899,4950,3,3,2,3,2,3,3,0,4,0.8
4900,4951,3,4,4,4,4,4,4,1,1,1
4901,4952,3,3,2,3,3,3,3,0,2,0.4
4902,4953,2,1,2,2,1,1,2,0,4,0.8
4903,4954,2,1,1,2,1,1,1,-1,3,-0.2
4904,4955,2,3,2,1,2,1,1,-1,5,0.2
4905,4956,4,4,4,4,4,4,4,0,0,0
4906,4957,3,3,2,2,2,3,2,-1,3,-0.2
4907,4958,1,1,1,1,1,1,1,0,0,0
4908,4959,2,1,2,2,3,4,4,2,4,2.4
4909,4960,4,4,4,4,4,4,4,0,0,0
4910,4961,4,4,4,4,4,4,4,0,0,0
4911,4962,3,4,3,3,4,3,3,0,4,0.8
4912,4963,1,1,1,1,1,1,1,0,0,0
4913,4964,3,4,4,4,3,4,4,1,3,1.4
4914,4965,2,2,2,1,2,2,1,-1,3,-0.2
4915,4966,1,1,1,1,1,2,2,1,1,1
4916,4967,1,1,1,1,1,1,2,1,1,1
4917,4968,2,2,2,3,2,2,4,2,4,2.4
4918,4969,2,3,2,2,2,3,2,0,4,0.8
4919,4970,2,2,1,1,1,1,1,-1,1,-0.6
4920,4971,2,2,1,1,1,2,3,1,3,1.4
4921,4972,3,3,3,3,3,4,4,1,1,1
4922,4973,2,3,2,3,3,3,3,1,3,1.4
4923,4974,3,3,3,3,2,2,3,0,2,0.4
4924,4975,1,1,1,1,1,1,1,0,0,0
4925,4976,2,2,3,3,4,4,4,2,2,2
4926,4977,1,1,1,1,1,1,2,1,1,1
4927,4978,3,3,3,3,3,2,2,-1,1,-0.6
4928,4979,1,1,2,3,3,3,3,2,2,2
4929,4980,3,4,3,3,3,3,2,-1,3,-0.2
4930,4981,2,2,2,3,2,2,3,1,3,1.4
4931,4982,3,3,3,3,3,3,3,0,0,0
4932,4983,4,4,3,3,3,3,3,-1,1,-0.6
4933,4984,2,2,2,2,2,2,3,1,1,1
4934,4985,1,1,1,1,1,1,1,0,0,0
4935,4986,3,3,3,3,4,4,3,0,2,0.4
4936,4987,2,3,2,3,2,2,2,0,4,0.8
4937,4988,1,1,1,1,1,1,1,0,0,0
4938,4989,4,3,3,3,4,3,4,0,4,0.8
4939,4990,4,4,4,4,4,4,4,0,0,0
4940,4991,2,3,3,3,3,3,3,1,1,1
4941,4992,2,2,2,2,2,3,3,1,1,1
4942,4993,3,3,2,3,3,3,2,-1,3,-0.2
4943,4994,1,1,2,2,2,2,2,1,1,1
4944,4995,3,4,3,3,4,3,4,1,5,1.8
4945,4996,3,2,2,2,2,3,2,-1,3,-0.2
4946,4997,3,2,2,2,2,3,3,0,2,0.4
4947,4998,2,3,2,3,2,2,3,1,5,1.8
4948,4999,4,4,4,4,3,4,4,0,2,0.4
4949,5000,2,2,2,2,2,2,3,1,1,1
4950,5001,3,3,3,3,2,2,2,-1,1,-0.6
4951,5002,3,3,3,3,2,2,2,-1,1,-0.6
4952,5003,3,3,4,4,3,3,3,0,2,0.4
4953,5004,2,3,2,2,2,3,3,1,3,1.4
4954,5005,4,4,2,2,2,3,2,-2,4,-0.8
4955,5006,3,2,2,2,2,2,1,-2,2,-1.2
4956,5007,1,2,2,2,2,3,2,1,3,1.4
4957,5008,3,4,3,3,4,4,3,0,4,0.8
4958,5009,1,2,3,3,3,3,4,3,3,3
4959,5010,2,3,3,3,2,2,2,0,2,0.4
4960,5011,1,1,1,1,1,1,1,0,0,0
4961,5012,3,2,2,2,2,2,2,-1,1,-0.6
4962,5013,3,3,4,3,4,3,4,1,5,1.8
4963,5014,1,1,1,1,1,1,1,0,0,0
4964,5015,1,1,1,2,2,2,2,1,1,1
4965,5016,1,1,2,1,1,1,1,0,2,0.4
4966,5017,4,4,4,3,3,4,4,0,2,0.4
4967,5018,3,4,4,4,4,4,4,1,1,1
4968,5019,4,4,4,4,4,4,4,0,0,0
4969,5020,2,3,3,2,2,3,3,1,3,1.4
4970,5021,4,3,3,4,4,4,4,0,2,0.4
4971,5022,2,1,2,2,1,1,2,0,4,0.8
4972,5023,4,4,4,4,4,4,2,-2,2,-1.2
4973,5024,4,4,4,4,4,3,3,-1,1,-0.6
4974,5025,1,2,2,3,2,2,2,1,3,1.4
4975,5026,2,1,1,1,1,1,1,-1,1,-0.6
4976,5027,3,2,3,2,2,2,2,-1,3,-0.2
4977,5028,2,2,3,2,2,3,2,0,4,0.8
4978,5029,4,3,4,3,3,4,4,0,4,0.8
4979,5030,3,2,2,2,1,2,1,-2,4,-0.8
4980,5031,1,2,2,2,2,2,2,1,1,1
4981,5032,1,1,1,1,1,1,1,0,0,0
4982,5033,3,3,3,3,2,2,2,-1,1,-0.6
4983,5034,2,2,2,2,2,2,2,0,0,0
4984,5035,2,3,3,2,2,2,2,0,2,0.4
4985,5036,4,4,4,3,3,3,3,-1,1,-0.6
4986,5037,3,3,4,4,3,4,4,1,3,1.4
4987,5038,2,2,2,3,3,2,4,2,4,2.4
4988,5039,2,2,1,2,2,2,3,1,3,1.4
4989,5040,2,1,1,1,2,2,2,0,2,0.4
4990,5041,2,2,1,2,2,2,1,-1,3,-0.2
4991,5042,4,4,4,4,4,4,4,0,0,0
4992,5043,3,4,4,3,4,4,4,1,3,1.4
4993,5044,3,3,3,4,2,3,3,0,4,0.8
4994,5045,2,2,2,2,2,2,2,0,0,0
4995,5046,4,3,3,4,4,4,3,-1,3,-0.2
4996,5047,1,1,1,1,1,1,1,0,0,0
4997,5048,1,1,2,2,2,2,2,1,1,1
4998,5049,3,3,3,2,3,2,2,-1,3,-0.2
4999,5050,4,4,4,4,4,4,4,0,0,0
5000,5051,3,4,3,4,4,4,4,1,3,1.4
5001,5052,3,3,3,3,3,3,4,1,1,1
5002,5053,1,1,1,2,1,1,2,1,3,1.4
5003,5054,4,4,4,4,4,4,4,0,0,0
5004,5055,3,4,4,4,3,4,4,1,3,1.4
5005,5056,2,3,2,2,2,3,3,1,3,1.4
5006,5057,1,1,1,1,1,1,1,0,0,0
5007,5058,3,3,3,2,2,2,3,0,2,0.4
5008,5059,1,1,1,2,2,3,3,2,2,2
5009,5060,4,4,4,4,4,4,4,0,0,0
5010,5061,2,2,3,2,2,3,2,0,4,0.8
5011,5062,1,1,1,1,1,1,1,0,0,0
5012,5063,1,1,1,1,1,1,1,0,0,0
5013,5064,4,3,3,3,3,3,4,0,2,0.4
5014,5065,3,2,4,2,3,3,4,1,7,2.2
5015,5066,1,1,1,1,1,2,2,1,1,1
5016,5067,3,4,3,2,3,3,2,-1,5,0.2
5017,5068,4,3,3,2,2,3,4,0,4,0.8
5018,5069,2,2,1,1,1,2,1,-1,3,-0.2
5019,5070,3,3,4,3,3,3,3,0,2,0.4
5020,5071,4,4,3,2,3,4,4,0,4,0.8
5021,5072,1,2,2,2,1,2,2,1,3,1.4
5022,5073,2,2,2,3,2,3,3,1,3,1.4
5023,5074,2,3,2,3,2,3,3,1,5,1.8
5024,5075,3,4,3,3,4,4,4,1,3,1.4
5025,5076,1,1,1,1,1,1,1,0,0,0
5026,5078,2,2,2,1,2,1,1,-1,3,-0.2
5027,5079,1,2,2,1,1,1,1,0,2,0.4
5028,5080,2,2,2,1,2,2,1,-1,3,-0.2
5029,5081,2,1,2,2,1,1,1,-1,3,-0.2
5030,5082,1,1,1,2,2,2,2,1,1,1
5031,5083,1,1,1,1,2,3,3,2,2,2
5032,5084,3,2,3,3,3,3,2,-1,3,-0.2
5033,5085,1,1,1,2,2,4,4,3,3,3
5034,5086,1,1,2,1,2,2,2,1,3,1.4
5035,5087,4,4,4,4,4,4,4,0,0,0
5036,5088,1,1,1,1,1,1,1,0,0,0
5037,5089,2,2,2,2,2,2,2,0,0,0
5038,5090,3,2,2,2,2,3,3,0,2,0.4
5039,5091,1,1,1,2,1,2,2,1,3,1.4
5040,5092,1,1,2,2,1,2,1,0,4,0.8
5041,5093,4,4,4,3,4,4,4,0,2,0.4
5042,5094,4,4,4,3,4,4,4,0,2,0.4
5043,5095,3,3,4,4,4,1,0,-3,5,-1.4
5044,5096,1,1,1,1,1,1,1,0,0,0
5045,5098,2,1,2,2,3,4,3,1,5,1.8
5046,5099,2,2,2,2,2,2,2,0,0,0
5047,5100,3,2,2,2,2,2,3,0,2,0.4
5048,5101,4,4,4,4,4,4,4,0,0,0
5049,5102,2,2,2,3,4,3,3,1,3,1.4
5050,5103,1,1,2,1,1,2,2,1,3,1.4
5051,5104,3,4,4,3,2,2,2,-1,3,-0.2
5052,5105,1,1,1,1,1,1,1,0,0,0
5053,5106,2,2,2,2,2,1,1,-1,1,-0.6
5054,5107,2,2,1,2,1,1,2,0,4,0.8
5055,5108,3,3,3,3,3,4,4,1,1,1
5056,5109,4,4,4,4,4,4,4,0,0,0
5057,5110,4,4,4,3,4,4,3,-1,3,-0.2
5058,5111,4,4,4,4,4,4,4,0,0,0
5059,5112,3,3,4,4,4,4,4,1,1,1
5060,5113,3,3,3,3,3,2,2,-1,1,-0.6
5061,5114,2,2,2,2,2,2,2,0,0,0
5062,5115,1,1,1,1,2,2,2,1,1,1
5063,5116,2,2,2,2,2,2,2,0,0,0
5064,5117,4,4,3,3,3,4,4,0,2,0.4
5065,5118,3,2,2,2,2,1,2,-1,3,-0.2
5066,5119,3,4,3,3,3,3,3,0,2,0.4
5067,5120,2,2,2,2,3,3,1,-1,3,-0.2
5068,5121,4,4,4,4,4,4,4,0,0,0
5069,5122,4,4,4,4,3,3,4,0,2,0.4
5070,5123,4,3,3,3,3,3,3,-1,1,-0.6
5071,5124,1,1,1,1,1,1,1,0,0,0
5072,5125,3,4,4,4,4,4,4,1,1,1
5073,5126,3,4,3,4,4,4,3,0,4,0.8
5074,5127,1,1,1,1,1,1,1,0,0,0
5075,5128,4,4,4,4,4,4,4,0,0,0
5076,5129,3,4,4,4,4,4,4,1,1,1
5077,5130,4,4,4,4,4,4,4,0,0,0
5078,5131,4,4,4,4,4,3,4,0,2,0.4
5079,5132,2,1,1,1,2,3,2,0,4,0.8
5080,5133,4,4,4,4,4,4,4,0,0,0
5081,5134,4,4,4,4,4,4,4,0,0,0
5082,5135,3,3,3,3,3,3,2,-1,1,-0.6
5083,5136,4,3,2,2,3,3,3,-1,3,-0.2
5084,5137,1,1,3,4,4,4,4,3,3,3
5085,5138,1,4,3,3,4,4,4,3,5,3.4
5086,5139,2,2,2,2,2,2,3,1,1,1
5087,5140,4,3,4,3,4,4,4,0,4,0.8
5088,5141,3,4,4,4,4,4,4,1,1,1
5089,5142,1,1,1,1,1,2,2,1,1,1
5090,5143,2,2,2,2,2,1,1,-1,1,-0.6
5091,5144,1,1,1,1,1,1,1,0,0,0
5092,5145,2,3,3,3,3,3,2,0,2,0.4
5093,5146,1,2,1,2,1,1,1,0,4,0.8
5094,5147,4,4,4,4,4,3,3,-1,1,-0.6
5095,5148,3,3,1,3,4,4,3,0,6,1.2
5096,5149,3,4,4,3,4,4,4,1,3,1.4
5097,5150,1,2,2,2,3,2,3,2,4,2.4
5098,5151,2,2,2,2,3,3,2,0,2,0.4
5099,5152,4,4,4,4,4,4,4,0,0,0
5100,5153,2,1,2,3,3,3,4,2,4,2.4
5101,5154,4,3,3,3,4,4,4,0,2,0.4
5102,5155,3,2,2,1,1,1,1,-2,2,-1.2
5103,5156,3,4,4,4,4,4,3,0,2,0.4
5104,5157,3,4,4,4,4,4,4,1,1,1
5105,5158,1,1,2,1,2,1,1,0,4,0.8
5106,5159,1,2,1,1,1,1,2,1,3,1.4
5107,5160,3,3,4,3,3,4,4,1,3,1.4
5108,5161,1,1,1,2,1,2,2,1,3,1.4
5109,5162,2,2,3,2,3,2,3,1,5,1.8
5110,5163,2,2,3,3,2,2,2,0,2,0.4
5111,5164,3,4,3,3,3,3,3,0,2,0.4
5112,5165,1,1,1,1,1,1,1,0,0,0
5113,5166,1,1,2,2,1,1,2,1,3,1.4
5114,5167,2,2,2,3,3,3,2,0,2,0.4
5115,5168,1,1,1,2,3,4,2,1,5,1.8
5116,5169,2,2,2,1,1,1,1,-1,1,-0.6
5117,5170,4,4,4,4,4,4,4,0,0,0
5118,5171,2,2,2,1,1,1,1,-1,1,-0.6
5119,5172,2,2,2,2,2,2,2,0,0,0
5120,5173,2,2,3,2,2,2,2,0,2,0.4
5121,5174,3,2,2,3,3,2,2,-1,3,-0.2
5122,5175,4,4,4,4,4,4,4,0,0,0
5123,5176,3,2,2,2,2,2,2,-1,1,-0.6
5124,5177,1,1,2,1,2,2,2,1,3,1.4
5125,5178,2,1,2,2,1,2,1,-1,5,0.2
5126,5179,2,3,3,3,3,3,3,1,1,1
5127,5180,4,3,4,3,4,4,4,0,4,0.8
5128,5181,2,1,1,2,2,2,1,-1,3,-0.2
5129,5182,1,1,2,2,2,3,2,1,3,1.4
5130,5183,3,3,3,3,4,3,4,1,3,1.4
5131,5184,1,1,1,1,1,1,1,0,0,0
5132,5185,3,3,3,3,3,3,4,1,1,1
5133,5186,3,4,4,4,4,4,4,1,1,1
5134,5187,1,1,1,1,1,1,1,0,0,0
5135,5188,3,3,2,3,3,3,3,0,2,0.4
5136,5189,2,2,2,2,2,2,2,0,0,0
5137,5190,3,4,3,3,4,4,4,1,3,1.4
5138,5191,4,4,4,4,4,4,4,0,0,0
5139,5192,2,3,3,3,3,3,3,1,1,1
5140,5193,2,3,3,3,3,4,3,1,3,1.4
5141,5194,1,1,1,2,2,3,3,2,2,2
5142,5195,2,2,3,3,2,3,3,1,3,1.4
5143,5196,1,2,2,1,1,2,2,1,3,1.4
5144,5197,1,1,2,2,2,2,2,1,1,1
5145,5198,3,3,3,3,3,3,3,0,0,0
5146,5200,2,2,1,1,1,2,2,0,2,0.4
5147,5201,4,4,4,4,4,2,2,-2,2,-1.2
5148,5202,3,2,2,1,1,1,1,-2,2,-1.2
5149,5203,2,2,2,2,2,2,2,0,0,0
5150,5204,3,3,3,3,3,4,4,1,1,1
5151,5205,2,2,2,1,1,2,2,0,2,0.4
5152,5206,3,4,4,3,4,4,4,1,3,1.4
5153,5207,1,1,1,2,2,2,2,1,1,1
5154,5208,2,2,1,2,1,1,0,-2,4,-0.8
5155,5209,1,2,3,4,3,3,4,3,5,3.4
5156,5210,1,1,1,1,1,2,1,0,2,0.4
5157,5211,1,1,2,1,1,2,1,0,4,0.8
5158,5212,3,4,4,4,3,4,4,1,3,1.4
5159,5213,1,2,1,2,2,2,2,1,3,1.4
5160,5214,1,3,3,2,1,3,3,2,6,2.8
5161,5215,2,3,3,3,3,3,3,1,1,1
5162,5216,2,3,3,3,3,3,3,1,1,1
5163,5217,2,2,2,1,1,1,1,-1,1,-0.6
5164,5218,4,4,4,4,4,4,4,0,0,0
5165,5219,3,3,3,2,3,2,2,-1,3,-0.2
5166,5220,3,3,3,3,2,3,4,1,3,1.4
5167,5221,4,4,4,4,4,4,4,0,0,0
5168,5222,4,4,4,3,4,4,4,0,2,0.4
5169,5223,1,1,1,1,1,1,1,0,0,0
5170,5224,4,4,4,3,3,4,3,-1,3,-0.2
5171,5225,1,1,2,1,1,1,1,0,2,0.4
5172,5226,4,3,4,4,4,4,4,0,2,0.4
5173,5227,1,1,1,1,1,1,1,0,0,0
5174,5228,1,1,2,2,3,2,3,2,4,2.4
5175,5229,3,3,2,3,3,3,4,1,3,1.4
5176,5230,1,3,3,2,2,3,3,2,4,2.4
5177,5231,3,3,3,2,2,2,3,0,2,0.4
5178,5232,1,2,2,2,1,1,1,0,2,0.4
5179,5233,4,4,4,4,4,4,4,0,0,0
5180,5234,2,3,3,3,4,4,4,2,2,2
5181,5235,3,3,3,2,3,2,2,-1,3,-0.2
5182,5236,3,2,2,2,1,1,1,-2,2,-1.2
5183,5237,1,2,2,2,2,2,2,1,1,1
5184,5238,2,1,1,2,2,1,1,-1,3,-0.2
5185,5239,1,3,2,2,1,2,1,0,6,1.2
5186,5240,2,2,2,1,1,1,1,-1,1,-0.6
5187,5241,2,2,2,2,2,2,2,0,0,0
5188,5242,3,4,4,4,4,4,4,1,1,1
5189,5243,3,3,3,3,3,3,3,0,0,0
5190,5244,2,3,2,2,3,3,2,0,4,0.8
