,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8,±â_ÃÑ±¸¸ÅÈ½¼ö1,±â_ÃÑ±¸¸ÅÈ½¼ö2,±â_ÃÑ±¸¸ÅÈ½¼ö3,±â_ÃÑ±¸¸ÅÈ½¼ö4,±â_ÃÑ±¸¸ÅÈ½¼ö5,±â_ÃÑ±¸¸ÅÈ½¼ö6,±â_ÃÑ±¸¸ÅÈ½¼ö7,±â_ÃÑ±¸¸ÅÈ½¼ö8
2324,2349,0.0,0.0,0.0,0.0,0.0,54367.0,69826.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2325,2350,0.0,149569.0,0.0,17648.0,18711.0,607160.0,12162.0,4957.0,0.0,2.0,0.0,3.0,5.0,5.0,4.0,1.0
2326,2351,10825.0,0.0,0.0,20132.0,2427.0,54689.0,76471.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
2327,2352,51072.0,56139.0,13106.0,24387.0,34184.0,15978.0,44486.0,47096.0,4.0,2.0,1.0,4.0,8.0,3.0,6.0,2.0
2328,2353,24286.0,0.0,29149.0,3370.0,0.0,7185.0,3266.0,18260.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0
2329,2354,16729.0,56655.0,81346.0,79283.0,82932.0,16085.0,199792.0,177228.0,1.0,3.0,5.0,5.0,4.0,1.0,5.0,4.0
2330,2355,0.0,0.0,0.0,0.0,0.0,0.0,2252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2331,2356,0.0,0.0,28245.0,0.0,0.0,0.0,40319.0,46187.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2332,2357,0.0,0.0,0.0,0.0,0.0,12868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2333,2358,0.0,0.0,70161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2334,2359,0.0,0.0,82024.0,0.0,12136.0,4289.0,0.0,4544.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
2335,2360,0.0,0.0,0.0,0.0,0.0,0.0,65321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2336,2361,3936.0,0.0,0.0,133026.0,111349.0,7506.0,47640.0,48749.0,1.0,0.0,0.0,4.0,6.0,1.0,3.0,3.0
2337,2362,367457.0,587087.0,1715006.0,901174.0,637702.0,838465.0,1400804.0,354199.0,7.0,13.0,15.0,12.0,9.0,17.0,23.0,6.0
2338,2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2339,2364,420998.0,122683.0,390044.0,238824.0,359538.0,178437.0,60366.0,67836.0,4.0,4.0,9.0,10.0,6.0,7.0,3.0,8.0
2340,2365,0.0,0.0,236107.0,0.0,147608.0,15281.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
2341,2367,14761.0,15451.0,0.0,28113.0,67963.0,22787.0,70557.0,24606.0,1.0,1.0,0.0,3.0,7.0,4.0,5.0,3.0
2342,2368,83153.0,131852.0,85300.0,269277.0,384315.0,363835.0,378130.0,90060.0,3.0,5.0,5.0,17.0,16.0,14.0,11.0,6.0
2343,2369,148002.0,0.0,0.0,3352.0,7848.0,16020.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0
2344,2370,560606.0,527982.0,77957.0,62877.0,238174.0,87074.0,320637.0,109104.0,7.0,7.0,3.0,3.0,9.0,4.0,6.0,7.0
2345,2371,9841.0,0.0,0.0,11529.0,46522.0,70775.0,11261.0,0.0,1.0,0.0,0.0,3.0,6.0,4.0,3.0,0.0
2346,2372,55744.0,157188.0,190202.0,100744.0,50567.0,163315.0,27030.0,22475.0,12.0,29.0,34.0,18.0,9.0,19.0,5.0,6.0
2347,2373,5904.0,8240.0,0.0,27492.0,28318.0,5362.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0
2348,2374,181036.0,354331.0,263301.0,274741.0,297916.0,180518.0,181099.0,284399.0,8.0,11.0,7.0,11.0,10.0,3.0,8.0,13.0
2349,2375,39165.0,552786.0,9603.0,0.0,110339.0,34851.0,79512.0,173592.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,8.0
2350,2376,9841.0,77442.0,82770.0,57334.0,150389.0,66560.0,27278.0,175278.0,1.0,5.0,3.0,2.0,2.0,4.0,2.0,9.0
2351,2377,39362.0,72106.0,39543.0,43188.0,5967.0,4826.0,29956.0,21234.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0
2352,2378,201318.0,143388.0,431195.0,470253.0,397442.0,874237.0,544972.0,687992.0,10.0,6.0,13.0,13.0,14.0,13.0,19.0,28.0
2353,2379,0.0,0.0,0.0,20354.0,29187.0,35988.0,61098.0,44427.0,0.0,0.0,0.0,4.0,6.0,5.0,5.0,5.0
2354,2380,125733.0,12671.0,156095.0,28024.0,85459.0,32276.0,68363.0,62670.0,11.0,2.0,7.0,6.0,9.0,4.0,5.0,5.0
2355,2381,49890.0,53255.0,190825.0,245476.0,203484.0,28202.0,116340.0,114351.0,8.0,8.0,7.0,8.0,8.0,5.0,10.0,5.0
2356,2382,0.0,0.0,0.0,21639.0,37016.0,26274.0,72418.0,11154.0,0.0,0.0,0.0,3.0,5.0,5.0,9.0,2.0
2357,2383,16729.0,24929.0,31635.0,183461.0,203981.0,112596.0,48867.0,54936.0,2.0,3.0,3.0,11.0,10.0,4.0,5.0,6.0
2358,2384,0.0,115575.0,193967.0,57201.0,50771.0,55010.0,796402.0,173229.0,0.0,3.0,8.0,2.0,2.0,5.0,8.0,8.0
2359,2385,88565.0,28843.0,10168.0,38844.0,17193.0,121389.0,111385.0,93447.0,3.0,3.0,1.0,3.0,1.0,8.0,8.0,5.0
2360,2386,32080.0,93348.0,0.0,25399.0,13047.0,39677.0,0.0,41146.0,4.0,5.0,0.0,2.0,1.0,4.0,0.0,2.0
2361,2387,160679.0,24207.0,0.0,0.0,6068.0,104017.0,138414.0,10328.0,11.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0
2362,2388,0.0,0.0,0.0,0.0,11024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2363,2389,0.0,3131.0,3390.0,11174.0,0.0,0.0,11262.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0
2364,2390,105934.0,254328.0,89503.0,111829.0,372604.0,336531.0,411906.0,41758.0,6.0,11.0,4.0,5.0,13.0,14.0,10.0,2.0
2365,2391,0.0,135663.0,4632.0,0.0,0.0,275162.0,0.0,9915.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,1.0
2366,2392,131864.0,68523.0,163654.0,70504.0,147830.0,488558.0,183409.0,62711.0,7.0,7.0,6.0,4.0,8.0,8.0,10.0,6.0
2367,2393,95452.0,152452.0,81345.0,85935.0,77976.0,1699425.0,123772.0,68909.0,7.0,4.0,6.0,7.0,6.0,8.0,4.0,6.0
2368,2394,579705.0,569328.0,572587.0,136571.0,146851.0,126215.0,48811.0,39660.0,16.0,14.0,12.0,7.0,8.0,6.0,1.0,3.0
2369,2395,0.0,0.0,4293.0,0.0,5057.0,0.0,10699.0,42634.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
2370,2396,149529.0,94664.0,115353.0,91875.0,60379.0,141228.0,247771.0,154673.0,10.0,4.0,6.0,3.0,3.0,11.0,15.0,13.0
2371,2397,0.0,0.0,0.0,19332.0,12521.0,8043.0,15745.0,3801.0,0.0,0.0,0.0,7.0,3.0,1.0,3.0,1.0
2372,2398,38083.0,0.0,421419.0,26872.0,132184.0,4290.0,31309.0,1239.0,1.0,0.0,1.0,3.0,6.0,2.0,2.0,1.0
2373,2399,0.0,0.0,0.0,6119.0,0.0,25951.0,28381.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0
2374,2400,47432.0,20457.0,79425.0,18092.0,14564.0,31742.0,35590.0,23548.0,4.0,4.0,9.0,4.0,2.0,4.0,5.0,6.0
2375,2401,0.0,0.0,0.0,0.0,6068.0,0.0,7884.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
2376,2402,49646.0,40585.0,244604.0,41238.0,296429.0,95330.0,340573.0,126985.0,3.0,3.0,5.0,1.0,11.0,5.0,11.0,7.0
2377,2403,0.0,0.0,0.0,10908.0,0.0,0.0,176413.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0
2378,2404,62999.0,0.0,111252.0,220254.0,0.0,49006.0,23651.0,0.0,3.0,0.0,4.0,6.0,0.0,2.0,1.0,0.0
2379,2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,2406,25586.0,38424.0,13558.0,2661.0,7080.0,26583.0,32840.0,15368.0,2.0,5.0,1.0,1.0,2.0,6.0,6.0,4.0
2381,2407,0.0,96983.0,28810.0,127351.0,25688.0,22015.0,22299.0,53292.0,0.0,3.0,2.0,9.0,3.0,3.0,2.0,1.0
2382,2408,0.0,0.0,21919.0,4434.0,6068.0,21875.0,13514.0,11484.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,3.0
2383,2409,226627.0,185622.0,321092.0,187122.0,112665.0,148509.0,344063.0,189459.0,10.0,7.0,11.0,6.0,4.0,6.0,10.0,10.0
2384,2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,2411,258315.0,176762.0,424808.0,608370.0,227050.0,0.0,25903.0,190695.0,3.0,3.0,4.0,6.0,5.0,0.0,1.0,4.0
2386,2412,97521.0,68500.0,150266.0,247498.0,327682.0,76018.0,88410.0,70314.0,6.0,6.0,7.0,14.0,13.0,4.0,6.0,7.0
2387,2413,6396.0,111352.0,165066.0,337442.0,270843.0,360520.0,79455.0,95679.0,1.0,15.0,10.0,14.0,11.0,15.0,3.0,9.0
2388,2414,30505.0,24722.0,83606.0,39642.0,61187.0,149055.0,156533.0,109888.0,2.0,2.0,9.0,7.0,5.0,11.0,12.0,22.0
2389,2415,68785.0,530804.0,7344.0,195725.0,71099.0,61016.0,887828.0,144320.0,6.0,3.0,1.0,4.0,4.0,5.0,19.0,12.0
2390,2416,914877.0,19633.0,111851.0,315138.0,152715.0,272096.0,576741.0,232073.0,12.0,2.0,5.0,6.0,5.0,6.0,11.0,12.0
2391,2417,0.0,0.0,0.0,125966.0,35044.0,28815.0,0.0,11378.0,0.0,0.0,0.0,10.0,6.0,5.0,0.0,4.0
2392,2418,0.0,0.0,0.0,0.0,0.0,33221.0,30364.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0
2393,2419,108246.0,103009.0,45192.0,275629.0,145433.0,58229.0,364335.0,64529.0,1.0,1.0,1.0,8.0,3.0,5.0,8.0,5.0
2394,2420,53976.0,29769.0,127554.0,110144.0,199642.0,100254.0,98094.0,485787.0,5.0,4.0,8.0,9.0,18.0,13.0,10.0,21.0
2395,2421,13776.0,280368.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,2422,119564.0,212404.0,244490.0,191644.0,385631.0,216183.0,398459.0,172599.0,5.0,14.0,12.0,11.0,11.0,11.0,10.0,10.0
2397,2423,47036.0,0.0,117049.0,74405.0,50770.0,0.0,65884.0,654827.0,6.0,0.0,4.0,6.0,3.0,0.0,2.0,9.0
2398,2424,16631.0,28843.0,35929.0,155729.0,38836.0,22304.0,38405.0,1652.0,3.0,3.0,4.0,9.0,4.0,3.0,4.0,1.0
2399,2425,117495.0,40997.0,0.0,12416.0,40252.0,114953.0,203734.0,277203.0,3.0,1.0,0.0,1.0,1.0,9.0,13.0,15.0
2400,2426,6495.0,0.0,0.0,0.0,0.0,0.0,666953.0,16524.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2401,2427,123775.0,26371.0,414188.0,94182.0,12136.0,21018.0,0.0,196315.0,2.0,2.0,6.0,5.0,1.0,2.0,0.0,5.0
2402,2428,58059.0,82820.0,114618.0,46559.0,63209.0,125892.0,102487.0,85681.0,4.0,6.0,5.0,3.0,3.0,6.0,6.0,5.0
2403,2429,185002.0,266792.0,112981.0,16406.0,51074.0,56995.0,81652.0,85103.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,3.0
2404,2430,60579.0,341038.0,79674.0,25550.0,10376.0,120638.0,128694.0,35644.0,5.0,13.0,8.0,4.0,2.0,4.0,4.0,3.0
2405,2431,251427.0,104142.0,21692.0,31705.0,37318.0,59836.0,190220.0,34949.0,5.0,4.0,3.0,6.0,4.0,3.0,4.0,2.0
2406,2432,75359.0,92378.0,193932.0,118125.0,69026.0,150768.0,139483.0,74152.0,6.0,7.0,5.0,10.0,6.0,12.0,5.0,8.0
2407,2433,279510.0,88278.0,72194.0,64385.0,352215.0,155705.0,314103.0,20655.0,7.0,5.0,5.0,4.0,8.0,8.0,8.0,6.0
2408,2434,48809.0,83025.0,411917.0,19511.0,182348.0,142192.0,67010.0,71057.0,3.0,4.0,2.0,2.0,8.0,8.0,2.0,4.0
2409,2435,0.0,56449.0,38696.0,0.0,0.0,0.0,0.0,23135.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
2410,2436,0.0,0.0,0.0,0.0,0.0,7292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2411,2437,0.0,0.0,0.0,35651.0,43590.0,0.0,25678.0,69073.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0
2412,2438,47235.0,0.0,0.0,0.0,54108.0,998886.0,435625.0,17350.0,2.0,0.0,0.0,0.0,5.0,6.0,4.0,3.0
2413,2439,185741.0,150597.0,236604.0,261341.0,102147.0,91363.0,191122.0,157283.0,11.0,8.0,8.0,18.0,11.0,7.0,13.0,19.0
2414,2440,42117.0,40173.0,18077.0,26695.0,81819.0,1118987.0,107217.0,2892.0,2.0,1.0,1.0,5.0,4.0,9.0,2.0,1.0
2415,2441,0.0,0.0,14236.0,4434.0,17497.0,5362.0,5631.0,11567.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,3.0
2416,2442,0.0,0.0,72873.0,381075.0,23363.0,52119.0,155024.0,33048.0,0.0,0.0,1.0,9.0,8.0,12.0,5.0,6.0
2417,2443,0.0,0.0,567265.0,0.0,209554.0,57906.0,115888.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,4.0,0.0
2418,2444,71638.0,0.0,8361.0,43011.0,47534.0,10724.0,30408.0,260678.0,3.0,0.0,2.0,6.0,6.0,2.0,1.0,4.0
2419,2445,43296.0,4120.0,27114.0,31924.0,88493.0,67910.0,14641.0,59490.0,9.0,1.0,5.0,7.0,9.0,11.0,2.0,17.0
2420,2446,0.0,13700.0,43837.0,82031.0,68419.0,115919.0,50568.0,55026.0,0.0,3.0,6.0,9.0,8.0,8.0,5.0,7.0
2421,2447,10628.0,51505.0,63834.0,36272.0,50465.0,197846.0,190221.0,73534.0,1.0,2.0,2.0,7.0,8.0,9.0,19.0,12.0
2422,2448,0.0,0.0,0.0,9400.0,37926.0,40213.0,0.0,3635.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0
2423,2449,190119.0,208386.0,453730.0,128059.0,106495.0,137259.0,232229.0,138972.0,6.0,7.0,17.0,5.0,6.0,4.0,8.0,5.0
2424,2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,2451,432198.0,360633.0,415318.0,180337.0,342231.0,430973.0,687202.0,441789.0,9.0,6.0,10.0,5.0,9.0,10.0,15.0,12.0
2426,2452,59043.0,3605.0,25782.0,7591.0,5057.0,48942.0,22073.0,14871.0,5.0,1.0,3.0,1.0,1.0,9.0,3.0,5.0
2427,2453,101417.0,181490.0,142616.0,291539.0,207894.0,138900.0,223342.0,42940.0,5.0,6.0,4.0,9.0,10.0,4.0,10.0,2.0
2428,2454,62529.0,216845.0,333124.0,179094.0,227185.0,304277.0,339194.0,265536.0,1.0,4.0,6.0,4.0,5.0,7.0,7.0,8.0
2429,2455,9349.0,0.0,0.0,3547.0,0.0,4182.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2430,2456,568055.0,184210.0,245395.0,300256.0,335285.0,764669.0,694988.0,413066.0,8.0,3.0,10.0,12.0,23.0,45.0,44.0,40.0
2431,2457,0.0,467762.0,0.0,0.0,27205.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
2432,2458,440660.0,762366.0,545586.0,823425.0,1788077.0,1439616.0,1468827.0,1516972.0,5.0,11.0,5.0,16.0,29.0,28.0,16.0,23.0
2433,2459,84137.0,14936.0,139485.0,21285.0,54330.0,51150.0,89873.0,47839.0,5.0,1.0,7.0,5.0,4.0,4.0,6.0,5.0
2434,2460,109938.0,41100.0,32640.0,50550.0,220780.0,49006.0,21398.0,66264.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0
2435,2461,268767.0,489290.0,112923.0,69483.0,153433.0,142825.0,23763.0,14046.0,11.0,7.0,9.0,5.0,3.0,2.0,2.0,1.0
2436,2462,181902.0,1177800.0,170770.0,0.0,52854.0,71847.0,0.0,95017.0,3.0,6.0,4.0,0.0,1.0,3.0,0.0,1.0
2437,2463,145049.0,179689.0,158986.0,186946.0,188112.0,176615.0,172539.0,120135.0,8.0,7.0,6.0,10.0,9.0,7.0,9.0,5.0
2438,2464,143770.0,42027.0,122076.0,151827.0,11124.0,130397.0,60276.0,41147.0,5.0,5.0,3.0,4.0,2.0,3.0,7.0,3.0
2439,2465,38378.0,0.0,16947.0,27404.0,0.0,19302.0,201314.0,645705.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0
2440,2466,0.0,0.0,0.0,79195.0,0.0,0.0,20272.0,4957.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0
2441,2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,2468,648686.0,675431.0,791558.0,449619.0,593292.0,334461.0,538620.0,372899.0,34.0,40.0,36.0,34.0,27.0,21.0,26.0,25.0
2443,2469,39362.0,9889.0,0.0,9312.0,90011.0,48363.0,170229.0,64116.0,1.0,1.0,0.0,2.0,2.0,4.0,9.0,4.0
2444,2470,9841.0,0.0,11298.0,134533.0,29734.0,141335.0,0.0,0.0,1.0,0.0,1.0,6.0,5.0,12.0,0.0,0.0
2445,2471,490108.0,1071299.0,115693.0,0.0,69379.0,301971.0,3942.0,21317.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0
2446,2472,10825.0,34404.0,189242.0,149077.0,81616.0,64845.0,97667.0,34537.0,1.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0
2447,2473,333939.0,260644.0,234865.0,226533.0,145211.0,241289.0,246566.0,149797.0,10.0,8.0,8.0,7.0,6.0,5.0,7.0,8.0
2448,2474,135170.0,174909.0,167664.0,64118.0,143623.0,76780.0,116812.0,51970.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0
2449,2475,11218.0,0.0,17433.0,227293.0,117218.0,69809.0,35477.0,17764.0,2.0,0.0,2.0,29.0,17.0,18.0,12.0,4.0
2450,2476,0.0,13391.0,0.0,5321.0,0.0,17157.0,6194.0,9502.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2451,2477,113559.0,99919.0,38413.0,64384.0,17193.0,43966.0,126700.0,127322.0,5.0,4.0,2.0,5.0,1.0,2.0,4.0,7.0
2452,2478,58550.0,70560.0,233510.0,73431.0,37421.0,128468.0,60772.0,148393.0,3.0,5.0,12.0,5.0,4.0,9.0,5.0,12.0
2453,2479,0.0,0.0,6214.0,16318.0,23059.0,0.0,19732.0,1239.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0
2454,2480,16729.0,107129.0,242910.0,0.0,48545.0,147447.0,126026.0,93778.0,1.0,2.0,5.0,0.0,1.0,2.0,4.0,3.0
2455,2481,371675.0,661008.0,399782.0,211847.0,583553.0,233941.0,319793.0,34429.0,13.0,15.0,11.0,14.0,16.0,14.0,16.0,4.0
2456,2482,0.0,0.0,0.0,2661.0,12136.0,5362.0,0.0,14377.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0
2457,2483,259791.0,0.0,0.0,32193.0,71605.0,146642.0,14471.0,12229.0,2.0,0.0,0.0,6.0,4.0,7.0,4.0,4.0
2458,2484,186321.0,274929.0,221894.0,438203.0,427793.0,351568.0,30183.0,61308.0,3.0,7.0,5.0,11.0,11.0,6.0,2.0,4.0
2459,2485,99389.0,77772.0,113546.0,108017.0,42123.0,106269.0,11488.0,61721.0,4.0,3.0,5.0,8.0,4.0,6.0,1.0,5.0
2460,2486,93388.0,91162.0,148840.0,180028.0,252940.0,93220.0,276376.0,70725.0,5.0,4.0,9.0,8.0,7.0,6.0,10.0,6.0
2461,2487,0.0,374231.0,11863.0,11174.0,315847.0,109272.0,168146.0,31893.0,0.0,4.0,1.0,4.0,8.0,10.0,8.0,6.0
2462,2488,108049.0,142152.0,86543.0,127705.0,146666.0,115813.0,338466.0,68165.0,5.0,6.0,4.0,5.0,3.0,5.0,8.0,5.0
2463,2489,0.0,0.0,0.0,24121.0,136788.0,96900.0,120730.0,34701.0,0.0,0.0,0.0,5.0,11.0,14.0,14.0,7.0
2464,2490,258922.0,45715.0,751266.0,301612.0,103057.0,201707.0,156773.0,91218.0,16.0,6.0,7.0,7.0,5.0,11.0,8.0,9.0
2465,2491,115724.0,82923.0,27115.0,37246.0,166878.0,123748.0,15766.0,8262.0,4.0,3.0,1.0,6.0,12.0,5.0,3.0,1.0
2466,2492,14465.0,19572.0,288474.0,168925.0,381029.0,51472.0,394180.0,121539.0,2.0,2.0,8.0,7.0,12.0,3.0,2.0,2.0
2467,2493,6101.0,12361.0,78521.0,103671.0,70289.0,35387.0,36039.0,49574.0,1.0,2.0,4.0,8.0,3.0,2.0,2.0,2.0
2468,2494,185200.0,146064.0,245507.0,186235.0,180628.0,32277.0,271084.0,32058.0,11.0,7.0,6.0,9.0,8.0,2.0,5.0,2.0
2469,2495,7872.0,40586.0,104957.0,221967.0,262202.0,23163.0,2252.0,35813.0,1.0,6.0,7.0,18.0,26.0,1.0,1.0,15.0
2470,2496,122514.0,840346.0,0.0,60305.0,280752.0,365614.0,91224.0,101627.0,2.0,12.0,0.0,1.0,8.0,9.0,2.0,4.0
2471,2497,71442.0,110014.0,91289.0,156528.0,138455.0,190017.0,167808.0,134264.0,4.0,6.0,4.0,9.0,6.0,9.0,9.0,7.0
2472,2498,0.0,0.0,3615.0,5321.0,0.0,98763.0,699445.0,333511.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,7.0
2473,2499,129648.0,285487.0,118969.0,68375.0,366021.0,189374.0,450570.0,149069.0,7.0,12.0,5.0,2.0,16.0,11.0,15.0,4.0
2474,2500,0.0,0.0,0.0,12416.0,0.0,0.0,15767.0,24374.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
2475,2501,151544.0,321182.0,254206.0,64651.0,290765.0,106913.0,124561.0,84772.0,8.0,3.0,6.0,4.0,4.0,2.0,3.0,6.0
2476,2502,52666.0,442236.0,195367.0,93650.0,150186.0,160656.0,147085.0,198546.0,4.0,6.0,7.0,6.0,7.0,8.0,3.0,10.0
2477,2503,1130868.0,178205.0,445483.0,196613.0,197619.0,220903.0,353061.0,140047.0,9.0,2.0,13.0,4.0,6.0,4.0,4.0,4.0
2478,2504,0.0,67986.0,29149.0,19156.0,55625.0,93722.0,0.0,9072.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0
2479,2505,118381.0,464986.0,195289.0,489091.0,166875.0,115234.0,26804.0,272079.0,11.0,18.0,15.0,12.0,10.0,12.0,2.0,8.0
2480,2506,81578.0,6181.0,70896.0,14189.0,1256106.0,47837.0,49554.0,33669.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0
2481,2507,490061.0,410487.0,264794.0,1089895.0,398274.0,683510.0,136386.0,420209.0,18.0,15.0,11.0,11.0,13.0,15.0,3.0,9.0
2482,2508,0.0,0.0,0.0,10643.0,8091.0,10724.0,9008.0,15532.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,7.0
2483,2509,67899.0,157604.0,68918.0,210623.0,138761.0,39999.0,51075.0,71719.0,7.0,7.0,2.0,10.0,15.0,9.0,5.0,12.0
2484,2510,455959.0,189432.0,330017.0,104337.0,241814.0,375050.0,410059.0,277286.0,15.0,4.0,8.0,7.0,9.0,12.0,11.0,13.0
2485,2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2486,2512,0.0,0.0,0.0,54106.0,15070.0,5362.0,67574.0,26390.0,0.0,0.0,0.0,6.0,4.0,1.0,6.0,3.0
2487,2513,2008438.0,36465.0,85719.0,17835.0,2428076.0,279088.0,106992.0,65958.0,17.0,3.0,2.0,4.0,6.0,4.0,2.0,3.0
2488,2514,185296.0,49341.0,145746.0,127882.0,58052.0,618740.0,351507.0,65685.0,5.0,3.0,4.0,11.0,7.0,11.0,11.0,7.0
2489,2515,74789.0,52534.0,146875.0,142692.0,144119.0,92221.0,88746.0,135917.0,5.0,4.0,7.0,9.0,7.0,8.0,4.0,7.0
2490,2516,0.0,0.0,0.0,32813.0,66882.0,8471.0,6532.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0
2491,2517,39165.0,26576.0,0.0,0.0,108620.0,0.0,181210.0,204411.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,4.0
2492,2518,0.0,49959.0,0.0,8629.0,112493.0,129787.0,52234.0,21895.0,0.0,2.0,0.0,3.0,6.0,12.0,5.0,4.0
2493,2519,5117.0,20807.0,26551.0,93119.0,93651.0,59945.0,79174.0,154034.0,1.0,2.0,2.0,7.0,11.0,6.0,10.0,5.0
2494,2520,13776.0,44191.0,64626.0,190492.0,97494.0,0.0,20498.0,73330.0,2.0,3.0,5.0,3.0,6.0,0.0,2.0,6.0
2495,2521,164838.0,532330.0,273085.0,175710.0,390082.0,165054.0,87374.0,182268.0,16.0,21.0,20.0,13.0,16.0,9.0,9.0,12.0
2496,2522,0.0,0.0,0.0,39730.0,47231.0,0.0,137399.0,22804.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,2.0
2497,2523,728492.0,327069.0,296722.0,156661.0,159513.0,221780.0,599534.0,57423.0,63.0,37.0,28.0,15.0,16.0,16.0,21.0,8.0
2498,2524,35327.0,27813.0,80783.0,97552.0,117318.0,113884.0,0.0,0.0,6.0,5.0,8.0,13.0,5.0,6.0,0.0,0.0
2499,2525,191004.0,35022.0,55361.0,103760.0,224035.0,1019497.0,413272.0,149217.0,7.0,2.0,2.0,5.0,11.0,26.0,21.0,11.0
2500,2526,77642.0,117862.0,190372.0,180648.0,100176.0,0.0,107105.0,139634.0,4.0,6.0,5.0,7.0,3.0,0.0,3.0,6.0
2501,2527,82661.0,35702.0,964021.0,115394.0,253022.0,34315.0,386071.0,189959.0,5.0,3.0,3.0,5.0,3.0,1.0,13.0,13.0
