,°í°´¹øÈ£,±â_ÃÑ±¸¸Å¾×1,±â_ÃÑ±¸¸Å¾×2,±â_ÃÑ±¸¸Å¾×3,±â_ÃÑ±¸¸Å¾×4,±â_ÃÑ±¸¸Å¾×5,±â_ÃÑ±¸¸Å¾×6,±â_ÃÑ±¸¸Å¾×7,±â_ÃÑ±¸¸Å¾×8
3888,3927,0,0,0,0,0,0,0,0
3889,3928,0,0,0,2,1,4,0,0
3890,3929,0,0,0,1,4,2,3,3
3891,3930,0,0,0,0,2,3,2,2
3892,3931,4,3,4,2,3,3,4,4
3893,3932,2,2,4,2,3,3,4,1
3894,3933,3,3,2,2,2,0,2,0
3895,3934,2,2,2,2,1,4,3,2
3896,3935,0,3,3,3,4,0,2,0
3897,3936,3,3,4,3,3,4,4,4
3898,3937,0,2,0,4,2,3,2,4
3899,3938,0,2,4,3,3,3,3,2
3900,3939,4,2,0,3,4,4,3,3
3901,3940,2,1,4,4,4,2,1,3
3902,3941,0,2,0,0,0,0,0,0
3903,3942,3,4,3,3,3,3,4,3
3904,3943,0,0,0,2,2,0,1,2
3905,3944,2,3,1,3,3,4,3,4
3906,3945,0,0,2,0,0,0,0,0
3907,3946,4,4,4,4,3,3,3,3
3908,3947,3,3,0,2,2,1,2,2
3909,3948,4,4,4,4,3,4,3,3
3910,3949,4,3,3,3,4,4,4,3
3911,3950,2,3,3,0,3,3,2,0
3912,3951,4,4,4,4,4,4,4,4
3913,3952,2,3,3,3,2,3,2,3
3914,3953,4,2,2,4,3,2,3,4
3915,3954,0,0,0,1,3,3,2,3
3916,3955,4,4,4,3,3,4,4,2
3917,3956,4,2,4,4,4,4,4,4
3918,3957,2,3,4,2,3,4,4,4
3919,3958,3,3,2,3,4,3,3,4
3920,3959,3,2,1,2,2,0,2,1
3921,3960,0,0,0,2,2,2,1,1
3922,3961,0,0,0,0,0,0,0,0
3923,3962,2,3,4,4,3,4,4,3
3924,3963,4,3,2,3,4,4,4,4
3925,3964,0,0,2,2,0,0,0,0
3926,3965,4,2,4,4,4,4,4,4
3927,3966,4,4,4,4,4,4,4,4
3928,3967,4,3,4,1,4,4,3,2
3929,3968,0,0,0,0,1,2,3,0
3930,3969,4,2,2,1,3,3,3,3
3931,3970,0,4,0,2,2,3,2,1
3932,3971,4,4,4,4,4,4,4,4
3933,3972,2,3,2,3,0,2,2,3
3934,3973,3,4,4,4,4,4,4,4
3935,3974,1,0,0,2,1,2,3,0
3936,3975,3,3,3,4,3,3,2,4
3937,3976,0,0,3,2,2,0,0,4
3938,3977,0,0,2,2,3,3,3,2
3939,3978,3,4,1,3,2,3,1,2
3940,3979,0,0,0,0,0,0,1,0
3941,3980,0,2,3,3,2,0,2,0
3942,3981,3,0,3,4,2,3,3,1
3943,3982,2,2,2,1,4,3,3,1
3944,3983,0,3,4,2,3,2,3,0
3945,3984,2,0,4,4,4,4,4,2
3946,3985,3,4,3,4,3,4,3,3
3947,3987,0,2,2,1,0,0,0,3
3948,3988,3,1,3,3,2,3,3,3
3949,3989,3,3,3,2,4,3,3,3
3950,3990,2,0,3,2,3,3,3,2
3951,3991,4,3,3,3,0,3,3,3
3952,3992,1,2,4,3,2,3,1,2
3953,3993,3,3,4,2,3,3,3,4
3954,3994,2,3,3,3,4,4,2,3
3955,3995,4,2,2,3,4,4,2,4
3956,3996,0,0,3,0,2,0,4,2
3957,3997,2,4,3,4,4,3,4,4
3958,3998,4,3,4,4,3,4,4,3
3959,3999,4,4,4,3,4,4,4,4
3960,4000,0,0,0,2,0,0,0,1
3961,4001,2,4,2,2,1,2,3,1
3962,4002,3,2,1,1,0,1,0,0
3963,4003,4,4,4,4,4,4,4,3
3964,4004,2,4,0,3,4,2,4,4
3965,4005,2,4,1,2,2,2,3,3
3966,4006,4,4,4,4,4,4,4,4
3967,4007,4,2,4,2,4,3,3,3
3968,4008,0,2,1,4,3,1,2,2
3969,4009,4,3,4,4,4,3,4,3
3970,4010,0,2,3,3,2,2,2,3
3971,4011,0,0,0,3,3,3,2,3
3972,4012,4,4,4,4,4,4,4,4
3973,4013,0,2,2,1,0,0,0,0
3974,4014,2,0,4,0,0,0,0,0
3975,4015,3,4,4,3,3,4,4,3
3976,4016,4,2,4,3,3,3,4,2
3977,4017,0,0,0,2,2,2,2,2
3978,4018,2,3,2,0,0,2,3,0
3979,4019,2,2,4,3,3,4,4,3
3980,4020,4,4,3,2,3,2,3,3
3981,4021,4,2,3,1,2,4,4,2
3982,4022,4,4,4,4,4,4,4,3
3983,4023,4,4,4,4,4,3,3,3
3984,4024,3,3,3,4,3,4,3,3
3985,4025,0,1,0,1,1,4,4,4
3986,4026,0,3,3,2,3,0,3,3
3987,4027,0,3,4,3,3,4,4,4
3988,4028,0,2,0,1,2,1,1,1
3989,4029,4,2,4,3,3,4,3,3
3990,4030,3,3,3,3,4,3,4,3
3991,4031,3,3,4,3,4,3,4,4
3992,4032,0,2,0,3,0,3,0,0
3993,4033,3,3,4,3,4,4,4,4
3994,4034,3,3,2,3,0,2,3,3
3995,4035,2,2,3,2,4,2,3,1
3996,4036,2,2,4,3,3,4,4,3
3997,4037,3,1,2,0,2,0,3,0
3998,4038,0,0,0,1,0,2,4,1
3999,4039,0,3,3,4,3,4,3,3
4000,4040,1,2,1,1,2,1,2,0
4001,4041,3,3,4,0,4,4,2,0
4002,4042,0,1,3,3,2,2,2,4
4003,4043,3,2,4,4,4,4,4,3
4004,4044,0,0,0,2,2,2,2,3
4005,4045,0,0,2,2,0,4,2,3
4006,4046,0,0,0,0,0,0,3,0
4007,4047,0,2,0,3,4,2,3,3
4008,4048,4,2,4,4,3,4,4,2
4009,4049,4,4,4,4,4,4,4,3
4010,4050,0,4,0,0,0,0,0,0
4011,4051,0,0,0,1,0,0,2,0
4012,4052,3,4,4,4,4,4,4,4
4013,4053,0,2,2,2,2,3,2,1
4014,4054,4,3,3,4,3,4,4,4
4015,4055,0,0,0,0,0,3,2,3
4016,4056,0,0,2,4,4,4,4,4
4017,4057,0,0,3,0,0,0,0,0
4018,4058,2,2,0,2,1,2,3,2
4019,4059,3,2,0,4,0,4,4,3
4020,4060,2,1,3,2,3,2,1,2
4021,4061,4,2,4,2,4,4,4,3
4022,4062,2,0,0,0,0,0,0,2
4023,4063,1,2,2,1,2,1,2,2
4024,4064,2,3,3,0,3,3,3,3
4025,4065,3,2,2,2,3,3,2,2
4026,4066,0,0,0,3,3,2,3,1
4027,4067,0,2,0,2,3,4,3,4
4028,4068,3,4,3,3,3,3,3,2
4029,4069,0,0,0,0,0,0,0,0
4030,4070,3,2,0,2,2,3,3,3
4031,4071,0,0,0,0,0,1,3,2
4032,4072,3,2,3,3,2,3,4,0
4033,4073,4,3,4,2,4,4,4,3
4034,4074,3,2,2,2,3,4,3,4
4035,4075,4,3,4,4,3,3,2,2
4036,4076,3,2,0,3,3,2,3,1
4037,4077,3,2,4,4,4,3,4,4
4038,4078,3,2,3,1,2,0,4,3
4039,4079,4,0,2,4,3,3,3,3
4040,4080,3,3,4,4,4,4,4,3
4041,4081,0,0,0,0,0,1,0,0
4042,4082,2,3,3,3,3,3,2,3
4043,4083,3,3,4,4,4,3,4,3
4044,4084,4,3,4,3,4,4,4,4
4045,4085,2,2,4,2,2,2,3,2
4046,4086,4,4,4,4,4,4,4,4
4047,4087,2,3,3,3,4,4,3,3
4048,4088,2,0,2,0,0,2,0,3
4049,4089,4,3,4,3,3,3,3,3
4050,4090,4,4,4,4,4,4,3,4
4051,4091,2,2,3,2,3,1,2,0
4052,4092,3,4,4,4,3,3,2,3
4053,4093,0,0,3,4,3,3,2,2
4054,4094,2,2,0,3,4,4,2,4
4055,4095,4,3,4,3,3,4,4,3
4056,4096,0,3,3,2,0,1,3,3
4057,4097,3,4,4,4,2,2,1,3
4058,4098,1,1,3,3,2,2,3,4
4059,4099,3,4,4,4,4,4,4,3
4060,4100,0,3,0,3,2,0,0,3
4061,4101,3,3,4,3,3,4,4,4
4062,4102,2,2,3,4,4,3,4,4
4063,4103,0,0,0,0,0,0,0,2
4064,4104,4,4,4,4,3,2,3,3
4065,4105,2,0,3,0,2,0,0,0
4066,4106,3,4,0,3,4,3,3,3
4067,4107,0,0,0,0,2,3,0,0
4068,4108,0,2,0,0,0,1,2,1
4069,4109,2,3,0,4,4,4,4,4
4070,4110,1,0,0,2,0,0,0,0
4071,4111,3,4,3,3,3,2,0,3
4072,4112,0,3,4,4,3,4,4,4
4073,4113,0,2,0,2,2,3,0,0
4074,4114,0,0,0,0,0,0,0,0
4075,4115,3,3,2,4,4,4,4,3
4076,4116,0,3,2,3,4,0,4,3
4077,4117,4,4,2,4,3,3,4,3
4078,4118,0,0,0,0,0,0,0,0
4079,4119,2,0,1,2,2,1,1,0
4080,4120,4,4,4,3,4,3,3,3
4081,4121,2,3,2,1,2,1,2,2
4082,4122,2,2,2,3,4,2,4,4
4083,4123,3,3,3,4,4,2,2,2
4084,4124,3,1,2,3,4,3,3,4
4085,4125,0,2,0,0,0,3,3,2
4086,4126,0,4,0,2,1,2,1,1
4087,4127,3,2,2,2,2,2,2,2
4088,4128,2,0,2,2,0,0,2,0
4089,4129,3,3,4,3,3,4,4,3
4090,4130,0,1,2,3,1,3,3,2
4091,4131,4,3,4,3,4,3,2,3
4092,4132,0,0,0,0,0,0,0,0
4093,4133,2,2,4,4,2,4,4,3
4094,4134,3,3,3,3,4,3,4,3
4095,4135,3,3,1,0,3,3,3,3
4096,4136,2,3,3,3,2,2,4,2
4097,4137,4,4,4,4,4,4,4,4
4098,4138,4,4,3,3,2,3,4,3
4099,4139,4,3,4,4,4,4,4,4
4100,4140,4,4,4,4,4,4,4,4
4101,4141,4,3,3,3,4,2,0,2
4102,4142,2,3,2,2,2,1,1,2
4103,4143,3,3,2,2,3,2,3,2
4104,4144,3,3,3,3,3,3,4,2
4105,4145,3,0,3,4,2,2,4,1
4106,4146,0,0,4,4,4,4,3,4
4107,4147,4,4,4,4,4,3,0,1
4108,4148,2,4,3,4,4,4,4,2
4109,4149,2,0,0,0,0,0,0,0
4110,4150,0,0,0,2,1,3,4,4
4111,4151,0,0,0,0,4,0,0,0
4112,4152,0,3,3,3,0,2,3,1
4113,4153,4,4,4,4,4,4,4,4
4114,4154,1,3,2,4,3,3,4,4
4115,4155,3,4,4,3,3,3,3,2
4116,4156,2,2,2,0,0,4,3,4
4117,4157,4,4,0,2,0,0,0,0
4118,4158,4,4,2,4,3,3,4,4
4119,4159,0,0,2,0,0,0,0,0
4120,4160,4,0,2,0,0,0,0,0
4121,4161,4,4,3,3,4,3,3,3
4122,4162,3,2,3,2,2,2,3,2
4123,4163,2,2,4,4,3,3,4,3
4124,4164,0,0,0,0,0,0,0,0
4125,4165,0,4,4,4,4,4,4,3
4126,4166,1,1,0,1,0,4,0,0
4127,4167,3,3,2,2,3,3,2,2
4128,4168,4,4,4,4,4,4,4,4
4129,4169,2,4,2,3,4,3,4,4
4130,4170,0,0,0,1,0,0,0,0
4131,4171,3,0,0,2,0,3,2,2
4132,4172,0,4,0,2,4,0,0,0
4133,4173,0,0,2,2,2,0,0,2
4134,4174,4,2,4,4,3,4,3,4
4135,4175,0,2,4,2,4,2,2,2
4136,4176,0,0,0,2,2,0,0,0
4137,4177,2,3,4,4,4,4,4,3
4138,4178,3,3,4,3,2,3,4,4
4139,4179,2,1,3,2,2,3,2,2
4140,4180,3,0,2,0,0,2,2,2
4141,4181,3,4,3,3,3,3,0,2
4142,4182,4,3,3,4,4,4,4,4
4143,4183,0,0,0,1,1,2,1,2
4144,4184,1,0,0,2,3,2,3,4
4145,4185,0,2,2,3,3,3,2,2
4146,4186,0,0,0,0,0,0,0,0
4147,4187,2,3,4,4,2,0,3,2
4148,4188,0,0,2,0,0,0,0,0
4149,4189,1,1,0,3,2,2,4,2
4150,4190,3,3,3,4,4,2,4,2
4151,4191,0,0,0,1,3,3,3,1
4152,4192,3,1,4,3,0,0,2,0
4153,4193,4,4,4,4,4,2,4,3
4154,4194,0,0,0,0,0,0,0,0
4155,4195,2,2,3,2,2,3,1,4
4156,4196,2,0,2,2,4,2,1,1
4157,4197,4,3,4,4,3,4,4,4
4158,4198,2,3,2,3,2,3,2,2
4159,4199,4,4,3,2,4,3,3,3
4160,4200,4,4,4,4,4,4,4,4
4161,4201,2,2,2,2,3,2,3,1
4162,4202,0,0,0,0,4,0,0,0
4163,4203,0,2,3,3,3,4,2,3
4164,4204,4,3,4,4,3,4,2,3
4165,4205,4,4,3,3,4,4,3,3
4166,4206,0,0,2,4,2,3,1,0
4167,4207,0,0,0,0,0,0,1,0
4168,4208,0,0,0,0,0,0,0,0
4169,4209,4,3,3,3,2,3,3,3
4170,4210,1,3,4,2,2,2,3,2
4171,4211,1,2,3,1,3,0,1,1
4172,4212,4,3,3,4,4,4,4,4
4173,4213,0,0,0,0,0,2,0,1
4174,4214,2,2,0,2,0,1,2,2
4175,4215,4,4,4,4,4,3,4,4
4176,4216,0,1,0,4,0,3,0,0
4177,4217,4,4,4,4,4,4,4,4
4178,4218,0,3,0,1,1,3,3,2
4179,4219,4,4,4,4,4,4,4,4
4180,4220,2,0,2,3,4,1,3,4
4181,4221,1,2,0,0,3,3,2,3
4182,4222,3,3,4,4,4,4,4,4
4183,4223,0,0,0,0,0,0,0,0
4184,4224,2,0,0,3,3,2,2,3
4185,4225,0,0,0,2,2,2,3,0
4186,4226,4,4,4,4,4,4,4,4
4187,4227,0,2,0,2,2,3,2,2
4188,4228,2,4,4,3,3,3,2,3
4189,4229,4,4,3,4,3,3,2,3
4190,4230,4,3,4,4,4,4,4,4
4191,4231,4,4,3,3,2,4,4,3
4192,4232,3,4,4,2,3,2,3,2
4193,4233,0,0,3,2,2,2,2,3
4194,4234,4,1,2,3,3,3,3,4
4195,4235,0,0,0,0,2,0,0,2
4196,4236,0,0,0,2,2,0,1,3
4197,4237,4,0,2,3,4,3,4,4
4198,4238,0,0,3,0,0,0,0,0
4199,4239,1,1,2,0,1,2,0,2
4200,4241,0,3,3,2,2,2,3,2
4201,4242,2,2,3,1,2,2,2,2
4202,4243,3,4,4,3,2,3,2,2
4203,4244,2,2,4,4,3,4,2,3
4204,4245,0,0,3,2,0,0,0,0
4205,4246,3,4,3,3,3,4,3,3
4206,4247,0,0,0,0,0,0,0,2
4207,4248,0,2,2,3,3,2,2,2
4208,4249,0,0,2,3,3,3,4,2
4209,4250,0,0,1,2,1,2,1,2
4210,4251,2,3,4,4,4,4,4,4
4211,4252,2,3,3,3,4,3,3,3
4212,4253,0,3,2,1,2,4,3,3
4213,4254,0,0,0,2,3,2,3,4
4214,4255,2,3,4,3,4,4,4,3
4215,4256,0,0,0,3,4,2,1,2
4216,4257,1,0,0,1,0,0,0,1
4217,4258,3,4,3,3,4,3,3,3
4218,4259,4,3,3,2,3,3,3,2
4219,4260,0,2,3,3,2,2,2,3
4220,4261,4,4,4,4,4,4,4,4
4221,4262,2,2,3,4,3,2,3,3
4222,4263,3,2,3,3,3,3,1,2
4223,4264,0,0,3,3,4,4,4,3
4224,4265,0,0,0,1,2,0,2,0
4225,4266,3,3,3,1,4,3,4,2
4226,4267,4,3,3,3,4,4,4,3
4227,4268,2,2,1,3,0,4,3,4
4228,4269,1,3,2,4,4,4,4,4
4229,4270,3,0,0,0,4,0,0,0
4230,4271,4,4,4,4,4,4,4,4
4231,4272,4,4,4,4,4,4,4,4
4232,4273,1,0,3,2,1,1,2,3
4233,4274,4,3,3,2,4,4,3,0
4234,4275,0,1,2,1,2,3,2,2
4235,4276,4,4,4,4,4,4,4,4
4236,4277,3,2,3,3,3,3,2,0
4237,4278,3,3,2,3,4,4,4,4
4238,4279,0,0,0,1,0,0,2,0
4239,4280,0,0,2,3,3,2,2,2
4240,4281,0,0,0,3,2,3,3,2
4241,4282,0,0,0,3,3,4,3,4
4242,4283,0,2,4,0,1,0,2,1
4243,4284,0,0,3,2,2,2,3,3
4244,4285,2,0,0,1,2,2,2,1
4245,4286,0,0,0,0,0,2,0,2
4246,4287,2,1,3,2,2,3,3,3
4247,4288,0,0,2,2,0,2,1,1
4248,4289,4,4,0,0,0,0,0,0
4249,4291,4,0,0,2,4,4,4,4
4250,4292,2,1,3,3,4,3,3,4
4251,4293,3,4,3,3,4,4,4,3
4252,4294,0,2,2,3,0,4,3,2
4253,4295,3,3,0,2,1,3,3,2
4254,4296,4,1,0,3,4,3,3,2
4255,4297,4,4,4,4,4,4,4,4
4256,4298,3,3,3,2,4,2,0,0
4257,4299,1,3,4,0,0,1,1,0
4258,4300,0,0,0,2,0,1,1,2
4259,4301,0,0,0,0,0,0,0,0
4260,4302,0,0,0,1,0,2,0,0
4261,4303,3,3,0,3,3,3,3,4
4262,4304,3,3,2,4,2,4,4,2
4263,4305,0,0,3,0,0,0,0,0
4264,4306,2,3,3,2,3,4,3,2
4265,4307,3,4,4,4,3,3,4,4
4266,4308,2,0,0,2,1,0,3,2
4267,4309,4,4,4,4,4,4,4,3
4268,4310,3,2,3,3,3,0,2,2
4269,4311,4,0,0,4,3,3,4,2
4270,4312,0,3,3,2,3,2,3,3
4271,4313,3,0,2,0,4,0,0,0
4272,4314,2,0,0,2,2,3,2,2
4273,4315,3,2,3,3,3,3,3,3
4274,4316,0,0,3,2,2,3,4,3
4275,4317,3,3,3,3,4,3,4,4
4276,4318,3,3,4,4,3,3,4,4
4277,4319,0,2,3,2,3,2,0,0
4278,4320,0,2,4,4,3,4,1,1
4279,4321,0,3,3,3,2,3,3,0
4280,4322,0,0,3,3,0,2,3,2
4281,4323,3,0,2,0,0,0,2,0
4282,4324,2,2,1,0,0,0,1,0
4283,4325,3,3,2,3,4,2,4,2
4284,4326,3,3,4,4,4,4,3,3
4285,4327,4,4,4,4,4,3,3,4
4286,4328,4,4,4,3,4,4,4,4
4287,4329,3,3,2,4,3,4,3,4
4288,4330,0,0,0,0,0,0,0,0
4289,4331,0,0,0,0,0,0,0,2
4290,4332,2,0,0,3,2,1,3,4
4291,4333,0,1,2,2,2,3,2,2
4292,4334,2,2,3,3,3,3,3,3
4293,4335,2,4,3,4,4,4,4,4
4294,4336,2,1,2,3,0,3,3,2
4295,4337,2,0,0,1,0,1,2,2
4296,4338,2,2,3,2,3,3,3,2
4297,4339,0,0,0,0,0,0,0,0
4298,4340,4,4,3,4,4,3,3,3
4299,4341,4,4,4,4,4,3,4,4
4300,4342,0,0,0,2,0,0,1,2
4301,4343,4,4,4,4,4,4,4,4
4302,4344,4,4,4,3,3,4,3,4
4303,4345,3,3,4,3,3,2,4,3
4304,4346,1,2,3,3,2,3,2,2
4305,4347,0,2,3,4,3,3,3,3
4306,4348,2,4,4,4,2,3,2,3
4307,4349,0,3,2,4,2,2,2,3
4308,4350,4,3,4,4,4,4,4,4
4309,4351,0,0,0,2,2,0,0,2
4310,4352,0,2,2,2,0,0,2,0
4311,4353,0,0,0,0,0,0,0,0
4312,4354,3,2,3,4,4,4,2,3
4313,4355,0,2,1,2,3,2,3,2
4314,4356,4,4,3,4,2,4,4,4
4315,4357,2,4,4,3,3,3,3,4
4316,4358,1,0,4,1,2,1,0,1
4317,4359,2,0,3,2,2,2,2,1
4318,4360,4,4,4,4,4,4,4,4
4319,4361,3,2,2,1,1,2,3,4
4320,4362,2,2,0,4,4,4,4,3
4321,4363,3,4,3,3,4,3,4,3
4322,4364,0,0,0,0,0,4,0,0
4323,4365,2,3,3,2,0,3,0,0
4324,4366,4,2,3,1,1,1,0,2
4325,4367,3,0,2,1,0,2,0,2
4326,4368,3,3,4,3,3,4,4,4
4327,4369,4,3,2,4,4,3,3,3
4328,4370,0,0,0,0,0,4,0,0
4329,4371,4,4,4,4,4,4,3,3
4330,4372,1,0,2,0,0,0,3,2
4331,4373,0,0,0,2,2,2,2,1
4332,4374,0,2,0,0,1,2,2,0
4333,4375,0,0,2,2,3,4,4,4
4334,4376,2,3,2,3,3,2,3,3
4335,4377,0,3,1,3,0,3,2,2
4336,4378,3,3,3,4,4,4,4,3
4337,4379,3,2,2,3,3,2,3,2
4338,4380,2,2,0,3,2,4,4,4
4339,4381,4,4,4,4,4,4,2,1
4340,4382,4,4,4,3,2,3,3,3
4341,4383,4,4,3,3,4,3,4,4
4342,4384,3,2,2,3,3,1,2,3
4343,4385,0,0,0,0,0,0,2,0
4344,4386,0,0,0,0,2,0,2,0
4345,4387,3,3,4,3,3,2,3,2
4346,4388,4,4,4,4,4,4,4,3
4347,4389,2,2,4,3,4,3,4,4
4348,4390,0,0,0,0,2,0,0,0
4349,4391,2,3,2,3,3,3,3,0
4350,4392,2,2,0,2,0,2,3,2
4351,4393,0,0,3,2,2,3,3,2
4352,4394,4,3,2,3,4,0,0,4
4353,4396,3,3,2,2,3,4,3,4
4354,4397,3,3,4,3,3,3,0,0
4355,4398,2,0,0,3,2,2,2,4
4356,4399,2,3,4,2,4,4,3,3
4357,4400,0,0,0,0,0,0,0,0
4358,4401,0,0,0,0,2,0,0,0
4359,4402,3,0,2,4,2,3,3,3
4360,4403,3,3,0,3,3,4,4,4
4361,4404,4,3,4,3,3,4,3,2
4362,4405,2,4,4,3,2,3,4,3
4363,4406,2,3,2,0,4,3,3,4
4364,4407,0,0,1,0,0,0,0,0
4365,4408,4,4,4,4,4,4,4,3
4366,4409,0,3,3,4,3,3,2,3
4367,4410,4,4,3,2,2,4,2,2
4368,4411,0,0,2,2,1,1,1,3
4369,4412,3,3,3,4,3,3,3,4
4370,4413,2,1,3,1,3,3,2,0
4371,4414,4,4,4,4,4,3,4,4
4372,4415,0,3,0,0,0,3,3,3
4373,4416,2,0,2,2,2,3,2,4
4374,4417,3,3,3,3,3,4,4,4
4375,4418,4,2,3,3,3,3,3,2
4376,4420,2,2,2,1,0,0,2,3
4377,4421,1,2,3,1,3,3,1,0
4378,4422,3,4,3,4,4,4,4,4
4379,4423,0,0,0,2,1,0,1,1
4380,4424,0,0,0,2,0,1,1,0
4381,4426,0,3,4,3,3,3,3,2
4382,4427,3,4,0,3,4,3,4,4
4383,4428,1,0,0,4,2,4,0,1
4384,4429,2,0,0,0,0,0,2,0
4385,4430,3,0,2,2,3,4,4,4
4386,4431,2,3,3,3,2,4,3,3
4387,4432,2,2,2,0,1,2,4,4
4388,4433,2,2,4,2,2,3,4,1
4389,4434,0,0,2,0,0,0,2,0
4390,4435,0,4,0,1,2,2,2,3
4391,4436,3,3,2,3,1,3,3,3
4392,4437,4,4,2,3,3,2,3,3
4393,4438,4,4,0,0,3,0,4,0
4394,4439,4,4,4,4,4,4,4,4
4395,4440,0,0,0,1,0,0,0,2
4396,4441,3,3,4,3,2,0,0,1
4397,4442,3,3,2,3,3,3,4,2
4398,4443,3,4,4,4,4,4,4,4
4399,4444,0,4,4,3,2,0,3,3
4400,4445,3,4,4,4,3,3,3,2
4401,4446,3,4,4,4,4,4,4,4
4402,4447,1,0,2,3,2,3,3,2
4403,4448,2,0,0,0,1,1,2,2
4404,4449,0,1,3,3,2,3,4,2
4405,4450,0,0,0,2,2,3,3,3
4406,4451,0,0,0,3,2,3,4,2
4407,4452,4,3,4,3,3,3,3,3
4408,4453,4,4,4,4,4,4,3,3
4409,4454,2,1,2,2,3,2,2,2
4410,4455,3,3,0,3,3,3,3,4
4411,4456,4,3,2,4,4,4,4,4
4412,4457,0,2,0,1,2,2,4,2
4413,4458,1,3,2,3,3,3,4,3
4414,4459,1,4,3,3,3,3,3,3
4415,4460,3,0,2,2,1,2,2,1
4416,4461,1,2,0,3,4,3,2,0
4417,4462,0,2,0,0,0,0,1,1
4418,4463,2,3,1,3,2,3,3,2
4419,4464,0,0,0,3,2,3,2,2
4420,4465,4,3,2,0,4,4,4,4
4421,4466,3,3,4,3,4,4,4,3
4422,4467,3,3,2,1,2,1,2,1
4423,4468,0,3,0,2,3,3,2,3
4424,4469,4,3,2,4,4,4,3,4
4425,4470,3,3,3,3,2,4,3,1
4426,4472,1,0,3,2,2,0,2,2
4427,4473,4,3,1,0,3,3,2,4
4428,4474,0,0,3,2,0,3,2,4
4429,4475,4,4,4,3,3,3,3,4
4430,4476,3,4,4,4,2,4,2,4
4431,4477,0,0,0,2,4,4,4,4
4432,4478,3,4,4,3,4,3,4,0
4433,4479,3,3,3,4,3,3,2,3
4434,4480,2,0,0,0,1,1,2,1
4435,4481,0,2,4,3,4,4,4,3
4436,4482,0,2,0,2,2,0,1,1
4437,4483,2,4,3,3,3,4,4,4
4438,4484,0,3,3,3,4,4,4,3
4439,4485,0,2,2,0,1,2,3,2
4440,4486,0,2,2,3,3,2,3,3
4441,4487,3,3,0,4,3,3,4,4
4442,4488,0,0,0,0,0,0,1,1
4443,4489,3,0,0,2,2,0,0,0
4444,4490,3,3,4,2,3,4,3,1
4445,4491,3,2,2,3,3,3,4,3
4446,4492,4,4,4,4,2,4,4,4
4447,4493,0,3,2,1,1,1,0,0
4448,4494,3,3,3,4,4,2,3,4
4449,4495,4,0,0,2,4,4,4,3
4450,4496,3,3,4,2,3,4,4,3
4451,4497,0,1,0,0,0,4,4,2
4452,4498,4,3,0,3,3,3,3,2
4453,4499,3,3,4,3,3,2,3,3
4454,4500,0,0,0,0,0,0,0,0
4455,4501,2,3,3,2,2,3,3,2
4456,4502,2,0,0,2,3,4,4,3
4457,4503,2,2,4,4,4,3,3,3
4458,4504,3,2,3,2,3,3,0,3
4459,4505,2,0,2,2,2,3,2,2
4460,4506,0,0,0,2,4,3,2,1
4461,4507,0,2,0,0,1,0,0,0
4462,4508,0,1,3,0,0,1,2,0
4463,4509,0,0,0,0,2,1,0,2
4464,4510,0,0,0,0,0,0,3,4
4465,4511,0,4,4,3,0,3,2,2
4466,4512,2,4,3,3,4,4,3,3
4467,4513,4,4,4,4,4,4,4,3
4468,4514,2,2,0,3,3,2,4,3
4469,4515,0,0,0,0,0,3,0,0
4470,4516,0,0,0,3,3,3,3,3
4471,4517,4,4,4,4,3,2,4,2
4472,4518,3,3,4,3,1,3,3,2
4473,4519,2,3,2,3,3,4,4,4
4474,4520,2,4,4,3,3,3,4,3
4475,4521,0,1,0,4,3,2,4,4
4476,4522,4,3,2,3,3,0,3,1
4477,4523,3,3,4,0,4,2,3,2
4478,4524,0,0,0,1,2,4,0,0
4479,4525,3,4,4,4,4,4,4,4
4480,4526,0,0,0,2,0,2,2,3
4481,4527,2,3,3,4,2,3,0,3
4482,4528,0,0,0,0,0,0,0,1
4483,4529,0,0,3,0,0,2,0,0
4484,4530,4,0,3,3,4,3,2,2
4485,4531,4,0,0,3,0,3,4,0
4486,4532,3,2,3,4,3,4,4,3
4487,4533,0,0,2,0,1,0,0,1
4488,4535,0,3,3,3,3,4,4,3
4489,4536,0,1,0,2,0,4,0,0
4490,4537,4,4,4,4,3,4,4,4
4491,4538,4,4,2,2,3,3,4,3
4492,4539,2,2,2,3,4,3,4,4
4493,4540,3,2,3,3,3,4,4,3
4494,4541,4,4,4,4,4,4,4,4
4495,4542,4,4,2,3,4,3,0,2
4496,4543,2,0,2,3,3,3,2,4
4497,4544,0,0,2,2,3,2,2,2
4498,4545,2,2,3,4,4,4,4,3
4499,4546,4,4,4,4,4,3,4,3
4500,4547,3,4,3,4,4,3,4,4
4501,4548,3,3,2,3,3,3,4,3
4502,4549,0,3,0,3,2,2,0,3
4503,4550,2,0,1,2,3,2,3,3
4504,4551,3,3,3,3,4,4,4,4
4505,4552,4,4,4,4,4,2,4,3
4506,4553,0,0,3,3,2,4,2,1
4507,4554,0,0,0,1,2,1,0,1
4508,4555,0,0,0,2,3,3,4,2
4509,4556,0,0,0,0,0,0,0,0
4510,4557,3,1,1,1,2,2,2,2
4511,4558,2,3,0,1,2,2,0,1
4512,4559,0,0,0,0,2,0,0,0
4513,4560,4,3,4,4,4,4,4,4
4514,4561,2,0,2,2,0,2,2,2
4515,4562,0,0,0,3,2,4,3,2
