,°í°´¹øÈ£,¼±_ÃÑ±¸¸Å¾×1,¼±_ÃÑ±¸¸Å¾×2,¼±_ÃÑ±¸¸Å¾×3,¼±_ÃÑ±¸¸Å¾×4,¼±_ÃÑ±¸¸Å¾×5,¼±_ÃÑ±¸¸Å¾×6,¼±_ÃÑ±¸¸Å¾×7,¼±_ÃÑ±¸¸Å¾×8
6155,6220,3,3,3,3,3,3,3,4
6156,6221,3,4,4,4,3,4,4,3
6157,6222,4,4,4,2,3,4,3,3
6158,6223,3,3,3,3,2,4,3,3
6159,6224,4,4,4,4,4,4,3,4
6160,6225,0,2,1,2,1,2,2,2
6161,6226,4,4,3,3,4,3,3,4
6162,6227,3,3,3,3,3,3,4,4
6163,6228,4,4,4,4,4,4,4,4
6164,6229,4,4,4,4,4,4,4,4
6165,6230,4,4,4,4,4,4,4,4
6166,6231,3,3,3,3,3,3,3,3
6167,6232,3,3,3,3,3,3,3,3
6168,6233,1,1,1,1,1,1,1,1
6169,6234,2,2,2,2,3,3,2,3
6170,6235,3,1,1,2,0,3,2,1
6171,6236,4,4,4,4,4,4,4,3
6172,6237,2,2,1,2,1,1,1,1
6173,6238,4,4,4,4,4,4,4,4
6174,6239,3,3,3,3,3,4,3,4
6175,6240,2,3,2,2,1,1,2,1
6176,6241,3,3,4,4,3,4,3,3
6177,6242,4,4,4,4,4,4,4,4
6178,6243,3,4,2,3,4,4,4,3
6179,6244,3,1,1,2,2,3,2,2
6180,6245,2,2,3,3,2,3,3,3
6181,6246,0,1,0,0,1,0,2,1
6182,6247,4,4,4,4,4,4,3,4
6183,6248,1,1,1,1,1,1,2,1
6184,6249,1,2,0,3,3,3,0,1
6185,6250,2,2,1,3,3,3,2,2
6186,6251,4,4,4,4,4,4,4,4
6187,6252,4,4,4,4,4,4,4,4
6188,6253,1,2,2,2,2,2,2,2
6189,6254,3,4,3,3,3,3,3,4
6190,6255,3,2,2,2,2,2,1,1
6191,6256,4,3,4,4,4,4,4,4
6192,6257,4,3,3,2,2,3,3,3
6193,6258,4,4,3,4,4,4,4,4
6194,6259,4,3,3,4,4,4,4,3
6195,6260,2,2,2,0,1,1,1,1
6196,6261,3,3,4,4,3,3,4,3
6197,6262,1,1,1,1,1,1,2,1
6198,6263,3,3,2,4,3,2,2,1
6199,6264,4,4,4,3,3,4,4,3
6200,6265,2,3,3,3,3,3,2,3
6201,6266,4,3,4,3,4,4,4,4
6202,6267,4,4,4,4,4,4,4,3
6203,6268,1,1,1,1,1,2,1,2
6204,6269,4,3,3,3,3,4,3,3
6205,6270,1,1,1,2,1,1,1,1
6206,6271,1,1,2,1,2,1,2,2
6207,6272,0,0,0,1,0,0,0,0
6208,6273,3,3,3,3,3,3,3,3
6209,6274,3,2,2,2,2,3,2,2
6210,6275,3,3,3,2,2,2,2,3
6211,6276,4,4,4,4,4,4,4,4
6212,6277,3,3,3,3,3,4,3,3
6213,6278,4,4,4,4,4,4,4,4
6214,6279,4,4,3,3,3,3,3,3
6215,6280,4,4,4,4,3,4,4,4
6216,6281,2,2,1,2,2,1,2,1
6217,6282,4,4,3,4,4,3,4,3
6218,6283,3,4,3,4,3,4,4,4
6219,6284,2,2,1,2,3,3,3,2
6220,6285,2,2,3,2,1,2,1,1
6221,6286,1,1,2,1,1,2,2,2
6222,6287,4,4,4,4,4,4,4,4
6223,6288,3,3,3,4,4,3,3,4
6224,6289,3,3,3,4,3,3,4,3
6225,6290,4,4,4,3,4,4,4,4
6226,6291,4,4,4,4,4,4,4,4
6227,6292,2,2,2,3,2,2,3,1
6228,6293,3,3,2,3,3,3,3,3
6229,6294,3,1,1,0,1,0,0,0
6230,6295,1,1,1,1,1,1,1,1
6231,6296,2,3,3,2,2,2,2,2
6232,6297,3,3,3,3,3,3,3,3
6233,6298,3,1,1,1,2,2,3,3
6234,6299,4,4,2,4,4,4,3,4
6235,6300,3,3,4,3,3,3,3,3
6236,6301,4,4,4,4,4,4,4,4
6237,6302,3,2,3,4,3,3,4,3
6238,6303,4,4,3,3,4,4,4,4
6239,6304,3,4,4,3,3,3,3,3
6240,6305,0,1,1,2,1,1,1,2
6241,6306,1,0,0,0,1,1,0,0
6242,6307,3,4,3,3,3,3,2,4
6243,6308,3,3,3,4,3,4,4,4
6244,6309,3,3,3,3,2,2,3,3
6245,6310,4,4,4,4,4,4,4,4
6246,6311,1,1,1,1,2,0,0,1
6247,6312,2,2,2,2,2,2,2,1
6248,6313,3,3,2,3,3,3,1,3
6249,6314,3,2,3,2,3,3,3,3
6250,6315,4,3,3,4,4,3,4,4
6251,6316,3,3,3,3,4,4,3,4
6252,6317,3,3,3,4,4,4,4,4
6253,6318,3,3,2,3,2,1,3,2
6254,6319,2,3,3,3,3,3,4,4
6255,6320,1,2,1,2,1,1,1,0
6256,6321,4,4,4,4,4,4,3,4
6257,6322,0,0,0,1,1,1,1,1
6258,6323,4,4,4,4,4,4,4,4
6259,6324,0,2,2,1,2,1,0,0
6260,6325,4,4,4,4,4,4,4,4
6261,6326,2,3,2,3,1,2,1,3
6262,6327,0,1,2,1,1,2,1,2
6263,6328,1,2,1,2,2,1,2,2
6264,6329,3,3,3,3,3,3,2,3
6265,6330,2,0,2,2,4,4,2,4
6266,6331,0,2,3,3,3,3,2,3
6267,6332,1,1,2,1,1,2,1,1
6268,6333,4,4,3,4,4,4,4,4
6269,6334,3,2,2,3,3,2,2,2
6270,6335,3,3,3,3,4,4,4,4
6271,6336,2,1,2,1,2,2,1,1
6272,6337,2,1,1,1,2,1,1,1
6273,6339,3,3,2,2,3,3,3,3
6274,6340,1,3,1,2,3,1,0,1
6275,6341,3,3,3,3,3,4,3,3
6276,6342,1,0,1,1,1,3,1,1
6277,6343,3,3,3,3,3,3,3,3
6278,6344,3,3,3,4,3,3,3,3
6279,6346,2,3,3,2,2,2,2,2
6280,6347,3,2,2,3,2,3,3,2
6281,6348,2,2,2,2,2,2,2,3
6282,6349,1,2,2,2,1,1,2,1
6283,6350,1,3,3,3,3,3,2,3
6284,6351,1,1,1,2,1,1,1,1
6285,6352,4,3,3,4,4,3,3,3
6286,6353,1,3,3,2,2,3,3,2
6287,6354,2,3,2,3,3,3,3,3
6288,6355,4,4,4,4,4,4,4,4
6289,6356,3,3,2,2,4,2,3,3
6290,6357,3,3,3,3,3,3,3,3
6291,6358,4,3,3,4,3,4,3,3
6292,6359,2,3,2,2,2,3,2,3
6293,6360,4,4,4,4,4,4,4,4
6294,6361,1,1,2,1,1,2,1,1
6295,6362,4,4,4,4,4,4,4,4
6296,6363,1,2,2,3,2,1,2,2
6297,6364,3,3,3,3,3,2,2,2
6298,6365,4,4,3,4,3,3,3,3
6299,6366,1,1,1,1,0,1,1,1
6300,6367,3,3,2,3,1,3,2,2
6301,6368,1,3,1,3,4,3,3,3
6302,6369,1,3,2,2,2,2,2,3
6303,6370,2,3,3,3,3,3,3,3
6304,6371,2,3,3,3,2,3,2,2
6305,6372,2,2,3,3,2,2,2,3
6306,6373,0,0,2,2,3,2,3,1
6307,6374,4,3,4,4,4,3,2,3
6308,6375,4,4,3,4,3,4,3,3
6309,6376,4,4,4,4,3,4,3,4
6310,6377,2,3,3,2,2,2,3,3
6311,6378,0,0,1,2,0,2,2,2
6312,6379,4,4,4,3,4,3,3,3
6313,6380,3,3,3,4,3,4,3,3
6314,6381,1,2,2,1,1,1,1,1
6315,6382,4,4,4,4,4,4,4,4
6316,6383,3,1,1,2,2,1,1,2
6317,6384,4,4,4,4,4,4,4,4
6318,6385,2,1,0,2,1,1,2,1
6319,6386,2,3,3,2,2,2,2,3
6320,6387,4,4,4,4,4,4,4,4
6321,6388,4,4,3,4,3,4,4,4
6322,6389,4,4,4,4,4,4,4,4
6323,6390,2,1,2,2,2,2,2,2
6324,6391,2,1,2,1,1,1,2,1
6325,6392,1,2,1,1,2,1,1,1
6326,6393,2,3,2,1,2,3,0,0
6327,6394,3,2,2,2,2,2,2,2
6328,6395,3,3,4,4,4,4,3,4
6329,6396,1,2,2,2,3,2,2,2
6330,6397,4,4,4,4,4,4,4,4
6331,6398,2,1,2,2,3,2,2,2
6332,6399,3,3,3,3,3,3,3,4
6333,6400,4,3,4,4,3,4,4,3
6334,6401,2,1,2,1,1,1,1,1
6335,6402,3,2,3,3,4,3,4,3
6336,6403,4,4,4,3,4,3,4,4
6337,6404,4,4,4,4,4,4,4,4
6338,6405,0,3,0,2,2,2,0,1
6339,6406,2,3,3,3,3,2,3,2
6340,6407,2,2,2,3,3,3,2,2
6341,6408,4,4,4,4,4,4,3,4
6342,6409,3,4,4,4,4,4,4,4
6343,6410,4,3,4,4,4,4,4,4
6344,6411,4,3,3,3,4,4,4,4
6345,6412,2,2,1,2,2,2,2,2
6346,6413,2,2,2,1,1,1,1,1
6347,6414,4,4,3,4,4,4,4,4
6348,6415,2,2,1,2,0,2,1,1
6349,6416,1,1,1,1,2,1,1,1
6350,6417,0,2,1,0,1,1,2,0
6351,6418,4,4,4,4,4,4,4,4
6352,6419,3,2,2,3,2,3,2,2
6353,6420,4,4,3,4,4,4,4,4
6354,6421,3,3,3,3,3,3,3,3
6355,6422,1,1,1,2,1,1,1,1
6356,6423,3,4,3,2,4,3,3,3
6357,6424,4,4,4,3,4,4,4,4
6358,6425,2,0,1,0,1,2,2,0
6359,6426,1,2,2,2,2,1,1,2
6360,6427,2,2,3,1,3,3,3,4
6361,6428,3,4,3,3,3,3,3,4
6362,6429,2,2,2,2,2,2,3,2
6363,6430,2,2,2,1,1,1,1,1
6364,6431,4,3,4,4,4,4,4,4
6365,6432,3,3,3,2,3,3,2,3
6366,6433,0,0,0,1,0,0,0,1
6367,6434,2,2,2,3,2,2,2,3
6368,6435,4,4,4,4,4,4,3,4
6369,6436,4,4,3,4,3,4,4,4
6370,6437,3,3,3,3,4,3,3,4
6371,6438,1,1,1,1,1,1,2,2
6372,6439,4,4,4,4,4,4,4,4
6373,6440,4,4,3,4,4,4,3,3
6374,6441,4,4,4,4,4,4,4,4
6375,6442,4,4,4,4,4,4,4,4
6376,6443,4,4,4,4,4,4,3,3
6377,6444,1,2,2,3,2,3,2,1
6378,6445,4,4,4,4,4,4,4,4
6379,6446,3,3,4,4,4,3,3,3
6380,6447,1,1,1,1,1,1,1,0
6381,6448,4,4,2,4,4,4,3,3
6382,6449,4,4,4,4,4,4,4,4
6383,6450,4,4,3,4,4,4,4,4
6384,6451,1,2,2,2,1,2,3,2
6385,6452,1,1,2,2,1,2,3,2
6386,6453,0,1,1,0,0,0,0,0
6387,6454,3,4,4,4,4,4,4,4
6388,6455,1,1,2,2,1,1,1,2
6389,6456,4,4,4,4,3,4,4,4
6390,6457,4,4,3,3,2,3,3,3
6391,6458,3,3,4,3,3,3,3,4
6392,6459,3,4,3,3,2,3,3,3
6393,6460,4,4,4,4,4,4,4,4
6394,6461,4,3,3,4,4,4,4,4
6395,6462,2,3,2,2,2,3,3,3
6396,6463,3,4,3,4,4,3,4,4
6397,6464,3,3,3,3,3,3,2,4
6398,6465,4,4,4,4,4,4,4,4
6399,6466,3,2,3,2,2,2,3,2
6400,6467,0,1,1,1,1,0,0,2
6401,6468,2,2,2,3,2,2,2,3
6402,6469,1,1,1,2,1,1,2,2
6403,6470,4,4,1,3,4,4,3,4
6404,6471,4,4,3,4,4,4,4,4
6405,6472,4,3,4,1,3,2,2,2
6406,6473,2,3,3,3,2,2,2,2
6407,6474,2,2,2,2,2,2,2,2
6408,6475,2,1,1,2,3,1,1,1
6409,6476,2,1,2,2,2,2,2,2
6410,6477,1,3,1,2,2,1,2,2
6411,6478,2,2,2,2,2,1,1,1
6412,6479,1,2,2,2,1,1,1,1
6413,6480,4,4,4,4,4,4,4,4
6414,6481,1,2,1,2,2,2,2,1
6415,6482,3,3,3,3,3,3,4,3
6416,6483,1,2,2,2,2,2,1,3
6417,6484,2,2,3,2,2,3,3,2
6418,6485,4,3,3,3,3,4,3,3
6419,6486,3,3,3,4,2,2,2,3
6420,6487,2,0,0,1,1,1,0,1
6421,6488,3,2,2,3,3,3,3,3
6422,6489,4,4,4,4,4,4,4,4
6423,6490,4,4,4,3,3,3,3,2
6424,6491,3,3,4,4,3,4,4,4
6425,6492,1,3,2,3,3,2,2,2
6426,6493,4,4,4,4,4,4,4,4
6427,6494,4,4,4,4,4,4,4,4
6428,6495,4,4,3,4,3,2,2,2
6429,6496,3,4,3,3,2,3,3,2
6430,6497,4,4,4,4,4,3,4,3
6431,6498,3,3,4,4,4,4,4,4
6432,6499,4,4,4,4,4,4,4,4
6433,6500,2,2,2,2,3,2,3,1
6434,6501,4,4,3,3,4,4,3,4
6435,6502,2,2,2,1,2,3,2,2
6436,6503,3,2,2,2,2,1,3,3
6437,6504,3,3,3,3,2,3,3,3
6438,6505,1,1,2,2,2,2,1,2
6439,6506,4,4,4,4,4,4,4,4
6440,6507,3,3,3,3,3,3,3,3
6441,6508,2,2,3,2,2,2,2,1
6442,6509,0,1,1,1,0,1,1,0
6443,6510,3,3,3,3,3,4,2,3
6444,6511,1,1,1,1,1,2,2,1
6445,6513,4,4,3,3,4,3,4,3
6446,6514,3,3,3,3,3,3,4,4
6447,6515,3,4,4,4,3,4,4,4
6448,6516,4,4,4,4,4,4,4,4
6449,6517,4,4,4,4,4,4,4,4
6450,6518,3,3,3,3,3,3,3,3
6451,6519,3,4,3,3,4,3,4,3
6452,6520,2,0,1,0,1,1,1,1
6453,6521,2,2,2,2,2,2,2,2
6454,6522,3,4,3,4,3,4,4,4
6455,6523,4,4,4,4,4,4,4,4
6456,6524,3,3,3,4,3,3,3,3
6457,6525,2,3,3,3,3,3,3,4
6458,6526,3,3,2,2,3,3,3,3
6459,6527,1,1,2,1,1,1,0,1
6460,6528,3,3,3,3,2,3,2,3
6461,6529,1,3,2,4,3,4,4,4
6462,6530,1,0,3,1,1,1,1,1
6463,6531,3,3,4,4,4,4,4,4
6464,6532,2,3,2,3,2,3,1,1
6465,6533,3,3,4,3,4,3,3,4
6466,6534,3,3,3,4,3,3,3,3
6467,6535,3,4,4,4,4,4,4,4
6468,6536,0,1,1,1,1,0,1,2
6469,6537,2,0,1,2,1,2,2,2
6470,6538,3,3,3,4,3,4,4,4
6471,6539,3,3,3,3,2,3,2,3
6472,6540,2,2,1,1,1,1,2,2
6473,6541,1,2,2,1,2,3,2,2
6474,6542,1,2,2,2,2,2,2,2
6475,6543,4,4,4,4,4,4,4,4
6476,6544,2,1,1,0,0,0,1,0
6477,6545,1,1,1,1,1,1,1,1
6478,6546,4,3,4,4,4,4,4,4
6479,6547,3,4,4,4,4,4,4,3
6480,6548,4,4,4,4,4,4,4,4
6481,6549,2,2,1,1,1,1,1,2
6482,6550,2,2,2,2,2,1,3,2
6483,6551,4,4,4,4,4,4,4,4
6484,6552,3,4,4,4,4,4,4,4
6485,6553,4,4,3,3,3,4,3,3
6486,6554,2,3,2,2,3,3,3,3
6487,6555,1,1,1,1,1,1,1,1
6488,6556,3,2,3,3,3,3,3,3
6489,6557,3,3,3,3,3,3,2,4
6490,6558,4,4,4,4,4,4,4,4
6491,6559,2,2,2,2,2,1,1,2
6492,6560,1,1,1,1,1,1,1,1
6493,6561,3,3,3,4,3,3,3,3
6494,6562,1,0,1,0,0,1,1,1
6495,6563,3,3,3,4,4,4,3,3
6496,6564,3,3,2,3,3,2,2,3
6497,6565,1,2,2,3,1,1,1,1
6498,6566,2,3,2,3,3,4,2,3
6499,6567,4,4,4,4,4,4,4,4
6500,6568,2,2,2,3,2,3,3,3
6501,6569,2,2,2,1,1,1,1,1
6502,6570,2,3,3,3,3,2,2,3
6503,6571,3,3,2,3,3,2,3,1
6504,6572,4,4,3,3,4,3,3,3
6505,6573,1,1,1,1,1,1,2,0
6506,6574,3,2,2,3,2,3,2,2
6507,6575,4,4,4,4,4,4,4,4
6508,6576,0,0,1,1,1,2,1,1
6509,6577,2,1,1,1,1,1,1,1
6510,6578,2,2,2,2,2,2,2,2
6511,6579,2,1,2,2,1,1,1,2
6512,6580,3,3,3,3,2,2,1,3
6513,6581,4,4,4,4,4,4,3,3
6514,6582,3,1,2,1,2,2,1,1
6515,6583,3,2,1,3,2,1,3,1
6516,6584,3,3,3,3,3,3,3,3
6517,6585,3,4,3,3,2,3,2,3
6518,6586,4,4,4,4,4,4,3,4
6519,6587,4,4,4,4,4,4,4,4
6520,6588,2,1,3,2,1,2,2,2
6521,6589,4,4,4,4,4,4,4,4
6522,6590,1,1,3,1,1,1,1,1
6523,6591,4,4,4,4,4,4,3,4
6524,6592,3,3,4,4,3,3,4,4
6525,6593,4,3,3,4,4,4,3,4
6526,6594,4,3,3,3,4,3,3,3
6527,6595,2,1,2,1,2,2,1,1
6528,6596,3,4,4,4,3,4,4,4
6529,6597,3,4,4,4,4,4,4,4
6530,6598,2,1,1,1,1,1,1,1
6531,6599,3,1,2,1,1,1,2,2
6532,6600,4,4,4,3,3,3,2,3
6533,6601,3,3,2,3,2,3,3,3
6534,6602,1,1,1,1,1,1,1,1
6535,6603,3,3,3,2,2,2,2,3
6536,6604,2,2,2,2,2,2,2,1
6537,6605,3,2,2,2,3,1,3,2
6538,6606,2,4,4,4,3,4,4,4
6539,6607,4,4,4,4,4,4,4,4
6540,6608,1,2,1,1,2,2,1,2
6541,6609,4,4,4,3,3,4,3,4
6542,6610,0,1,1,0,2,2,1,1
6543,6611,2,1,2,2,3,2,1,1
6544,6612,4,4,4,4,4,4,3,4
6545,6613,3,3,3,4,4,4,4,4
6546,6614,3,3,2,3,2,3,2,2
6547,6615,2,2,2,2,2,2,2,1
6548,6616,2,4,4,4,4,4,4,4
6549,6617,4,4,4,3,4,4,4,3
6550,6618,4,4,4,4,3,3,4,4
6551,6619,2,2,2,3,3,3,1,3
6552,6620,1,2,1,3,3,3,3,2
6553,6621,4,3,3,4,2,2,3,4
6554,6622,4,4,4,4,4,4,4,4
6555,6623,3,3,3,3,3,3,3,3
6556,6624,2,2,2,3,2,3,3,2
6557,6625,2,3,2,3,2,3,1,2
6558,6626,4,4,4,4,4,4,4,4
6559,6627,2,3,2,3,2,2,2,2
6560,6628,2,2,1,1,1,2,3,2
6561,6629,3,2,3,4,3,4,3,3
6562,6630,4,4,4,4,4,4,4,4
6563,6631,3,3,3,3,3,3,3,3
6564,6632,3,4,4,4,3,3,3,3
6565,6633,2,3,3,3,3,3,3,3
6566,6634,4,4,4,4,3,4,4,4
6567,6635,1,2,1,2,1,2,2,1
6568,6636,1,1,2,2,0,0,0,1
6569,6637,4,4,4,4,4,4,4,4
6570,6638,4,4,4,4,4,4,4,4
6571,6639,3,2,2,2,3,3,2,2
6572,6640,1,2,0,2,2,1,2,1
6573,6642,3,3,3,3,3,4,3,3
6574,6643,2,3,2,2,3,1,2,1
6575,6644,4,3,4,4,4,4,4,4
6576,6645,3,2,3,3,3,3,0,1
6577,6646,1,3,2,2,2,2,2,2
6578,6647,4,4,4,4,4,4,4,4
6579,6648,1,1,2,1,2,2,1,2
6580,6649,0,3,2,2,1,1,2,1
6581,6650,3,4,3,3,3,3,3,3
6582,6651,1,1,1,1,1,1,1,2
6583,6652,2,3,3,2,2,2,2,2
6584,6653,4,4,4,4,4,3,4,4
6585,6654,3,3,2,1,0,0,0,0
6586,6655,4,4,4,3,3,4,3,4
6587,6656,3,4,4,3,3,3,3,3
6588,6657,1,1,1,1,2,1,0,1
6589,6658,4,4,4,3,3,3,4,3
6590,6659,2,1,1,2,1,1,2,2
6591,6660,4,4,4,4,4,4,4,4
6592,6661,4,4,4,4,4,4,3,4
6593,6662,2,3,2,2,3,3,3,3
6594,6663,3,3,3,3,4,3,2,3
6595,6664,4,4,4,4,4,4,3,4
6596,6665,4,4,3,3,3,3,3,3
6597,6666,4,3,4,4,3,4,4,3
6598,6667,4,3,4,3,3,4,3,3
6599,6668,1,0,1,1,0,1,1,2
6600,6669,4,4,4,3,3,3,3,3
6601,6670,2,3,3,2,2,2,2,1
6602,6671,0,0,0,0,2,0,0,1
6603,6672,2,1,1,0,0,1,1,1
6604,6673,4,4,4,4,4,4,4,4
6605,6674,2,1,1,2,2,2,2,1
6606,6675,1,1,1,1,3,2,3,3
6607,6676,2,2,3,2,2,2,2,2
6608,6677,2,3,3,3,3,3,3,4
6609,6678,4,3,4,4,4,3,3,3
6610,6679,2,2,0,0,0,0,1,2
6611,6680,2,2,2,2,2,2,1,2
6612,6681,3,3,3,3,3,3,3,3
6613,6682,3,4,4,3,4,4,3,4
6614,6683,4,3,2,4,4,3,3,3
6615,6684,1,1,0,0,0,0,0,1
6616,6685,3,2,2,2,3,2,2,2
6617,6686,4,4,3,4,4,4,4,4
6618,6687,2,3,2,3,3,3,3,3
6619,6688,3,3,4,3,4,4,3,3
6620,6689,3,4,3,3,3,3,3,3
6621,6690,4,4,4,4,4,4,4,4
6622,6691,4,4,4,4,4,4,4,4
6623,6692,3,3,2,2,4,3,3,3
6624,6693,1,0,0,1,1,1,1,0
6625,6694,2,3,2,2,2,2,3,2
6626,6695,3,3,3,3,3,3,2,3
6627,6696,1,1,2,1,1,1,1,1
6628,6697,2,2,2,1,2,3,2,2
6629,6698,2,2,2,3,3,2,2,3
6630,6699,2,2,2,2,2,2,2,2
6631,6700,4,4,3,4,3,3,4,4
6632,6701,4,4,4,4,4,4,4,4
6633,6702,2,3,2,3,2,1,1,2
6634,6703,3,3,3,3,3,3,3,3
6635,6704,2,2,2,1,1,2,2,1
6636,6705,2,4,4,4,2,3,3,4
6637,6706,4,3,4,4,4,4,4,4
6638,6707,4,4,4,4,4,3,4,4
6639,6708,1,1,2,1,2,2,2,3
6640,6709,3,3,3,3,3,3,3,3
6641,6710,2,2,2,2,1,2,2,2
6642,6711,4,4,4,4,4,4,4,4
6643,6712,4,4,4,4,4,4,4,4
6644,6713,2,2,1,2,2,2,2,1
6645,6714,4,3,3,3,4,3,2,3
6646,6715,4,4,3,4,3,3,3,3
6647,6716,2,3,2,2,2,3,2,2
6648,6717,3,4,4,4,4,4,4,4
6649,6718,4,4,4,4,4,4,4,4
6650,6719,1,2,1,1,2,1,2,1
6651,6720,1,1,1,1,2,2,1,1
6652,6721,3,3,3,4,3,3,3,3
6653,6722,1,2,2,1,2,1,1,1
6654,6723,4,4,3,3,3,3,3,4
6655,6724,2,1,2,2,2,2,2,2
6656,6725,3,3,3,3,4,3,3,4
6657,6726,4,4,3,3,3,3,4,4
6658,6727,1,1,1,2,1,1,0,1
6659,6728,4,4,4,4,4,4,4,3
6660,6729,3,3,2,3,3,3,3,3
6661,6730,3,3,2,2,3,2,2,2
6662,6731,4,4,4,4,4,4,4,4
6663,6732,4,4,3,4,4,4,4,4
6664,6733,3,1,2,2,2,2,3,2
6665,6734,3,3,3,2,2,3,3,4
6666,6735,4,4,3,4,3,4,4,4
6667,6736,1,1,1,2,2,1,2,3
6668,6737,3,3,3,2,2,2,2,2
6669,6738,3,3,3,3,3,3,4,3
6670,6739,4,4,4,4,4,4,4,4
6671,6740,4,3,4,4,3,3,3,3
6672,6741,2,2,1,1,2,1,1,1
6673,6742,1,2,2,1,2,2,3,2
6674,6743,1,2,1,1,2,1,1,1
6675,6744,3,3,2,2,3,3,2,3
6676,6745,2,2,1,2,2,1,1,1
6677,6746,3,3,4,4,4,3,3,3
6678,6747,4,4,4,4,4,4,4,4
6679,6748,3,4,4,4,4,4,4,4
6680,6749,4,4,4,4,4,4,3,4
6681,6750,2,2,2,3,2,2,2,3
6682,6751,1,0,2,2,3,3,2,2
6683,6752,3,2,1,2,3,3,1,2
6684,6753,4,4,4,4,4,4,4,4
6685,6754,2,3,3,3,2,3,2,2
6686,6755,3,3,2,3,2,2,3,3
6687,6756,3,3,3,3,3,2,3,4
6688,6757,3,3,2,2,2,2,2,2
6689,6758,2,1,2,2,2,2,2,1
6690,6759,3,3,3,3,2,3,3,3
6691,6760,2,3,3,2,3,3,3,2
6692,6761,4,4,4,4,4,4,4,4
6693,6762,4,4,4,4,4,4,4,4
6694,6763,3,2,3,2,3,3,3,3
6695,6764,4,4,4,4,4,4,4,4
6696,6765,2,3,2,2,2,2,1,1
6697,6766,1,2,3,1,2,1,3,2
6698,6767,2,2,3,3,3,3,3,2
6699,6768,1,2,1,2,2,1,2,1
6700,6769,0,0,1,1,2,1,1,1
6701,6770,4,4,3,4,4,4,4,4
6702,6771,2,2,2,1,2,1,1,2
6703,6772,3,4,3,3,2,3,3,3
6704,6773,4,3,3,3,3,3,4,3
6705,6774,2,2,2,1,2,2,2,1
6706,6775,3,2,2,1,1,2,1,1
6707,6776,2,2,3,2,2,2,3,2
6708,6777,3,3,3,2,2,2,1,2
6709,6778,4,4,4,4,4,4,4,4
6710,6779,0,1,0,1,0,1,0,1
6711,6780,1,2,2,3,2,3,3,2
6712,6781,3,3,4,3,3,3,3,3
6713,6782,4,3,3,3,3,4,3,3
6714,6783,3,3,4,4,3,3,4,4
6715,6784,3,3,4,4,4,4,4,3
6716,6785,4,4,4,4,4,4,4,4
6717,6786,3,3,4,4,3,3,3,3
6718,6787,3,3,2,2,3,1,2,1
6719,6788,2,2,3,2,3,2,2,2
6720,6789,1,0,2,1,1,1,1,1
6721,6790,4,4,4,4,4,4,4,4
6722,6791,2,2,1,1,2,1,1,1
6723,6792,2,3,3,3,3,2,3,2
6724,6793,4,4,3,3,3,4,4,4
6725,6794,4,3,3,3,3,4,4,4
6726,6795,3,2,2,2,2,2,3,3
6727,6796,3,4,3,4,4,4,4,3
6728,6797,2,2,2,3,2,2,2,2
6729,6798,2,3,2,2,1,1,2,3
6730,6799,2,2,2,1,2,1,2,1
6731,6800,1,2,2,1,1,1,2,2
6732,6801,4,4,3,3,4,4,4,4
6733,6802,3,2,2,3,2,2,2,2
6734,6803,2,2,3,2,2,2,2,2
6735,6804,2,3,2,2,3,1,2,2
6736,6805,3,3,3,3,2,3,2,3
6737,6806,4,4,3,3,4,4,4,4
6738,6807,4,4,4,4,4,4,4,4
6739,6808,4,4,4,4,3,4,4,4
6740,6809,1,3,2,1,3,1,3,3
6741,6810,3,3,3,2,3,3,2,2
6742,6811,3,3,2,2,2,3,2,2
6743,6812,4,4,4,4,4,4,4,3
6744,6813,1,0,1,3,1,1,2,1
6745,6814,3,2,3,3,2,3,3,3
6746,6815,3,3,3,3,3,4,3,3
6747,6816,2,3,2,3,3,3,2,3
6748,6817,3,3,4,4,4,4,4,4
6749,6818,1,2,1,2,2,1,1,1
6750,6819,4,4,4,4,4,4,4,4
6751,6820,1,3,2,2,3,3,4,3
6752,6821,4,4,4,3,4,4,4,4
6753,6822,2,2,2,2,3,3,3,2
6754,6823,2,2,2,2,1,2,2,1
6755,6824,3,2,3,2,2,2,2,2
6756,6825,1,2,2,2,2,2,2,3
6757,6826,3,4,4,4,4,4,4,4
6758,6827,3,4,4,4,4,4,4,4
6759,6828,4,4,4,4,4,3,4,4
6760,6829,3,4,4,3,3,3,4,2
6761,6830,3,2,2,2,3,2,2,3
6762,6831,1,1,2,3,3,3,3,2
6763,6832,4,3,4,4,4,4,3,3
6764,6833,4,4,4,4,4,4,4,4
6765,6834,3,2,2,3,2,3,2,2
6766,6835,3,3,3,3,3,4,3,3
6767,6836,3,4,4,3,4,4,4,4
6768,6837,4,4,4,4,3,4,4,4
6769,6838,2,1,2,1,2,2,2,2
6770,6839,4,4,3,4,4,4,4,4
6771,6840,3,2,1,2,1,1,3,3
6772,6841,3,3,3,3,3,3,3,3
6773,6842,1,1,1,2,0,1,1,2
6774,6843,2,3,2,2,2,2,2,2
6775,6844,4,4,4,3,2,4,3,3
6776,6845,4,4,4,4,4,4,4,4
6777,6846,3,3,3,3,4,4,4,4
6778,6847,4,4,4,4,4,4,4,4
6779,6848,2,2,2,1,1,2,3,1
6780,6849,2,1,1,2,1,1,1,1
6781,6850,1,2,1,3,1,1,1,2
