,고객번호,편_총구매액1,편_총구매액2,편_총구매액3,편_총구매액4,편_총구매액5,편_총구매액6,편_총구매액7,편의품_증감율,편의품_변동율,편_(증감*0.8)+(변동*0.2)
4196,4236,3,2,2,3,2,2,4,1,5,1.8
4197,4237,4,2,3,3,4,4,4,0,4,0.8
4198,4238,3,3,3,2,3,4,4,1,3,1.4
4199,4239,1,1,2,1,2,2,3,2,4,2.4
4200,4241,4,4,4,3,3,4,4,0,2,0.4
4201,4242,4,4,4,3,4,4,4,0,2,0.4
4202,4243,4,3,4,3,4,4,4,0,4,0.8
4203,4244,2,2,2,2,2,2,2,0,0,0
4204,4245,2,4,4,4,4,4,3,1,3,1.4
4205,4246,1,1,1,1,1,1,3,2,2,2
4206,4247,1,2,2,2,2,2,2,1,1,1
4207,4248,1,2,3,3,3,4,4,3,3,3
4208,4249,2,3,2,2,3,3,4,2,4,2.4
4209,4250,2,2,3,2,2,2,2,0,2,0.4
4210,4251,4,4,4,4,4,4,4,0,0,0
4211,4252,2,2,2,1,1,2,1,-1,3,-0.2
4212,4253,1,2,2,1,2,2,2,1,3,1.4
4213,4254,3,3,3,2,3,2,3,0,4,0.8
4214,4255,2,1,2,1,1,1,1,-1,3,-0.2
4215,4256,4,4,3,2,4,4,3,-1,5,0.2
4216,4257,3,3,3,2,3,2,3,0,4,0.8
4217,4258,1,3,3,3,4,3,3,2,4,2.4
4218,4259,3,1,1,1,1,1,1,-2,2,-1.2
4219,4260,4,1,1,1,1,1,1,-3,3,-1.8
4220,4261,2,3,2,3,4,3,3,1,5,1.8
4221,4262,4,3,3,3,2,2,3,-1,3,-0.2
4222,4263,1,3,3,2,3,2,3,2,6,2.8
4223,4264,3,4,4,4,4,4,4,1,1,1
4224,4265,2,3,4,3,3,4,3,1,5,1.8
4225,4266,1,1,1,1,1,2,1,0,2,0.4
4226,4267,4,4,3,4,4,2,4,0,6,1.2
4227,4268,2,2,3,2,2,2,3,1,3,1.4
4228,4269,2,1,2,1,1,2,2,0,4,0.8
4229,4270,4,4,4,4,4,4,4,0,0,0
4230,4271,4,4,4,3,3,4,4,0,2,0.4
4231,4272,1,3,4,3,2,3,1,0,8,1.6
4232,4273,4,3,4,3,4,4,4,0,4,0.8
4233,4274,3,4,4,3,3,3,2,-1,3,-0.2
4234,4275,4,4,4,4,4,4,4,0,0,0
4235,4276,3,4,4,4,4,4,4,1,1,1
4236,4277,4,3,4,4,4,4,4,0,2,0.4
4237,4278,4,4,4,4,4,4,4,0,0,0
4238,4279,2,2,2,1,1,1,1,-1,1,-0.6
4239,4280,3,3,3,2,4,4,4,1,3,1.4
4240,4281,2,3,3,3,4,4,4,2,2,2
4241,4282,2,2,3,3,3,4,4,2,2,2
4242,4283,1,2,4,4,3,3,4,3,5,3.4
4243,4284,2,1,3,2,1,3,2,0,8,1.6
4244,4285,3,3,3,1,1,2,3,0,4,0.8
4245,4286,3,3,4,3,4,4,4,1,3,1.4
4246,4287,2,2,2,2,2,2,2,0,0,0
4247,4288,3,3,3,3,4,3,4,1,3,1.4
4248,4289,4,4,3,4,3,4,4,0,4,0.8
4249,4291,3,2,4,2,3,3,4,1,7,2.2
4250,4292,1,1,3,1,2,3,1,0,8,1.6
4251,4293,3,4,4,3,3,4,4,1,3,1.4
4252,4294,3,3,2,2,3,3,3,0,2,0.4
4253,4295,3,3,4,3,4,4,4,1,3,1.4
4254,4296,1,2,2,1,2,2,1,0,4,0.8
4255,4297,3,4,4,4,4,4,4,1,1,1
4256,4298,2,2,3,3,1,2,1,-1,5,0.2
4257,4299,1,1,1,1,1,2,2,1,1,1
4258,4300,3,3,4,2,2,3,2,-1,5,0.2
4259,4301,3,2,2,1,1,1,1,-2,2,-1.2
4260,4302,2,2,2,2,1,2,3,1,3,1.4
4261,4303,4,4,3,2,3,3,1,-3,5,-1.4
4262,4304,3,3,3,2,2,2,2,-1,1,-0.6
4263,4305,1,3,3,2,3,3,2,1,5,1.8
4264,4306,2,3,3,2,3,4,3,1,5,1.8
4265,4307,1,2,2,2,2,3,4,3,3,3
4266,4308,2,3,3,2,2,3,3,1,3,1.4
4267,4309,4,2,3,1,2,2,2,-2,6,-0.4
4268,4310,4,3,4,4,3,1,2,-2,6,-0.4
4269,4311,2,2,2,3,3,4,3,1,3,1.4
4270,4312,2,1,3,2,3,3,4,2,6,2.8
4271,4313,4,4,4,3,4,4,4,0,2,0.4
4272,4314,4,4,4,4,4,4,4,0,0,0
4273,4315,1,1,1,1,1,2,1,0,2,0.4
4274,4316,4,4,3,3,4,3,3,-1,3,-0.2
4275,4317,3,3,4,3,4,4,4,1,3,1.4
4276,4318,3,2,3,3,4,3,2,-1,5,0.2
4277,4319,1,2,2,2,3,3,3,2,2,2
4278,4320,4,4,3,3,3,4,4,0,2,0.4
4279,4321,1,3,4,4,4,4,4,3,3,3
4280,4322,3,3,4,3,4,4,4,1,3,1.4
4281,4323,3,3,3,3,3,3,3,0,0,0
4282,4324,4,3,4,4,4,4,3,-1,3,-0.2
4283,4325,4,2,3,3,4,4,4,0,4,0.8
4284,4326,3,2,3,2,3,3,3,0,4,0.8
4285,4327,4,3,4,3,4,2,4,0,8,1.6
4286,4328,2,1,2,1,2,2,4,2,6,2.8
4287,4329,2,2,2,1,2,2,4,2,4,2.4
4288,4330,2,1,3,4,4,4,3,1,5,1.8
4289,4331,2,2,2,2,2,2,2,0,0,0
4290,4332,2,2,4,3,2,4,2,0,8,1.6
4291,4333,3,3,3,3,3,3,3,0,0,0
4292,4334,2,1,3,1,2,2,3,1,7,2.2
4293,4335,4,4,4,3,4,3,3,-1,3,-0.2
4294,4336,2,2,3,2,2,3,3,1,3,1.4
4295,4337,2,1,2,1,2,2,2,0,4,0.8
4296,4338,1,2,1,1,2,1,1,0,4,0.8
4297,4339,4,4,4,4,4,4,4,0,0,0
4298,4340,4,4,4,4,4,4,4,0,0,0
4299,4341,1,1,1,1,1,1,2,1,1,1
4300,4342,4,4,4,4,3,1,1,-3,3,-1.8
4301,4343,3,4,4,3,3,3,3,0,2,0.4
4302,4344,2,2,1,1,1,1,3,1,3,1.4
4303,4345,1,2,1,2,3,3,4,3,5,3.4
4304,4346,2,2,2,2,1,3,3,1,3,1.4
4305,4347,1,2,1,2,4,4,4,3,5,3.4
4306,4348,1,1,2,1,2,2,3,2,4,2.4
4307,4349,2,1,2,1,2,2,2,0,4,0.8
4308,4350,3,3,4,4,4,4,4,1,1,1
4309,4351,3,3,3,2,3,3,3,0,2,0.4
4310,4352,2,3,3,3,3,4,3,1,3,1.4
4311,4353,4,4,3,3,3,3,4,0,2,0.4
4312,4354,3,2,2,2,2,1,2,-1,3,-0.2
4313,4355,1,1,2,1,1,2,1,0,4,0.8
4314,4356,2,1,2,2,1,2,2,0,4,0.8
4315,4357,1,1,1,1,2,1,1,0,2,0.4
4316,4358,1,1,1,1,1,1,1,0,0,0
4317,4359,4,4,3,3,4,4,4,0,2,0.4
4318,4360,2,2,4,3,2,3,3,1,5,1.8
4319,4361,1,1,4,3,2,1,2,1,7,2.2
4320,4362,3,4,3,3,2,2,2,-1,3,-0.2
4321,4363,4,2,3,4,4,4,4,0,4,0.8
4322,4364,1,1,1,1,1,1,1,0,0,0
4323,4365,2,3,4,2,3,2,4,2,8,3.2
4324,4366,1,1,1,1,1,3,2,1,3,1.4
4325,4367,2,3,3,2,2,3,3,1,3,1.4
4326,4368,2,2,2,1,1,1,2,0,2,0.4
4327,4369,4,1,1,2,3,3,2,-2,6,-0.4
4328,4370,3,4,4,3,4,4,4,1,3,1.4
4329,4371,3,3,3,1,2,2,1,-2,4,-0.8
4330,4372,4,3,4,4,4,4,4,0,2,0.4
4331,4373,3,3,3,2,3,3,4,1,3,1.4
4332,4374,4,4,4,4,3,4,4,0,2,0.4
4333,4375,1,1,2,3,4,2,4,3,7,3.8
4334,4376,2,1,2,1,2,1,1,-1,5,0.2
4335,4377,2,2,3,2,3,3,4,2,4,2.4
4336,4378,3,4,3,4,1,4,3,0,10,2
4337,4379,3,3,4,3,4,3,4,1,5,1.8
4338,4380,2,2,2,2,2,2,4,2,2,2
4339,4381,4,4,4,2,3,4,4,0,4,0.8
4340,4382,1,1,2,1,4,3,1,0,8,1.6
4341,4383,3,3,1,1,3,4,2,-1,7,0.6
4342,4384,1,1,1,1,1,1,1,0,0,0
4343,4385,4,4,3,2,3,3,2,-2,4,-0.8
4344,4386,1,1,4,4,4,4,4,3,3,3
4345,4387,2,2,2,2,1,2,2,0,2,0.4
4346,4388,2,1,2,1,3,2,2,0,6,1.2
4347,4389,2,2,2,3,3,3,3,1,1,1
4348,4390,2,2,2,2,3,4,1,-1,5,0.2
4349,4391,4,3,4,3,4,4,4,0,4,0.8
4350,4392,3,4,3,2,3,3,3,0,4,0.8
4351,4393,2,2,1,1,1,1,1,-1,1,-0.6
4352,4394,2,1,2,1,2,2,2,0,4,0.8
4353,4396,3,2,3,1,1,2,2,-1,5,0.2
4354,4397,1,2,1,1,2,1,1,0,4,0.8
4355,4398,3,2,3,2,4,3,3,0,6,1.2
4356,4399,1,3,1,3,4,4,4,3,7,3.8
4357,4400,3,3,4,3,3,2,2,-1,3,-0.2
4358,4401,3,3,3,2,3,3,3,0,2,0.4
4359,4402,4,3,4,4,4,4,4,0,2,0.4
4360,4403,3,2,2,1,1,2,2,-1,3,-0.2
4361,4404,2,2,2,1,2,1,2,0,4,0.8
4362,4405,4,4,4,3,3,4,4,0,2,0.4
4363,4406,1,2,1,1,2,1,3,2,6,2.8
4364,4407,2,4,4,4,4,4,4,2,2,2
4365,4408,1,2,1,2,1,2,1,0,6,1.2
4366,4409,2,2,2,2,1,3,1,-1,5,0.2
4367,4410,1,2,2,2,3,2,2,1,3,1.4
4368,4411,1,4,4,4,4,4,4,3,3,3
4369,4412,1,2,1,1,1,1,1,0,2,0.4
4370,4413,2,1,3,2,2,3,3,1,5,1.8
4371,4414,3,2,4,4,3,4,4,1,5,1.8
4372,4415,4,4,4,4,4,4,4,0,0,0
4373,4416,3,4,4,3,3,4,4,1,3,1.4
4374,4417,1,2,2,2,2,2,4,3,3,3
4375,4418,2,3,2,2,3,3,2,0,4,0.8
4376,4420,3,3,4,4,3,4,4,1,3,1.4
4377,4421,2,1,2,2,2,2,3,1,3,1.4
4378,4422,4,1,3,1,1,1,3,-1,9,1
4379,4423,3,3,3,2,3,3,3,0,2,0.4
4380,4424,2,2,3,1,4,4,4,2,6,2.8
4381,4426,4,4,4,4,4,4,4,0,0,0
4382,4427,1,2,1,1,1,2,1,0,4,0.8
4383,4428,2,2,2,3,3,4,4,2,2,2
4384,4429,2,3,3,3,3,4,4,2,2,2
4385,4430,2,1,2,2,2,3,4,2,4,2.4
4386,4431,3,4,4,4,4,4,4,1,1,1
4387,4432,2,4,3,2,1,3,2,0,8,1.6
4388,4433,1,1,1,1,1,1,2,1,1,1
4389,4434,2,1,2,1,1,1,1,-1,3,-0.2
4390,4435,1,1,2,1,1,1,2,1,3,1.4
4391,4436,4,4,4,4,4,4,4,0,0,0
4392,4437,4,4,4,4,4,4,4,0,0,0
4393,4438,2,3,3,4,4,4,2,0,4,0.8
4394,4439,1,1,3,2,3,2,3,2,6,2.8
4395,4440,3,3,3,2,2,2,3,0,2,0.4
4396,4441,2,2,2,2,2,1,1,-1,1,-0.6
4397,4442,4,4,4,4,4,4,4,0,0,0
4398,4443,2,2,2,2,2,3,4,2,2,2
4399,4444,1,1,3,2,3,3,4,3,5,3.4
4400,4445,3,1,1,3,3,3,4,1,5,1.8
4401,4446,2,2,2,1,2,4,4,2,4,2.4
4402,4447,3,2,3,2,2,3,3,0,4,0.8
4403,4448,4,4,2,3,4,4,4,0,4,0.8
4404,4449,1,1,1,1,1,2,2,1,1,1
4405,4450,3,3,4,3,4,3,4,1,5,1.8
4406,4451,3,3,3,2,2,3,3,0,2,0.4
4407,4452,2,3,1,1,2,2,2,0,4,0.8
4408,4453,4,3,4,1,4,2,4,0,12,2.4
4409,4454,1,2,3,1,1,2,2,1,5,1.8
4410,4455,2,2,2,1,2,3,4,2,4,2.4
4411,4456,2,1,1,1,2,1,1,-1,3,-0.2
4412,4457,3,3,2,2,2,2,3,0,2,0.4
4413,4458,4,3,4,3,4,4,4,0,4,0.8
4414,4459,3,3,3,3,3,3,3,0,0,0
4415,4460,4,3,4,1,2,3,3,-1,7,0.6
4416,4461,4,4,4,2,2,2,4,0,4,0.8
4417,4462,3,4,4,3,3,3,3,0,2,0.4
4418,4463,1,1,1,1,1,1,1,0,0,0
4419,4464,2,1,2,2,3,1,1,-1,5,0.2
4420,4465,1,1,1,1,1,1,1,0,0,0
4421,4466,3,1,2,2,2,2,4,1,5,1.8
4422,4467,2,3,4,1,1,2,3,1,7,2.2
4423,4468,3,4,4,4,4,4,4,1,1,1
4424,4469,4,1,3,2,3,3,4,0,8,1.6
4425,4470,3,2,3,2,2,3,4,1,5,1.8
4426,4472,1,3,3,2,4,2,3,2,8,3.2
4427,4473,2,2,2,1,3,1,1,-1,5,0.2
4428,4474,3,4,4,4,4,2,3,0,4,0.8
4429,4475,3,1,3,1,3,3,2,-1,9,1
4430,4476,1,4,2,2,4,3,1,0,10,2
4431,4477,1,1,1,1,3,4,3,2,4,2.4
4432,4478,1,2,2,1,2,2,3,2,4,2.4
4433,4479,1,1,2,1,1,2,1,0,4,0.8
4434,4480,2,3,3,3,3,3,4,2,2,2
4435,4481,2,3,3,3,4,4,4,2,2,2
4436,4482,1,1,1,2,3,3,3,2,2,2
4437,4483,3,3,3,2,4,3,3,0,4,0.8
4438,4484,3,1,2,3,2,4,3,0,8,1.6
4439,4485,3,3,3,2,3,3,1,-2,4,-0.8
4440,4486,2,3,4,3,3,4,4,2,4,2.4
4441,4487,3,4,2,3,2,3,3,0,6,1.2
4442,4488,2,1,2,1,1,2,2,0,4,0.8
4443,4489,4,4,4,3,3,4,3,-1,3,-0.2
4444,4490,2,2,2,3,1,2,1,-1,5,0.2
4445,4491,1,3,3,3,1,1,1,0,4,0.8
4446,4492,1,1,2,1,1,1,1,0,2,0.4
4447,4493,2,2,3,1,2,2,1,-1,5,0.2
4448,4494,3,3,4,2,4,1,1,-2,8,0
4449,4495,4,4,3,1,1,2,3,-1,5,0.2
4450,4496,1,1,4,2,4,3,2,1,9,2.6
4451,4497,4,3,4,3,4,4,4,0,4,0.8
4452,4498,4,4,4,3,4,4,4,0,2,0.4
4453,4499,2,2,3,2,3,1,3,1,7,2.2
4454,4500,1,1,2,1,1,2,3,2,4,2.4
4455,4501,4,4,3,3,4,2,3,-1,5,0.2
4456,4502,3,4,4,4,3,4,4,1,3,1.4
4457,4503,4,4,4,4,4,4,4,0,0,0
4458,4504,1,1,1,1,2,2,1,0,2,0.4
4459,4505,1,2,3,2,3,3,3,2,4,2.4
4460,4506,2,2,2,2,1,2,2,0,2,0.4
4461,4507,2,3,3,2,2,2,4,2,4,2.4
4462,4508,1,1,2,2,3,3,1,0,4,0.8
4463,4509,1,1,1,1,1,1,1,0,0,0
4464,4510,3,4,4,4,4,4,4,1,1,1
4465,4511,1,3,3,2,2,2,2,1,3,1.4
4466,4512,2,2,3,2,3,3,2,0,4,0.8
4467,4513,3,1,2,1,3,2,2,-1,7,0.6
4468,4514,2,2,3,3,3,4,3,1,3,1.4
4469,4515,4,4,4,3,3,4,4,0,2,0.4
4470,4516,1,1,2,1,2,1,1,0,4,0.8
4471,4517,2,1,3,1,2,1,1,-1,7,0.6
4472,4518,2,2,2,1,1,1,1,-1,1,-0.6
4473,4519,4,3,2,4,4,4,4,0,4,0.8
4474,4520,1,1,1,1,1,1,1,0,0,0
4475,4521,4,3,4,3,4,3,4,0,6,1.2
4476,4522,3,3,3,2,3,3,4,1,3,1.4
4477,4523,1,3,2,1,3,1,1,0,8,1.6
4478,4524,2,3,2,3,2,3,3,1,5,1.8
4479,4525,1,1,3,2,1,3,2,1,7,2.2
4480,4526,3,3,3,2,3,4,4,1,3,1.4
4481,4527,1,1,4,1,1,2,1,0,8,1.6
4482,4528,2,2,2,1,2,2,3,1,3,1.4
4483,4529,2,1,1,1,1,2,3,1,3,1.4
4484,4530,3,2,2,2,3,2,3,0,4,0.8
4485,4531,2,3,3,2,2,2,2,0,2,0.4
4486,4532,1,1,1,1,2,1,2,1,3,1.4
4487,4533,4,4,4,3,4,3,4,0,4,0.8
4488,4535,1,2,2,3,3,3,3,2,2,2
4489,4536,4,2,1,2,3,2,3,-1,7,0.6
4490,4537,3,1,4,1,4,2,4,1,15,3.8
4491,4538,4,4,4,4,3,4,4,0,2,0.4
4492,4539,3,2,2,2,4,2,4,1,7,2.2
4493,4540,4,4,4,4,3,3,2,-2,2,-1.2
4494,4541,1,1,1,1,3,4,4,3,3,3
4495,4542,3,4,4,2,2,3,4,1,5,1.8
4496,4543,3,3,3,2,3,2,3,0,4,0.8
4497,4544,4,4,4,2,3,4,4,0,4,0.8
4498,4545,1,1,1,1,4,2,1,0,6,1.2
4499,4546,2,2,3,2,2,2,2,0,2,0.4
4500,4547,3,3,4,2,4,3,4,1,7,2.2
4501,4548,2,3,2,1,3,1,1,-1,7,0.6
4502,4549,3,2,4,3,4,4,3,0,6,1.2
4503,4550,3,3,3,3,4,4,3,0,2,0.4
4504,4551,4,4,4,4,4,4,4,0,0,0
4505,4552,4,1,4,1,4,2,4,0,16,3.2
4506,4553,4,2,2,3,3,2,1,-3,5,-1.4
4507,4554,2,3,3,2,2,3,3,1,3,1.4
4508,4555,2,1,2,2,2,1,3,1,5,1.8
4509,4556,3,2,1,2,2,2,2,-1,3,-0.2
4510,4557,2,2,2,2,3,4,4,2,2,2
4511,4558,1,1,1,1,1,1,1,0,0,0
4512,4559,2,2,3,2,3,3,3,1,3,1.4
4513,4560,2,1,2,2,1,2,3,1,5,1.8
4514,4561,1,1,2,2,2,3,4,3,3,3
4515,4562,3,2,3,3,4,4,3,0,4,0.8
4516,4563,4,4,4,4,4,4,4,0,0,0
4517,4564,4,4,4,3,4,2,2,-2,4,-0.8
4518,4565,3,3,4,3,4,4,4,1,3,1.4
4519,4566,4,3,4,4,4,4,4,0,2,0.4
4520,4567,3,4,4,4,4,4,4,1,1,1
4521,4568,2,2,3,2,1,1,1,-1,3,-0.2
4522,4569,4,4,4,4,4,4,4,0,0,0
4523,4570,1,2,3,1,2,2,3,2,6,2.8
4524,4571,1,1,1,1,1,1,1,0,0,0
4525,4572,3,1,2,2,2,1,3,0,6,1.2
4526,4573,2,1,4,3,4,4,4,2,6,2.8
4527,4574,4,4,4,4,4,4,4,0,0,0
4528,4575,3,2,3,2,3,4,2,-1,7,0.6
4529,4576,3,4,3,4,4,3,4,1,5,1.8
4530,4577,4,4,4,2,4,4,4,0,4,0.8
4531,4578,3,3,3,1,2,1,1,-2,4,-0.8
4532,4579,2,2,1,1,2,3,3,1,3,1.4
4533,4580,1,1,1,1,2,2,3,2,2,2
4534,4581,3,3,4,2,1,3,3,0,6,1.2
4535,4582,3,3,3,2,2,1,2,-1,3,-0.2
4536,4583,4,4,4,3,4,4,4,0,2,0.4
4537,4584,3,4,4,4,3,4,4,1,3,1.4
4538,4585,2,3,1,2,3,4,4,2,6,2.8
4539,4586,2,1,1,1,2,1,1,-1,3,-0.2
4540,4587,3,4,4,3,3,2,3,0,4,0.8
4541,4588,1,1,1,1,1,1,1,0,0,0
4542,4589,4,3,4,1,4,3,4,0,10,2
4543,4590,3,2,2,1,2,2,2,-1,3,-0.2
4544,4591,3,2,2,2,2,3,3,0,2,0.4
4545,4592,2,1,4,4,3,1,2,0,8,1.6
4546,4593,2,1,2,1,2,2,3,1,5,1.8
4547,4594,2,2,2,2,3,3,4,2,2,2
4548,4595,1,2,2,1,2,3,2,1,5,1.8
4549,4596,4,4,4,4,4,4,4,0,0,0
4550,4597,4,4,3,1,3,1,1,-3,7,-1
4551,4598,3,3,3,3,3,4,4,1,1,1
4552,4599,4,4,4,4,4,4,4,0,0,0
4553,4600,1,3,4,3,3,3,4,3,5,3.4
4554,4601,4,4,4,4,4,4,4,0,0,0
4555,4602,2,2,2,2,2,3,2,0,2,0.4
4556,4603,1,1,2,1,1,4,4,3,5,3.4
4557,4604,3,3,3,3,4,3,4,1,3,1.4
4558,4605,3,2,2,2,1,3,1,-2,6,-0.4
4559,4606,1,1,1,2,3,3,4,3,3,3
4560,4607,4,2,3,4,3,2,4,0,8,1.6
4561,4608,1,2,3,1,1,2,2,1,5,1.8
4562,4609,3,3,3,2,3,3,4,1,3,1.4
4563,4610,4,1,4,2,4,4,4,0,10,2
4564,4611,4,4,4,4,4,4,4,0,0,0
4565,4612,1,1,1,1,1,1,1,0,0,0
4566,4613,3,3,4,2,4,3,4,1,7,2.2
4567,4614,1,1,3,2,1,1,2,1,5,1.8
4568,4615,1,2,1,2,1,1,1,0,4,0.8
4569,4616,2,3,3,2,2,3,3,1,3,1.4
4570,4617,4,3,4,3,4,3,4,0,6,1.2
4571,4618,4,3,2,1,1,1,1,-3,3,-1.8
4572,4619,2,2,2,1,1,2,2,0,2,0.4
4573,4620,4,2,1,4,2,2,2,-2,8,0
4574,4621,4,4,4,4,4,4,4,0,0,0
4575,4622,2,2,3,2,3,2,2,0,4,0.8
4576,4623,1,1,2,3,3,2,3,2,4,2.4
4577,4624,1,1,1,1,2,1,2,1,3,1.4
4578,4625,1,1,1,1,1,1,2,1,1,1
4579,4626,4,3,3,2,4,2,2,-2,6,-0.4
4580,4627,4,4,4,3,4,4,4,0,2,0.4
4581,4628,3,4,3,3,4,3,4,1,5,1.8
4582,4629,1,1,1,2,4,4,4,3,3,3
4583,4630,1,1,1,1,1,1,1,0,0,0
4584,4631,3,3,4,2,3,1,2,-1,7,0.6
4585,4632,1,1,2,3,3,3,4,3,3,3
4586,4633,4,1,4,2,4,2,4,0,14,2.8
4587,4634,4,3,4,3,3,4,4,0,4,0.8
4588,4635,4,4,3,3,4,4,4,0,2,0.4
4589,4636,3,3,4,4,4,4,4,1,1,1
4590,4637,2,4,4,4,4,4,4,2,2,2
4591,4638,4,4,4,4,4,4,4,0,0,0
4592,4639,3,3,3,2,2,2,2,-1,1,-0.6
4593,4640,2,2,2,2,3,4,3,1,3,1.4
4594,4641,4,4,4,3,4,4,4,0,2,0.4
4595,4642,2,2,3,2,2,4,4,2,4,2.4
4596,4643,2,2,3,2,3,3,3,1,3,1.4
4597,4644,4,4,4,4,4,3,3,-1,1,-0.6
4598,4645,4,3,4,4,4,4,4,0,2,0.4
4599,4646,4,4,4,4,4,4,4,0,0,0
4600,4647,1,2,1,2,1,4,4,3,7,3.8
4601,4648,1,2,3,1,2,3,3,2,6,2.8
4602,4649,3,3,3,2,2,3,3,0,2,0.4
4603,4650,1,2,3,1,1,2,1,0,6,1.2
4604,4651,1,1,1,2,1,1,1,0,2,0.4
4605,4652,1,1,1,1,1,1,1,0,0,0
4606,4653,4,4,4,4,4,4,4,0,0,0
4607,4654,1,1,1,1,1,3,2,1,3,1.4
4608,4655,2,2,2,1,2,2,2,0,2,0.4
4609,4656,4,3,2,1,2,2,2,-2,4,-0.8
4610,4657,4,3,4,3,4,4,4,0,4,0.8
4611,4658,1,3,2,2,3,3,4,3,5,3.4
4612,4659,4,4,4,4,4,4,4,0,0,0
4613,4660,1,3,1,4,2,3,1,0,12,2.4
4614,4661,2,2,2,2,2,2,3,1,1,1
4615,4662,4,4,4,2,2,3,4,0,4,0.8
4616,4663,1,1,2,2,3,2,1,0,4,0.8
4617,4664,1,1,1,1,1,1,1,0,0,0
4618,4665,2,2,2,1,2,2,2,0,2,0.4
4619,4666,1,1,1,1,1,1,1,0,0,0
4620,4667,4,4,4,4,4,4,4,0,0,0
4621,4668,2,1,1,1,1,1,2,0,2,0.4
4622,4669,3,4,4,4,4,4,4,1,1,1
4623,4670,2,3,3,2,3,3,3,1,3,1.4
4624,4671,2,2,2,2,2,2,4,2,2,2
4625,4672,4,2,4,2,4,2,4,0,12,2.4
4626,4673,3,4,3,2,3,4,4,1,5,1.8
4627,4674,3,4,4,3,4,4,4,1,3,1.4
4628,4675,1,1,1,1,1,1,1,0,0,0
4629,4676,2,2,3,2,2,2,3,1,3,1.4
4630,4677,1,1,1,1,1,1,1,0,0,0
4631,4678,1,1,3,2,1,2,2,1,5,1.8
4632,4679,3,1,1,4,4,3,4,1,7,2.2
4633,4680,2,1,3,1,2,2,2,0,6,1.2
4634,4681,4,1,1,1,2,3,2,-2,6,-0.4
4635,4682,1,2,2,2,1,2,2,1,3,1.4
4636,4683,1,2,2,2,2,2,3,2,2,2
4637,4684,1,1,2,1,1,2,2,1,3,1.4
4638,4685,2,2,4,2,2,3,3,1,5,1.8
4639,4686,3,4,3,1,2,2,2,-1,5,0.2
4640,4687,4,3,3,3,4,3,4,0,4,0.8
4641,4688,3,3,3,3,3,3,4,1,1,1
4642,4689,1,2,2,1,2,1,1,0,4,0.8
4643,4690,3,3,3,2,3,3,3,0,2,0.4
4644,4691,2,2,2,2,3,2,3,1,3,1.4
4645,4692,4,4,4,4,3,2,3,-1,3,-0.2
4646,4693,4,4,3,2,3,3,2,-2,4,-0.8
4647,4694,3,4,4,4,4,4,4,1,1,1
4648,4695,2,2,4,4,4,4,4,2,2,2
4649,4696,1,1,1,1,1,1,1,0,0,0
4650,4697,1,2,4,4,4,4,4,3,3,3
4651,4698,3,4,4,4,4,4,3,0,2,0.4
4652,4699,1,1,1,1,1,1,1,0,0,0
4653,4700,1,3,3,2,2,2,1,0,4,0.8
4654,4701,4,3,4,3,3,3,4,0,4,0.8
4655,4702,3,3,4,3,3,4,4,1,3,1.4
4656,4703,2,2,2,2,3,3,2,0,2,0.4
4657,4704,3,4,4,3,4,4,4,1,3,1.4
4658,4705,2,2,3,1,3,2,2,0,6,1.2
4659,4706,3,3,3,2,3,3,4,1,3,1.4
4660,4707,3,3,3,2,4,2,3,0,6,1.2
4661,4708,2,2,3,2,2,2,2,0,2,0.4
4662,4709,1,1,1,1,1,1,1,0,0,0
4663,4710,1,3,1,1,1,2,1,0,6,1.2
4664,4711,1,1,1,1,1,1,3,2,2,2
4665,4712,3,2,4,2,2,1,3,0,8,1.6
4666,4713,2,2,2,1,2,1,1,-1,3,-0.2
4667,4714,3,3,3,1,4,3,2,-1,7,0.6
4668,4715,3,3,4,4,4,4,4,1,1,1
4669,4716,3,4,4,4,4,4,4,1,1,1
4670,4717,4,4,4,4,4,4,4,0,0,0
4671,4718,1,2,1,2,1,1,3,2,6,2.8
4672,4719,1,1,1,1,1,2,2,1,1,1
4673,4720,4,4,4,2,4,3,4,0,6,1.2
4674,4721,2,4,4,3,3,3,4,2,4,2.4
4675,4722,2,3,4,3,4,3,3,1,5,1.8
4676,4723,2,2,2,1,1,1,2,0,2,0.4
4677,4724,3,3,2,1,2,2,2,-1,3,-0.2
4678,4725,1,2,2,2,4,3,4,3,5,3.4
4679,4726,1,1,1,1,1,1,1,0,0,0
4680,4727,3,1,4,1,4,3,4,1,13,3.4
4681,4728,3,3,3,1,2,2,3,0,4,0.8
4682,4729,3,4,4,3,3,3,3,0,2,0.4
4683,4730,1,1,1,1,1,2,1,0,2,0.4
4684,4731,1,1,2,2,4,4,4,3,3,3
4685,4732,3,3,3,3,4,4,4,1,1,1
4686,4733,1,1,2,1,1,1,2,1,3,1.4
4687,4734,4,3,4,2,4,3,4,0,8,1.6
4688,4735,3,1,4,2,4,4,4,1,9,2.6
4689,4736,1,1,1,1,1,1,1,0,0,0
4690,4737,2,1,3,2,3,2,3,1,7,2.2
4691,4738,4,4,4,4,4,4,4,0,0,0
4692,4739,2,2,3,3,1,1,1,-1,3,-0.2
4693,4740,1,1,2,2,3,2,3,2,4,2.4
4694,4741,1,1,2,1,1,1,1,0,2,0.4
4695,4742,2,3,3,3,3,3,3,1,1,1
