,°í°´¹øÈ£,½ÄÇ°_ÃÑ±¸¸Å¾×1,½ÄÇ°_ÃÑ±¸¸Å¾×2,½ÄÇ°_ÃÑ±¸¸Å¾×3,½ÄÇ°_ÃÑ±¸¸Å¾×4,½ÄÇ°_ÃÑ±¸¸Å¾×5,½ÄÇ°_ÃÑ±¸¸Å¾×6,½ÄÇ°_ÃÑ±¸¸Å¾×7,½ÄÇ°_ÃÑ±¸¸Å¾×8,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö1,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö2,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö3,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö4,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö5,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö6,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö7,½ÄÇ°_ÃÑ±¸¸ÅÈ½¼ö8
4352,4394,378355.0,306702.0,491500.0,306044.0,388759.0,431196.0,650479.0,405093.0,81.0,67.0,90.0,76.0,64.0,87.0,85.0,77.0
4353,4396,685587.0,388362.0,537723.0,334541.0,426817.0,435560.0,477682.0,492153.0,142.0,72.0,102.0,78.0,76.0,69.0,90.0,99.0
4354,4397,535814.0,603186.0,590448.0,543088.0,650034.0,470911.0,90478.0,102540.0,70.0,55.0,70.0,80.0,89.0,64.0,26.0,33.0
4355,4398,941794.0,562892.0,681252.0,516571.0,1066976.0,802487.0,870774.0,632213.0,130.0,97.0,115.0,100.0,149.0,140.0,105.0,80.0
4356,4399,133654.0,160200.0,95096.0,67843.0,74255.0,26594.0,94771.0,27877.0,10.0,13.0,19.0,9.0,9.0,4.0,10.0,3.0
4357,4400,991960.0,1298926.0,1638421.0,1063338.0,1124519.0,713556.0,790671.0,539743.0,331.0,413.0,459.0,410.0,399.0,213.0,233.0,207.0
4358,4401,801647.0,779027.0,1177918.0,671230.0,875410.0,1026608.0,1132807.0,557228.0,242.0,207.0,245.0,186.0,236.0,219.0,215.0,149.0
4359,4402,1891313.0,1038972.0,1126521.0,1014254.0,999730.0,1125044.0,1462841.0,681109.0,166.0,169.0,168.0,157.0,127.0,144.0,156.0,109.0
4360,4403,573456.0,470531.0,421607.0,287016.0,335051.0,430832.0,598815.0,299881.0,94.0,75.0,62.0,29.0,42.0,45.0,60.0,41.0
4361,4404,732026.0,490101.0,488554.0,305275.0,498947.0,425390.0,709941.0,302652.0,105.0,72.0,64.0,53.0,83.0,66.0,120.0,53.0
4362,4405,2185525.0,1873707.0,1787347.0,1006495.0,1327579.0,1490364.0,1149615.0,1289894.0,209.0,310.0,298.0,226.0,273.0,364.0,266.0,322.0
4363,4406,136982.0,127442.0,255973.0,304912.0,435289.0,390344.0,481800.0,277524.0,18.0,19.0,36.0,32.0,35.0,47.0,44.0,39.0
4364,4407,479517.0,1864473.0,1769205.0,1356360.0,1400960.0,1732794.0,1958678.0,1608988.0,98.0,329.0,286.0,323.0,268.0,327.0,366.0,439.0
4365,4408,133733.0,677169.0,300891.0,414311.0,313356.0,601483.0,347081.0,290430.0,15.0,71.0,43.0,49.0,44.0,67.0,42.0,35.0
4366,4409,476411.0,572276.0,853195.0,658503.0,331631.0,840136.0,413169.0,376724.0,51.0,46.0,54.0,62.0,37.0,86.0,55.0,49.0
4367,4410,382807.0,243379.0,448484.0,358836.0,595354.0,519141.0,454639.0,348557.0,56.0,28.0,51.0,54.0,66.0,68.0,46.0,45.0
4368,4411,35233.0,1180586.0,1252700.0,1530579.0,1329476.0,1725433.0,1640323.0,704544.0,4.0,152.0,215.0,247.0,213.0,257.0,241.0,154.0
4369,4412,253587.0,178445.0,368566.0,186705.0,102673.0,280026.0,325200.0,276276.0,30.0,25.0,36.0,20.0,14.0,28.0,33.0,32.0
4370,4413,483644.0,433835.0,760201.0,529067.0,391184.0,609622.0,604636.0,289911.0,86.0,77.0,127.0,126.0,78.0,101.0,101.0,73.0
4371,4414,964733.0,447689.0,1087958.0,1345014.0,1210147.0,1250376.0,1734399.0,1137196.0,101.0,49.0,131.0,228.0,168.0,156.0,234.0,185.0
4372,4415,2234544.0,909012.0,2539881.0,1174639.0,1315479.0,1922864.0,3438029.0,1650669.0,165.0,145.0,143.0,182.0,153.0,237.0,197.0,204.0
4373,4416,1208414.0,1848632.0,1904029.0,1036672.0,1160580.0,1568039.0,1817832.0,1226807.0,217.0,277.0,266.0,222.0,192.0,267.0,333.0,297.0
4374,4417,421245.0,701212.0,842800.0,710604.0,800023.0,708429.0,1580671.0,438073.0,36.0,43.0,67.0,71.0,65.0,77.0,83.0,56.0
4375,4418,596928.0,851063.0,821869.0,671418.0,877590.0,968489.0,672561.0,506776.0,193.0,195.0,175.0,210.0,203.0,229.0,164.0,83.0
4376,4420,724018.0,669471.0,892151.0,995868.0,988882.0,1123760.0,1537547.0,500247.0,127.0,148.0,204.0,255.0,171.0,176.0,272.0,156.0
4377,4421,694726.0,447917.0,695759.0,704001.0,582648.0,889984.0,1188863.0,913503.0,226.0,158.0,161.0,229.0,224.0,288.0,331.0,303.0
4378,4422,620225.0,458161.0,534517.0,439381.0,388494.0,398150.0,945256.0,655496.0,49.0,29.0,47.0,37.0,25.0,23.0,42.0,57.0
4379,4423,944686.0,906857.0,1345493.0,822363.0,1045476.0,1101747.0,1065031.0,547894.0,233.0,223.0,262.0,236.0,253.0,315.0,277.0,234.0
4380,4424,902642.0,913348.0,1289613.0,608775.0,1517143.0,1475494.0,2919359.0,2101786.0,184.0,194.0,199.0,125.0,199.0,240.0,245.0,230.0
4381,4426,1948666.0,1971056.0,2266938.0,2146599.0,2055869.0,2068841.0,1763639.0,1029096.0,294.0,288.0,274.0,332.0,333.0,276.0,232.0,186.0
4382,4427,416557.0,904075.0,427351.0,307757.0,396674.0,422780.0,338420.0,145450.0,17.0,27.0,16.0,22.0,21.0,36.0,10.0,10.0
4383,4428,324094.0,506803.0,730003.0,994526.0,1120723.0,2132985.0,1710131.0,1010351.0,38.0,43.0,71.0,67.0,62.0,127.0,108.0,76.0
4384,4429,638047.0,1021687.0,1104041.0,940403.0,1173661.0,1266853.0,1494562.0,686689.0,186.0,267.0,277.0,311.0,285.0,307.0,350.0,250.0
4385,4430,794121.0,356864.0,563967.0,476951.0,707110.0,1084294.0,1937607.0,540482.0,35.0,15.0,29.0,31.0,40.0,52.0,139.0,40.0
4386,4431,948703.0,1587802.0,1520046.0,1279170.0,1543102.0,2011197.0,2149506.0,644088.0,108.0,198.0,170.0,199.0,228.0,244.0,196.0,114.0
4387,4432,393507.0,903868.0,964030.0,493664.0,272124.0,486223.0,471309.0,374583.0,58.0,88.0,102.0,40.0,25.0,39.0,33.0,30.0
4388,4433,223195.0,274397.0,169399.0,241963.0,250981.0,268494.0,556463.0,340962.0,26.0,23.0,17.0,17.0,24.0,20.0,28.0,33.0
4389,4434,421313.0,377179.0,478822.0,193093.0,235335.0,382983.0,248054.0,211616.0,91.0,92.0,116.0,64.0,72.0,102.0,69.0,93.0
4390,4435,278577.0,444764.0,448855.0,256737.0,366013.0,265674.0,500890.0,138284.0,69.0,66.0,80.0,72.0,91.0,69.0,88.0,46.0
4391,4436,1484290.0,1579188.0,1740688.0,1548732.0,1741041.0,2035970.0,1944812.0,1270338.0,178.0,192.0,191.0,193.0,194.0,217.0,239.0,179.0
4392,4437,1358853.0,1783063.0,1223432.0,1193293.0,1371636.0,1218080.0,2050287.0,1394243.0,162.0,242.0,162.0,165.0,152.0,162.0,244.0,273.0
4393,4438,673364.0,1128493.0,1271204.0,770104.0,788304.0,1210899.0,620138.0,560100.0,76.0,110.0,89.0,86.0,84.0,54.0,51.0,64.0
4394,4439,442624.0,507179.0,836169.0,542512.0,734005.0,797240.0,701634.0,372904.0,70.0,65.0,94.0,79.0,71.0,88.0,89.0,65.0
4395,4440,996772.0,1062680.0,1207559.0,860848.0,853046.0,798039.0,1094958.0,757348.0,310.0,343.0,299.0,238.0,282.0,249.0,320.0,271.0
4396,4441,486546.0,659570.0,758715.0,624491.0,492972.0,87383.0,44824.0,0.0,92.0,169.0,131.0,118.0,79.0,20.0,1.0,0.0
4397,4442,1286995.0,1399627.0,2141577.0,1412448.0,1803093.0,1906858.0,2488869.0,1291781.0,144.0,190.0,189.0,202.0,162.0,221.0,262.0,214.0
4398,4443,379867.0,397891.0,555602.0,385970.0,758630.0,841821.0,1184557.0,610949.0,75.0,72.0,93.0,91.0,125.0,143.0,195.0,118.0
4399,4444,370774.0,514232.0,1177926.0,860465.0,942857.0,1102419.0,1501645.0,678944.0,63.0,96.0,182.0,137.0,154.0,172.0,207.0,139.0
4400,4445,682070.0,285296.0,299028.0,1034807.0,836244.0,899619.0,1171607.0,708096.0,96.0,36.0,41.0,171.0,130.0,153.0,180.0,130.0
4401,4446,521869.0,906087.0,803228.0,326722.0,566836.0,1287629.0,1280542.0,577121.0,58.0,79.0,67.0,37.0,82.0,122.0,117.0,71.0
4402,4447,819697.0,696272.0,937085.0,662501.0,641121.0,920440.0,813877.0,645786.0,182.0,157.0,190.0,192.0,166.0,204.0,185.0,212.0
4403,4448,1497376.0,1482742.0,734644.0,1047212.0,2174683.0,2230246.0,2316209.0,1788148.0,372.0,327.0,132.0,243.0,429.0,438.0,388.0,442.0
4404,4449,170551.0,464261.0,440856.0,305441.0,247290.0,442059.0,561275.0,438325.0,21.0,64.0,51.0,42.0,26.0,44.0,55.0,44.0
4405,4450,1156027.0,1344265.0,1705004.0,1030722.0,1437755.0,994387.0,1590363.0,1348926.0,105.0,129.0,165.0,99.0,164.0,110.0,135.0,164.0
4406,4451,908408.0,844230.0,769598.0,389408.0,578900.0,750260.0,861729.0,524757.0,136.0,124.0,98.0,63.0,87.0,112.0,126.0,92.0
4407,4452,324285.0,470764.0,137549.0,203322.0,279011.0,247322.0,272447.0,100738.0,62.0,84.0,24.0,46.0,39.0,40.0,34.0,17.0
4408,4453,1510704.0,845785.0,1472704.0,212893.0,946316.0,550206.0,1257793.0,353363.0,130.0,105.0,150.0,37.0,53.0,38.0,100.0,56.0
4409,4454,425819.0,419135.0,604659.0,352037.0,357480.0,563104.0,602276.0,537756.0,98.0,85.0,103.0,90.0,72.0,106.0,90.0,90.0
4410,4455,418834.0,471838.0,511049.0,354187.0,747178.0,926818.0,2043042.0,561105.0,85.0,88.0,80.0,66.0,61.0,114.0,83.0,73.0
4411,4456,494051.0,333235.0,263007.0,259538.0,296095.0,356605.0,428618.0,204891.0,74.0,30.0,34.0,31.0,35.0,29.0,35.0,26.0
4412,4457,1014628.0,949229.0,660473.0,599179.0,790965.0,712861.0,1028821.0,737823.0,183.0,180.0,136.0,170.0,175.0,150.0,194.0,183.0
4413,4458,1535534.0,868426.0,2450464.0,1084253.0,1604061.0,1415262.0,2383876.0,1715529.0,99.0,115.0,160.0,109.0,122.0,133.0,184.0,186.0
4414,4459,984517.0,1019795.0,742069.0,856769.0,1188790.0,873103.0,1112598.0,719682.0,146.0,122.0,96.0,109.0,166.0,131.0,131.0,101.0
4415,4460,1961046.0,1181477.0,1528934.0,369568.0,396642.0,1152968.0,1199269.0,1095731.0,329.0,165.0,226.0,75.0,73.0,164.0,185.0,222.0
4416,4461,1199043.0,1639833.0,2907021.0,639038.0,536187.0,805159.0,239771.0,50450.0,109.0,104.0,102.0,62.0,78.0,106.0,39.0,14.0
4417,4462,1060381.0,1190790.0,1283479.0,885403.0,896144.0,1129414.0,1010419.0,440300.0,195.0,212.0,196.0,175.0,189.0,180.0,164.0,116.0
4418,4463,383126.0,251972.0,207649.0,306344.0,195688.0,477245.0,341686.0,215513.0,56.0,25.0,32.0,40.0,20.0,57.0,31.0,31.0
4419,4464,655278.0,463469.0,554155.0,524117.0,715520.0,290622.0,314406.0,291296.0,123.0,82.0,85.0,106.0,134.0,54.0,67.0,66.0
4420,4465,368589.0,167904.0,103828.0,273156.0,305726.0,455914.0,377568.0,239863.0,25.0,12.0,6.0,43.0,39.0,40.0,31.0,34.0
4421,4466,976994.0,456204.0,779603.0,625010.0,685620.0,661371.0,1271215.0,389248.0,72.0,45.0,58.0,78.0,49.0,66.0,95.0,71.0
4422,4467,687493.0,940881.0,1273290.0,309420.0,503674.0,719744.0,880104.0,683465.0,166.0,217.0,198.0,73.0,125.0,157.0,164.0,168.0
4423,4468,1149486.0,1414386.0,1772631.0,1293851.0,1343594.0,1704138.0,1925719.0,382972.0,244.0,280.0,315.0,251.0,241.0,284.0,278.0,100.0
4424,4469,985229.0,319862.0,1237877.0,785314.0,779792.0,1363216.0,1880261.0,1165144.0,177.0,52.0,126.0,80.0,83.0,232.0,331.0,238.0
4425,4470,1017704.0,558545.0,998263.0,597660.0,678351.0,1292273.0,1323238.0,281201.0,49.0,39.0,44.0,31.0,70.0,52.0,35.0,16.0
4426,4472,322160.0,926881.0,706733.0,693890.0,977698.0,852085.0,598804.0,756892.0,50.0,112.0,85.0,91.0,109.0,92.0,56.0,103.0
4427,4473,153223.0,482014.0,460398.0,278282.0,193402.0,145624.0,215841.0,153315.0,28.0,50.0,22.0,24.0,15.0,10.0,10.0,17.0
4428,4474,1225230.0,1382309.0,1581630.0,1890708.0,1596389.0,478928.0,759050.0,394632.0,242.0,221.0,247.0,345.0,239.0,59.0,97.0,66.0
4429,4475,1099735.0,350876.0,988238.0,359110.0,815972.0,732470.0,782686.0,355390.0,78.0,29.0,57.0,40.0,44.0,53.0,66.0,37.0
4430,4476,257340.0,965552.0,826173.0,659813.0,1596419.0,763567.0,530620.0,748649.0,25.0,54.0,52.0,42.0,83.0,51.0,33.0,54.0
4431,4477,120915.0,37537.0,0.0,85075.0,864622.0,1174489.0,922875.0,475096.0,17.0,10.0,0.0,20.0,159.0,200.0,165.0,117.0
4432,4478,346053.0,545839.0,665818.0,343581.0,480273.0,779444.0,854956.0,134352.0,91.0,113.0,132.0,105.0,107.0,189.0,192.0,48.0
4433,4479,451057.0,289785.0,574774.0,439522.0,354032.0,546897.0,273366.0,170442.0,37.0,30.0,51.0,45.0,37.0,58.0,26.0,26.0
4434,4480,742759.0,942680.0,1020293.0,806642.0,756442.0,779093.0,950297.0,321986.0,187.0,275.0,239.0,233.0,181.0,154.0,150.0,82.0
4435,4481,663372.0,722727.0,946169.0,738037.0,915560.0,999154.0,2352834.0,491704.0,29.0,27.0,47.0,54.0,40.0,65.0,121.0,47.0
4436,4482,352585.0,307838.0,357812.0,529804.0,854264.0,1010907.0,914941.0,589570.0,82.0,59.0,49.0,152.0,140.0,207.0,179.0,163.0
4437,4483,867522.0,925235.0,895973.0,358914.0,636327.0,1237380.0,897763.0,774274.0,76.0,57.0,65.0,47.0,75.0,100.0,60.0,86.0
4438,4484,668827.0,487553.0,580030.0,759594.0,836101.0,1082224.0,725767.0,477269.0,132.0,87.0,95.0,160.0,124.0,163.0,100.0,91.0
4439,4485,1079346.0,1051561.0,1193974.0,814385.0,920648.0,938701.0,610495.0,622660.0,104.0,96.0,103.0,109.0,90.0,81.0,67.0,79.0
4440,4486,511761.0,874440.0,974910.0,900260.0,1022613.0,1018509.0,1336206.0,1212688.0,58.0,90.0,82.0,117.0,121.0,97.0,116.0,126.0
4441,4487,1127836.0,1534301.0,799352.0,778791.0,426675.0,855696.0,977953.0,911862.0,118.0,168.0,91.0,112.0,50.0,115.0,139.0,215.0
4442,4488,377285.0,214450.0,389510.0,210790.0,160221.0,650670.0,613013.0,559544.0,43.0,37.0,46.0,44.0,17.0,57.0,55.0,59.0
4443,4489,993700.0,1569945.0,1453167.0,973977.0,1217266.0,1532330.0,1282085.0,1117775.0,178.0,232.0,175.0,156.0,150.0,208.0,175.0,178.0
4444,4490,864252.0,443752.0,603623.0,954519.0,370308.0,804730.0,439123.0,178095.0,84.0,48.0,44.0,47.0,39.0,91.0,44.0,24.0
4445,4491,447591.0,963461.0,1119354.0,1119395.0,460937.0,170357.0,375564.0,190550.0,80.0,199.0,220.0,251.0,94.0,44.0,83.0,55.0
4446,4492,245333.0,264193.0,665096.0,419962.0,305141.0,197483.0,367220.0,307969.0,52.0,37.0,111.0,77.0,36.0,16.0,41.0,51.0
4447,4493,658312.0,702125.0,1116753.0,374777.0,610448.0,669055.0,358746.0,174904.0,202.0,191.0,254.0,129.0,169.0,202.0,118.0,65.0
4448,4494,1250282.0,767067.0,2372334.0,784042.0,1463735.0,457824.0,122240.0,735787.0,83.0,59.0,60.0,43.0,62.0,29.0,16.0,51.0
4449,4495,1550346.0,1410611.0,1286855.0,479360.0,607430.0,746591.0,1023200.0,462870.0,209.0,173.0,142.0,79.0,83.0,93.0,117.0,69.0
4450,4496,481871.0,343731.0,2067624.0,735412.0,1336506.0,1017186.0,673055.0,744496.0,28.0,18.0,123.0,80.0,143.0,81.0,52.0,69.0
4451,4497,1317397.0,1338989.0,1735941.0,1251563.0,1752365.0,1451171.0,1359969.0,921010.0,313.0,299.0,340.0,358.0,407.0,319.0,277.0,199.0
4452,4498,1118909.0,1271766.0,1239714.0,910737.0,1077227.0,1155383.0,966169.0,707139.0,261.0,280.0,266.0,247.0,259.0,259.0,215.0,194.0
4453,4499,582218.0,579023.0,1285475.0,754469.0,1089217.0,450506.0,1229027.0,737107.0,52.0,62.0,97.0,94.0,92.0,55.0,95.0,105.0
4454,4500,331612.0,307508.0,618573.0,367223.0,569348.0,699745.0,721623.0,561705.0,74.0,73.0,115.0,124.0,157.0,187.0,162.0,172.0
4455,4501,1176203.0,1164436.0,865093.0,397649.0,910592.0,400562.0,684849.0,491740.0,101.0,113.0,60.0,46.0,65.0,32.0,59.0,57.0
4456,4502,431516.0,1107115.0,1194797.0,989323.0,792047.0,1561159.0,1339206.0,847246.0,74.0,182.0,178.0,168.0,121.0,229.0,196.0,161.0
4457,4503,1657660.0,1248294.0,1392488.0,1221693.0,1485014.0,1433671.0,1576888.0,793371.0,187.0,132.0,122.0,146.0,134.0,174.0,149.0,117.0
4458,4504,301662.0,433720.0,361356.0,250078.0,722322.0,677523.0,537708.0,596273.0,23.0,33.0,28.0,32.0,41.0,49.0,42.0,57.0
4459,4505,193700.0,393182.0,861568.0,496177.0,686069.0,777716.0,1043536.0,293497.0,32.0,56.0,83.0,112.0,107.0,118.0,109.0,87.0
4460,4506,741910.0,690523.0,771978.0,588172.0,512883.0,867483.0,766522.0,747629.0,202.0,193.0,143.0,149.0,133.0,221.0,174.0,200.0
4461,4507,360416.0,524443.0,700796.0,461986.0,516963.0,326602.0,354156.0,328588.0,93.0,104.0,145.0,141.0,136.0,84.0,74.0,110.0
4462,4508,59646.0,290418.0,743803.0,586550.0,850666.0,903153.0,196099.0,8428.0,21.0,90.0,210.0,194.0,231.0,216.0,23.0,1.0
4463,4509,166073.0,257118.0,240594.0,165431.0,308656.0,505736.0,440509.0,110651.0,48.0,72.0,56.0,58.0,71.0,110.0,110.0,38.0
4464,4510,1268736.0,1427676.0,1975391.0,1708776.0,1872627.0,2499829.0,2760401.0,1593755.0,269.0,330.0,309.0,405.0,383.0,549.0,412.0,460.0
4465,4511,249084.0,1194777.0,1073866.0,776688.0,841815.0,711055.0,796129.0,626543.0,28.0,117.0,101.0,91.0,75.0,62.0,49.0,71.0
4466,4512,605306.0,616289.0,841506.0,500469.0,879012.0,755429.0,447327.0,416070.0,64.0,68.0,75.0,94.0,131.0,161.0,72.0,111.0
4467,4513,1047599.0,371882.0,837996.0,486500.0,1315289.0,643583.0,874360.0,61365.0,46.0,26.0,68.0,34.0,62.0,47.0,36.0,6.0
4468,4514,842920.0,929831.0,1239697.0,1247287.0,1337216.0,1533668.0,1297332.0,839982.0,185.0,162.0,187.0,240.0,218.0,237.0,210.0,182.0
4469,4515,1276329.0,1394984.0,1595103.0,1035820.0,1099809.0,1548497.0,1825977.0,1120823.0,290.0,335.0,320.0,296.0,288.0,332.0,367.0,354.0
4470,4516,383899.0,555403.0,616284.0,513213.0,575151.0,541530.0,576588.0,310670.0,114.0,113.0,145.0,164.0,153.0,147.0,143.0,113.0
4471,4517,455477.0,372214.0,751769.0,206170.0,315654.0,366678.0,526382.0,222584.0,48.0,44.0,101.0,32.0,53.0,45.0,61.0,36.0
4472,4518,540217.0,744008.0,649332.0,425760.0,241064.0,277906.0,245008.0,177697.0,85.0,120.0,79.0,71.0,29.0,26.0,35.0,26.0
4473,4519,261317.0,220821.0,254817.0,382668.0,333740.0,712694.0,1435410.0,765986.0,16.0,15.0,19.0,20.0,24.0,42.0,61.0,62.0
4474,4520,279022.0,307509.0,272760.0,115616.0,59732.0,202542.0,114583.0,229834.0,40.0,36.0,30.0,18.0,8.0,13.0,10.0,34.0
4475,4521,1567732.0,918017.0,2046449.0,1067452.0,1315125.0,944170.0,2449321.0,1077805.0,152.0,128.0,233.0,167.0,188.0,118.0,204.0,186.0
4476,4522,944894.0,997195.0,1128111.0,860033.0,1144846.0,1082925.0,1157076.0,393393.0,182.0,215.0,219.0,216.0,225.0,216.0,219.0,98.0
4477,4523,335157.0,212497.0,710761.0,227040.0,395229.0,51429.0,276602.0,135559.0,39.0,21.0,37.0,31.0,46.0,6.0,14.0,22.0
4478,4524,619639.0,924092.0,594290.0,1274141.0,848316.0,781185.0,1042905.0,646018.0,110.0,138.0,86.0,141.0,139.0,105.0,121.0,107.0
4479,4525,237018.0,148174.0,484542.0,468880.0,362814.0,640417.0,532891.0,588560.0,27.0,27.0,45.0,56.0,27.0,45.0,58.0,57.0
4480,4526,1039994.0,1207951.0,978000.0,745684.0,1114519.0,1441084.0,1304089.0,965313.0,245.0,297.0,222.0,201.0,260.0,324.0,299.0,257.0
4481,4527,172812.0,241227.0,115410.0,228349.0,174561.0,405978.0,520265.0,387822.0,14.0,30.0,14.0,31.0,20.0,38.0,25.0,47.0
4482,4528,752905.0,692280.0,704980.0,345152.0,573993.0,668141.0,744749.0,690399.0,137.0,128.0,136.0,91.0,119.0,145.0,148.0,178.0
4483,4529,623420.0,503516.0,548318.0,468162.0,490349.0,662140.0,793573.0,618254.0,149.0,123.0,114.0,120.0,127.0,122.0,156.0,172.0
4484,4530,948889.0,651467.0,827318.0,732935.0,1014944.0,714582.0,991719.0,592250.0,194.0,138.0,145.0,161.0,213.0,146.0,199.0,147.0
4485,4531,689770.0,851006.0,803741.0,692602.0,621715.0,475176.0,527051.0,335085.0,100.0,124.0,132.0,125.0,116.0,91.0,105.0,86.0
4486,4532,122161.0,118398.0,204348.0,330735.0,521911.0,300309.0,372984.0,160169.0,13.0,11.0,16.0,34.0,38.0,28.0,24.0,18.0
4487,4533,1495011.0,1572304.0,1819409.0,1083339.0,1321437.0,1372979.0,1333213.0,113684.0,301.0,271.0,313.0,312.0,327.0,271.0,320.0,21.0
4488,4535,9841.0,608974.0,761793.0,1068879.0,1027062.0,1208060.0,977753.0,1065425.0,1.0,65.0,85.0,185.0,153.0,151.0,89.0,148.0
4489,4536,387736.0,726203.0,468859.0,420219.0,1063059.0,424689.0,978231.0,700839.0,33.0,25.0,29.0,26.0,79.0,39.0,69.0,72.0
4490,4537,1088070.0,45684.0,1692252.0,471690.0,1740080.0,444953.0,1896389.0,969912.0,6.0,3.0,27.0,51.0,66.0,66.0,48.0,37.0
4491,4538,951276.0,1021621.0,1335932.0,1030977.0,888327.0,1016653.0,1398166.0,895701.0,149.0,129.0,124.0,168.0,139.0,99.0,162.0,110.0
4492,4539,733169.0,850235.0,616477.0,680719.0,1341536.0,598363.0,946541.0,446533.0,49.0,54.0,42.0,47.0,45.0,28.0,44.0,35.0
4493,4540,1444427.0,1781255.0,1965566.0,1298755.0,1276032.0,1210627.0,697824.0,623714.0,236.0,267.0,247.0,232.0,204.0,197.0,144.0,137.0
4494,4541,532606.0,152284.0,0.0,546367.0,992875.0,1848940.0,2317783.0,1333340.0,106.0,25.0,0.0,93.0,155.0,301.0,270.0,244.0
4495,4542,1028875.0,1605203.0,1228854.0,678128.0,874513.0,1148860.0,1376795.0,1647680.0,94.0,116.0,124.0,74.0,81.0,98.0,109.0,64.0
4496,4543,826066.0,952429.0,661292.0,597762.0,877079.0,752309.0,697490.0,661124.0,177.0,168.0,116.0,133.0,179.0,153.0,137.0,128.0
4497,4544,1528758.0,1779467.0,1797168.0,808965.0,1021643.0,1571738.0,1414743.0,811449.0,295.0,332.0,314.0,210.0,192.0,282.0,257.0,225.0
4498,4545,24443.0,116854.0,175517.0,256100.0,1050023.0,667389.0,352733.0,349217.0,6.0,12.0,16.0,33.0,68.0,51.0,28.0,36.0
4499,4546,752203.0,651004.0,1081027.0,633030.0,603228.0,654847.0,571288.0,314824.0,134.0,125.0,148.0,122.0,74.0,100.0,72.0,69.0
4500,4547,868505.0,1010934.0,2807953.0,721903.0,1640382.0,1098439.0,2859410.0,813297.0,113.0,129.0,141.0,109.0,117.0,136.0,142.0,147.0
4501,4548,526134.0,1080893.0,753874.0,257872.0,799817.0,289800.0,329612.0,463926.0,37.0,77.0,54.0,22.0,52.0,16.0,29.0,56.0
4502,4549,254572.0,538633.0,966985.0,803764.0,739888.0,622570.0,864466.0,595308.0,44.0,80.0,168.0,169.0,144.0,130.0,183.0,140.0
4503,4550,1205327.0,1136559.0,1173766.0,1188677.0,1639266.0,1450201.0,1105640.0,598649.0,79.0,60.0,94.0,95.0,124.0,93.0,80.0,54.0
4504,4551,1677063.0,1949585.0,2068501.0,1711734.0,2497156.0,3140795.0,3351998.0,2208883.0,329.0,345.0,302.0,280.0,365.0,489.0,522.0,503.0
4505,4552,1330150.0,199117.0,3756554.0,211268.0,3405967.0,311222.0,3782144.0,244559.0,42.0,20.0,88.0,38.0,106.0,35.0,71.0,17.0
4506,4553,1558399.0,599096.0,718098.0,1072105.0,1056735.0,598923.0,426464.0,372284.0,139.0,65.0,57.0,92.0,96.0,60.0,46.0,50.0
4507,4554,556259.0,793855.0,1027021.0,601344.0,732008.0,916354.0,655855.0,423542.0,153.0,178.0,210.0,189.0,150.0,163.0,156.0,138.0
4508,4555,593670.0,464595.0,516022.0,558610.0,484721.0,537361.0,1112967.0,529600.0,127.0,108.0,102.0,151.0,89.0,112.0,132.0,122.0
4509,4556,877856.0,486816.0,495617.0,562959.0,865122.0,599096.0,838290.0,488669.0,221.0,210.0,186.0,177.0,176.0,180.0,226.0,162.0
4510,4557,817477.0,633129.0,714401.0,725703.0,1142932.0,1282949.0,1432007.0,880720.0,115.0,88.0,80.0,108.0,110.0,139.0,136.0,125.0
4511,4558,178301.0,212910.0,430141.0,134251.0,240416.0,415266.0,245629.0,142818.0,35.0,37.0,68.0,25.0,64.0,73.0,40.0,45.0
4512,4559,620140.0,664220.0,886375.0,755149.0,1170290.0,1212345.0,1327764.0,729950.0,146.0,141.0,160.0,177.0,211.0,147.0,149.0,128.0
4513,4560,393360.0,434878.0,430388.0,463480.0,380878.0,546952.0,857983.0,425623.0,28.0,35.0,37.0,51.0,47.0,88.0,83.0,60.0
4514,4561,184015.0,403545.0,743968.0,596537.0,628891.0,941868.0,1084923.0,549799.0,24.0,27.0,79.0,65.0,68.0,86.0,89.0,65.0
4515,4562,938634.0,686944.0,800704.0,794455.0,1343164.0,1243221.0,1151126.0,997410.0,170.0,141.0,133.0,177.0,237.0,227.0,205.0,246.0
4516,4563,1368446.0,732203.0,2787030.0,1099744.0,1606706.0,1470063.0,1811432.0,875682.0,70.0,46.0,81.0,89.0,78.0,86.0,114.0,96.0
4517,4564,2182260.0,1748704.0,1655502.0,631508.0,790942.0,616989.0,498655.0,160660.0,99.0,109.0,96.0,48.0,53.0,59.0,61.0,39.0
4518,4565,1191071.0,981373.0,2104684.0,1283327.0,1906958.0,1498774.0,1767189.0,1131082.0,169.0,143.0,199.0,197.0,236.0,179.0,122.0,130.0
