,고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
12240,2805,7.0,3.0,3.0,3.0,3.0,4.0,7.0,3.0,98.0,144.0,134.0,173.0,143.0,148.0,90.0,137.0
6936,2806,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,160.0,253.0,293.0,251.0,206.0,225.0,248.0,228.0
7713,2807,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,309.0,402.0,385.0,467.0,457.0,447.0,511.0,506.0
5041,2808,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,62.0,144.0,142.0,107.0,136.0,135.0,93.0,99.0
1171,2809,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,174.0,178.0,150.0,122.0,96.0,71.0,83.0,118.0
7752,2810,5.0,1.0,4.0,1.0,7.0,3.0,3.0,1.0,82.0,108.0,110.0,151.0,76.0,51.0,83.0,156.0
6650,2811,4.0,5.0,7.0,4.0,4.0,3.0,3.0,3.0,123.0,87.0,103.0,121.0,100.0,145.0,141.0,115.0
4810,2812,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,98.0,121.0,103.0,94.0,93.0,94.0,94.0,133.0
8234,2813,5.0,7.0,6.0,7.0,6.0,4.0,5.0,7.0,238.0,226.0,214.0,245.0,255.0,207.0,252.0,265.0
14516,2814,8.0,8.0,5.0,7.0,8.0,8.0,8.0,9.0,185.0,287.0,309.0,237.0,206.0,218.0,196.0,205.0
10995,2815,6.0,7.0,7.0,9.0,8.0,8.0,7.0,7.0,170.0,118.0,156.0,114.0,153.0,139.0,159.0,140.0
10817,2816,6.0,6.0,6.0,5.0,4.0,7.0,8.0,8.0,116.0,189.0,191.0,188.0,180.0,210.0,171.0,137.0
6388,2817,4.0,4.0,7.0,5.0,8.0,8.0,7.0,7.0,182.0,246.0,156.0,222.0,219.0,237.0,274.0,233.0
1752,2818,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,149.0,110.0,190.0,97.0,113.0,101.0,99.0,71.0
162,2819,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,261.0,259.0,245.0,136.0,302.0,156.0,237.0,164.0
2350,2820,2.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,113.0,90.0,129.0,90.0,85.0,89.0,116.0,110.0
726,2821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,94.0,162.0,80.0,59.0,63.0,86.0,92.0,68.0
4183,2822,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,109.0,163.0,158.0,220.0,254.0,304.0,300.0,276.0
3745,2823,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,143.0,182.0,163.0,175.0,152.0,172.0,153.0,116.0
6028,2824,4.0,4.0,3.0,6.0,7.0,4.0,6.0,6.0,219.0,196.0,191.0,187.0,269.0,278.0,266.0,225.0
15227,2825,9.0,8.0,8.0,8.0,5.0,4.0,6.0,8.0,119.0,130.0,163.0,143.0,181.0,232.0,260.0,143.0
1427,2826,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,227.0,219.0,218.0,162.0,229.0,189.0,265.0,228.0
7785,2827,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,432.0,416.0,469.0,396.0,414.0,447.0,359.0,425.0
3042,2828,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,117.0,92.0,102.0,207.0,188.0,178.0,204.0,178.0
2069,2829,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,97.0,132.0,108.0,144.0,94.0,190.0,65.0,123.0
2519,2830,2.0,4.0,7.0,4.0,4.0,2.0,4.0,2.0,87.0,89.0,73.0,73.0,98.0,132.0,76.0,62.0
7378,2831,4.0,7.0,5.0,5.0,4.0,6.0,6.0,6.0,334.0,262.0,264.0,272.0,316.0,242.0,284.0,283.0
5685,2832,4.0,5.0,4.0,3.0,4.0,6.0,5.0,5.0,157.0,149.0,128.0,137.0,98.0,92.0,308.0,335.0
12997,2833,7.0,4.0,7.0,7.0,8.0,3.0,10.0,10.0,118.0,129.0,118.0,102.0,88.0,87.0,34.0,12.0
329,2834,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,103.0,163.0,112.0,186.0,117.0,158.0,171.0,138.0
15609,2835,9.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,64.0,278.0,296.0,288.0,332.0,319.0,337.0,330.0
5187,2836,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,177.0,197.0,174.0,87.0,113.0,129.0,132.0,127.0
9712,2837,6.0,6.0,5.0,4.0,6.0,6.0,5.0,5.0,217.0,260.0,214.0,257.0,210.0,156.0,187.0,134.0
7382,2838,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,79.0,79.0,95.0,96.0,128.0,126.0,72.0,59.0
17558,2839,10.0,7.0,10.0,8.0,9.0,6.0,5.0,8.0,64.0,136.0,135.0,163.0,141.0,246.0,295.0,204.0
8569,2840,5.0,5.0,6.0,7.0,5.0,8.0,6.0,7.0,197.0,169.0,184.0,149.0,215.0,144.0,192.0,155.0
15342,2841,9.0,9.0,9.0,9.0,8.0,7.0,9.0,7.0,249.0,297.0,299.0,326.0,321.0,381.0,302.0,332.0
11346,2842,7.0,9.0,9.0,10.0,10.0,8.0,6.0,3.0,292.0,185.0,202.0,187.0,196.0,250.0,353.0,192.0
12291,2843,7.0,2.0,5.0,4.0,4.0,3.0,3.0,2.0,131.0,235.0,194.0,176.0,222.0,296.0,250.0,242.0
9371,2844,5.0,8.0,6.0,7.0,8.0,8.0,7.0,7.0,217.0,190.0,197.0,231.0,192.0,169.0,202.0,185.0
3034,2845,2.0,2.0,3.0,5.0,2.0,2.0,5.0,3.0,100.0,84.0,67.0,55.0,94.0,63.0,52.0,75.0
2218,2846,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,70.0,95.0,100.0,140.0,79.0,78.0,80.0,120.0
5674,2847,4.0,5.0,2.0,5.0,2.0,5.0,3.0,4.0,116.0,163.0,225.0,212.0,211.0,141.0,249.0,263.0
8750,2848,5.0,6.0,5.0,5.0,8.0,6.0,9.0,10.0,98.0,96.0,73.0,81.0,57.0,83.0,58.0,31.0
1044,2849,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,98.0,84.0,87.0,87.0,61.0,104.0,137.0,86.0
10999,2850,6.0,7.0,7.0,8.0,8.0,9.0,9.0,7.0,175.0,171.0,152.0,108.0,136.0,127.0,118.0,135.0
12665,2851,7.0,5.0,5.0,5.0,10.0,5.0,5.0,6.0,126.0,199.0,189.0,188.0,68.0,165.0,189.0,176.0
6074,2852,4.0,4.0,3.0,5.0,4.0,4.0,6.0,6.0,56.0,72.0,72.0,50.0,48.0,80.0,52.0,48.0
11709,2853,7.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,210.0,216.0,255.0,239.0,284.0,231.0,261.0,193.0
18135,2854,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,50.0,85.0,98.0,104.0,100.0,156.0,200.0,120.0
1730,2855,1.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,177.0,140.0,120.0,88.0,138.0,211.0,177.0,125.0
2104,2856,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,95.0,121.0,109.0,84.0,94.0,129.0,55.0,85.0
10584,2857,6.0,9.0,9.0,9.0,10.0,5.0,6.0,7.0,56.0,59.0,53.0,67.0,61.0,99.0,64.0,62.0
14227,2858,8.0,9.0,8.0,9.0,8.0,8.0,9.0,7.0,119.0,109.0,175.0,111.0,137.0,177.0,115.0,131.0
7222,2859,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,222.0,281.0,271.0,211.0,214.0,262.0,268.0,241.0
10808,2860,6.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,70.0,81.0,125.0,108.0,139.0,104.0,115.0,166.0
1252,2861,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,110.0,108.0,116.0,91.0,57.0,96.0,118.0,67.0
11432,2862,7.0,7.0,4.0,6.0,5.0,4.0,5.0,6.0,149.0,95.0,144.0,104.0,92.0,88.0,107.0,60.0
1277,2863,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,53.0,72.0,65.0,70.0,104.0,75.0,173.0,154.0
6621,2864,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,164.0,218.0,161.0,163.0,121.0,187.0,161.0,218.0
9559,2865,6.0,8.0,7.0,7.0,8.0,6.0,8.0,6.0,166.0,152.0,161.0,166.0,145.0,196.0,148.0,194.0
9741,2866,6.0,6.0,5.0,4.0,7.0,6.0,4.0,6.0,315.0,265.0,294.0,255.0,252.0,289.0,393.0,293.0
3689,2867,2.0,3.0,3.0,2.0,4.0,3.0,5.0,2.0,291.0,296.0,270.0,260.0,200.0,227.0,236.0,144.0
4715,2868,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,66.0,87.0,63.0,110.0,70.0,170.0,134.0,120.0
7008,2869,4.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,259.0,212.0,244.0,260.0,178.0,202.0,189.0,180.0
5291,2870,3.0,3.0,6.0,3.0,9.0,7.0,4.0,2.0,143.0,141.0,118.0,161.0,74.0,106.0,168.0,101.0
3129,2871,2.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,132.0,137.0,117.0,110.0,123.0,120.0,115.0,109.0
15312,2872,9.0,8.0,10.0,10.0,9.0,9.0,7.0,6.0,173.0,179.0,131.0,138.0,111.0,215.0,238.0,195.0
16548,2873,9.0,9.0,8.0,9.0,7.0,9.0,6.0,6.0,113.0,170.0,159.0,120.0,248.0,176.0,175.0,171.0
11960,2874,7.0,5.0,6.0,7.0,6.0,6.0,10.0,10.0,233.0,357.0,387.0,221.0,184.0,126.0,77.0,75.0
778,2875,1.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,95.0,166.0,86.0,93.0,174.0,108.0,104.0,108.0
15744,2876,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,125.0,171.0,183.0,257.0,333.0,91.0,131.0
15385,2877,9.0,8.0,9.0,9.0,10.0,10.0,9.0,9.0,188.0,242.0,249.0,211.0,200.0,222.0,250.0,207.0
314,2878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.0,82.0,111.0,128.0,75.0,119.0,131.0,58.0
915,2879,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,98.0,271.0,227.0,208.0,147.0,62.0,68.0,84.0
6995,2880,4.0,9.0,7.0,5.0,6.0,6.0,7.0,8.0,231.0,153.0,173.0,162.0,239.0,187.0,260.0,211.0
10384,2881,6.0,7.0,7.0,9.0,9.0,8.0,7.0,7.0,264.0,283.0,255.0,188.0,204.0,280.0,311.0,251.0
12649,2882,7.0,7.0,4.0,6.0,6.0,5.0,5.0,5.0,180.0,162.0,205.0,176.0,198.0,209.0,202.0,165.0
14126,2883,8.0,9.0,8.0,7.0,7.0,8.0,8.0,5.0,235.0,185.0,185.0,230.0,285.0,261.0,285.0,255.0
12633,2884,7.0,7.0,7.0,7.0,7.0,10.0,9.0,9.0,114.0,139.0,131.0,125.0,134.0,72.0,131.0,113.0
14366,2885,8.0,10.0,6.0,7.0,8.0,9.0,9.0,8.0,102.0,112.0,117.0,89.0,131.0,104.0,114.0,88.0
9265,2886,5.0,7.0,7.0,8.0,9.0,10.0,9.0,1.0,347.0,348.0,328.0,288.0,262.0,241.0,263.0,215.0
1984,2887,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,120.0,106.0,107.0,137.0,98.0,111.0,95.0,62.0
12798,2888,7.0,8.0,4.0,7.0,4.0,5.0,5.0,7.0,57.0,62.0,64.0,58.0,76.0,94.0,100.0,60.0
11455,2889,7.0,7.0,9.0,4.0,7.0,8.0,6.0,7.0,164.0,160.0,150.0,196.0,204.0,200.0,180.0,193.0
3258,2890,2.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,156.0,163.0,152.0,140.0,104.0,151.0,127.0,62.0
2076,2891,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,311.0,411.0,252.0,235.0,264.0,295.0,317.0,282.0
2194,2892,2.0,4.0,6.0,4.0,7.0,4.0,5.0,3.0,72.0,79.0,73.0,104.0,88.0,83.0,78.0,73.0
6024,2893,4.0,4.0,6.0,4.0,5.0,5.0,3.0,6.0,252.0,217.0,158.0,150.0,182.0,191.0,267.0,202.0
8142,2894,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,202.0,189.0,177.0,196.0,196.0,200.0,178.0,175.0
15276,2895,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,276.0,223.0,194.0,226.0,218.0,258.0,176.0,185.0
5721,2896,4.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,42.0,85.0,36.0,61.0,86.0,74.0,238.0,134.0
9598,2897,6.0,5.0,4.0,4.0,4.0,3.0,3.0,6.0,195.0,185.0,220.0,170.0,254.0,213.0,171.0,156.0
2348,2898,2.0,5.0,8.0,4.0,2.0,4.0,4.0,5.0,336.0,267.0,261.0,262.0,273.0,267.0,333.0,253.0
4023,2899,3.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,192.0,150.0,257.0,228.0,200.0,257.0,252.0,264.0
4180,2901,3.0,6.0,6.0,5.0,5.0,4.0,5.0,7.0,162.0,147.0,120.0,156.0,106.0,195.0,204.0,92.0
11113,2902,6.0,8.0,7.0,8.0,4.0,7.0,8.0,8.0,283.0,268.0,254.0,241.0,328.0,284.0,222.0,223.0
13885,2903,8.0,9.0,7.0,7.0,5.0,10.0,10.0,10.0,122.0,73.0,157.0,136.0,166.0,48.0,31.0,35.0
7802,2904,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,198.0,221.0,219.0,256.0,195.0,220.0,226.0,138.0
8374,2905,5.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,304.0,256.0,302.0,294.0,285.0,271.0,273.0,311.0
3485,2906,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,168.0,208.0,186.0,210.0,242.0,188.0,181.0,165.0
18661,2907,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,62.0,34.0,48.0,48.0,57.0,115.0,191.0,137.0
12891,2908,7.0,4.0,5.0,7.0,2.0,1.0,2.0,2.0,28.0,113.0,120.0,156.0,205.0,305.0,233.0,236.0
13166,2909,7.0,9.0,10.0,9.0,7.0,9.0,8.0,6.0,103.0,135.0,119.0,167.0,258.0,202.0,188.0,194.0
8440,2910,5.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,163.0,163.0,182.0,285.0,237.0,364.0,329.0,337.0
12875,2911,7.0,5.0,4.0,9.0,3.0,5.0,3.0,5.0,161.0,169.0,203.0,143.0,262.0,265.0,504.0,369.0
2411,2912,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,137.0,152.0,189.0,257.0,145.0,129.0,123.0,101.0
17433,2913,10.0,9.0,9.0,7.0,9.0,7.0,8.0,9.0,52.0,62.0,121.0,224.0,185.0,254.0,246.0,182.0
9150,2914,5.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,145.0,152.0,128.0,127.0,142.0,131.0,189.0,175.0
14299,2916,8.0,3.0,4.0,4.0,4.0,4.0,10.0,8.0,101.0,188.0,182.0,162.0,170.0,167.0,54.0,72.0
8210,2917,5.0,7.0,7.0,5.0,5.0,3.0,5.0,2.0,314.0,327.0,247.0,195.0,257.0,256.0,236.0,279.0
2862,2918,2.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,73.0,96.0,60.0,91.0,87.0,126.0,84.0,112.0
14991,2919,8.0,8.0,9.0,9.0,9.0,10.0,9.0,8.0,241.0,237.0,233.0,165.0,219.0,176.0,237.0,156.0
1998,2920,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,232.0,230.0,183.0,202.0,190.0,133.0,145.0,126.0
7033,2921,4.0,6.0,6.0,5.0,6.0,7.0,4.0,6.0,370.0,275.0,318.0,238.0,288.0,269.0,483.0,275.0
16664,2922,9.0,9.0,9.0,4.0,8.0,5.0,5.0,5.0,70.0,77.0,68.0,172.0,106.0,151.0,190.0,180.0
2791,2924,2.0,3.0,4.0,4.0,3.0,6.0,6.0,7.0,100.0,109.0,96.0,126.0,50.0,62.0,81.0,63.0
11758,2925,7.0,9.0,10.0,8.0,8.0,7.0,8.0,7.0,160.0,116.0,78.0,83.0,105.0,135.0,143.0,126.0
3795,2926,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,266.0,363.0,379.0,249.0,219.0,174.0,323.0,275.0
5287,2927,3.0,3.0,3.0,6.0,3.0,2.0,3.0,3.0,290.0,326.0,301.0,245.0,287.0,296.0,242.0,257.0
10306,2928,6.0,6.0,8.0,5.0,4.0,3.0,5.0,3.0,71.0,64.0,65.0,73.0,80.0,171.0,94.0,145.0
931,2929,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,185.0,110.0,84.0,77.0,80.0,106.0,97.0,71.0
13074,2930,7.0,7.0,7.0,8.0,8.0,8.0,6.0,7.0,131.0,154.0,134.0,127.0,152.0,112.0,181.0,133.0
5015,2931,3.0,2.0,3.0,3.0,3.0,2.0,8.0,9.0,120.0,232.0,228.0,203.0,158.0,171.0,108.0,133.0
984,2932,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,137.0,160.0,167.0,182.0,137.0,189.0,172.0,143.0
10785,2933,6.0,3.0,4.0,6.0,4.0,5.0,5.0,4.0,70.0,187.0,167.0,168.0,230.0,183.0,177.0,170.0
9288,2934,5.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,337.0,343.0,460.0,519.0,372.0,360.0,270.0,273.0
16827,2935,9.0,10.0,10.0,9.0,10.0,8.0,10.0,10.0,93.0,82.0,96.0,80.0,68.0,142.0,122.0,131.0
11189,2936,6.0,8.0,8.0,9.0,9.0,8.0,9.0,9.0,244.0,223.0,229.0,201.0,188.0,195.0,207.0,204.0
1388,2937,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,82.0,120.0,145.0,113.0,157.0,224.0,123.0,97.0
5637,2938,3.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,247.0,285.0,271.0,224.0,254.0,349.0,355.0,290.0
11643,2939,7.0,7.0,7.0,10.0,7.0,9.0,7.0,6.0,101.0,111.0,37.0,48.0,71.0,62.0,142.0,169.0
10722,2940,6.0,7.0,10.0,9.0,4.0,4.0,5.0,4.0,270.0,200.0,119.0,157.0,325.0,333.0,303.0,221.0
3437,2941,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,153.0,117.0,126.0,110.0,127.0,160.0,87.0,51.0
11771,2942,7.0,7.0,7.0,6.0,6.0,6.0,8.0,8.0,127.0,130.0,142.0,150.0,168.0,154.0,136.0,88.0
8841,2943,5.0,6.0,8.0,7.0,8.0,8.0,9.0,7.0,156.0,156.0,125.0,163.0,137.0,127.0,132.0,128.0
5920,2944,4.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,202.0,216.0,264.0,236.0,193.0,270.0,147.0,218.0
11403,2946,7.0,7.0,5.0,6.0,5.0,6.0,5.0,8.0,261.0,286.0,298.0,312.0,396.0,359.0,288.0,251.0
1733,2947,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,98.0,103.0,104.0,97.0,69.0,79.0,108.0,67.0
17887,2948,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,217.0,270.0,216.0,139.0,107.0,107.0,211.0,265.0
861,2949,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,288.0,214.0,280.0,308.0,331.0,167.0,173.0,127.0
15380,2950,9.0,9.0,8.0,7.0,8.0,9.0,8.0,9.0,243.0,231.0,209.0,303.0,296.0,268.0,275.0,222.0
4577,2951,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,274.0,342.0,309.0,279.0,423.0,440.0,423.0,457.0
18132,2952,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7.0,99.0,36.0,26.0,55.0,113.0,154.0,182.0,245.0
3387,2953,2.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,64.0,86.0,110.0,139.0,57.0,149.0,65.0,131.0
2600,2954,2.0,3.0,4.0,2.0,3.0,7.0,3.0,3.0,95.0,109.0,79.0,117.0,120.0,45.0,108.0,81.0
16669,2955,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,157.0,135.0,95.0,147.0,98.0,184.0,174.0,188.0
13373,2956,8.0,8.0,9.0,7.0,7.0,9.0,9.0,9.0,248.0,285.0,244.0,331.0,270.0,259.0,264.0,247.0
348,2957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,115.0,225.0,125.0,123.0,128.0,173.0,144.0,67.0
3730,2958,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,111.0,111.0,74.0,111.0,86.0,149.0,80.0,93.0
2292,2959,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,114.0,89.0,176.0,149.0,172.0,202.0,206.0,111.0
10624,2960,6.0,5.0,5.0,5.0,4.0,6.0,5.0,4.0,125.0,170.0,169.0,154.0,176.0,173.0,187.0,136.0
13258,2961,8.0,9.0,9.0,10.0,8.0,10.0,9.0,9.0,188.0,150.0,166.0,155.0,177.0,109.0,129.0,107.0
1611,2962,1.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,115.0,89.0,121.0,109.0,91.0,93.0,177.0,91.0
16473,2963,9.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0,143.0,177.0,276.0,263.0,274.0,346.0,381.0,346.0
11795,2964,7.0,5.0,3.0,6.0,5.0,5.0,5.0,7.0,85.0,142.0,201.0,149.0,130.0,163.0,177.0,140.0
5077,2965,3.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,170.0,205.0,149.0,208.0,153.0,182.0,179.0,111.0
16314,2966,9.0,7.0,8.0,3.0,7.0,10.0,9.0,1.0,115.0,156.0,203.0,237.0,172.0,97.0,163.0,264.0
4070,2967,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,253.0,227.0,246.0,205.0,238.0,196.0,166.0,218.0
6249,2968,4.0,4.0,5.0,7.0,5.0,5.0,3.0,4.0,168.0,104.0,92.0,123.0,139.0,104.0,150.0,207.0
9888,2969,6.0,8.0,7.0,6.0,5.0,4.0,7.0,5.0,168.0,186.0,177.0,183.0,227.0,259.0,216.0,201.0
4388,2970,3.0,2.0,2.0,3.0,2.0,4.0,6.0,2.0,43.0,71.0,99.0,101.0,67.0,83.0,64.0,120.0
3286,2971,2.0,6.0,2.0,3.0,2.0,3.0,2.0,1.0,84.0,83.0,93.0,121.0,85.0,98.0,87.0,73.0
18770,2972,10.0,9.0,10.0,9.0,5.0,5.0,4.0,3.0,9.0,76.0,99.0,67.0,208.0,253.0,195.0,267.0
2512,2973,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,57.0,62.0,44.0,87.0,95.0,119.0,32.0,90.0
2505,2974,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,40.0,28.0,78.0,50.0,50.0,60.0,256.0,89.0
18547,2975,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,4.0,3.0,3.0,6.0,4.0,6.0,2.0,4.0
1377,2976,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,95.0,137.0,70.0,86.0,61.0,131.0,134.0,70.0
5359,2977,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,267.0,354.0,322.0,304.0,306.0,297.0,347.0,302.0
5257,2978,3.0,5.0,6.0,3.0,5.0,3.0,7.0,4.0,238.0,278.0,169.0,191.0,239.0,299.0,229.0,257.0
3120,2979,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,97.0,159.0,95.0,128.0,98.0,144.0,106.0,189.0
2922,2980,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,72.0,90.0,92.0,112.0,74.0,137.0,84.0,96.0
8423,2981,5.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,327.0,277.0,250.0,253.0,253.0,317.0,258.0,215.0
6617,2982,4.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,71.0,88.0,132.0,62.0,98.0,100.0,104.0,72.0
2138,2983,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,146.0,148.0,103.0,132.0,137.0,187.0,62.0,108.0
14679,2984,8.0,8.0,9.0,9.0,8.0,7.0,5.0,6.0,252.0,250.0,229.0,180.0,227.0,314.0,370.0,330.0
5074,2985,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,372.0,316.0,389.0,328.0,411.0,274.0,349.0,282.0
4097,2986,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,358.0,363.0,355.0,419.0,332.0,272.0,361.0,388.0
7050,2987,4.0,10.0,6.0,4.0,3.0,2.0,4.0,4.0,60.0,36.0,31.0,46.0,61.0,79.0,81.0,55.0
7799,2988,5.0,7.0,7.0,7.0,7.0,8.0,6.0,5.0,277.0,245.0,283.0,252.0,293.0,177.0,303.0,299.0
17056,2989,10.0,8.0,7.0,8.0,6.0,7.0,7.0,9.0,106.0,140.0,172.0,194.0,140.0,164.0,196.0,171.0
9459,2990,6.0,6.0,7.0,7.0,8.0,7.0,9.0,8.0,170.0,229.0,213.0,206.0,177.0,215.0,186.0,154.0
13369,2991,8.0,7.0,7.0,7.0,8.0,5.0,5.0,8.0,115.0,154.0,130.0,89.0,86.0,222.0,192.0,177.0
1608,2992,1.0,1.0,1.0,1.0,3.0,7.0,3.0,3.0,110.0,101.0,112.0,167.0,124.0,124.0,106.0,92.0
17301,2993,10.0,9.0,9.0,9.0,9.0,10.0,8.0,9.0,93.0,115.0,127.0,109.0,102.0,117.0,205.0,119.0
2150,2994,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,185.0,156.0,146.0,178.0,154.0,119.0,154.0,117.0
12399,2995,7.0,7.0,3.0,7.0,7.0,8.0,8.0,8.0,306.0,277.0,227.0,187.0,258.0,260.0,261.0,235.0
79,2996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209.0,237.0,262.0,242.0,246.0,356.0,263.0,238.0
2381,2997,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,71.0,72.0,45.0,55.0,78.0,71.0,70.0,59.0
1407,2998,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,95.0,127.0,86.0,82.0,53.0,65.0,79.0,87.0
10703,2999,6.0,3.0,5.0,7.0,7.0,7.0,5.0,5.0,253.0,382.0,279.0,166.0,225.0,294.0,294.0,221.0
16534,3000,9.0,9.0,8.0,6.0,8.0,8.0,9.0,9.0,166.0,183.0,223.0,193.0,205.0,193.0,236.0,308.0
2632,3001,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,118.0,135.0,236.0,175.0,119.0,196.0,157.0,152.0
16556,3002,9.0,8.0,8.0,9.0,10.0,9.0,9.0,6.0,51.0,75.0,43.0,63.0,46.0,72.0,54.0,71.0
1648,3003,1.0,3.0,2.0,4.0,2.0,6.0,1.0,3.0,89.0,53.0,55.0,52.0,96.0,67.0,158.0,98.0
12308,3004,7.0,7.0,8.0,5.0,7.0,7.0,7.0,6.0,271.0,271.0,209.0,363.0,289.0,250.0,291.0,313.0
3603,3005,2.0,4.0,4.0,4.0,3.0,3.0,5.0,6.0,202.0,180.0,170.0,191.0,171.0,141.0,138.0,80.0
3585,3006,2.0,3.0,5.0,2.0,2.0,4.0,5.0,4.0,117.0,145.0,115.0,192.0,139.0,123.0,80.0,113.0
