고객번호,편의품구매횟수,선매품구매횟수,전문품구매횟수,기타구매횟수,편의품구매등급,선매품구매등급,전문품구매등급,기타구매등급
2603,1470,22,0,5,8,9,10,7
2604,1405,368,4,26,1,1,2,5
2605,728,136,0,50,7,4,10,5
2606,713,70,1,51,9,7,5,3
2607,1603,55,0,6,4,6,10,5
2608,650,267,2,90,7,2,4,1
2609,1663,127,0,49,4,6,10,6
2610,1256,31,0,6,6,8,10,8
2611,3121,8,0,0,1,10,10,10
2612,181,282,11,54,10,2,2,1
2613,453,331,1,57,1,1,4,4
2614,1204,25,0,27,9,9,10,8
2615,1060,140,0,7,4,5,10,9
2616,556,196,3,97,3,2,4,1
2617,1417,58,0,5,6,6,10,7
2618,2896,253,2,232,1,4,5,1
2619,621,263,1,29,2,1,5,5
2620,1336,72,0,97,5,8,10,4
2622,2047,108,0,33,2,6,10,6
2623,286,284,5,10,10,1,4,9
2624,340,197,0,38,10,4,10,5
2625,991,283,9,23,4,3,1,6
2626,275,230,6,23,4,2,1,5
2627,545,124,1,56,9,5,4,3
2628,1602,46,0,3,4,9,10,9
2629,3877,224,4,7,1,3,3,8
2630,1616,73,1,15,5,7,4,5
2631,541,81,1,16,3,5,6,2
2632,996,214,6,52,1,3,4,3
2633,510,206,4,147,7,4,2,3
2634,542,223,0,12,4,3,10,5
2635,1714,96,1,97,4,5,4,5
2636,1751,113,0,21,4,5,10,8
2637,1355,79,1,37,5,7,6,8
2638,389,308,9,8,8,1,2,7
2639,591,219,1,13,7,3,4,8
2640,173,639,20,14,9,1,1,2
2641,225,316,3,43,8,2,4,1
2642,263,148,25,98,10,2,1,1
2643,466,493,3,19,7,1,4,7
2644,2200,355,6,26,2,2,4,6
2645,656,310,15,57,2,1,2,3
2646,890,247,43,58,8,4,1,3
2647,2119,16,0,0,2,9,10,10
2648,1520,179,1,41,5,4,5,6
2649,1094,179,1,147,3,4,3,1
2650,1442,163,1,40,5,5,4,5
2651,1900,17,0,3,1,10,10,10
2652,1888,228,0,19,2,2,10,3
2653,268,148,7,69,5,1,2,2
2654,1738,213,4,25,1,2,3,6
2655,204,214,16,19,9,1,1,7
2656,145,266,1,68,10,2,3,2
2657,328,464,76,63,6,1,1,2
2658,1787,119,0,16,2,8,10,7
2659,1899,152,0,88,5,5,10,2
2660,826,269,4,51,6,2,2,3
2661,826,197,11,3,1,2,1,7
2662,351,279,7,44,9,1,2,3
2663,414,247,0,17,9,3,10,5
2664,833,174,1,46,4,4,3,6
2665,191,619,34,9,10,1,2,6
2666,1406,198,7,63,4,5,3,2
2667,997,101,3,17,7,5,3,6
2668,2007,4,0,1,7,10,10,10
2669,484,51,3,100,5,6,4,2
2670,3792,125,0,163,1,7,10,1
2671,643,359,26,50,1,1,1,4
2672,779,96,1,43,9,6,6,6
2673,1130,74,4,24,6,5,2,8
2674,1391,6,0,15,6,10,10,8
2675,437,238,5,25,5,1,3,1
2676,2651,38,0,2,3,9,10,10
2677,140,315,11,35,9,1,2,4
2678,1400,154,0,59,6,5,10,6
2679,268,561,58,49,10,1,1,3
2680,757,12,0,0,9,10,10,10
2681,2021,94,0,17,4,6,10,9
2682,302,249,3,58,6,3,3,4
2683,1916,184,9,22,1,2,2,3
2684,1328,304,1,45,5,4,4,2
2685,1323,159,10,12,3,4,2,7
2686,865,199,5,11,4,1,2,7
2687,1023,231,0,120,7,4,10,3
2688,2668,29,0,3,3,7,10,8
2689,2283,19,0,2,3,9,10,10
2690,602,217,9,46,4,2,2,1
2691,478,211,0,37,6,1,10,5
2692,393,240,7,18,1,1,2,6
2693,802,28,2,96,9,5,1,4
2694,1348,195,5,100,1,2,2,1
2695,1182,492,3,50,1,1,3,4
2696,277,216,11,17,9,5,3,7
2697,350,179,6,34,9,2,2,5
2698,587,232,6,73,8,4,2,3
2699,1810,61,0,52,2,9,10,6
2700,1402,236,3,89,5,4,3,2
2701,2151,39,2,21,3,7,4,8
2702,642,164,2,39,7,5,3,6
2703,2159,15,0,0,2,8,10,10
2704,1317,52,0,2,6,6,10,6
2705,788,63,2,9,7,7,5,9
2706,692,260,4,43,4,3,4,3
2707,490,344,7,44,3,2,3,1
2708,564,267,5,99,5,3,3,3
2710,1075,113,0,100,5,4,10,3
2711,1984,29,0,17,1,9,10,8
2712,928,125,0,143,2,4,10,2
2713,1773,74,0,37,2,8,10,7
2714,1118,89,0,46,7,7,10,6
2715,1376,180,2,25,5,4,4,6
2716,682,141,24,50,1,2,1,2
2717,182,304,10,25,10,2,2,1
2718,430,70,1,137,10,4,5,2
2719,2065,33,0,36,3,10,10,7
2720,346,270,4,32,4,1,3,6
2721,967,26,0,3,1,8,10,9
2722,1292,162,5,134,8,4,3,1
2723,1217,261,2,72,4,4,3,4
2724,632,62,1,44,10,3,2,8
2725,117,394,9,40,10,1,1,3
2726,220,386,11,47,10,1,1,1
2727,1818,90,1,88,2,6,4,3
2728,1610,9,0,0,8,10,10,10
2729,679,153,2,54,9,5,4,2
2730,1184,120,3,39,6,5,5,6
2731,586,89,1,13,10,5,5,7
2732,1381,101,0,71,6,6,10,6
2733,1514,69,0,22,2,7,10,8
2734,1952,79,0,10,4,7,10,7
2735,600,208,6,31,1,1,2,3
2736,539,47,0,47,10,7,10,5
2737,1213,265,2,15,2,4,4,8
2738,2987,106,2,13,1,7,5,7
2739,1070,45,0,31,3,6,10,4
2740,1499,32,0,0,5,6,10,10
2741,380,271,17,28,10,3,1,5
2742,69,112,2,22,10,3,4,1
2743,3027,31,0,3,2,8,10,6
2744,924,116,1,37,9,6,5,4
2745,1438,129,2,29,3,5,4,6
2746,1070,95,1,10,7,7,5,6
2747,1614,155,1,15,6,5,5,6
2748,1756,14,0,3,7,9,10,8
2749,1192,116,1,28,2,3,5,6
2750,1524,111,0,37,4,7,10,6
2751,980,194,15,65,6,4,2,3
2752,969,72,0,41,8,7,10,6
2753,592,203,1,48,5,1,4,3
2754,2012,301,20,153,2,4,2,1
2755,1448,182,0,31,6,7,10,7
2756,1199,246,6,59,5,2,2,3
2757,316,223,3,7,10,4,4,7
2758,965,189,1,35,7,4,5,5
2759,1094,191,4,174,1,4,3,1
2760,790,148,6,33,6,3,1,5
2761,968,236,26,38,3,1,1,3
2762,867,89,0,106,8,5,10,3
2763,859,203,17,12,6,2,1,8
2764,1445,8,0,0,7,10,10,10
2765,1225,53,3,43,8,8,4,3
2766,2013,4,0,0,4,10,10,10
2767,1042,244,7,50,5,2,1,4
2768,685,319,5,26,8,4,4,7
2769,2929,75,0,7,2,6,10,6
2770,1246,127,0,11,7,5,10,7
2771,368,100,3,120,9,4,4,3
2772,621,185,0,105,9,5,10,3
2774,1077,188,13,48,1,3,1,3
2775,591,134,0,89,10,6,10,1
2776,211,334,0,47,8,1,10,3
2777,911,94,4,74,2,3,2,4
2778,378,193,6,24,6,3,3,5
2779,2532,345,10,43,1,1,2,4
2780,208,132,0,97,10,5,10,2
2781,849,181,14,147,8,1,2,1
2782,692,200,4,17,9,3,3,5
2783,964,47,0,10,7,6,10,9
2784,2211,89,0,19,3,6,10,8
2785,608,128,5,40,8,6,4,5
2786,230,381,6,22,10,1,3,5
2787,1604,49,1,15,2,7,5,7
2788,1914,56,0,29,8,9,10,6
2789,1769,25,0,17,4,8,10,9
2790,1562,95,0,7,8,7,10,8
2791,996,282,32,22,3,2,1,5
2792,1517,35,0,12,8,8,10,9
2793,1578,142,1,107,3,5,5,4
2794,545,225,8,61,7,3,2,2
2795,1099,51,0,62,5,5,10,6
2796,671,224,15,33,2,1,2,3
2797,1294,165,5,95,1,3,3,1
2798,881,90,3,14,7,5,3,7
2799,1996,13,0,0,6,10,10,10
2800,284,349,12,24,10,2,1,2
2801,631,125,0,29,1,5,10,7
2802,1919,235,5,41,2,4,4,5
2803,752,11,0,6,10,9,10,9
2804,399,215,5,41,9,2,1,2
2805,881,149,1,36,3,4,5,3
2806,1727,107,1,29,1,4,5,5
2807,3329,118,0,37,2,5,10,6
2808,591,259,1,67,4,3,5,4
2809,585,370,4,33,7,1,1,2
2810,534,216,9,58,3,3,1,2
2811,623,240,4,68,8,4,3,1
2812,438,361,4,27,10,2,3,6
2813,1830,45,0,27,2,6,10,8
2814,1800,39,1,3,5,8,5,8
2815,968,121,3,57,8,6,4,6
2816,1297,76,4,5,5,6,3,7
2817,1666,97,1,5,7,5,6,9
2818,531,352,8,39,6,1,1,6
2819,1277,403,27,53,1,1,1,3
2820,617,187,5,13,3,2,2,7
2821,294,316,48,46,10,1,1,3
2822,1672,90,1,21,2,3,3,6
2823,948,220,0,88,7,3,10,2
2824,1478,148,2,203,4,5,5,1
2825,1284,71,0,16,5,6,10,8
2826,1249,370,12,106,1,2,2,1
2827,3309,33,0,16,1,9,10,8
2828,1074,178,7,7,1,3,3,8
2829,715,175,12,51,6,3,2,3
2830,477,194,3,16,7,3,3,2
2831,2063,167,6,21,2,6,4,8
2832,1171,217,1,15,8,4,3,8
2833,611,64,0,13,5,6,10,7
2834,804,285,13,46,4,1,1,4
2835,2118,72,0,54,3,6,10,4
2836,747,349,15,25,9,1,1,5
2837,1445,140,2,48,6,5,4,5
2838,478,227,3,26,5,3,3,7
2839,1292,46,2,44,6,8,5,6
2840,1235,131,0,39,6,5,10,6
2841,2489,16,0,2,5,10,10,10
2842,1816,23,0,18,5,6,10,8
2843,1515,192,9,30,3,4,3,4
2844,1467,52,0,64,4,9,10,4
2845,389,187,0,14,10,2,10,2
2846,555,171,8,28,2,2,1,2
2847,1438,48,1,93,1,9,6,2
2848,490,76,0,11,5,6,9,7
2849,419,221,77,27,1,1,1,5
2850,1019,60,0,43,6,7,9,6
2851,1102,46,1,151,4,7,5,1
2852,268,203,1,6,10,3,5,9
2853,1721,136,0,32,5,5,9,8
2854,850,47,3,13,9,9,5,8
2855,966,174,8,28,7,3,2,6
2856,437,253,5,77,9,2,2,1
2857,437,54,1,29,6,7,6,6
2858,868,120,0,86,9,7,9,5
2859,1915,53,0,2,2,7,9,10
2860,757,91,10,50,2,4,2,4
2861,471,219,1,72,6,2,5,2
2862,654,141,0,44,8,4,9,3
2863,297,428,1,40,10,1,4,3
2864,1112,196,6,79,3,3,2,2
2865,1175,126,0,27,6,6,9,8
2866,2260,83,0,13,2,7,9,9
2867,1581,229,4,110,3,3,3,1
2868,479,299,3,39,10,2,1,1
2869,1510,177,5,32,5,5,5,7
2870,743,188,3,78,3,4,3,3
2871,688,222,3,50,5,2,3,3
2872,1281,77,0,22,7,7,9,8
2873,1257,70,0,5,6,8,9,10
2874,1591,55,2,12,5,7,3,7
2875,720,158,17,39,1,3,1,3
2876,824,397,39,47,3,1,1,2
2877,1725,30,0,14,7,9,9,8
2878,400,332,24,25,10,1,1,5
2879,950,161,3,51,2,2,2,3
2880,1528,68,0,20,4,6,9,8
2881,1946,42,0,48,4,9,9,5
2882,1285,175,2,35,3,6,5,6
2883,1898,18,0,5,4,9,9,9
2884,829,126,0,4,10,5,9,9
2885,792,48,0,17,8,8,9,3
2886,2248,40,3,1,2,6,2,10
2887,597,179,1,59,6,3,5,2
2888,415,83,4,69,9,5,2,3
2889,1259,154,1,33,7,6,4,7
2890,791,220,0,44,2,2,9,3
2891,2077,215,0,75,2,2,9,3
2892,390,184,6,70,9,3,3,2
2893,1264,286,4,65,5,4,4,3
2894,1427,42,2,42,2,7,3,4
2895,1743,12,0,1,8,10,9,10
2896,520,189,6,41,6,2,2,5
2897,1389,155,0,20,3,4,9,8
2898,2126,116,0,10,4,4,9,3
2899,1474,247,3,76,5,3,2,4
2901,955,42,1,184,5,5,5,1
2902,2021,76,0,6,4,7,9,8
2903,701,46,0,21,8,7,9,7
2904,1333,313,1,26,6,3,6,1
2905,2285,9,1,1,3,10,5,10
2906,1305,236,0,7,2,3,8,4
2907,676,7,0,9,10,10,9,9
2908,1123,183,9,81,4,3,1,3
2909,1292,43,0,31,6,9,9,6
2910,1880,150,6,24,4,4,4,6
2911,1916,88,1,71,2,6,5,2
2912,816,346,24,47,1,1,1,3
2913,1300,25,0,1,6,9,9,10
2914,1102,60,0,27,6,8,9,7
2916,871,121,0,104,4,5,9,1
2917,2046,57,1,7,3,4,3,6
2918,469,250,4,6,3,2,3,8
2919,1575,61,0,28,7,9,9,7
2920,1022,303,3,113,4,2,3,1
2921,2358,99,1,58,2,8,5,5
2922,642,204,0,168,8,5,9,2
2924,448,154,1,84,10,3,3,3
2925,729,95,1,121,9,6,5,2
2926,1983,191,1,73,1,2,5,4
2927,1989,244,0,11,4,3,9,5
2928,591,157,0,15,7,4,9,5
2929,562,195,6,47,3,2,1,3
2930,1059,50,1,14,4,8,6,9
2931,1103,244,2,4,6,3,3,10
2932,1049,193,34,11,1,2,1,8
2933,1172,133,3,44,5,4,4,2
2934,2884,43,1,6,2,9,5,8
2935,711,62,0,41,9,9,9,5
2936,1591,72,0,28,7,8,9,5
2937,620,289,42,110,6,2,1,1
2938,2040,166,0,69,3,5,9,5
2939,668,43,0,30,6,7,9,6
2940,1825,98,1,4,7,5,4,8
2941,671,232,4,24,2,3,3,5
2942,924,137,1,33,6,6,5,7
2943,985,127,1,11,7,6,6,8
2944,1456,233,5,52,4,3,2,5
2946,2417,27,0,7,3,8,9,5
2947,298,387,34,6,5,1,1,8
2948,1509,23,0,0,10,10,9,10
2949,1502,338,1,47,1,1,5,3
2950,1987,59,1,0,6,9,6,10
2951,2521,304,7,115,1,3,2,2
2952,852,29,0,29,10,10,9,8
2953,447,302,5,47,5,1,1,2
2954,502,167,0,85,4,3,9,2
2955,1131,39,0,8,9,10,9,9
2956,2098,29,0,21,6,9,9,8
2957,704,236,29,131,1,1,1,1
2958,421,382,0,12,6,3,9,4
2959,1050,153,0,16,1,3,9,5
2960,1062,176,0,52,5,5,9,5
2961,1168,13,0,0,6,10,9,10
2962,487,354,12,33,6,3,1,3
2963,2140,33,2,31,4,9,3,8
2964,1062,99,2,24,4,5,3,7
2965,1042,227,4,84,3,3,1,2
2966,1345,29,4,29,6,9,1,4
2967,1462,209,0,78,3,3,9,3
2968,914,147,2,24,7,4,4,6
2969,1601,15,0,1,2,9,9,9
2970,395,220,7,26,9,3,1,6
2971,368,278,2,76,9,2,2,3
2972,1061,63,1,49,5,5,4,7
2973,178,404,2,2,10,1,2,10
2974,361,263,5,22,7,1,2,4
2975,7,24,0,1,10,9,9,10
2976,313,429,18,24,8,1,1,5
2977,2280,129,0,90,1,5,9,1
2978,1668,147,9,76,5,4,2,4
2979,693,244,5,74,6,1,2,2
2980,447,277,0,33,8,2,9,7
2981,2028,103,5,14,2,6,4,8
2982,457,261,2,7,10,2,4,6
2983,597,386,1,39,8,2,2,3
2984,2103,42,1,6,4,9,5,8
2985,2591,107,0,23,1,5,9,6
2986,2597,142,0,109,1,3,9,2
2987,213,203,3,30,10,3,4,5
2988,2026,85,0,18,4,6,9,7
2989,1092,127,0,64,7,6,9,6
2990,1461,66,0,23,5,7,9,5
2991,868,176,0,121,9,5,9,2
2992,635,271,2,28,5,1,5,5
2993,929,49,1,8,8,9,5,9
2994,878,267,7,57,1,2,2,5
2995,1968,42,0,1,4,7,9,10
2996,1071,910,37,35,3,1,1,3
2997,132,319,3,67,10,2,2,2
2998,283,345,8,38,8,1,1,2
2999,2037,74,0,3,3,5,9,4
3000,1664,41,0,2,7,7,9,9
3001,911,305,33,39,6,2,1,6
3002,436,33,1,5,6,8,5,9
3003,346,292,4,26,1,3,4,5
3004,2181,62,0,14,4,8,9,8
3005,950,197,1,125,6,4,4,1
3006,678,306,3,37,7,3,3,6
3007,911,2,0,2,9,10,9,7
3008,1282,56,0,3,3,7,9,9
3009,625,196,4,35,6,3,2,6
3010,372,305,12,28,4,1,1,6
3011,1037,125,1,41,2,4,4,3
3012,2723,52,1,3,1,5,2,9
3013,959,72,0,18,5,6,9,7
3014,1997,150,2,54,2,4,3,4
3015,846,116,0,5,7,6,9,10
3016,2228,366,4,118,2,2,3,1
3017,48,54,0,16,10,8,9,8
3018,1115,124,2,76,6,5,2,4
3019,3355,82,2,58,1,7,3,6
3020,1618,5,0,0,5,10,9,10
3021,340,414,11,63,10,2,1,4
3022,2343,36,0,0,7,7,9,10
3023,1015,109,0,63,8,6,9,2
3024,2614,69,0,5,1,8,9,9
3025,1399,109,10,10,1,3,1,7
3026,1047,513,3,21,7,1,5,5
3027,154,288,13,12,10,2,2,7
3028,1180,73,0,57,7,8,9,6
3029,263,255,0,23,9,2,9,6
3030,1038,181,3,36,5,4,4,5
3031,2962,326,2,130,1,3,5,1
3032,1072,369,3,33,3,2,3,3
3033,446,258,9,102,4,1,1,2
3034,672,56,0,22,9,5,9,6
3035,1915,120,0,17,4,5,9,7
3036,2174,100,0,18,1,5,9,7
3037,1137,202,4,81,2,2,3,2
3038,548,34,0,41,4,7,9,7
3039,2331,76,0,131,2,7,9,3
3040,2019,143,4,48,3,3,1,3
3041,669,33,0,9,10,7,9,8
3042,1691,2,0,0,7,10,9,10
3043,1120,110,1,20,5,5,5,7
3044,2040,95,2,1,3,4,3,8
3045,312,352,0,35,10,3,9,4
3046,2554,51,0,27,3,9,9,7
3047,887,297,9,86,3,2,2,1
3048,486,172,0,11,7,4,9,5
3049,1901,68,1,8,5,7,5,7
3050,1476,131,0,21,6,6,9,8
3051,631,610,3,38,6,1,5,1
3052,2921,180,1,67,1,3,4,1
3053,2816,38,1,1,1,7,5,10
3054,352,369,20,48,6,2,1,1
3055,2564,132,0,40,2,5,9,6
3056,592,272,3,22,8,2,2,6
3057,1479,40,0,14,6,9,9,8
3058,1210,28,0,24,4,9,9,8
3059,971,58,1,27,5,6,5,8
3060,443,288,11,52,9,2,2,4
3061,789,81,0,4,8,5,9,9
3062,2405,68,0,26,1,7,9,4
3063,1297,5,0,0,9,10,9,10
3064,360,244,25,50,10,3,1,4
3065,1216,11,0,1,7,10,9,10
3066,214,424,19,38,10,2,3,3
3067,1523,26,0,2,6,8,9,4
3068,274,274,0,58,4,2,9,6
3069,437,255,0,17,9,2,9,5
3070,697,260,1,20,2,1,5,7
3071,1826,4,0,1,9,10,9,10
3072,2264,141,1,32,3,5,6,7
3073,1821,30,1,54,2,9,5,5
3074,331,141,0,46,9,4,9,5
3075,2172,14,0,1,2,9,9,8
3076,480,273,7,42,4,1,2,4
3077,540,242,3,16,8,3,3,3
3078,2431,6,0,5,6,10,9,9
3079,588,188,7,50,7,2,3,4
3080,1079,103,4,141,6,4,2,2
3081,303,284,18,63,1,3,1,2
3082,290,376,0,105,9,2,9,3
3083,1066,276,0,39,2,2,9,4
3084,1474,58,0,75,6,8,9,3
3085,194,239,19,59,10,2,1,1
3086,397,357,9,18,6,2,2,9
3087,2281,175,0,63,2,4,9,3
3088,1244,38,0,8,8,9,9,9
3089,1045,57,3,8,1,8,3,9
3090,756,185,9,80,5,2,2,2
3091,497,35,0,6,10,7,9,8
3092,678,537,152,29,3,1,1,3
3093,1643,60,0,10,3,8,9,8
3094,1758,220,3,81,4,4,4,4
3095,952,164,8,33,3,2,2,6
3096,1155,74,0,27,4,5,9,6
3097,2183,9,0,9,7,10,9,9
3098,598,184,10,16,6,2,2,7
3099,2139,136,4,33,3,6,4,7
3100,1362,127,0,68,1,1,9,3
3101,1004,12,0,2,9,9,9,6
3102,757,383,8,30,2,1,2,4
3103,436,40,1,22,6,2,3,7
3104,1488,149,0,15,2,3,9,7
3105,1169,211,10,25,2,1,1,7
3106,1069,36,0,16,5,9,9,6
3107,2123,51,0,10,2,7,9,8
3108,3273,126,0,34,1,7,9,5
3109,1524,35,0,3,6,10,9,10
3110,1592,171,1,38,6,4,5,7
3111,1939,63,1,17,7,6,5,8
3112,330,537,19,51,9,1,1,2
3113,810,469,5,28,1,1,3,5
3114,717,160,9,84,3,2,1,3
3115,1011,58,0,87,8,7,9,1
3116,743,130,3,72,9,4,5,3
3117,501,211,5,60,10,5,4,6
3118,482,214,19,70,7,2,1,1
3119,1303,154,3,34,3,4,4,7
3120,463,145,0,105,8,4,9,3
3121,1015,61,0,22,5,8,9,5
3122,416,294,27,52,9,2,1,4
3123,1332,127,2,31,2,5,3,4
3124,892,85,2,26,7,5,3,6
3125,2995,186,1,23,1,4,4,3
3126,381,113,2,20,10,5,3,8
3127,565,24,0,38,9,9,9,7
3128,244,320,14,33,10,1,1,4
3129,1898,2,0,1,9,10,9,9
3130,503,277,0,115,7,1,9,2
3131,711,63,1,32,9,5,6,5
3132,1157,103,0,6,7,7,9,9
3133,1254,306,2,9,2,1,4,6
3134,1873,120,0,25,2,5,9,5
3135,194,372,6,45,8,1,2,3
3136,1203,10,0,1,10,10,9,9
3137,1235,49,0,26,1,8,9,5
3138,2264,75,0,12,3,4,9,6
3139,1197,6,0,0,9,9,9,10
3140,296,140,106,43,10,2,1,2
3141,882,132,1,60,7,5,5,5
3142,1287,33,0,2,7,8,9,9
3143,829,50,1,17,9,6,5,6
3144,1624,17,0,3,2,9,9,9
3145,975,198,1,43,7,4,5,6
3146,1516,36,0,13,5,9,9,5
3147,371,316,15,61,7,2,1,2
3148,2588,25,0,32,1,9,9,7
3149,343,269,8,66,10,2,2,3
3150,524,479,8,58,2,2,3,2
3151,2545,105,2,46,4,6,5,6
3152,2227,11,0,1,8,10,9,10
3153,1263,45,1,42,7,9,5,7
3154,494,244,7,22,1,3,2,6
3155,2271,75,0,41,2,6,9,7
3156,3240,64,1,5,1,5,5,8
3157,842,164,0,15,6,5,9,6
3158,563,326,7,34,3,2,2,5
3159,911,292,2,124,6,3,3,1
3160,388,163,2,52,10,4,5,2
3161,312,327,7,58,10,1,3,3
3162,1334,180,0,12,7,5,9,6
3163,619,60,0,10,9,7,9,7
3164,816,403,6,18,5,1,1,4
3165,1609,54,0,29,4,6,9,3
3166,2529,9,0,1,2,10,9,10
3167,925,267,0,38,8,6,9,7
3168,259,338,8,3,9,1,2,10
3169,3010,77,1,65,3,6,5,5
3170,1177,188,0,29,6,5,9,7
3171,1114,61,0,16,3,8,9,8
3172,1293,106,1,32,7,5,4,6
3173,703,320,5,13,6,2,2,5
3174,1211,266,0,60,5,4,9,2
3175,639,175,14,18,8,3,1,5
3176,1218,438,1,62,7,2,4,3
3177,577,135,5,32,4,2,2,4
3178,225,379,13,26,1,1,1,2
3179,358,362,33,50,5,1,1,2
3180,365,199,92,70,8,2,1,2
3181,506,227,29,63,6,2,1,4
3182,1941,15,0,4,6,10,9,8
3183,975,416,0,80,5,2,9,3
3184,2159,167,0,57,3,4,9,5
3185,741,103,0,33,8,5,9,7
3186,898,86,2,9,7,7,5,7
3187,576,81,0,48,5,5,9,6
3188,1375,24,0,1,6,8,9,9
3189,2192,120,0,31,2,6,9,5
3190,2528,24,0,4,3,10,9,9
3191,638,81,1,18,9,4,4,6
3192,550,90,0,18,7,5,9,5
3193,181,358,0,16,10,1,9,7
3194,3822,75,0,21,1,8,9,8
3195,843,184,1,15,3,1,3,8
3196,169,300,20,21,9,2,2,7
3197,651,74,1,15,3,4,6,7
3198,1301,359,9,42,2,2,3,3
3199,524,177,2,41,8,3,2,6
3200,1732,36,0,18,2,9,9,9
3201,402,223,9,91,2,1,2,1
3202,2346,67,0,6,5,7,9,9
3203,2610,121,2,1,1,3,5,9
3204,318,445,3,26,8,1,4,2
3205,629,236,1,17,1,2,4,7
3206,587,214,3,51,6,2,2,4
3207,503,376,5,21,5,1,2,6
3208,411,226,18,36,7,2,2,3
3209,940,19,0,0,1,10,9,10
3210,1446,248,10,24,1,1,1,5
3211,1882,166,0,29,2,5,9,6
3212,1073,196,3,26,3,2,2,6
3213,2598,94,0,3,3,5,9,5
3214,173,376,9,13,5,1,2,7
3215,793,265,2,36,8,3,3,4
3216,1445,64,0,4,7,7,9,8
3217,810,245,8,46,7,3,2,4
3218,1423,92,0,1,8,6,9,10
3219,1888,104,0,22,4,6,9,5
3220,1107,162,0,22,7,7,9,5
3221,688,179,4,24,6,5,3,7
3222,1088,104,1,16,4,5,4,7
3223,634,256,10,42,4,2,1,2
3224,1534,35,1,22,3,9,4,7
3225,2001,64,0,42,6,9,9,5
3226,1084,39,0,78,5,8,9,6
3227,2010,270,10,29,1,1,1,4
3228,1166,223,4,70,2,2,2,1
3229,2025,598,16,129,1,1,2,1
3230,2719,231,1,31,1,5,5,3
3231,2433,40,0,3,1,8,9,9
3232,1487,51,1,155,4,9,5,3
3233,1944,91,0,77,7,9,9,5
3234,1575,209,6,76,1,2,1,2
3235,1335,102,0,23,7,6,9,7
3236,1402,5,0,0,9,8,9,10
3237,660,181,9,13,4,3,1,7
3238,931,311,13,81,1,3,3,3
3239,1063,81,1,67,5,4,5,3
3240,953,175,11,153,5,3,1,1
3241,1777,20,0,1,5,10,9,10
3242,2786,140,4,45,3,6,4,5
3243,2565,71,0,28,1,8,9,4
3244,624,21,1,6,9,6,5,9
3245,789,214,1,18,8,4,4,7
3246,1512,157,6,53,1,2,3,3
3247,269,261,4,44,7,1,3,4
3248,2196,106,1,43,3,7,5,6
3249,165,404,9,26,10,1,1,6
3250,1048,189,1,11,1,3,4,6
3251,1807,44,0,12,3,9,9,8
3252,425,75,1,75,8,5,5,5
3253,407,286,5,16,1,1,2,3
3254,1547,52,0,6,7,6,9,9
3255,1707,10,0,0,8,10,9,10
3256,1831,19,1,1,4,10,4,10
3258,1764,194,7,36,1,3,1,4
3259,1122,68,1,2,8,3,4,9
3260,1158,122,1,20,2,5,4,6
3261,1451,56,0,24,5,7,9,6
3262,1428,124,1,25,4,6,6,5
3263,1233,67,0,11,8,8,9,9
3264,1778,83,0,31,3,5,9,8
3265,904,332,1,59,5,2,4,3
3266,1996,16,0,6,5,9,9,9
3267,458,443,1,10,9,1,3,4
3268,660,144,0,67,7,3,9,3
3269,1634,83,0,73,4,7,9,5
3270,2201,22,0,8,3,7,10,5
3271,1609,151,141,123,2,4,1,2
3272,914,235,6,98,5,3,4,4
3273,1402,150,3,47,6,7,3,5
3274,898,53,1,9,9,8,5,9
3275,716,211,2,41,8,3,4,6
3276,985,73,2,63,8,7,4,5
3277,361,293,1,72,10,1,5,3
3278,1018,279,7,23,6,3,2,7
3279,283,287,17,36,9,1,1,2
3280,830,214,25,122,3,3,1,2
3281,1930,21,1,3,9,6,5,8
3282,2053,43,0,21,4,9,10,5
3283,574,312,21,20,1,1,1,1
3284,2576,34,1,65,2,8,3,5
3285,1333,74,0,11,4,4,10,8
3286,2638,79,0,31,3,8,10,7
3287,760,44,1,54,5,6,5,3
3288,210,320,0,15,10,3,10,7
3289,1453,74,0,16,6,7,10,8
3290,885,8,0,19,4,10,10,7
3291,473,295,4,54,9,3,3,4
3292,432,159,1,40,8,2,6,3
3293,819,60,0,31,8,5,10,5
3294,1607,288,11,58,1,2,1,3
3295,83,481,6,23,10,1,4,2
3296,842,185,2,13,3,2,4,4
3297,1005,369,12,24,3,1,2,3
3298,628,152,2,32,5,3,4,4
3299,1696,345,16,31,4,4,2,4
3300,1725,23,0,0,4,6,10,10
3301,941,138,26,70,5,5,3,5
3302,1145,147,4,17,6,5,5,6
3303,714,361,26,34,3,1,1,4
3304,939,84,0,22,6,6,10,5
3305,196,257,4,33,10,2,2,3
3306,464,208,5,47,3,2,3,2
3307,639,247,0,28,8,3,10,5
3308,488,268,16,93,8,1,1,2
3309,410,287,1,42,9,3,3,2
3310,661,117,0,31,9,5,10,6
3311,703,342,5,110,7,1,3,2
3312,648,268,13,12,6,3,2,7
3313,1341,95,2,53,5,6,5,4
3314,904,50,0,38,8,8,10,6
3315,39,69,0,8,10,5,10,7
3316,1634,223,1,26,3,5,5,5
3317,165,492,1,36,10,1,2,5
3318,446,300,0,81,9,2,10,3
3319,1688,91,1,45,3,7,5,1
3320,2377,107,0,15,2,6,10,8
3321,535,182,7,86,6,2,1,2
3322,581,200,1,20,7,4,5,6
3323,983,149,1,38,6,5,5,5
