고객번호,편의품_증감율,편의품_변동율,편의품CV,선매품_증감율,선매품_변동율,선매품CV,전문품_증감율,전문품_변동율,전문품CV,기타_증감율,기타_변동율,기타CV,A증감율,A변동율,A_CV,B증감율,B변동율,B_CV,식품_증감율,식품_변동율,식품CV,의류_증감율,의류_변동율,의류CV,생활_증감율,생활_변동율,생활CV
2438,3,9,1.235192646,0,0,0.681063914,4,4,2.645751311,1,7,1.721230689,0,2,0.042985548,2,8,0.94245038,0,0,0.623992246,0,0,0.637165601,0,4,1.372298766
2439,0,2,0.268783266,-1,1,0.657185378,0,14,1.838907634,0,2,0.367106275,0,4,0.053589138,-1,1,0.063408704,-1,3,0.33962933,-1,1,0.855314524,-1,5,0.463013782
2440,0,4,0.44460294,0,2,0.726637681,0,10,1.289487579,1,3,1.971865216,0,2,0.034820693,0,0,0.042598426,-1,3,0.608459153,2,6,0.776505197,-1,7,0.470724029
2441,-1,3,0.369458857,1,1,0.570014825,0,0,0,1,5,0.997923273,2,2,2.645751311,1,1,0.036313477,1,3,0.322137208,0,4,0.592202158,-2,6,0.82981455
2442,0,2,0.303019935,0,4,0.692034251,0,4,2.645751311,4,8,1.39040057,0,4,2.645751311,0,0,0.017810669,0,2,0.282245759,1,5,0.55717554,0,4,0.780497256
2443,-2,6,0.877830153,0,0,0.365979315,-3,3,1.278460912,3,13,1.513261211,0,2,0.020139818,3,9,1.708218755,-2,6,0.80993835,0,0,0.37694832,-2,10,1.383919381
2444,0,0,0.062552474,0,2,0.750544583,3,3,2.645751311,-1,7,0.8484979,0,8,0.451775816,0,2,0.004206002,0,2,0.086792036,0,6,0.823217285,-1,3,0.160623168
2445,-1,3,0.219096119,0,2,0.403498681,0,4,2.645751311,-1,5,0.749880296,-3,5,0.450782888,0,2,0.018227578,1,1,0.202048885,-2,4,0.758557594,0,2,0.493831984
2446,0,0,0.676954134,3,7,0.508854221,3,9,2.098376014,3,3,0.743066191,3,3,0.442307886,2,2,2.645751311,0,0,0.60830862,3,5,0.541172455,2,8,0.972577238
2447,0,2,0.187770462,1,3,0.502107459,0,0,0,2,4,0.883137882,-2,10,1.251174762,0,2,0.016940026,0,2,0.212341893,1,5,0.823621827,2,6,0.676475944
2448,1,5,0.256107271,-2,2,1.153487586,0,0,0,0,4,1.477755495,-3,7,1.717138123,0,2,0.031287463,1,5,0.283381604,-1,1,0.851763358,0,2,0.399847865
2449,0,0,0.80528732,0,2,0.290297347,2,12,2.03950674,0,2,0.565310122,0,0,0.020537635,-2,6,0.940179603,0,0,0.538580258,1,3,0.571729121,1,11,1.332361751
2450,0,0,0.791060956,0,8,1.11711355,0,0,0,0,0,0,0,10,0.685801171,0,0,0,0,0,1.070170754,0,6,1.127949529,4,12,0.768098549
2451,1,5,0.369436289,0,2,0.437773582,0,12,1.553876787,0,0,0.371978942,-1,1,0.025252086,-2,8,0.935593049,1,3,0.371103844,1,3,0.460015936,0,0,0.618419029
2452,2,2,0.397403741,1,5,1.141165006,0,0,0,-1,7,0.894041754,-1,1,0.1081832,0,0,0.042148443,1,5,0.32081095,1,5,1.41178531,2,4,0.816880241
2453,0,2,0.509554036,1,3,0.541422055,-3,9,2.223899632,1,3,0.345770603,0,0,0.026262443,-2,6,0.935972197,0,0,0.526066017,1,3,0.626071207,2,6,0.483929516
2454,1,5,0.157925652,1,1,0.703634501,0,0,0,1,1,0.415833114,0,0,0,0,0,0.025226428,1,3,0.161332495,-1,7,0.799688556,0,6,0.351376104
2455,0,0,0.171328145,0,0,0.677900483,0,0,0,-2,6,1.456950884,-2,2,2.645751311,1,9,0.447318352,0,0,0.187357158,0,6,0.811012025,2,4,0.273417508
2456,1,3,0.213630202,0,2,0.410687204,0,10,1.984282621,0,0,0.523168825,-1,3,0.025413299,0,0,0.024879531,1,3,0.240053661,0,0,0.359428661,1,1,0.366448607
2457,0,8,0.360631658,1,5,0.974706457,-1,7,1.193692005,0,12,2.480243757,-1,1,0.049297365,0,6,2.645751311,-1,7,0.513368094,1,5,0.765802223,0,0,0.437331557
2458,2,6,0.461010318,0,2,0.736490666,4,14,1.069617062,0,0,0.502085755,-1,3,0.045412409,1,7,0.445011086,1,5,0.387145895,-1,3,1.058200737,0,8,1.080712219
2459,0,2,0.131577034,-1,5,0.718192783,2,2,2.645751311,0,6,0.66606342,0,2,0.079922298,0,0,0.010274147,0,0,0.146550279,-1,5,0.897602826,-1,3,0.254280028
2460,2,6,0.370768336,0,0,0.659664653,0,4,0.625720472,-1,5,0.935178299,0,0,0.021756278,1,1,0.055681997,1,1,0.357213919,0,0,0.550267337,0,0,0.627159083
2461,-2,8,0.57395267,0,0,0.354458139,-3,11,1.864035607,-2,4,0.868511484,-1,3,0.03326724,0,0,0.014295016,0,4,0.679454343,-1,1,0.424767893,0,0,1.244269972
2462,0,18,0.820339022,0,0,0.139621729,0,6,1.42873072,-4,10,1.78265542,-1,5,0.011394823,-2,4,1.263323027,0,18,0.878809385,0,0,0.222207055,-3,9,2.143567503
2463,-1,1,0.23510889,0,2,0.461538203,0,10,2.444577108,0,0,0.090310351,0,0,0.022301146,0,6,0.698681049,0,4,0.277728169,0,2,0.471719091,-1,7,0.589746969
2464,3,7,0.465711578,0,4,0.78247748,0,6,2.645751311,-1,7,0.589804675,0,0,0.033146946,0,0,0,3,7,0.525670772,-1,5,0.548988366,0,6,0.860956943
2465,2,6,0.406663341,0,2,0.652431885,0,6,2.645751311,2,10,1.638926293,0,2,0.029398569,-2,12,1.25254337,2,4,0.359685947,0,2,0.405586085,0,0,0.604508802
2466,1,1,0.153170066,0,2,0.476330098,0,0,0,2,8,2.08556987,0,6,1.708289898,0,2,0.006549534,1,1,0.101573906,0,2,0.708323348,0,2,0.26889563
2467,1,1,0.16802263,-1,5,1.56877977,0,0,0,0,0,0,0,0,0,2,6,1.708643075,0,2,0.196411414,1,3,1.726273365,1,7,0.412558221
2468,0,2,0.140658798,-1,1,0.697632188,0,0,0,0,0,0.262976688,0,0,0.019988519,0,0,0,0,2,0.135249628,-2,6,0.900579023,1,5,0.564000393
2469,0,0,0.1284952,0,2,0.414350943,3,3,2.645751311,2,6,1.151656599,2,8,0.687200716,1,1,0.01175243,0,0,0.151046638,0,2,0.382171086,1,5,0.209079307
2470,-2,6,0.601103447,-1,3,0.599849498,0,0,0,-2,12,1.353030623,0,8,1.249370168,0,4,0.046528299,0,4,0.597981723,0,4,0.920195957,0,0,0.658521897
2471,-1,11,0.584110925,0,2,0.501110739,3,13,1.534771725,-3,11,1.317655467,-1,3,0.041280615,0,0,0,0,6,0.328408587,0,2,0.57378181,0,4,0.816000655
2472,0,0,0.302695108,0,0,0.234175577,0,10,1.179699053,1,3,0.697346268,-1,3,0.034700602,0,4,1.7081493,0,0,0.351763725,0,0,0.284965932,-1,5,1.205576239
2473,0,18,0.768036884,0,0,0.233314737,-2,10,2.373014146,0,0,0.229980087,-1,5,0.011803319,0,10,0.684379842,0,16,0.845527768,0,4,0.522605364,0,8,0.881029792
2474,1,1,0.684868266,0,2,0.323112255,0,10,1.551224501,0,4,0.338740746,0,0,0.025352202,0,6,1.25242662,0,0,0.581273965,0,0,0.226195613,0,8,1.130058915
2475,2,2,0.389695478,1,5,0.76963424,0,6,2.645751311,0,8,1.183516069,0,0,0.051818259,0,2,0.039421821,2,2,0.41556133,0,6,0.976199491,2,6,0.676135284
2476,-2,4,0.262271157,-2,4,1.075231524,0,0,0,1,9,1.15217742,-1,3,0.12398712,0,2,0.036941797,-1,5,0.288180572,-2,6,1.170117089,-1,3,0.388425137
2477,2,2,0.785757236,1,3,0.447934318,-4,10,1.152894622,0,4,0.580154016,-1,3,0.03086111,0,4,2.645751311,1,3,0.766902423,0,2,0.508418353,3,9,1.3587055
2478,0,2,0.370173186,0,4,0.59535093,0,4,2.645751311,0,4,0.710954151,0,0,0.036712962,1,1,0.069771665,0,2,0.554247089,0,4,0.711986662,2,6,0.862327132
2479,0,2,0.139348014,0,4,0.470483952,0,6,2.645751311,2,6,1.086122758,-2,8,0.963643183,0,0,0.01054814,0,2,0.178446945,1,1,0.916259205,-2,4,0.537863823
2480,0,0,0.173919726,-1,5,0.944414847,0,0,0,1,11,0.860007919,2,4,0.454440129,1,1,0.012684151,0,0,0.150783638,-1,3,0.772718429,-1,1,0.491590164
2481,0,2,0.583566325,0,4,0.761835043,3,3,0.749624349,0,0,0.426057623,0,0,0.041309803,1,1,0.105650785,0,0,0.658674799,0,4,0.736696201,0,4,0.447590627
2482,1,7,0.486248403,0,6,0.58742655,0,0,0,0,4,1.585300646,0,0,0.034727973,3,9,1.272327986,1,7,0.473797665,0,8,0.928449235,1,7,0.595196481
2483,0,2,0.14928358,-1,3,0.524924041,-3,7,2.382139154,-2,10,1.289291197,-3,7,1.268847051,0,2,0.013218995,0,4,0.231240964,-1,3,0.660489718,-1,3,0.273923748
2484,-2,8,0.610844868,0,0,0.480664461,-3,9,1.740801129,-2,2,0.526305802,-1,1,0.030257196,0,0,0,-2,14,0.851627705,0,0,0.446481541,-2,4,1.162007584
2485,0,8,0.343119601,0,4,0.639508164,3,9,1.319992462,-1,3,0.488277021,0,0,0.027132799,-2,6,1.722045238,-1,5,0.287617861,0,6,0.746465681,-1,7,0.852974209
2486,1,3,0.532386197,0,0,0.307284688,-2,10,1.401108283,1,3,0.479347413,0,2,0.018418776,0,0,0.050536977,1,3,0.596175989,0,0,0.3212329,0,6,0.516975328
2487,2,4,0.225873496,0,0,0.283682418,0,0,0,4,10,1.07995786,0,0,0.024114234,0,2,0.015821681,2,4,0.228066299,0,0,0.361956672,3,5,0.569655589
2488,2,2,0.622422238,0,0,0.35842613,0,22,1.587186435,1,5,0.556289464,0,2,0.024442233,2,6,0.946419693,0,0,0.388691294,0,0,0.319086499,1,5,0.986011265
2489,2,6,0.378157939,-1,5,1.019024747,0,0,0,3,3,1.139629391,0,4,0.696159978,0,0,0.034507176,0,2,0.373961272,0,6,1.412497896,1,1,0.759894281
2490,1,3,0.264341529,0,2,0.359151753,0,0,0,0,4,0.899292343,0,2,0.018516244,-2,8,0.692763322,1,3,0.28785619,0,0,0.433230309,1,5,0.387614256
2491,1,1,0.367655684,0,8,0.882093664,0,6,2.645751311,-1,5,0.700567466,0,0,0.04135873,0,2,0.02551689,1,3,0.378120605,0,10,0.953923804,1,3,0.391868968
2492,3,3,0.449949241,1,1,0.414146443,3,5,1.703990922,2,4,0.886916005,3,5,0.45504134,1,3,0.028140337,3,3,0.581280862,1,3,0.607334858,2,2,0.408649871
2493,0,6,0.336028513,0,4,0.708529013,0,2,0.252503506,1,3,0.739523765,0,2,0.015433056,0,4,2.645751311,1,5,0.322369992,1,1,0.855806686,-2,8,0.983212641
2494,0,6,0.630855062,0,0,0.257093193,0,4,2.645751311,0,4,0.432417356,0,2,0.015911825,-2,6,0.443676696,0,6,0.928119003,0,0,0.568224295,-2,4,0.428822957
2495,-2,6,0.467935405,0,4,1.195042085,0,6,2.645751311,0,6,1.128041497,0,0,0.079674316,0,2,0.052350578,-3,5,0.50130084,0,6,1.270891919,-1,3,0.458983053
2496,2,2,0.769503483,0,4,0.955672059,-4,10,2.215541482,0,10,1.1508001,0,2,0.088685592,3,9,0.689819261,2,2,0.925785838,0,2,0.834163658,-1,9,1.567546478
2497,-1,7,0.989227421,1,3,0.662240162,1,5,1.000685931,1,3,0.325286772,1,3,0.042791492,0,0,0,0,2,0.582260995,1,3,0.680644998,0,0,0.88654079
2498,0,2,0.295922048,1,3,1.308760533,0,12,1.477234591,4,6,2.255836856,0,4,0.048344197,0,0,0,0,0,0.199234786,1,3,0.714435223,3,9,1.476492954
2499,0,2,0.697240281,0,0,0.49431932,3,9,0.749671882,1,3,0.616502434,-1,3,0.023932718,1,7,0.687756234,0,0,0.60414901,0,0,0.522262376,-1,11,1.591012777
2500,0,0,0.302718312,2,4,1.157828005,0,0,0,2,6,1.72464345,1,5,0.690200903,0,6,0.447888668,0,0,0.306364604,1,5,1.264977075,0,4,1.456777792
2501,-1,3,0.311031828,0,2,0.644719755,-3,9,2.420033888,-1,3,0.532015877,-1,3,0.039887557,0,0,0.057988653,0,4,0.47115228,0,2,0.714804317,-1,7,0.561919186
2502,0,18,0.782469145,0,0,0.464175923,0,12,1.724604648,1,3,0.709179101,1,3,0.028589731,0,8,0.451622936,0,18,0.853346469,1,3,0.561334407,2,8,0.724861327
2503,1,9,0.378593486,0,0,0.387870616,-3,7,0.993827927,0,0,0.878879404,-1,3,0.027894566,0,6,1.248328883,2,2,0.508441438,0,0,0.382261837,0,4,1.212239053
2504,2,2,0.20209561,-1,3,0.788289398,2,2,2.645751311,0,8,0.940090623,0,2,0.039527338,0,4,2.645751311,1,3,0.258490177,0,4,1.013215737,0,0,0.860696457
2505,0,2,0.52614979,0,2,0.537814119,3,15,1.863452579,-1,3,0.798944005,0,0,0.040222898,1,3,0.023010505,1,3,0.721684608,0,2,0.542426468,0,6,1.946971719
2506,-1,5,0.32799961,0,0,0.401788562,1,7,1.494483553,0,8,2.10300519,0,0,0.024593426,0,6,2.645751311,0,6,0.278554578,0,0,0.432148281,-1,3,0.518313551
2507,-1,7,0.353839465,-1,3,0.554911947,-3,11,2.210566727,-1,1,0.63064978,-1,1,0.121340046,0,4,0.004694322,-1,7,0.527417507,-2,4,0.713320437,0,0,0.381502866
2508,1,3,0.278097408,0,4,0.876810161,0,0,0,2,2,0.949986181,-1,7,0.688965428,0,0,0.025064188,2,2,0.28477149,0,6,0.937372019,1,1,0.534330394
2509,0,10,0.506236163,1,3,0.310330736,0,0,0,0,6,0.613316875,0,0,0.012652468,0,6,0.444140917,0,12,0.502330865,0,0,0.235605125,0,4,0.740502012
2510,0,6,0.384541226,0,0,0.305043264,-3,3,2.645751311,0,2,0.422177091,0,0,0.014260466,-3,7,1.735723323,0,2,0.343540285,0,2,0.493148781,-1,5,0.687146696
2511,1,3,0.246543778,0,2,1.989012327,0,0,0,0,0,0,2,2,1.738995347,0,4,2.645751311,0,2,0.204577526,2,2,2.645751311,1,1,0.443126769
2512,1,3,0.21514872,0,2,0.609259108,0,0,0,3,7,1.402517349,0,4,0.447021131,0,0,0.016426554,1,1,0.164902161,-1,7,0.963403639,0,6,0.803027806
2513,-2,8,0.857433587,0,2,0.561362048,3,9,1.662154768,-1,7,1.46921556,0,4,0.044594944,-2,4,0.68507888,0,4,0.288452043,0,0,0.637070031,-2,12,1.229354359
2514,2,4,0.68502721,0,4,0.52908824,0,12,1.716633693,0,4,0.924018685,0,0,0.077335636,0,2,0.006038812,2,2,0.344583897,1,3,0.524871615,2,6,1.813528554
2515,0,8,0.451384624,0,2,0.751421164,-1,7,2.16962267,0,2,0.361108372,-1,3,0.059844051,0,2,0.056584302,0,4,0.46965028,1,5,0.957955372,1,7,0.873905427
2516,1,5,0.258593233,-1,9,0.786259797,0,0,0,1,5,1.532838117,0,8,0.457781201,0,0,0.019948188,0,4,0.230264985,-1,9,0.88701782,0,2,0.604748367
2517,1,3,0.545230503,0,0,0.435255783,0,0,0,2,12,1.364262609,0,0,0.022788232,3,7,0.9409803,0,6,0.499941263,0,0,0.43898056,3,9,0.96274644
2518,1,3,0.159752141,1,3,0.450328576,0,0,0,3,9,1.054810435,3,7,1.707825157,0,2,0.009658489,1,1,0.175795406,0,2,0.479190566,2,6,0.612006419
2519,0,2,0.186233562,0,2,0.232916378,0,4,2.645751311,2,2,0.67623899,-2,2,2.645751311,0,0,0.013349363,0,2,0.160316403,-1,1,0.468406185,0,4,0.307921848
2520,0,0,0.20462845,0,2,0.417337782,0,4,2.645751311,0,8,1.068630225,0,0,0.026109798,0,4,0.018019962,0,0,0.275280017,0,2,0.48436353,0,2,0.195083132
2521,0,2,0.23360261,0,0,0.22046103,0,16,1.218147713,-1,1,0.610729903,-1,3,0.02474941,3,3,0.444570582,0,0,0.405469862,0,0,0.245309882,-1,5,0.632937497
2522,-1,3,0.413887247,0,0,0.430074022,-4,4,1.657878758,3,9,1.585609113,-1,5,0.027563829,2,2,2.645751311,0,2,0.353433479,0,0,0.591372485,0,4,0.802673592
2523,1,1,0.206222326,-1,1,0.478724156,0,0,0,0,0,0.627378538,0,0,0.01494184,0,8,1.709089879,0,2,0.416430778,-1,3,0.507217149,3,5,1.009676846
2524,0,2,0.263096346,0,2,0.624609162,0,6,2.432903344,-2,4,0.68612564,1,7,0.45465208,0,2,0.02406709,1,1,0.250362106,0,2,0.606017486,0,4,0.607215413
2525,2,4,1.373577608,1,1,0.569986084,0,6,2.645751311,0,4,1.184428081,0,2,0.052248951,1,9,1.24783891,2,2,0.784081937,1,5,0.896967431,1,3,1.725973946
2526,1,5,0.308931504,0,0,0.31964918,-3,9,2.179362273,0,8,0.581149532,0,2,0.021362469,0,2,0.076993182,0,8,0.348312547,0,0,0.521259948,3,5,0.715092751
2527,0,0,0.192501438,0,0,0.318830465,0,12,1.391877911,1,9,1.245250081,0,2,0.013485033,2,2,2.645751311,0,0,0.192421316,0,0,0.292026616,0,8,0.943033894
2528,0,2,0.261974297,1,3,0.325705239,-3,3,2.645751311,0,6,1.055061897,0,6,0.44518144,0,2,0.018210613,1,3,0.251865772,0,2,0.247829495,0,0,0.345341097
2529,1,5,0.315216002,0,0,0.177003169,0,4,2.645751311,2,4,0.580398975,0,0,0.009781348,0,0,0.028826943,0,6,0.264985848,0,0,0.272311878,0,4,0.444855379
2530,2,4,0.360079484,1,3,0.553490208,0,0,0,2,2,0.9967039,0,10,1.252040104,0,0,0.024452365,2,4,0.364642515,1,3,0.955688663,2,8,0.8319621
2531,0,0,0.153245289,0,0,0.507587975,0,6,2.645751311,1,7,1.406945108,0,0,0.041649562,0,0,0.065253493,0,0,0.096671848,-1,3,0.565358045,1,1,0.319207939
2532,1,7,0.251333168,4,8,2.276139618,0,0,0,3,7,1.538595214,3,9,0.949640809,0,0,0,1,3,0.261753823,1,5,1.748338866,1,3,0.401521524
2533,1,3,0.497029391,1,3,0.624964787,0,0,0,1,3,1.071345707,0,4,2.645751311,1,1,0.030418141,1,3,0.532760834,-1,1,0.954181461,1,3,0.410058857
2534,1,1,0.76309453,0,0,0.364337431,-2,8,1.23654823,0,4,1.00296652,-1,3,0.03023337,0,6,0.446386406,1,1,1.193733452,0,0,0.288229678,-1,11,0.814966957
2535,3,3,0.746523135,1,3,0.780366996,0,0,0,2,10,0.989788611,2,6,0.705210775,1,3,0.067893562,2,2,0.884118452,1,3,0.804443772,2,2,0.415374722
2536,0,2,0.542113048,-2,2,0.782670689,0,0,0,-3,7,1.810061335,0,4,2.645751311,-1,1,0.153797738,-1,5,0.489303574,-3,3,0.870113129,0,4,0.866057079
2537,1,1,0.346260874,2,10,1.223612143,0,0,0,2,4,1.154192687,2,10,0.947327047,0,0,0.036642255,2,4,0.363867135,2,10,1.161212698,1,1,0.296752325
2538,1,9,0.397047593,1,3,0.47951825,0,6,0.54225535,0,2,0.464066382,0,4,0.031297922,0,0,0.031690895,1,9,0.423878102,0,2,0.343138909,2,10,0.597434734
2539,0,0,0.312220337,0,4,0.380948332,0,6,2.645751311,0,2,0.572244185,0,0,0.024620296,-2,6,0.937534261,0,0,0.252839022,-1,5,0.366529883,-1,7,0.437890045
2540,-1,3,0.287758528,0,4,0.45180697,3,13,1.494074995,2,4,0.956767594,0,0,0.03007919,0,2,0.053252467,0,4,0.32795047,1,3,0.350912669,-1,5,0.751576721
2541,1,1,0.388665123,0,0,0.443335097,3,9,1.271854942,0,4,1.079825675,-1,5,0.021945304,1,1,0.064746798,-1,3,0.448235154,0,0,0.290584589,-1,5,0.485121442
2542,0,0,0.25707023,0,4,0.340589505,0,0,0,0,10,1.367639788,0,8,0.449569393,0,2,0.018068368,1,3,0.280218014,-1,3,0.4703809,0,0,0.277086332
2543,2,6,0.440703088,0,4,0.574304613,3,9,2.119697813,-1,5,1.130456633,0,2,0.072636807,0,2,0.043264141,1,5,0.433826281,0,4,0.552446679,2,8,0.976882995
2544,2,4,0.385832355,-1,3,1.007243956,3,9,1.737984774,-1,5,0.371676128,0,4,0.046883611,0,0,0.021360822,2,2,0.351434181,-1,3,0.591674501,2,4,0.823273142
2545,1,3,0.319798785,0,4,1.070797263,0,0,0,0,10,1.374565977,0,6,0.93892936,1,7,0.474783905,2,4,0.309068724,0,8,1.626724916,0,4,0.578975807
2546,0,2,0.31310586,1,3,0.667763859,0,6,2.645751311,2,10,2.536063211,0,2,0.043034992,3,3,2.645751311,0,2,0.404497941,0,2,0.744802835,2,2,0.404971906
2547,0,2,0.298236875,1,5,0.461581812,0,0,0,1,7,2.103838019,1,7,0.457781657,0,0,0.03418713,-1,1,0.244348036,0,0,0.342126783,0,4,0.793770482
2548,2,6,0.380481675,0,0,0.476127293,3,9,1.786079866,-1,9,1.182050323,0,2,0.023780022,-2,8,1.26188428,1,3,0.302552373,0,0,0.551206232,0,4,0.669642989
2549,1,1,0.276363889,1,3,1.015071398,0,0,0,0,6,1.811961346,2,6,1.709573371,3,3,0.441746851,1,5,0.293728059,2,4,0.894080381,1,3,0.365201881
2550,1,5,0.234763601,0,4,0.415503401,-3,3,1.725921542,2,6,1.149006918,0,4,0.071772246,0,2,0.004664068,1,5,0.233631063,-1,1,0.493319945,1,3,0.358852015
2551,-3,5,0.39096841,-1,3,0.458339811,0,0,0,1,3,0.904143103,2,6,1.707896209,0,2,0.027227099,-3,3,0.42244315,-1,3,0.428065007,-1,5,0.323561349
2552,1,9,1.263834118,0,0,0.652123426,0,6,2.645751311,1,5,0.57678519,-1,3,0.038532944,0,2,0.035827355,1,3,0.452484172,0,0,0.508891111,-1,5,1.951896927
2553,1,5,0.432608114,0,4,0.448995877,-3,3,1.931680787,0,2,0.504780518,0,0,0.024679947,1,9,0.936834743,1,5,0.487348148,-1,3,0.715215448,1,11,0.960680496
2554,1,15,0.552766679,0,2,0.532435554,0,4,2.645751311,-1,9,0.989378314,0,2,0.081039682,0,0,0.028512525,0,4,0.52483651,1,3,0.675372929,1,5,0.72041576
2555,-2,6,0.56378068,0,6,0.729493142,0,0,0,4,12,1.428326718,0,8,0.447325048,0,0,0.035674275,-1,9,0.547706623,0,8,1.056351031,-1,3,1.232103101
2556,0,6,0.546339798,-1,5,0.860851808,0,6,2.645751311,-1,1,0.847306901,-1,1,0.041628137,0,4,2.645751311,0,6,0.533630717,-1,3,0.970313986,-1,5,0.516598462
2557,-1,7,1.089083221,0,2,0.670259437,0,6,1.02527876,0,2,0.577829664,0,2,0.046378905,3,3,0.684091236,1,3,0.423721135,0,2,0.360729425,0,6,1.952139914
2558,-1,7,0.378672772,-1,3,0.35682147,0,0,0,2,4,1.816504555,0,0,0.013969885,-2,12,1.254072457,-1,5,0.403474472,-1,3,0.517589593,2,10,1.022102977
2559,0,2,0.809834247,0,0,0.168989309,0,6,2.645751311,0,6,1.400633382,1,5,0.015291242,-2,8,1.718731162,0,2,0.999734662,0,2,0.477455027,-1,1,0.551204058
2560,1,3,0.200202679,0,6,0.960219629,0,0,0,-1,9,0.94875253,-1,5,0.151530974,0,0,0.041557976,1,3,0.230553301,-1,3,0.638795085,0,2,0.304689796
2561,2,4,0.318098612,0,2,0.301193348,-3,9,1.500478539,0,4,0.470720305,0,0,0.017081145,0,0,0,2,4,0.364856919,1,3,0.29922718,1,3,0.567281649
2562,0,2,0.195913198,-2,4,1.941721915,0,4,2.645751311,0,4,1.449702491,-2,6,0.942109373,0,0,0.014523762,0,4,0.178752555,-1,3,2.099929632,1,5,0.458516823
2563,0,4,0.471689313,1,7,0.62564683,0,4,2.645751311,2,6,2.003070275,0,6,0.449725033,0,2,0.062896892,1,3,0.414467637,0,6,0.685276827,0,2,0.659025744
2564,1,3,0.307820702,0,0,0.430233482,0,0,0,0,8,1.769093241,2,8,1.258239698,0,2,0.022993993,1,3,0.326203067,1,3,0.527413642,0,4,0.647008632
2565,1,5,0.246151114,0,4,0.812630327,0,0,0,1,3,1.349505506,0,2,0.071264771,0,0,0.009465185,1,5,0.399473648,-1,3,0.819287442,1,5,0.430534845
2566,0,0,0.267950006,0,0,0.360881152,0,14,2.376191233,-1,7,0.791732595,0,2,0.026845675,-2,2,2.645751311,0,0,0.311125358,0,0,0.618763391,0,2,0.458920667
2567,3,7,0.323843817,1,5,0.842150058,0,0,0,-2,8,0.945444515,0,2,0.156224601,0,0,0.032226297,2,6,0.314632588,0,4,0.815873869,2,8,0.655321789
2568,2,4,0.163250352,-2,4,1.722111896,3,3,2.645751311,2,6,1.907905669,0,4,2.645751311,0,2,0.010068842,2,2,0.216230249,-2,4,1.79573657,0,4,1.365021203
2569,-1,3,0.186638633,0,6,1.612542942,0,0,0,0,6,2.645751311,0,0,0.04516524,-2,2,2.645751311,0,4,0.222529685,0,4,0.803371334,0,2,0.427959674
2570,1,5,0.253872349,0,2,0.506934543,-1,5,1.053289493,-1,1,0.746879468,0,2,0.029217891,1,1,0.053637049,1,5,0.295791958,0,2,0.502313068,0,2,0.435505708
2571,0,0,0.133434862,1,5,0.501299465,0,0,0,0,0,0.528235299,0,0,0.03677245,1,3,0.01024778,0,0,0.116614093,0,2,0.376975588,0,0,0.306628119
2572,0,0,0.111980424,0,4,0.42430723,3,9,2.002081281,0,8,1.011686209,0,0,0.015154785,1,1,0.095405458,0,0,0.136069684,0,4,0.380237621,0,0,0.17597549
2573,0,6,0.544369541,0,2,0.529958966,3,9,1.348544914,-1,3,0.353672634,0,2,0.033375547,0,2,0.072855527,0,2,0.180006786,0,2,0.579739022,0,8,1.380123516
2574,1,1,0.197928282,0,0,0.235822316,0,8,2.07884492,0,4,0.723779642,0,0,0.013890051,0,6,2.645751311,1,3,0.273656691,0,0,0.447021664,-1,5,0.355474846
2575,1,9,0.511995876,0,0,0.602640192,0,0,0.737929842,3,5,0.5889668,1,3,0.031089135,0,2,0.066028334,0,10,0.571989738,0,2,0.544084098,1,5,0.812171601
2576,-1,3,0.158434348,1,1,0.376077065,3,9,1.276439067,4,6,1.121608691,3,3,0.684467528,0,4,0.006706931,-1,5,0.184399558,0,0,0.409950985,-2,2,0.365582191
2577,-1,5,0.383475506,-1,5,0.875256258,0,0,0,-1,17,1.701595153,-1,5,1.264325993,0,0,0.092478104,0,6,0.384377563,-1,5,1.083312361,-3,5,0.673176742
2578,0,0,0.228606342,-1,1,0.518752861,-3,15,1.772625188,0,0,0.539600536,-1,3,0.030794855,0,2,0.122884475,0,0,0.219803557,-1,3,0.570979904,-2,4,0.529353262
2579,3,7,0.479589095,0,4,0.508931945,2,2,2.645751311,0,6,0.953906597,0,0,0.047090689,0,2,0.038062287,3,7,0.490997123,0,6,0.767895314,1,5,0.579191409
2580,0,0,0.3426977,0,0,0.605110587,2,6,2.501654622,-2,10,1.275561284,0,2,0.037110798,0,6,2.645751311,0,0,0.468934181,0,0,0.85348833,0,6,0.425440284
2581,-1,5,0.282731784,0,0,0.297138619,2,4,1.596447717,-2,6,1.632485377,0,4,0.019528534,0,10,1.266963557,-1,5,0.426042066,0,2,0.397938242,0,4,0.717258532
2582,-1,5,0.254393892,-2,4,1.369677108,0,0,0,1,5,1.851622846,-1,5,0.458329805,0,6,0.692031383,-1,5,0.282664316,-2,8,1.890898315,1,5,1.073585054
2583,0,0,0.103682405,0,2,0.45807105,3,9,1.827296976,3,7,1.721524387,0,0,0.014171204,0,4,2.645751311,0,0,0.089337659,2,6,0.749345748,0,6,0.467167988
2584,0,2,0.52978268,-1,5,0.576250166,0,0,0,3,11,1.200177522,0,6,2.645751311,1,1,0.030380746,0,2,0.590263392,-1,5,0.643119057,0,0,0.341402443
2585,0,6,0.327004899,0,2,0.739787486,0,4,2.645751311,2,2,0.779496286,3,7,0.695692932,0,2,0.016913131,0,2,0.295836657,0,6,0.792172341,0,4,1.171438177
