고객번호,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,8기구매등급,1기구매횟수,2기구매횟수,3기구매횟수,4기구매횟수,5기구매횟수,6기구매횟수,7기구매횟수,8기구매횟수
3564,1,1,1,2,1,1,1,1,62,73,63,80,102,79,153,112
3565,3,3,2,1,2,2,2,3,150,144,120,179,140,114,123,102
3566,1,3,2,2,5,1,2,1,71,181,81,140,171,142,36,65
3567,9,8,9,8,7,9,9,9,124,138,159,155,186,140,167,130
3568,7,8,9,8,9,9,9,3,110,112,95,93,89,78,115,160
3569,1,1,1,3,1,2,2,1,155,156,157,124,195,198,136,162
3570,10,10,10,10,10,10,10,10,34,12,5,6,9,11,12,30
3571,5,6,6,6,6,6,4,5,154,153,151,108,138,148,221,139
3572,4,5,6,8,6,6,7,6,262,246,294,193,267,251,279,233
3573,3,5,3,7,6,6,4,4,300,253,419,207,273,249,341,230
3574,7,6,8,8,9,8,8,9,189,217,184,123,171,192,175,123
3575,10,10,6,3,4,5,4,4,16,32,110,128,136,109,119,59
3576,3,2,3,3,1,1,2,2,112,140,88,169,86,129,74,81
3577,7,8,8,8,5,7,5,6,116,152,162,208,210,232,218,184
3578,8,6,3,2,3,2,1,1,22,101,187,262,178,187,265,277
3579,6,3,4,4,1,1,2,2,91,148,134,131,154,177,148,152
3580,3,3,2,3,3,1,3,1,266,283,216,121,169,272,248,180
3581,2,2,2,2,3,2,2,3,73,81,78,70,86,126,76,93
3582,2,4,2,2,2,2,2,2,81,66,60,115,110,87,80,79
3583,6,9,7,9,8,7,10,8,201,184,234,181,181,237,127,178
3584,5,4,7,9,7,8,7,8,352,382,227,199,252,218,266,222
3585,4,5,7,6,7,4,4,2,228,227,223,295,230,262,303,307
3586,1,1,3,1,1,5,1,3,69,80,56,75,79,44,50,39
3587,8,8,8,5,6,5,6,8,143,154,134,220,156,229,202,177
3588,8,7,6,6,9,7,9,5,145,139,147,154,151,160,160,154
3589,1,4,1,4,1,3,1,1,109,93,120,117,128,172,106,136
3590,2,3,3,2,2,2,2,3,212,154,154,146,118,135,111,99
3591,2,1,9,3,2,2,3,1,115,230,114,179,193,210,265,267
3592,2,1,1,1,1,1,1,1,38,115,113,129,87,106,76,61
3593,3,5,8,3,4,6,3,3,225,126,86,198,185,162,229,221
3594,2,2,2,1,2,3,3,1,156,187,177,185,144,175,141,180
3595,5,6,4,7,4,7,6,6,148,178,201,181,311,202,173,205
3596,7,7,8,9,10,9,9,8,269,229,284,193,173,169,189,203
3597,5,5,6,4,5,5,5,4,214,163,194,235,277,173,182,194
3598,7,7,6,7,6,6,5,8,305,328,334,291,313,334,325,206
3599,6,9,6,6,7,7,8,8,224,135,231,192,160,187,157,144
3600,2,1,2,2,4,2,3,2,64,121,119,102,86,87,69,100
3601,8,2,5,2,1,5,3,4,64,66,74,105,70,54,92,71
3602,6,5,5,6,8,9,8,5,363,362,408,460,296,352,329,415
3603,6,10,10,8,8,9,10,9,273,216,185,178,200,243,180,174
3604,2,1,3,1,3,3,5,5,246,323,284,311,317,375,286,272
3605,6,5,5,4,4,4,5,5,441,438,513,590,513,610,634,591
3606,8,4,6,7,9,10,8,8,257,349,296,286,239,246,305,229
3607,7,6,8,6,5,8,5,4,54,37,40,74,115,57,57,92
3608,10,9,10,10,9,10,8,9,118,151,100,139,127,116,165,140
3609,2,1,1,1,1,1,1,2,53,46,72,83,111,146,100,85
3610,1,1,3,5,5,1,3,5,142,142,137,125,112,114,62,103
3611,6,8,10,9,6,7,6,7,103,186,106,109,190,186,227,161
3612,8,7,8,9,6,6,7,6,248,205,219,194,297,268,241,225
3613,6,8,7,10,5,9,5,7,184,184,206,133,171,194,188,232
3614,2,2,2,1,3,1,2,2,166,90,131,88,101,138,103,78
3615,9,9,9,8,9,10,9,8,180,154,169,198,163,158,234,261
3616,1,1,1,1,1,1,1,1,49,120,57,72,58,106,114,123
3617,6,5,6,6,9,7,6,6,203,173,169,149,158,184,191,223
3618,6,5,4,8,6,5,8,9,258,272,241,238,234,387,191,201
3619,1,3,2,1,1,3,1,1,189,157,133,150,100,111,180,133
3620,2,2,2,1,2,4,7,5,119,73,415,482,403,391,246,44
3621,6,4,4,3,4,5,4,4,157,228,195,233,284,257,237,222
3622,8,9,8,9,9,9,2,6,272,194,264,252,228,239,310,302
3623,9,6,9,9,8,8,10,5,85,152,105,121,141,97,101,122
3624,1,1,1,1,1,1,1,1,328,191,174,239,232,251,266,273
3625,2,1,1,2,1,3,5,2,107,115,71,86,116,109,64,151
3626,7,8,4,4,6,5,6,5,274,247,321,382,284,374,399,374
3627,6,4,5,4,4,4,4,4,63,113,158,144,114,133,164,106
3628,8,8,10,10,10,10,9,10,266,288,154,213,231,202,192,205
3629,9,9,6,6,4,7,7,3,85,100,119,144,144,108,128,164
3630,5,5,5,6,5,5,5,5,269,287,304,233,343,289,306,280
3631,3,3,3,5,3,3,6,4,257,228,250,260,273,232,151,183
3632,2,1,3,3,4,3,4,3,296,295,344,289,317,432,373,363
3633,1,1,2,4,1,3,1,2,102,118,86,91,130,99,85,94
3634,9,4,4,5,3,2,8,9,45,126,112,68,75,101,50,31
3635,6,6,8,6,8,4,8,10,141,123,103,96,105,170,84,17
3636,2,2,2,4,4,2,2,3,163,201,243,197,98,180,107,116
3637,1,2,2,3,2,3,2,2,231,165,161,196,181,235,206,183
3638,8,9,8,8,8,9,9,9,164,183,223,174,188,128,137,93
3639,10,4,1,3,2,2,1,3,6,235,533,430,375,475,522,389
3640,5,9,7,9,6,7,7,5,199,92,124,131,209,219,210,169
3641,5,2,6,5,4,6,4,4,88,153,136,118,199,154,191,158
3642,7,6,6,5,5,4,4,3,338,338,420,439,411,589,446,538
3643,6,8,8,7,8,5,6,4,252,260,232,260,219,251,294,287
3644,4,4,3,4,4,6,6,6,271,334,314,239,321,208,199,144
3645,5,7,9,5,6,6,4,6,209,181,136,154,198,216,208,192
3646,6,6,7,7,6,10,9,7,128,123,136,77,104,67,80,53
3647,6,6,7,8,8,8,6,5,188,193,168,144,153,183,252,109
3648,4,3,3,3,3,4,2,1,75,110,66,87,86,58,59,42
3649,10,6,4,5,4,3,3,3,146,309,360,433,549,664,782,668
3650,8,7,6,6,7,6,7,5,157,180,160,188,174,230,189,281
3651,6,6,7,5,7,6,6,5,259,331,287,241,278,300,343,265
3652,9,8,9,7,8,6,9,6,209,196,159,196,190,214,165,187
3653,2,2,4,2,2,3,2,2,95,96,53,84,41,98,57,51
3654,1,2,1,1,1,1,2,1,101,66,123,103,90,77,112,105
3655,4,3,2,3,2,4,3,4,165,213,226,164,117,119,120,98
3656,3,2,4,4,3,3,3,3,179,247,162,110,222,199,162,171
3657,3,3,2,3,8,3,4,3,182,77,107,134,75,211,171,152
3658,4,3,4,4,4,4,10,10,113,144,113,210,138,79,32,21
3659,8,3,5,8,6,8,4,6,148,168,181,166,183,162,163,169
3660,8,5,4,7,7,9,9,9,96,166,234,203,181,171,203,98
3661,1,1,3,3,4,3,2,3,74,93,52,121,50,75,112,115
3662,4,3,5,3,5,4,6,6,142,145,188,134,176,151,162,110
3663,4,6,3,4,2,2,3,4,60,84,113,120,152,225,137,94
3664,2,2,2,2,3,1,1,1,149,146,195,131,163,160,167,186
3665,4,5,4,4,2,4,1,3,44,67,113,101,165,152,81,110
3666,8,9,8,5,8,6,8,7,64,54,61,119,72,120,113,108
3667,4,4,4,2,3,3,2,5,79,82,81,102,133,122,282,196
3668,3,4,3,4,4,4,4,3,167,178,172,156,165,158,181,160
3669,8,9,8,9,9,10,9,10,299,249,303,255,224,255,257,164
3670,10,6,9,6,8,6,5,3,70,160,97,119,102,152,150,231
3671,10,10,10,10,8,10,9,10,78,77,136,85,131,102,143,141
3672,2,3,2,3,2,1,2,1,60,76,72,50,76,106,187,92
3673,3,4,4,3,5,10,5,8,227,211,201,193,175,67,164,95
3674,1,2,2,2,2,3,1,2,93,82,83,133,74,91,76,101
3675,7,8,10,9,7,6,8,3,164,165,130,116,164,168,165,223
3676,8,8,6,9,6,10,9,7,126,143,149,108,55,75,81,86
3677,3,1,3,4,3,2,2,1,89,128,89,60,71,86,83,51
3678,2,3,3,2,2,3,2,1,122,102,80,168,157,119,130,80
3679,1,1,1,1,1,1,1,1,67,99,111,118,102,110,130,214
3680,5,7,4,5,4,5,6,6,405,317,400,379,285,293,244,170
3681,2,3,2,2,4,3,2,3,95,118,119,84,91,96,128,197
3682,3,4,2,3,3,4,3,4,212,176,219,202,225,243,254,372
3683,2,2,1,2,2,1,2,2,77,103,141,161,138,294,204,205
3684,9,9,9,8,8,8,7,7,171,137,152,196,220,223,301,234
3685,7,5,4,5,4,6,9,5,96,99,112,131,179,155,96,130
3686,3,3,4,3,3,3,3,4,80,62,78,98,99,112,130,114
3687,9,10,10,9,10,9,8,8,99,104,89,112,141,180,182,200
3688,4,2,3,3,3,5,4,5,77,102,148,119,113,78,80,55
3689,3,9,5,8,4,8,5,4,110,62,79,49,100,49,73,98
3690,3,5,4,3,6,2,2,4,124,126,135,161,126,168,145,86
3691,5,8,9,9,10,9,9,8,154,246,214,199,212,253,246,215
3692,7,6,6,6,8,8,8,8,227,233,228,243,184,187,179,183
3693,2,2,2,3,5,1,3,1,58,54,77,73,69,75,70,97
3694,6,5,8,9,9,9,8,9,192,283,210,123,135,93,143,92
3695,9,10,10,10,9,10,10,9,195,179,144,176,204,209,137,222
3696,9,7,5,8,9,8,5,6,148,189,228,174,179,191,251,223
3697,2,1,2,2,2,3,2,2,63,100,67,78,84,55,70,66
3698,2,1,2,2,4,1,3,1,65,116,94,86,56,90,80,77
3699,1,1,1,1,1,1,2,2,82,65,44,60,46,80,50,54
3700,3,2,2,4,6,4,2,5,64,102,71,118,74,98,100,100
3701,9,6,4,9,10,8,7,4,229,249,287,201,193,176,219,227
3702,2,2,3,3,3,4,6,6,215,273,235,362,322,235,170,124
3703,5,8,6,5,7,9,6,8,270,184,312,387,313,165,231,235
3704,5,4,4,5,4,5,5,5,366,390,415,315,389,363,362,261
3706,8,7,6,10,6,5,6,8,254,296,353,129,298,345,277,238
3707,7,8,8,7,10,8,9,7,88,129,145,141,101,125,86,73
3708,8,7,6,7,7,5,7,8,189,219,287,233,301,330,316,186
3709,2,4,5,4,4,8,9,5,332,306,326,291,298,312,309,280
3710,3,4,4,4,4,7,9,7,159,103,96,160,69,46,59,61
3711,2,2,3,3,4,3,2,4,153,200,184,118,160,152,199,129
3712,4,7,4,5,4,3,2,2,157,54,207,127,171,354,203,248
3713,10,10,10,10,10,10,7,10,97,62,65,49,102,105,162,85
3714,2,2,2,3,2,3,3,3,88,135,134,74,113,72,73,65
3715,6,7,8,8,7,5,8,9,226,196,169,193,178,216,123,85
3716,6,4,4,7,6,8,8,7,285,299,255,247,371,294,298,261
3717,2,5,4,6,5,6,4,9,301,293,287,232,187,241,247,179
3718,10,10,10,10,9,6,9,10,66,128,143,201,248,253,240,196
3719,5,5,4,4,5,5,4,5,269,232,401,400,350,412,453,403
3720,2,3,1,1,2,2,1,2,119,64,101,116,92,81,195,170
3721,2,1,1,1,2,1,3,2,138,167,104,122,83,117,68,89
3722,5,4,4,3,5,2,5,4,45,76,84,85,56,82,51,80
3723,1,2,1,2,2,2,1,2,133,70,129,80,78,134,81,47
3724,5,4,4,5,4,4,4,5,178,313,305,251,394,320,259,228
3725,8,4,2,4,4,5,7,4,110,155,201,158,193,145,109,143
3726,1,2,1,2,2,1,2,2,61,84,72,54,65,71,73,55
3727,4,4,5,6,5,5,3,5,262,288,226,179,197,250,264,242
3728,5,8,7,8,8,9,10,9,278,264,298,257,243,205,139,173
3729,1,1,1,1,1,2,2,1,214,178,186,202,105,89,82,196
3730,6,5,7,9,9,8,6,7,350,369,156,131,186,146,290,245
3731,5,5,7,2,5,4,5,7,156,222,155,164,214,282,248,202
3732,7,7,7,6,8,5,7,6,167,150,173,205,157,201,194,173
3733,7,6,4,5,8,7,8,5,249,309,307,225,252,260,241,208
3734,10,10,10,9,10,9,9,10,64,37,87,103,135,142,128,121
3735,7,5,9,6,9,5,5,5,126,147,130,199,164,267,376,263
3736,7,9,8,9,7,9,7,7,119,81,79,122,133,114,181,123
3737,6,5,5,6,6,4,6,7,174,194,200,196,216,222,250,180
3738,9,10,8,10,8,8,5,9,101,81,92,76,77,79,81,70
3739,2,2,1,1,3,3,2,3,71,78,120,93,34,72,67,62
3740,7,8,10,9,10,10,9,10,225,206,207,198,194,194,188,165
3741,4,6,5,7,9,6,7,4,184,157,193,124,195,229,279,253
3742,2,4,2,2,2,2,1,3,178,122,207,124,171,134,123,142
3743,3,2,1,1,4,5,2,1,78,94,122,98,86,94,131,159
3744,3,2,2,3,2,1,3,2,89,106,95,98,110,144,99,87
3745,3,2,3,4,4,4,4,2,176,148,124,130,187,153,86,134
3746,8,8,8,10,10,8,8,10,168,230,186,106,118,191,185,73
3747,2,1,3,2,2,2,3,2,88,54,107,261,362,166,150,271
3748,1,2,2,1,1,1,1,1,337,375,431,474,430,320,294,231
3749,8,4,4,4,4,4,6,7,153,169,203,256,218,253,256,217
3750,8,9,8,9,8,9,8,8,224,222,234,246,265,291,319,287
3751,5,7,4,5,5,4,7,4,93,115,194,181,106,113,94,118
3752,3,6,3,1,1,2,2,2,17,17,59,83,112,107,73,39
3754,7,8,6,7,7,7,6,6,208,192,255,249,249,264,327,294
3755,1,1,1,1,1,1,1,1,178,186,279,320,154,156,165,219
3756,8,3,2,4,4,8,1,4,30,63,106,63,73,40,87,33
3757,5,7,6,5,7,4,4,4,61,55,58,86,77,88,87,82
3758,5,5,4,4,4,4,3,3,87,99,85,65,61,83,110,76
3759,8,7,9,10,8,10,9,9,229,236,191,175,231,150,184,155
3760,4,5,3,4,7,6,10,10,49,87,118,62,65,68,6,1
3761,8,8,8,7,8,6,7,7,60,80,71,59,63,85,71,83
3762,4,2,5,5,3,3,2,2,31,40,41,52,65,112,142,72
3763,7,9,6,8,8,5,7,6,132,109,147,90,118,223,170,187
3764,4,3,2,5,3,3,3,3,357,390,356,261,281,323,278,304
3765,2,3,3,3,3,3,2,4,130,109,63,80,93,97,72,95
3766,5,5,6,6,6,6,6,6,387,381,311,378,387,336,332,311
3767,5,4,4,6,6,6,4,5,234,277,228,269,197,214,272,256
3768,5,6,5,4,6,4,9,10,123,123,127,132,139,144,99,15
3769,3,5,5,5,3,4,6,3,74,124,94,92,87,69,63,87
3770,2,2,3,2,2,2,1,2,83,121,159,93,155,187,194,193
3771,3,2,3,1,3,3,2,2,141,195,159,142,179,172,189,134
3772,6,5,3,5,5,5,5,4,265,354,454,412,419,386,391,427
3773,6,4,3,5,9,8,9,4,104,174,232,228,114,128,103,141
3774,1,3,1,1,3,2,1,2,166,116,103,123,79,71,77,75
3775,4,4,3,5,6,5,7,8,252,322,427,343,243,339,200,166
3776,6,7,10,8,8,10,10,9,228,213,135,197,207,156,122,157
3777,3,2,5,4,3,3,7,3,75,128,92,95,61,91,93,89
3778,9,9,9,8,10,8,9,9,119,85,106,109,75,132,102,124
3779,8,9,9,10,9,8,8,6,143,161,160,121,166,210,197,230
3780,8,7,7,10,8,7,10,9,81,134,154,85,144,206,112,65
3781,1,1,1,1,1,1,2,1,111,114,114,115,81,119,84,99
3782,6,10,8,9,8,9,9,8,148,107,146,132,210,120,106,116
3783,6,5,6,8,7,7,4,7,182,176,179,188,185,258,245,195
3784,3,2,3,3,2,2,2,2,250,322,357,306,367,337,286,318
3785,6,7,8,5,6,6,3,7,210,188,203,226,284,254,239,162
3786,4,5,6,3,4,5,4,4,110,79,116,146,136,94,113,103
3787,3,3,2,2,4,3,2,5,215,166,342,276,140,172,152,137
3788,2,3,3,2,3,3,2,2,193,192,169,203,212,194,263,227
3789,1,2,1,3,1,2,2,2,91,185,181,175,215,198,216,201
3790,9,9,8,9,8,7,6,7,277,385,371,328,436,606,599,486
3791,3,2,2,4,3,3,3,6,82,95,119,108,86,72,97,65
3792,6,6,5,7,5,8,7,6,204,231,288,235,174,243,229,186
3793,8,8,9,9,8,9,7,8,212,216,221,231,278,292,300,269
3794,3,4,3,4,3,4,4,4,284,332,373,236,250,329,321,217
3795,1,1,1,1,3,3,1,2,187,192,205,154,102,124,101,117
3796,3,2,4,2,3,2,3,5,202,259,180,311,280,313,342,219
3797,4,4,4,2,6,3,5,1,119,102,93,137,78,68,49,74
3798,4,4,3,8,3,4,5,7,310,422,396,199,338,410,291,231
3799,6,9,7,7,7,6,7,6,359,262,428,342,362,450,405,396
3800,6,4,5,4,4,5,4,4,39,67,47,82,66,79,78,77
3801,3,5,6,6,8,4,8,7,209,214,326,256,183,244,290,268
3802,4,6,5,5,6,7,6,7,388,225,258,292,238,199,166,145
3803,8,8,9,8,8,9,8,10,284,267,251,302,279,286,331,208
3804,5,8,7,6,4,4,4,6,190,156,160,215,296,287,281,248
3805,4,5,3,3,3,3,3,3,517,455,479,528,500,483,542,537
3806,6,6,6,10,2,4,7,6,176,221,218,63,199,394,258,335
3807,4,1,1,2,3,3,1,1,51,76,57,74,60,78,92,92
3808,8,9,8,10,10,10,10,8,216,220,219,203,218,183,185,148
3809,1,3,4,4,3,3,4,3,51,68,42,57,68,67,63,59
3810,5,6,6,6,6,5,4,4,260,233,254,264,254,330,299,300
3811,3,2,2,2,2,3,3,3,362,428,359,363,449,468,345,300
3812,5,5,5,3,2,3,7,2,77,83,62,127,122,134,110,148
3813,10,6,7,8,10,7,8,10,34,169,189,151,43,157,136,47
3814,4,5,6,3,3,4,2,2,110,63,92,88,66,69,124,69
3815,7,8,9,9,7,8,8,8,228,223,154,206,225,210,217,231
3816,4,4,5,6,7,7,7,6,235,247,233,224,272,236,300,315
3817,5,4,3,3,5,7,2,3,89,106,119,109,94,65,143,85
3818,3,3,2,1,3,2,3,2,109,141,329,149,129,113,298,222
3819,2,5,2,2,3,4,2,1,79,76,98,129,136,145,119,120
3820,6,5,4,6,5,7,3,7,172,186,161,198,180,132,201,156
3821,8,5,6,10,9,6,6,5,134,236,216,83,108,248,281,230
3822,1,1,1,5,1,1,1,1,133,85,98,92,133,133,171,169
3823,1,2,2,2,1,2,2,3,182,142,156,231,148,176,93,132
3824,1,2,1,1,2,2,2,2,372,326,274,335,407,364,407,324
3825,3,6,3,2,4,3,2,6,236,104,118,131,169,146,149,76
3826,3,5,4,3,5,4,5,5,348,289,291,328,224,265,210,253
3827,1,2,1,3,1,2,2,3,192,173,125,114,99,152,189,157
3828,2,2,2,2,1,3,2,4,78,82,74,58,90,40,67,42
3829,9,10,10,4,5,3,8,3,54,40,41,130,105,93,100,193
3830,7,7,6,9,10,10,10,10,174,211,216,139,102,117,94,82
3831,2,3,3,2,4,4,3,2,123,111,84,83,81,77,66,69
3832,5,3,2,4,2,4,2,4,165,144,235,201,172,132,90,110
3833,1,1,1,1,1,1,1,1,73,114,167,82,123,123,71,85
3834,6,1,2,2,3,4,5,7,47,154,129,128,122,101,131,44
3835,2,2,2,2,1,2,1,2,94,105,99,83,132,72,118,85
3836,3,3,4,5,3,4,4,5,318,372,369,345,433,475,449,385
3837,3,2,3,3,4,2,3,4,242,229,162,163,115,259,146,93
3838,7,9,8,10,9,10,10,9,327,329,226,229,172,160,212,222
3839,6,7,8,8,9,8,9,8,170,153,159,143,136,191,176,147
3840,3,3,1,2,1,2,3,1,55,62,75,67,92,65,90,112
3841,4,3,2,4,3,3,3,5,354,453,416,357,354,359,436,236
3842,5,5,3,4,4,5,5,6,181,167,163,181,163,122,259,144
3843,5,6,4,6,5,7,6,5,369,333,382,309,375,251,316,333
3844,10,10,10,10,10,9,10,9,57,62,168,119,128,143,134,157
3845,7,9,9,6,7,9,8,9,189,192,147,152,171,199,186,111
3846,1,7,8,8,7,7,7,1,271,199,187,238,233,237,180,166
3847,3,4,3,2,2,3,1,1,154,181,200,178,199,223,267,192
3848,4,6,5,6,6,7,7,6,115,136,201,177,236,215,229,148
3849,6,7,5,6,5,6,8,6,216,195,257,268,252,264,202,244
3850,5,7,8,7,7,7,5,6,190,197,149,155,175,205,183,164
3851,3,1,1,2,1,1,2,2,111,171,158,124,148,195,209,158
3852,6,5,7,8,9,9,9,5,202,178,109,92,110,159,130,158
3853,9,8,9,7,8,9,8,8,308,345,320,338,376,269,322,298
3854,8,9,9,5,8,7,8,5,97,113,110,131,180,205,211,174
3855,2,1,1,1,3,3,3,3,54,72,69,98,51,65,49,37
3856,7,6,8,7,8,10,10,10,282,358,292,383,312,179,188,95
3857,3,1,2,4,3,1,3,3,192,196,159,90,133,276,213,189
3858,9,9,8,9,10,8,7,7,100,106,125,128,106,155,149,138
3859,2,2,2,3,2,3,1,2,101,101,73,102,92,123,125,117
3860,4,4,2,4,3,5,6,5,146,156,175,155,156,155,106,105
3861,4,4,6,5,4,5,4,6,209,284,243,153,238,236,271,137
3862,1,1,1,2,1,1,1,1,207,159,145,102,157,114,135,177
3863,2,2,3,3,2,3,2,3,314,310,304,262,307,295,211,182
3864,1,1,1,2,1,1,1,1,229,233,242,223,295,240,235,198
3865,1,1,2,3,1,1,3,2,107,100,119,161,140,111,114,121
3866,1,2,1,1,2,3,2,2,176,86,106,106,130,87,85,82
3867,4,8,8,6,9,9,10,10,273,267,260,307,234,256,177,39
3868,3,3,5,3,4,4,7,5,150,179,127,131,82,82,96,83
3869,5,3,3,3,3,3,5,6,137,245,215,222,180,201,125,80
3870,6,7,7,7,5,6,6,6,542,504,513,525,531,532,599,447
3871,6,6,7,8,8,9,9,9,269,352,294,251,190,165,169,162
3872,7,6,8,8,5,8,9,8,157,187,156,142,167,172,114,156
3873,5,3,4,5,5,4,3,4,69,63,80,69,86,76,85,40
3874,3,6,6,5,6,5,5,7,158,175,269,189,125,186,280,190
3875,10,7,7,7,8,9,8,7,92,145,285,239,230,213,216,249
3876,3,2,2,1,3,1,2,2,72,105,71,84,59,143,107,103
3877,6,4,4,6,6,5,7,6,69,102,135,129,116,132,133,68
3878,6,9,10,7,5,5,3,4,65,49,66,110,82,115,144,111
3879,1,1,1,1,1,2,1,1,51,69,77,66,85,106,109,110
3880,1,1,1,1,1,1,1,1,188,195,148,159,108,213,162,92
3881,1,1,1,2,1,1,1,1,101,137,164,112,157,226,188,140
3882,2,1,2,1,1,2,1,1,101,127,90,84,123,116,104,124
3883,2,2,1,1,3,1,2,1,99,105,150,236,113,224,159,169
3884,9,10,9,9,9,9,9,10,195,151,211,204,191,175,225,156
3885,9,8,8,6,9,9,7,8,225,251,243,258,167,196,291,239
3886,6,10,8,4,7,7,5,5,86,31,177,277,275,298,364,303
3887,2,3,2,3,2,2,1,2,78,88,71,64,89,78,74,60
3888,4,4,4,4,4,5,4,4,267,374,369,443,482,470,490,496
3889,6,5,7,7,8,6,6,6,293,423,353,399,292,407,412,339
3890,1,1,1,1,1,1,1,1,43,48,59,50,78,111,83,70
3891,3,4,5,6,10,8,7,4,250,203,160,127,78,140,163,164
3892,2,2,1,2,1,2,2,2,104,144,175,147,163,100,98,90
3893,7,3,3,4,4,3,7,3,16,49,38,38,29,73,40,30
3894,1,3,3,3,3,4,3,3,156,270,336,318,405,296,444,424
3895,2,2,1,2,1,2,1,1,177,141,230,121,195,133,128,117
3896,1,1,2,1,2,1,3,2,331,278,379,360,378,390,437,307
3897,10,10,10,10,10,10,10,10,182,157,171,191,208,232,213,197
3898,2,3,2,1,2,2,1,1,86,82,128,153,117,128,150,146
3899,3,1,1,3,3,2,3,2,91,130,176,123,177,201,176,193
3900,8,9,10,8,8,8,7,9,136,102,77,126,157,101,182,124
3901,9,8,7,6,7,6,4,5,117,178,204,166,199,216,220,227
3902,1,3,1,1,2,3,2,4,260,253,443,355,436,320,359,344
3903,5,3,4,4,4,5,5,6,371,649,424,458,379,409,376,308
3904,4,3,3,2,4,3,2,4,432,477,489,375,450,539,539,328
3905,8,4,2,6,4,4,2,5,138,201,317,183,258,311,279,207
3906,9,6,8,8,9,5,10,8,75,97,118,119,96,139,62,95
3907,5,4,4,5,4,5,4,4,345,351,425,389,337,376,429,409
3908,1,2,1,2,2,1,3,1,91,104,80,60,112,129,95,79
3909,6,5,9,8,4,6,6,5,142,71,48,93,89,117,69,103
3910,4,5,5,6,4,6,3,6,249,295,219,311,281,228,273,279
3911,5,4,4,3,4,4,8,5,393,282,244,186,227,156,267,41
3912,1,2,5,2,2,2,3,3,87,92,66,95,70,99,74,51
3913,8,7,7,8,6,7,5,8,160,210,213,239,279,210,246,185
3914,10,10,9,9,10,9,9,9,162,231,191,216,202,226,317,268
3915,3,6,7,8,5,5,6,4,250,308,331,269,328,428,405,272
3916,2,2,2,4,3,3,4,4,319,332,407,305,431,370,380,357
3917,10,10,10,8,9,9,10,10,246,175,1,176,253,259,326,123
3918,4,5,7,4,2,3,3,4,180,187,99,248,231,287,183,200
3919,3,5,4,3,4,5,6,7,183,140,142,100,113,114,60,68
3920,2,3,3,5,10,6,4,1,189,201,204,144,61,82,130,126
3921,6,8,7,7,10,10,9,10,196,151,161,209,156,166,179,120
3922,2,2,2,2,3,2,2,3,351,336,444,367,350,390,277,274
3923,3,4,3,4,6,4,4,5,266,365,343,364,253,324,244,225
3924,1,2,2,4,1,3,3,1,53,53,65,42,85,105,89,81
3925,8,8,8,7,8,8,9,10,161,140,190,182,176,189,138,115
3926,4,6,7,5,5,5,3,7,152,116,152,125,159,141,139,100
3927,10,10,10,10,10,10,10,10,176,152,246,145,164,140,253,183
3928,5,6,5,5,4,5,5,6,382,305,350,321,379,295,275,315
3929,4,5,5,7,7,5,3,3,134,93,90,91,112,144,147,216
3930,6,6,6,7,6,7,7,7,416,388,381,385,453,386,426,365
3931,4,3,3,3,3,2,2,2,245,275,238,241,311,338,250,266
3932,5,4,4,8,6,6,5,7,183,175,161,178,158,189,222,180
3933,7,3,3,3,2,2,7,3,121,127,125,128,101,81,26,32
3934,3,4,3,2,3,2,3,5,82,56,102,84,76,103,95,97
3935,10,5,6,3,2,10,10,10,106,120,125,198,245,47,22,29
3936,3,3,2,2,3,2,2,3,97,148,180,206,109,186,108,142
3937,9,6,9,7,3,7,6,7,158,250,187,239,296,231,264,179
3938,7,4,3,6,8,4,7,5,162,171,178,131,174,231,223,205
3939,1,3,4,4,3,2,2,2,59,46,45,67,72,61,99,102
3940,2,2,1,1,1,2,2,1,236,396,499,343,312,329,305,238
3941,2,4,4,3,6,4,4,8,230,197,173,113,163,209,199,152
3942,3,4,5,3,4,5,6,3,122,84,106,65,91,90,85,89
3943,5,6,5,6,4,6,6,5,250,193,230,232,297,213,229,179
3944,6,8,4,5,5,6,6,6,107,115,213,222,178,171,178,183
3945,7,7,7,7,8,9,8,9,218,218,254,272,207,194,295,206
3946,8,8,8,8,9,9,6,6,163,143,146,153,153,133,265,229
3947,8,9,9,10,9,10,8,8,196,128,105,138,140,143,239,189
3948,3,2,2,3,2,2,2,2,209,199,216,187,204,186,139,132
3949,5,5,6,6,7,5,4,8,176,131,157,186,139,189,229,131
3950,1,1,1,1,1,1,1,1,158,273,192,189,83,147,96,104
3951,4,5,2,2,2,2,4,2,128,105,89,116,144,146,96,78
3952,9,8,8,8,10,9,8,8,198,190,189,163,105,132,218,169
3953,1,4,1,1,1,1,1,2,72,95,71,103,90,91,51,73
3954,9,7,8,6,9,6,7,6,222,268,266,267,239,291,389,304
3955,4,3,5,1,6,1,3,1,205,169,138,164,97,145,143,133
3956,2,3,6,3,3,4,3,4,148,134,121,162,186,147,192,146
3957,4,9,9,10,10,10,1,7,108,83,95,85,110,79,206,165
3958,4,6,6,6,4,5,4,4,182,161,155,185,183,147,144,176
3959,6,9,10,10,10,10,10,10,127,110,63,93,87,1,62,59
3960,7,7,6,8,5,9,9,10,202,211,247,241,198,148,102,103
3961,4,5,7,8,9,8,6,8,355,264,231,175,205,171,177,194
